entry_time,entry_price,exit_time,exit_price,side,gross_pnl,spread_cost,commission,slippage,net_pnl
2019-01-10T00:00:00Z,52.08285,2019-01-11T00:00:00Z,52.337270000000004,-1,-7.707194633777005,0.9087958455047058,1.581609520718381,3.1632154062533795,-8.49992619279464
2019-01-24T00:00:00Z,52.517450000000004,2019-01-25T00:00:00Z,52.99194,1,19.448174585914636,1.2296259933348315,2.1622848080817025,4.324594618558603,18.362170138227306
2019-01-27T00:00:00Z,53.61855,2019-01-28T00:00:00Z,53.191739999999996,1,-18.121571304730008,1.2737450836247886,2.2674846961339656,4.53495707939879,-19.25078325997081
2019-01-30T00:00:00Z,53.3683,2019-01-31T00:00:00Z,54.41052,1,47.276557264838274,1.3608419699728922,2.444499028835896,4.889051584122611,46.04248861110412
2019-03-22T00:00:00Z,59.99492,2019-03-22T00:00:00Z,58.46706285714286,1,-100.32440087858484,0.9849520422862459,3.889312398280704,3.934555091586124,-102.24397597750554
2019-03-25T00:00:00Z,58.86379,2019-03-26T00:00:00Z,59.08584,1,14.093094671534836,1.9040434143033234,3.7430202703502284,7.486064023902566,12.218061262691837
2019-03-27T00:00:00Z,59.914840000000005,2019-03-28T00:00:00Z,59.265660000000004,1,-40.936755417226074,1.8917752588138572,3.7577120205510823,7.515392511514518,-42.80537723864731
2019-03-29T00:00:00Z,59.584509999999995,2019-03-31T00:00:00Z,60.16476,1,34.21581535848525,1.769021043954409,3.530649643802973,7.061342333784683,32.44193658274414
2019-04-05T00:00:00Z,62.03696,2019-04-07T00:00:00Z,63.2217,1,69.89912677223874,1.7699864976004576,3.695102281792109,7.39028362298111,68.03410084964963
2019-04-12T00:00:00Z,63.82875,2019-04-14T00:00:00Z,63.691230000000004,1,-8.777107881152835,1.9147268501643009,4.069432160640244,8.138865597765056,-10.809629684502669
2019-04-24T00:00:00Z,66.07099,2019-04-25T00:00:00Z,65.61930000000001,1,-33.78688239708,2.244031242472566,4.92528541817121,9.850549144040409,-36.24107838556633
2019-04-28T00:00:00Z,62.95286,2019-04-29T00:00:00Z,62.74218,1,-13.268117649469357,2.83399133390028,3.9579850452694343,7.915022907657494,-15.243793142691706
2019-04-30T00:00:00Z,63.60853,2019-05-01T00:00:00Z,63.43149,1,-11.377394640486985,1.92793628114889,4.082084395264677,8.164167505238499,-13.415592489459202
2019-06-23T00:00:00Z,57.74217,2019-06-24T00:00:00Z,57.8728,-1,-5.148409915497628,1.7735470121518757,2.2783176067058752,4.5572275781138085,-6.28885582132944
2019-07-29T00:00:00Z,56.060990000000004,2019-07-30T00:00:00Z,57.0279,1,45.34739256423923,1.406978702182394,2.651894328057459,5.303840714326899,44.01010855206944
2019-08-04T00:00:00Z,55.36029,2019-08-05T00:00:00Z,55.23969,1,-5.04758014744138,1.255616952099887,2.3145201631651413,4.62904116340825,-6.203578333987091
2019-09-17T00:00:00Z,61.59333,2019-09-18T00:00:00Z,58.83376,-1,83.07504484440777,0.9031303229605445,1.8126892780816428,3.625466159804613,82.18946896657805
2019-11-11T00:00:00Z,57.03789,2019-11-12T00:00:00Z,56.69162,-1,18.144204151541597,1.5719702097965536,2.9796566949126544,5.959339065338735,16.658911855123154
2019-12-02T00:00:00Z,55.880810000000004,2019-12-03T00:00:00Z,55.948980000000006,1,3.5535458803286115,1.5638312514281225,2.9147153407107362,5.829441628240232,2.0952998235031615
2019-12-23T00:00:00Z,60.33459,2019-12-24T00:00:00Z,60.635560000000005,-1,-21.57658231855361,2.1507042879908096,4.336183672064857,8.672356590608274,-23.750068300165676
2020-04-20T00:00:00Z,24.340619999999998,2020-04-21T00:00:00Z,21.3363,-1,57.01277134979762,0.5693079101074222,0.43340386442239853,0.8668661777902349,56.81032261042387
2020-04-22T00:00:00Z,13.956,2020-04-23T00:00:00Z,14.494449999999999,-1,-8.803577659084349,0.9809911032501842,0.23258031944553503,0.4651532814577957,-8.922068713221888
2020-04-26T00:00:00Z,16.63332,2020-04-27T00:00:00Z,16.62159,-1,0.17951666005570271,0.6886828390883725,0.25446762036031456,0.50916617903267,0.05232772904055935
2020-09-04T00:00:00Z,41.01596,2020-09-04T00:00:00Z,39.56738857142857,1,-100.5305477868449,1.040996796609342,2.7962335907637046,2.8426152526079105,-101.90353194528005
2020-10-29T00:00:00Z,37.752700000000004,2020-10-29T00:00:00Z,35.85091428571429,1,-99.4972799730689,0.7847672786608247,1.9253902694200336,1.9723817603675398,-100.43510078778564
2021-02-26T00:00:00Z,63.34158,2021-02-28T00:00:00Z,62.15708,-1,46.50845713760748,1.1779263099436255,2.4638028912778283,4.927658396597501,45.28818280625297
2021-06-20T00:00:00Z,71.30622,2021-06-21T00:00:00Z,71.36355,1,2.6951113177191575,1.4103146612866604,3.3534878058899293,6.706986424192261,1.0176936369447631
2021-07-08T00:00:00Z,72.19711,2021-07-09T00:00:00Z,73.1118,1,35.30368994320313,1.1578903216347454,2.804196342271571,5.6084347545581625,33.892765849581544
