date,entry,exit,candidate_forward_return,strategy_realized_return,v13_style_net,difference,formula_gap,n_elig,n_sel,n_fill,cash_frac,cause
2012-04-27,2012-05-02,2012-05-30,-0.02841768732119155,-0.027181254266546717,-0.02841768732119155,0.0012364330546448324,0.0012364330546448324,1982,396,380,0.04040404040404033,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2012-05-29,2012-05-30,2012-06-28,-0.06677171449708842,-0.061860932005649794,-0.06677171449708842,0.004910782491438628,0.004910782491438628,2059,412,383,0.07038834951456319,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2012-06-27,2012-06-28,2012-07-26,-0.05705671600552547,-0.05429165188521645,-0.05705671600552547,0.0027650641203090173,0.0027650641203090173,2101,420,401,0.04523809523809519,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2012-07-25,2012-07-26,2012-08-23,-0.014484789073756749,-0.014273099210743045,-0.014484789073756749,0.00021168986301370318,0.00021168986301370318,2142,428,423,0.011682242990654235,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2012-08-22,2012-08-23,2012-09-20,-0.027893277517828396,-0.02767444358435789,-0.027893277517828396,0.00021883393347050736,0.00021883393347050736,2162,432,430,0.00462962962962965,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA
2012-09-19,2012-09-20,2012-10-25,0.0022691509365259776,0.002237830471552238,0.0022691509365259776,-3.132046497373968e-05,-3.132046497373968e-05,2198,439,436,0.006833712984054663,SAME_SIGNAL_DATE|UNFILLED_CASH
2012-10-24,2012-10-25,2012-11-22,-0.05424684790051939,-0.053211722785604265,-0.05424684790051939,0.0010351251149151239,0.0010351251149151239,2221,444,437,0.015765765765765827,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2012-11-21,2012-11-22,2012-12-20,0.011598380165692621,0.011318152392279845,0.011598380165692621,-0.00028022777341277574,-0.00028022777341277574,2246,449,440,0.020044543429844186,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2012-12-19,2012-12-20,2013-01-22,0.11493250958986,0.11273908090196749,0.11493250958986,-0.002193428687892504,-0.002193428687892504,2251,450,443,0.015555555555555545,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-01-21,2013-01-22,2013-02-26,0.013691600073038102,0.013454918171805996,0.013691600073038102,-0.0002366819012321053,-0.0002366819012321053,2267,453,447,0.013245033112582738,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-02-25,2013-02-26,2013-03-26,0.005511756175649287,0.005424560285986368,0.005511756175649287,-8.719588966291884e-05,-8.719588966291884e-05,2292,458,453,0.01091703056768567,SAME_SIGNAL_DATE|UNFILLED_CASH
2013-03-25,2013-03-26,2013-04-25,-0.04745656290019576,-0.046886387104914995,-0.04745656290019576,0.000570175795280764,0.000570175795280764,2302,460,456,0.008695652173912993,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-04-24,2013-04-25,2013-05-28,0.04924243734503972,0.04810770002892362,0.04924243734503972,-0.0011347373161161023,-0.0011347373161161023,2315,463,454,0.01943844492440594,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-05-27,2013-05-28,2013-06-28,-0.16260055999270182,-0.15994607312753095,-0.16260055999270182,0.002654486865170863,0.002654486865170863,2325,465,459,0.012903225806451646,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-06-27,2013-06-28,2013-07-26,0.036847974579426006,0.0362357831594462,0.036847974579426006,-0.0006121914199798059,-0.0006121914199798059,2319,464,458,0.012931034482758674,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-07-25,2013-07-26,2013-08-23,0.05801380687825599,0.05692801509939449,0.05801380687825599,-0.0010857917788614987,-0.0010857917788614987,2315,463,456,0.015118790496760237,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-08-22,2013-08-23,2013-09-24,0.0898980402613344,0.08685968696687607,0.0898980402613344,-0.0030383532944583264,-0.0030383532944583264,2309,462,448,0.030303030303030276,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-09-23,2013-09-24,2013-10-29,-0.008029036144359937,-0.007765538714138098,-0.008029036144359937,0.00026349743022183875,0.00026349743022183875,2305,461,447,0.030368763557483747,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-10-28,2013-10-29,2013-11-26,0.026478866824301207,0.026092358928771597,0.026478866824301207,-0.00038650789552961,-0.00038650789552961,2309,462,457,0.010822510822510845,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-11-25,2013-11-26,2013-12-24,-0.019407371089489582,-0.018967733627029304,-0.019407371089489582,0.00043963746246027807,0.00043963746246027807,2293,459,450,0.019607843137254832,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-12-23,2013-12-24,2014-01-22,-0.035606284227568,-0.03471755186583647,-0.035606284227568,0.0008887323617315299,0.0008887323617315299,2298,460,450,0.021739130434782594,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-01-21,2014-01-22,2014-02-26,0.03343662392416831,0.03287663693129517,0.03343662392416831,-0.0005599869928731432,-0.0005599869928731432,2301,460,454,0.013043478260869601,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-02-25,2014-02-26,2014-03-26,0.049994681814128104,0.04817245782869195,0.049994681814128104,-0.001822223985436154,-0.001822223985436154,2282,456,441,0.03289473684210531,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-03-25,2014-03-26,2014-04-24,-0.007662500991510797,-0.007390969304534201,-0.007662500991510797,0.00027153168697659647,0.00027153168697659647,2272,454,439,0.033039647577092435,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-04-23,2014-04-24,2014-05-26,-0.017751250714007683,-0.01714499712103601,-0.017751250714007683,0.0006062535929716728,0.0006062535929716728,2244,449,435,0.031180400890868598,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-05-23,2014-05-26,2014-06-24,-0.017945068449420176,-0.01736963779756162,-0.017945068449420176,0.000575430651858555,0.000575430651858555,2235,447,434,0.029082774049216997,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-06-23,2014-06-24,2014-07-22,0.052810951810312236,0.05155556099422243,0.052810951810312236,-0.001255390816089809,-0.001255390816089809,2228,446,437,0.020179372197309475,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-07-21,2014-07-22,2014-08-19,0.10852035410762115,0.10617377765053271,0.10852035410762115,-0.0023465764570884395,-0.0023465764570884395,2209,442,434,0.018099547511312153,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-08-18,2014-08-19,2014-09-17,0.061045830025613236,0.05863144423363331,0.061045830025613236,-0.002414385791979924,-0.002414385791979924,2218,444,428,0.036036036036036,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-09-16,2014-09-17,2014-10-22,0.056185608931624505,0.05398973432777043,0.056185608931624505,-0.0021958746038540713,-0.0021958746038540713,2250,450,434,0.03555555555555556,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-10-21,2014-10-22,2014-11-19,0.04389506295028946,0.04246659574169831,0.04389506295028946,-0.001428467208591147,-0.001428467208591147,2247,449,436,0.028953229398663738,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-11-18,2014-11-19,2014-12-17,0.1468071260539855,0.14269929776256363,0.1468071260539855,-0.004107828291421867,-0.004107828291421867,2244,449,438,0.024498886414253906,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-12-16,2014-12-17,2015-01-16,-0.017861361235763703,-0.017011579911567543,-0.017861361235763703,0.0008497813241961603,0.0008497813241961603,2238,448,428,0.044642857142857206,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-01-15,2015-01-16,2015-02-13,0.046241777278880236,0.04419929569655956,0.046241777278880236,-0.0020424815823206766,-0.0020424815823206766,2216,443,425,0.040632054176072296,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-02-12,2015-02-13,2015-03-20,0.19187356525733504,0.1809257824254149,0.19187356525733504,-0.010947782831920133,-0.010947782831920133,2235,447,423,0.05369127516778527,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-03-19,2015-03-20,2015-04-20,0.15577822685937318,0.14395931208869195,0.15577822685937318,-0.011818914770681227,-0.011818914770681227,2205,441,409,0.07256235827664392,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-04-17,2015-04-20,2015-05-19,0.1089075599191331,0.09982547025245614,0.1089075599191331,-0.009082089666676965,-0.009082089666676965,2183,437,402,0.080091533180778,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-05-18,2015-05-19,2015-06-16,0.29789704307706205,0.2593100955157168,0.29789704307706205,-0.03858694756134523,-0.03858694756134523,2174,435,380,0.12643678160919536,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-06-15,2015-06-16,2015-07-15,-0.3306177266523317,-0.2367774516170844,-0.3306177266523317,0.09384027503524728,0.09384027503524728,2116,423,304,0.281323877068558,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-07-14,2015-07-15,2015-08-12,0.016644302129421126,0.012549149101715562,0.016644302129421126,-0.004095153027705564,-0.004095153027705564,1791,358,271,0.24301675977653625,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-08-11,2015-08-12,2015-09-11,-0.2233031075473043,-0.20690070154731188,-0.2233031075473043,0.01640240599999243,0.01640240599999243,2063,413,384,0.07021791767554475,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-09-10,2015-09-11,2015-10-16,0.07150927899323212,0.06570454179073648,0.07150927899323212,-0.005804737202495636,-0.005804737202495636,2118,424,391,0.0778301886792453,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-10-15,2015-10-16,2015-11-13,0.11855518530750163,0.11135691598484643,0.11855518530750163,-0.007198269322655201,-0.007198269322655201,2179,436,411,0.05733944954128434,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-11-12,2015-11-13,2015-12-11,-0.010281976075413108,-0.00980305890210198,-0.010281976075413108,0.0004789171733111282,0.0004789171733111282,2276,455,435,0.04395604395604391,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-12-10,2015-12-11,2016-01-11,-0.11660272123016667,-0.10915090557404727,-0.11660272123016667,0.0074518156561193954,0.0074518156561193954,2389,478,449,0.06066945606694574,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-01-08,2016-01-11,2016-02-15,-0.1516802920461274,-0.1400497295915124,-0.1516802920461274,0.011630562454614995,0.011630562454614995,2451,490,454,0.07346938775510192,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-02-05,2016-02-15,2016-03-14,0.025887953137406286,0.024645130223442058,0.025887953137406286,-0.0012428229139642283,-0.0012428229139642283,2481,496,474,0.04435483870967749,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-03-11,2016-03-14,2016-04-12,0.12222161012618887,0.11637136465284992,0.12222161012618887,-0.005850245473338955,-0.005850245473338955,2476,495,473,0.0444444444444444,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-04-11,2016-04-12,2016-05-11,-0.0790950176579573,-0.07670770105204971,-0.0790950176579573,0.0023873166059075884,0.0023873166059075884,2422,484,471,0.02685950413223137,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-05-10,2016-05-11,2016-06-08,0.0018298054824962846,0.0017631312185204528,0.0018298054824962846,-6.667426397583172e-05,-6.667426397583172e-05,2432,486,472,0.028806584362139787,SAME_SIGNAL_DATE|UNFILLED_CASH
2016-06-07,2016-06-08,2016-07-08,0.019544761754723902,0.018872143164408994,0.019544761754723902,-0.0006726185903149079,-0.0006726185903149079,2450,490,475,0.030612244897959107,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-07-07,2016-07-08,2016-08-05,-0.004798514412494333,-0.004712182569865053,-0.004798514412494333,8.633184262927997e-05,8.633184262927997e-05,2476,495,487,0.016161616161616155,SAME_SIGNAL_DATE|UNFILLED_CASH
2016-08-04,2016-08-05,2016-09-02,0.030542404134291618,0.029825759183883305,0.030542404134291618,-0.0007166449504083135,-0.0007166449504083135,2528,506,496,0.01976284584980248,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-09-01,2016-09-02,2016-10-11,0.01668303175390977,0.016192047841849577,0.01668303175390977,-0.0004909839120601917,-0.0004909839120601917,2546,509,496,0.025540275049115935,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-10-10,2016-10-11,2016-11-08,0.027059280319745367,0.026585492290330803,0.027059280319745367,-0.00047378802941456383,-0.00047378802941456383,2543,509,502,0.013752455795677854,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-11-07,2016-11-08,2016-12-06,0.010940445646393866,0.010620636038769948,0.010940445646393866,-0.0003198096076239172,-0.0003198096076239172,2588,518,505,0.025096525096525046,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-12-05,2016-12-06,2017-01-04,-0.017843074725830063,-0.01744488802234745,-0.017843074725830063,0.0003981867034826142,0.0003981867034826142,2592,518,508,0.019305019305019266,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-01-03,2017-01-04,2017-02-08,-0.014323180248325504,-0.014089266693308677,-0.014323180248325504,0.00023391355501682642,0.00023391355501682642,2608,522,515,0.013409961685823757,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-02-07,2017-02-08,2017-03-08,0.03974773326876572,0.03907104379597359,0.03974773326876572,-0.000676689472792126,-0.000676689472792126,2621,524,517,0.013358778625954248,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-03-07,2017-03-08,2017-04-07,0.0006684807759148575,0.0006443686245451996,0.0006684807759148575,-2.4112151369657872e-05,-2.4112151369657872e-05,2620,524,513,0.020992366412213803,SAME_SIGNAL_DATE|UNFILLED_CASH
2017-04-06,2017-04-07,2017-05-08,-0.07809704533641465,-0.07591777767649899,-0.07809704533641465,0.0021792676599156624,0.0021792676599156624,2646,529,516,0.02457466918714557,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-05-05,2017-05-08,2017-06-07,-0.04658389103980926,-0.04519468408975158,-0.04658389103980926,0.0013892069500576823,0.0013892069500576823,2636,527,513,0.026565464895635604,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-06-06,2017-06-07,2017-07-05,0.019229363759663238,0.018827330882287052,0.019229363759663238,-0.0004020328773761857,-0.0004020328773761857,2642,528,519,0.017045454545454475,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-07-04,2017-07-05,2017-08-02,0.0036329144304006787,0.0035317774940795132,0.0036329144304006787,-0.0001011369363211655,-0.0001011369363211655,2695,539,527,0.02226345083487935,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-08-01,2017-08-02,2017-08-30,0.006921599622025497,0.006813752641182003,0.006921599622025497,-0.00010784698084349408,-0.00010784698084349408,2737,547,541,0.010968921389396757,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-08-29,2017-08-30,2017-09-27,-0.001450617730344677,-0.0014303106599956594,-0.001450617730344677,2.0307070349017634e-05,2.0307070349017634e-05,2823,565,556,0.015929203539823078,SAME_SIGNAL_DATE|UNFILLED_CASH
2017-09-26,2017-09-27,2017-11-01,0.002748586271348146,0.0026739839054428227,0.002748586271348146,-7.46023659053234e-05,-7.46023659053234e-05,2874,575,563,0.02086956521739125,SAME_SIGNAL_DATE|UNFILLED_CASH
2017-10-31,2017-11-01,2017-11-29,-0.05013003474101812,-0.04833905513476422,-0.05013003474101812,0.0017909796062538993,0.0017909796062538993,2926,585,566,0.032478632478632474,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-11-28,2017-11-29,2017-12-27,-0.023900834809620724,-0.022937877421587705,-0.023900834809620724,0.0009629573880330193,0.0009629573880330193,2956,591,569,0.03722504230118451,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-12-26,2017-12-27,2018-01-25,0.03034620639060673,0.029573267930768532,0.03034620639060673,-0.0007729384598381996,-0.0007729384598381996,2984,597,584,0.021775544388609736,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-01-24,2018-01-25,2018-03-01,-0.09269645408677717,-0.08671956939456082,-0.09269645408677717,0.0059768846922163416,0.0059768846922163416,3021,604,567,0.0612582781456954,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-02-28,2018-03-01,2018-03-29,0.0006192283084350053,0.0005948222816853921,0.0006192283084350053,-2.4406026749613195e-05,-2.4406026749613195e-05,2986,597,583,0.02345058626465657,SAME_SIGNAL_DATE|UNFILLED_CASH
2018-03-28,2018-03-29,2018-05-02,-0.02919069552484836,-0.028615092839241574,-0.02919069552484836,0.0005756026856067846,0.0005756026856067846,3026,605,595,0.016528925619834767,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-04-27,2018-05-02,2018-05-30,-0.015872354572280572,-0.015437907377286675,-0.015872354572280572,0.00043444719499389703,0.00043444719499389703,3068,614,599,0.02442996742671011,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-05-29,2018-05-30,2018-06-28,-0.1459783515733056,-0.1373525916414855,-0.1459783515733056,0.008625759931820104,0.008625759931820104,3135,627,592,0.05582137161084533,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-06-27,2018-06-28,2018-07-26,0.01641541786412706,0.01614280409141222,0.01641541786412706,-0.00027261377271483797,-0.00027261377271483797,3160,632,624,0.012658227848101333,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-07-25,2018-07-26,2018-08-23,-0.0643283518039978,-0.06411014614477828,-0.0643283518039978,0.00021820565921952528,0.00021820565921952528,3245,649,649,0.0,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA
2018-08-22,2018-08-23,2018-09-20,-0.009835878509193484,-0.009764589838637039,-0.009835878509193484,7.128867055644465e-05,7.128867055644465e-05,3293,659,656,0.004552352048558417,SAME_SIGNAL_DATE
2018-09-19,2018-09-20,2018-10-26,-0.08753404453686663,-0.08592246428375394,-0.08753404453686663,0.001611580253112685,0.001611580253112685,3324,665,655,0.015037593984962294,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-10-25,2018-10-26,2018-11-23,0.09677282193821712,0.09584727187854503,0.09677282193821712,-0.0009255500596720978,-0.0009255500596720978,3338,668,664,0.0059880239520957446,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-11-22,2018-11-23,2018-12-21,-0.05885222263535208,-0.05839450427293491,-0.05885222263535208,0.0004577183624171685,0.0004577183624171685,3402,680,677,0.004411764705882337,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA
