date,entry,exit,candidate_forward_return,strategy_realized_return,v13_style_net,difference,formula_gap,n_elig,n_sel,n_fill,cash_frac,cause
2012-10-24,2012-10-25,2012-11-22,-0.05258449723938848,-0.05183293343262052,-0.05258449723938848,0.0007515638067679617,0.0007515638067679617,2281,456,451,0.010964912280701844,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2012-11-21,2012-11-22,2012-12-20,0.0076009767300461535,0.007451170275787566,0.0076009767300461535,-0.00014980645425858707,-0.00014980645425858707,2302,460,453,0.01521739130434785,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2012-12-19,2012-12-20,2013-01-22,0.11983796238517212,0.1173365497558807,0.11983796238517212,-0.002501412629291419,-0.002501412629291419,2305,461,453,0.017353579175705014,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-01-21,2013-01-22,2013-02-26,0.01707643513786844,0.016787567493253608,0.01707643513786844,-0.00028886764461483194,-0.00028886764461483194,2309,462,456,0.012987012987012991,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-02-25,2013-02-26,2013-03-26,0.007652813946206322,0.007568816591416949,0.007652813946206322,-8.399735478937295e-05,-8.399735478937295e-05,2326,465,462,0.006451612903225823,SAME_SIGNAL_DATE|UNFILLED_CASH
2013-03-25,2013-03-26,2013-04-25,-0.04559262320743409,-0.045244421026255255,-0.04559262320743409,0.00034820218117883467,0.00034820218117883467,2320,464,462,0.004310344827586188,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA
2013-04-24,2013-04-25,2013-05-28,0.05310887621588717,0.05177628275430113,0.05310887621588717,-0.0013325934615860402,-0.0013325934615860402,2323,465,455,0.021505376344086002,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-05-27,2013-05-28,2013-06-28,-0.17303215360355914,-0.1702068657289978,-0.17303215360355914,0.0028252878745613497,0.0028252878745613497,2326,465,459,0.012903225806451646,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-06-27,2013-06-28,2013-07-26,0.03211610632673824,0.03151256767331567,0.03211610632673824,-0.0006035386534225667,-0.0006035386534225667,2319,464,457,0.015086206896551713,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-07-25,2013-07-26,2013-08-23,0.05822660502172484,0.05688625893630328,0.05822660502172484,-0.001340346085421558,-0.001340346085421558,2315,463,454,0.01943844492440594,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-08-22,2013-08-23,2013-09-24,0.08692951293633382,0.08417871527255927,0.08692951293633382,-0.0027507976637745485,-0.0027507976637745485,2309,462,449,0.02813852813852813,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-09-23,2013-09-24,2013-10-29,-0.0058250719907420884,-0.005661236202669562,-0.0058250719907420884,0.0001638357880725267,0.0001638357880725267,2305,461,449,0.026030368763557465,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-10-28,2013-10-29,2013-11-26,0.02586042987016887,0.025371243693749657,0.02586042987016887,-0.0004891861764192117,-0.0004891861764192117,2309,462,455,0.015151515151515138,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-11-25,2013-11-26,2013-12-24,-0.02449264463020538,-0.023882578229318163,-0.02449264463020538,0.0006100664008872152,0.0006100664008872152,2293,459,449,0.02178649237472763,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2013-12-23,2013-12-24,2014-01-22,-0.04029379662775097,-0.03963625892833089,-0.04029379662775097,0.0006575376994200771,0.0006575376994200771,2298,460,454,0.013043478260869601,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-01-21,2014-01-22,2014-02-26,0.032603062390866265,0.031986230380693925,0.032603062390866265,-0.0006168320101723399,-0.0006168320101723399,2302,460,453,0.01521739130434785,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-02-25,2014-02-26,2014-03-26,0.05348155027355131,0.050837015102089156,0.05348155027355131,-0.0026445351714621534,-0.0026445351714621534,2283,457,436,0.04595185995623641,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-03-25,2014-03-26,2014-04-24,-0.004135683449309,-0.004020190292293613,-0.004135683449309,0.00011549315701538717,0.00011549315701538717,2273,455,443,0.02637362637362639,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-04-23,2014-04-24,2014-05-26,-0.01949455197980394,-0.01891456948687431,-0.01949455197980394,0.0005799824929296309,0.0005799824929296309,2245,449,437,0.026726057906458878,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-05-23,2014-05-26,2014-06-24,-0.0190451469742966,-0.018478712995596447,-0.0190451469742966,0.0005664339787001538,0.0005664339787001538,2246,449,437,0.026726057906458878,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-06-23,2014-06-24,2014-07-22,0.05247435211359465,0.051245503728361674,0.05247435211359465,-0.0012288483852329751,-0.0012288483852329751,2272,454,445,0.01982378854625544,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-07-21,2014-07-22,2014-08-19,0.10576633397865035,0.10304463624743443,0.10576633397865035,-0.0027216977312159163,-0.0027216977312159163,2249,450,440,0.022222222222222254,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-08-18,2014-08-19,2014-09-17,0.0645661444447201,0.061472047433696275,0.0645661444447201,-0.0030940970110238247,-0.0030940970110238247,2252,450,430,0.0444444444444444,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-09-16,2014-09-17,2014-10-22,0.058296478414400076,0.056276542897078397,0.058296478414400076,-0.002019935517321679,-0.002019935517321679,2250,450,436,0.03111111111111109,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-10-21,2014-10-22,2014-11-19,0.0409270607042014,0.03923140511087064,0.0409270607042014,-0.0016956555933307568,-0.0016956555933307568,2247,449,432,0.03786191536748329,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-11-18,2014-11-19,2014-12-17,0.13111484698353154,0.12716979091640335,0.13111484698353154,-0.003945056067128194,-0.003945056067128194,2254,451,439,0.026607538802660757,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2014-12-16,2014-12-17,2015-01-16,-0.02738847378887313,-0.025968419072122773,-0.02738847378887313,0.0014200547167503574,0.0014200547167503574,2257,451,429,0.04878048780487809,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-01-15,2015-01-16,2015-02-13,0.05024502634969072,0.04816505704491769,0.05024502634969072,-0.002079969304773027,-0.002079969304773027,2245,449,432,0.03786191536748329,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-02-12,2015-02-13,2015-03-20,0.20549713253564345,0.19301413084740626,0.20549713253564345,-0.012483001688237183,-0.012483001688237183,2266,453,427,0.05739514348785868,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-03-19,2015-03-20,2015-04-20,0.16649357902581818,0.1525690387141989,0.16649357902581818,-0.013924540311619271,-0.013924540311619271,2239,448,412,0.0803571428571429,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-04-17,2015-04-20,2015-05-19,0.09202571016541738,0.08548469975993478,0.09202571016541738,-0.006541010405482606,-0.006541010405482606,2215,443,413,0.06772009029345383,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-05-18,2015-05-19,2015-06-16,0.2921565761944827,0.26075511548703023,0.2921565761944827,-0.03140146070745248,-0.03140146070745248,2204,441,395,0.10430839002267567,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-06-15,2015-06-16,2015-07-15,-0.3189395000095215,-0.23652181651268234,-0.3189395000095215,0.08241768349683914,0.08241768349683914,2151,430,320,0.2558139534883721,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-07-14,2015-07-15,2015-08-12,0.005820352500716274,0.0043007941844595,0.005820352500716274,-0.001519558316256774,-0.001519558316256774,1843,369,274,0.2574525745257452,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-08-11,2015-08-12,2015-09-11,-0.23369910264666333,-0.21480259101032761,-0.23369910264666333,0.01889651163633571,0.01889651163633571,2127,425,392,0.07764705882352951,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-09-10,2015-09-11,2015-10-16,0.08114346705872055,0.0751797632112996,0.08114346705872055,-0.005963703847420954,-0.005963703847420954,2212,442,411,0.0701357466063347,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-10-15,2015-10-16,2015-11-13,0.10291825606526724,0.09646319922525648,0.10291825606526724,-0.006455056840010756,-0.006455056840010756,2276,455,428,0.05934065934065935,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-11-12,2015-11-13,2015-12-11,-0.02351410890266112,-0.02236058827538967,-0.02351410890266112,0.0011535206272714482,0.0011535206272714482,2390,478,456,0.046025104602510525,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2015-12-10,2015-12-11,2016-01-11,-0.0839781166111319,-0.07908868737440133,-0.0839781166111319,0.004889429236730566,0.004889429236730566,2457,491,464,0.054989816700611094,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-01-08,2016-01-11,2016-02-15,-0.15192311332703806,-0.14650332293905677,-0.15192311332703806,0.005419790387981294,0.005419790387981294,2475,495,479,0.03232323232323231,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-02-05,2016-02-15,2016-03-14,0.03592936482514526,0.034712594095891,0.03592936482514526,-0.00121677072925426,-0.00121677072925426,2481,496,481,0.030241935483870996,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-03-11,2016-03-14,2016-04-12,0.1190882040172093,0.11458634913865162,0.1190882040172093,-0.0045018548785576845,-0.0045018548785576845,2477,495,478,0.03434343434343434,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-04-11,2016-04-12,2016-05-11,-0.0766846596889351,-0.07406912294081125,-0.0766846596889351,0.002615536748123856,0.002615536748123856,2434,487,472,0.030800821355236097,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-05-10,2016-05-11,2016-06-08,-0.0008237420248370644,-0.0008052077988189854,-0.0008237420248370644,1.853422601807899e-05,1.853422601807899e-05,2462,492,478,0.028455284552845406,SAME_SIGNAL_DATE|UNFILLED_CASH
2016-06-07,2016-06-08,2016-07-08,0.012409708129729777,0.012134346559966147,0.012409708129729777,-0.0002753615697636304,-0.0002753615697636304,2483,497,488,0.01810865191146871,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-07-07,2016-07-08,2016-08-05,0.0025527578748192215,0.002490375049582605,0.0025527578748192215,-6.23828252366166e-05,-6.23828252366166e-05,2508,502,493,0.017928286852589626,SAME_SIGNAL_DATE|UNFILLED_CASH
2016-08-04,2016-08-05,2016-09-02,0.03277718583273094,0.03201373543134567,0.03277718583273094,-0.0007634504013852711,-0.0007634504013852711,2552,510,500,0.019607843137254943,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-09-01,2016-09-02,2016-10-11,0.020809188147701843,0.020165696841376812,0.020809188147701843,-0.0006434913063250308,-0.0006434913063250308,2581,516,502,0.027131782945736482,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-10-10,2016-10-11,2016-11-08,0.026103954763026033,0.02560107278324053,0.026103954763026033,-0.0005028819797855029,-0.0005028819797855029,2581,516,508,0.015503875968992276,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-11-07,2016-11-08,2016-12-06,0.010758713382152299,0.010447672250741835,0.010758713382152299,-0.00031104113141046386,-0.00031104113141046386,2626,525,512,0.024761904761904763,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2016-12-05,2016-12-06,2017-01-04,-0.027254717626957407,-0.02654707096220732,-0.027254717626957407,0.0007076466647500876,0.0007076466647500876,2628,526,514,0.02281368821292773,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-01-03,2017-01-04,2017-02-08,-0.01532516640419625,-0.015106588170213375,-0.01532516640419625,0.00021857823398287526,0.00021857823398287526,2653,531,525,0.011299435028248594,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-02-07,2017-02-08,2017-03-08,0.03769424619544895,0.03727300827404978,0.03769424619544895,-0.00042123792139917016,-0.00042123792139917016,2675,535,531,0.00747663551401867,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-03-07,2017-03-08,2017-04-07,0.003882189409796466,0.0037960136478136786,0.003882189409796466,-8.61757619827876e-05,-8.61757619827876e-05,2691,538,529,0.016728624535315983,SAME_SIGNAL_DATE|UNFILLED_CASH
2017-04-06,2017-04-07,2017-05-08,-0.08347386449445458,-0.08074612460668151,-0.08347386449445458,0.00272773988777307,0.00272773988777307,2723,545,529,0.029357798165137616,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-05-05,2017-05-08,2017-06-07,-0.05207383810678684,-0.05000113767076653,-0.05207383810678684,0.002072700436020314,0.002072700436020314,2736,547,527,0.03656307129798908,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-06-06,2017-06-07,2017-07-05,0.02142818778611557,0.020844939422978603,0.02142818778611557,-0.0005832483631369664,-0.0005832483631369664,2776,555,542,0.023423423423423406,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-07-04,2017-07-05,2017-08-02,0.007285388179159369,0.007123479709442826,0.007285388179159369,-0.0001619084697165431,-0.0001619084697165431,2825,565,555,0.017699115044247815,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-08-01,2017-08-02,2017-08-30,0.008101024492369557,0.007994350456269173,0.008101024492369557,-0.00010667403610038415,-0.00010667403610038415,2868,574,569,0.008710801393728262,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-08-29,2017-08-30,2017-09-27,-0.0017527293065503437,-0.0017216901367699267,-0.0017527293065503437,3.1039169780417005e-05,3.1039169780417005e-05,2938,588,577,0.018707482993197355,SAME_SIGNAL_DATE|UNFILLED_CASH
2017-09-26,2017-09-27,2017-11-01,0.006490054118411551,0.006308324243874619,0.006490054118411551,-0.00018172987453693185,-0.00018172987453693185,2996,599,585,0.023372287145242088,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-10-31,2017-11-01,2017-11-29,-0.054496013526025455,-0.05252283957586279,-0.054496013526025455,0.0019731739501626655,0.0019731739501626655,3035,607,587,0.0329489291598023,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-11-28,2017-11-29,2017-12-27,-0.025374663326623175,-0.024506864228654557,-0.025374663326623175,0.0008677990979686183,0.0008677990979686183,3055,611,592,0.03109656301145658,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2017-12-26,2017-12-27,2018-01-25,0.03424836562777386,0.03356522085989577,0.03424836562777386,-0.0006831447678780841,-0.0006831447678780841,3074,615,605,0.016260162601625994,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-01-24,2018-01-25,2018-03-01,-0.09270797187120498,-0.08719954646584849,-0.09270797187120498,0.005508425405356496,0.005508425405356496,3113,623,588,0.0561797752808989,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-02-28,2018-03-01,2018-03-29,0.0021385679633294657,0.0020611662696243815,0.0021385679633294657,-7.740169370508421e-05,-7.740169370508421e-05,3083,617,599,0.02917341977309562,SAME_SIGNAL_DATE|UNFILLED_CASH
2018-03-28,2018-03-29,2018-05-02,-0.026780087286971607,-0.02635220346387035,-0.026780087286971607,0.0004278838231012577,0.0004278838231012577,3125,625,617,0.012799999999999923,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-04-27,2018-05-02,2018-05-30,-0.014174002729619058,-0.013818568840485601,-0.014174002729619058,0.0003554338891334566,0.0003554338891334566,3154,631,617,0.022187004754358086,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-05-29,2018-05-30,2018-06-28,-0.14667313896571388,-0.13932462798056822,-0.14667313896571388,0.007348510985145662,0.007348510985145662,3204,641,611,0.046801872074882955,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-06-27,2018-06-28,2018-07-26,0.018366358292025424,0.01812314025990691,0.018366358292025424,-0.00024321803211851262,-0.00024321803211851262,3213,643,637,0.009331259720062213,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-07-25,2018-07-26,2018-08-23,-0.06501940055785005,-0.0647987654680997,-0.06501940055785005,0.00022063508975034285,0.00022063508975034285,3283,657,657,0.0,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA
2018-08-22,2018-08-23,2018-09-20,-0.011003442351275209,-0.010873702322230394,-0.011003442351275209,0.00012974002904481488,0.00012974002904481488,3324,665,659,0.009022556390977376,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-09-19,2018-09-20,2018-10-26,-0.09239366985621948,-0.09056508996244594,-0.09239366985621948,0.0018285798937735381,0.0018285798937735381,3348,670,659,0.016417910447761197,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
2018-10-25,2018-10-26,2018-11-23,0.09712680157508005,0.09634600027792417,0.09712680157508005,-0.0007808012971558809,-0.0007808012971558809,3365,673,670,0.004457652303120452,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA
2018-11-22,2018-11-23,2018-12-21,-0.05448854919825733,-0.053987826941971684,-0.05448854919825733,0.0005007222562856475,0.0005007222562856475,3425,685,681,0.00583941605839422,SAME_SIGNAL_DATE|COST_OR_CASH_FORMULA|UNFILLED_CASH
