signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan
2010-01-04,2010-01-05,2010-02-02,208,202,-0.08491433517518376,-84914.33517518372
2010-02-01,2010-02-02,2010-03-09,241,234,0.09138216641137675,83622.51050368662
2010-03-08,2010-03-09,2010-04-07,238,232,0.03668711462226337,36639.72130246821
2010-04-06,2010-04-07,2010-05-06,239,231,-0.07316217718517704,-75748.30626161548
2010-05-05,2010-05-06,2010-06-03,172,166,-0.09767929390965346,-93733.01042327133
2010-06-02,2010-06-03,2010-07-06,179,171,-0.10659013054920252,-92292.83179464459
2010-07-05,2010-07-06,2010-08-03,226,222,0.23187329938220946,179371.0972993367
2010-08-02,2010-08-03,2010-08-31,276,274,0.020990834915974865,20003.107934886473
2010-08-30,2010-08-31,2010-10-08,264,257,-0.01757464508966744,-17099.214971471345
2010-09-30,2010-10-08,2010-11-05,249,242,0.10935227040469453,104524.22970905469
2010-11-04,2010-11-05,2010-12-03,288,278,0.01572714468825187,16676.63909318531
2010-12-02,2010-12-03,2010-12-31,267,258,-0.03738671935873772,-40267.351400439395
2010-12-30,2010-12-31,2011-01-31,258,250,-0.04641291400260683,-48120.085678616306
2011-01-28,2011-01-31,2011-03-07,294,281,0.10074126078450618,99599.07350958511
2011-03-04,2011-03-07,2011-04-06,303,286,-0.029848750419618875,-32483.23825296224
2011-04-01,2011-04-06,2011-05-05,284,261,-0.07689574628442464,-81184.83763545286
2011-05-04,2011-05-05,2011-06-02,197,189,-0.08341438347445729,-81295.08822699741
2011-06-01,2011-06-02,2011-07-01,201,195,0.04999047035891446,44656.39116649702
2011-06-30,2011-07-01,2011-07-29,282,273,0.032045010003333374,30056.760396190104
2011-07-28,2011-07-29,2011-08-26,327,322,-0.03434886754103028,-33250.08955508552
2011-08-25,2011-08-26,2011-09-26,325,320,-0.07674181953572512,-71735.2708330059
2011-09-23,2011-09-26,2011-10-31,307,300,-0.01889768103079159,-16309.187625925872
2011-10-28,2011-10-31,2011-11-28,335,319,0.002638818809132859,2234.3319093186874
2011-11-25,2011-11-28,2011-12-26,333,318,-0.15045303904187868,-127727.26020286337
2011-12-23,2011-12-26,2012-02-01,332,311,0.0014197212607720555,1023.9366984444205
2012-01-31,2012-02-01,2012-02-29,321,316,0.17386027387356662,125570.18144615379
2012-02-28,2012-02-29,2012-03-28,365,350,-0.02323482419921552,-19698.899230510928
2012-03-27,2012-03-28,2012-05-02,338,322,0.009967275099268091,8254.089625799097
2012-04-27,2012-05-02,2012-05-30,224,214,-0.022761361080333886,-19036.989292240818
2012-05-29,2012-05-30,2012-06-28,243,227,-0.02109735127674406,-17243.626265056897
2012-06-27,2012-06-28,2012-07-26,332,317,-0.06368745740197834,-50955.853684949456
2012-07-25,2012-07-26,2012-08-23,397,393,0.0182626575520497,13681.225077470648
2012-08-22,2012-08-23,2012-09-20,436,433,-0.014177842081063208,-10815.11057669681
2012-09-19,2012-09-20,2012-10-25,438,435,-0.00011672958966979508,-87.78096760367043
2012-10-24,2012-10-25,2012-11-22,445,440,-0.08354702234645983,-62820.25326029456
