signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan
2010-01-04,2010-01-05,2010-01-12,208,204,-0.01215576618052261,-12155.766180522623
2010-01-11,2010-01-12,2010-01-19,206,202,0.05384425438190621,53189.73621547513
2010-01-18,2010-01-19,2010-01-26,210,209,-0.06240592780909915,-64966.69078082114
2010-01-25,2010-01-26,2010-02-02,225,220,-0.05416120774654043,-52864.98268628353
2010-02-01,2010-02-02,2010-02-09,241,234,-0.0005812675009435608,-536.6274917913834
2010-02-08,2010-02-09,2010-02-23,241,237,0.03836773949998462,35400.59603668924
2010-02-22,2010-02-23,2010-03-02,246,237,0.0651175326262432,62386.91127658228
2010-03-01,2010-03-02,2010-03-09,240,233,-0.003124916266734168,-3188.8307303395122
2010-03-08,2010-03-09,2010-03-16,238,235,-0.03883817964510461,-39508.695403263555
2010-03-15,2010-03-16,2010-03-23,245,238,0.04325702590509861,42294.80149196845
2010-03-22,2010-03-23,2010-03-30,241,233,0.004314003088959462,4400.500799734145
2010-03-29,2010-03-30,2010-04-07,243,234,0.024008315307675776,24595.34148600744
2010-04-06,2010-04-07,2010-04-14,239,235,0.008325516800797628,8733.852545789909
2010-04-13,2010-04-14,2010-04-21,223,220,-0.06752115849302931,-71422.54092795565
2010-04-20,2010-04-21,2010-04-28,200,186,-0.03870505871931651,-38177.02904497681
2010-04-27,2010-04-28,2010-05-06,177,165,-0.026173083027717703,-24816.80895678571
2010-05-05,2010-05-06,2010-05-13,172,168,-0.06452929803651863,-59584.015758777736
2010-05-12,2010-05-13,2010-05-20,171,159,-0.042969753885319206,-37116.40334986674
2010-05-19,2010-05-20,2010-05-27,170,165,0.061065396665026306,50480.52528708661
2010-05-26,2010-05-27,2010-06-03,174,166,-0.004892327130783913,-4291.274771529366
2010-06-02,2010-06-03,2010-06-10,179,169,0.03146039523743993,27460.287750341697
2010-06-09,2010-06-10,2010-06-22,201,187,-0.00946519849343097,-8521.640179819893
2010-06-21,2010-06-22,2010-06-29,211,204,-0.03248222265979306,-28967.361838990706
2010-06-28,2010-06-29,2010-07-06,221,215,-0.11701921259007064,-100966.9716017918
2010-07-05,2010-07-06,2010-07-13,226,224,0.08484464189655894,64639.47697569744
2010-07-12,2010-07-13,2010-07-20,230,229,-0.0009131010888669966,-754.6747538014315
2010-07-19,2010-07-20,2010-07-27,254,247,0.07166660488188836,59178.10525264172
2010-07-26,2010-07-27,2010-08-03,272,267,0.051476875328107186,45552.90728352161
2010-08-02,2010-08-03,2010-08-10,276,272,0.018594425636641043,17301.60594668123
2010-08-09,2010-08-10,2010-08-17,274,268,1.0032880241261921e-05,9.508906387607567
2010-08-16,2010-08-17,2010-08-24,269,266,-0.006721649791745277,-6370.671069557895
2010-08-23,2010-08-24,2010-08-31,266,261,0.01082696373299119,10192.646268056356
2010-08-30,2010-08-31,2010-09-07,264,255,0.018412151889310113,17521.110859689536
2010-09-06,2010-09-07,2010-09-14,260,253,0.010396608933095575,10075.633685842273
2010-09-13,2010-09-14,2010-09-21,256,249,-0.04976579590400365,-48730.79487610853
2010-09-20,2010-09-21,2010-10-08,247,243,0.011346870753908833,10557.942887858138
2010-09-30,2010-10-08,2010-10-15,249,243,0.015417288731257806,14508.126752288546
2010-10-14,2010-10-15,2010-10-22,253,247,0.026538330012513933,25358.3784658534
2010-10-21,2010-10-22,2010-10-29,265,263,0.04472185455519284,43867.49789545906
2010-10-28,2010-10-29,2010-11-05,278,275,0.037283293710267396,38206.56652025867
