signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan
2010-01-05,2010-01-06,2010-02-03,209,204,-0.08716880981912034,-87168.80981912033
2010-02-02,2010-02-03,2010-03-10,241,231,0.09632412215992003,87927.66307436826
2010-03-10,2010-03-11,2010-04-09,241,234,0.04406706507428493,44100.50551006582
2010-04-08,2010-04-09,2010-05-10,235,224,-0.14073298572945436,-147046.1772264057
2010-05-07,2010-05-10,2010-06-07,171,161,-0.054574375391796215,-48997.59360100725
2010-06-04,2010-06-07,2010-07-08,185,180,-0.05450895538818634,-46268.05101570417
2010-08-20,2010-08-23,2010-09-20,268,257,0.01426716644928594,11450.079292733455
2010-09-20,2010-09-21,2010-10-29,247,244,0.1247325220051807,101531.97557669342
2010-10-28,2010-10-29,2010-11-26,278,269,0.07620975687538833,69772.28760266316
2010-11-30,2010-12-01,2010-12-29,269,259,-0.030344131669584495,-29898.12996262929
2011-01-14,2011-01-17,2011-02-21,277,269,0.045151243107786954,43137.666956679896
2011-02-18,2011-02-21,2011-03-21,291,277,0.032399985823388544,32352.727735048393
2011-03-21,2011-03-22,2011-04-21,302,291,-0.03341826731226716,-34450.69607896614
2011-04-20,2011-04-21,2011-05-20,234,202,-0.09088425707384651,-90561.02249161899
2011-05-19,2011-05-20,2011-06-20,185,175,-0.10600400865306336,-96027.16847695713
2011-07-08,2011-07-11,2011-08-08,296,286,-0.05271520598275026,-42691.686692966265
2011-08-08,2011-08-09,2011-09-06,327,314,0.014126910759158617,10837.651296476484
2011-09-05,2011-09-06,2011-10-12,321,308,-0.09752019667648348,-75870.83215271495
2011-10-11,2011-10-12,2011-11-09,310,302,0.08307998226902691,58332.980312418076
2011-11-08,2011-11-09,2011-12-07,347,337,-0.09400155470899607,-71484.73906411359
2011-12-13,2011-12-14,2012-01-13,341,324,-0.03230990606721762,-22260.8348426586
2012-01-13,2012-01-16,2012-02-20,312,286,0.14726943323406871,98187.1519340151
2012-02-21,2012-02-22,2012-03-21,366,352,0.020738945110595264,15863.321728621959
2012-03-20,2012-03-21,2012-04-23,350,333,-0.008081989349859042,-6310.160839574062
2012-04-20,2012-04-23,2012-05-23,250,230,-0.0539891748411957,-41812.35424077418
2012-05-22,2012-05-23,2012-06-20,221,216,0.0015282576163686556,1119.671454437077
2012-07-05,2012-07-06,2012-08-03,326,324,-0.08040182419851138,-58996.078781706165
2012-08-03,2012-08-06,2012-09-03,433,424,0.009315216780806823,6285.622746093199
2012-09-13,2012-09-14,2012-10-19,437,435,-0.026148958683132828,-17808.878269730718
2012-10-19,2012-10-22,2012-11-19,445,443,-0.10017011264913056,-66437.43571604509
2012-11-27,2012-11-28,2012-12-26,451,445,0.13755477314979747,82093.87928271061
2012-12-26,2012-12-27,2013-01-29,446,440,0.06645562814619099,45116.89442877332
2013-01-30,2013-01-31,2013-03-07,449,440,0.04459241084373744,32285.771866207244
2013-03-06,2013-03-07,2013-04-08,451,443,-0.06144355555153558,-46470.08066383586
2013-04-03,2013-04-08,2013-05-09,445,439,0.06567742238144558,46620.14105400373
2013-05-08,2013-05-09,2013-06-06,444,437,0.04051343424359177,30646.600511831813
2013-06-06,2013-06-07,2013-07-10,444,428,-0.11909631834879408,-93740.93398057192
2013-07-25,2013-07-26,2013-08-23,445,435,0.05935079749019012,41151.52405185264
2013-08-28,2013-08-29,2013-09-30,440,432,0.023920958631347355,17570.241990428418
2013-09-27,2013-09-30,2013-11-04,438,418,-0.02602228486256275,-19570.910116197076
2013-11-25,2013-11-26,2013-12-24,437,427,-0.027153365434839927,-19890.160166401998
2013-12-23,2013-12-24,2014-01-22,438,419,0.014669751790448382,10453.982347614365
2014-01-23,2014-01-24,2014-02-28,439,433,0.005462800056537542,3950.0174643642968
2014-02-27,2014-02-28,2014-03-28,438,423,0.007343097782714025,5338.620247705723
2014-03-27,2014-03-28,2014-04-28,427,410,-0.059926595221569956,-43888.09562088596
2014-04-25,2014-04-28,2014-05-28,427,406,-0.0016525693867422975,-1137.754606753355
2014-05-27,2014-05-28,2014-06-26,431,411,0.004267817719337819,2933.4349772585556
2014-06-27,2014-06-30,2014-07-28,424,406,0.04481183349811202,30932.34627028997
2014-08-06,2014-08-07,2014-09-04,423,400,0.09890081515945548,71327.68083218986
