signal,entry,exit,n,lo_ret,short_leg_ret,ls_ret,ew_ret,lo_minus_ew,eq_lo,eq_ls
2008-06-06,2008-06-09,2008-07-07,67,-0.11050825925207554,0.0683242174420457,-0.04218404181002984,-0.09206530718082098,-0.018442952071254556,0.8439321061968432,0.7219802649863305
2008-07-07,2008-07-08,2008-08-04,67,0.02743718890836609,-0.0030729247940391477,0.02436426411432694,0.03485597316138737,-0.007418784253021279,0.8670872308204012,0.7395707828477892
2008-08-04,2008-08-05,2008-09-02,67,0.03734955877554937,-0.042613305099740366,-0.005263746324190993,0.04693236302010996,-0.009582804244560587,0.8994725563114562,0.7356778698580951
2008-09-02,2008-09-03,2008-09-30,68,-0.13969805992835468,0.11617299576346389,-0.023525064164890794,-0.11164841889185718,-0.0280496410364975,0.7738179852359479,0.7183710007649933
2008-09-30,2008-10-01,2008-10-28,68,-0.3339701172454498,0.23542553768510235,-0.09854457956034743,-0.2959185310649171,-0.03805158618053267,0.5153859019800606,0.6475794325262609
2008-10-28,2008-10-29,2008-11-22,66,-0.005968758151579894,0.03628004598294862,0.03031128783136873,-0.19964268659538648,0.19367392844380657,0.5123096881764078,0.6672083990992388
2008-11-22,2008-11-24,2008-12-18,11,0.390053867257727,-0.09171759708175974,0.29833627017596726,0.25742916617506933,0.13262470108265767,0.7121380632832158,0.8662608643165839
2008-12-18,2008-12-19,2009-01-13,66,-0.05204021997401143,0.03674222767917642,-0.015297992294835014,-0.025915247188485625,-0.026124972785525807,0.6750782418180908,0.8530088122889518
2009-01-13,2009-01-14,2009-02-07,66,-0.023473372019250597,-0.01029938316220158,-0.033772755181452174,-0.06739232718946457,0.04391895517021398,0.6592318791057932,0.8242003545038957
2009-02-07,2009-02-09,2009-03-05,11,-0.2927148701139615,0.12958353507694934,-0.1631313350370122,-0.21708615617836677,-0.07562871393559475,0.4662649052383582,0.6897474503356965
2009-03-05,2009-03-06,2009-04-02,63,0.228549670917822,-0.1691338223303334,0.05941584858748861,0.22582907944722624,0.0027205914705957512,0.5728295958911145,0.7307293804084487
2009-04-02,2009-04-03,2009-05-01,66,0.10033490768833944,-0.09567774656225965,0.004657161126079792,0.10784186787576897,-0.007506960187429523,0.6303044005159983,0.7341325048725712
2009-05-04,2009-05-05,2009-06-01,68,-0.01806102108353686,-0.008763252028851073,-0.026824273112387935,0.002445320661227303,-0.020506341744764164,0.6189204594492328,0.7144399340611879
2009-06-01,2009-06-02,2009-06-30,68,-0.04156765705520588,0.03691697086433613,-0.004650686190869752,-0.020660355946027727,-0.020907301109178156,0.5931933860463966,0.7111172981256436
2009-06-30,2009-07-01,2009-07-28,68,0.0686924684508135,-0.08039475778128467,-0.011702289330471169,0.0801437157388685,-0.011451247288054994,0.6339413040026199,0.7027955977550744
2009-07-28,2009-07-29,2009-08-22,69,0.0,-0.0022925006622517797,-0.0022925006622517797,0.019934918643530197,-0.019934918643530197,0.6339413040026199,0.7011844383817932
2009-08-24,2009-08-25,2009-09-19,69,0.0,0.0,0.0,0.07301764987407178,-0.07301764987407178,0.6339413040026199,0.7011844383817932
2009-09-21,2009-09-22,2009-10-16,69,-0.013574820942734376,-0.00970399110270092,-0.023278812045435297,0.006434571953978988,-0.020009392896713364,0.6253356643125809,0.6848616976315194
2009-10-19,2009-10-20,2009-11-12,69,-0.01589426188695826,0.006447683430793693,-0.009446578456164567,-0.009563572597327843,-0.006330689289630417,0.6153964154967417,0.6783920978732212
2009-11-12,2009-11-13,2009-12-08,69,0.008405883897468536,-0.02256990550812013,-0.014164021610651594,0.017407389586042245,-0.009001505688573708,0.6205693663163256,0.6687833375384497
2009-12-08,2009-12-09,2010-01-05,69,0.05324366072974484,-0.04605333889866166,0.007190321831083181,0.05060243830757667,0.002641222422168167,0.6536107511157448,0.6735921049706171
2010-01-05,2010-01-06,2010-01-30,70,-0.01766504029530661,0.0140455758004464,-0.0036194644948602094,-0.07926799672584872,0.061602956430542116,0.6420646908598396,0.6711540622626578
2010-01-30,2010-02-01,2010-02-25,11,0.07413286313887778,-0.05444624950461312,0.01968661363426466,0.04973072381029902,0.024402139328578758,0.689662784713658,0.68436681297549
2010-02-25,2010-02-26,2010-03-23,69,0.07309662143246749,-0.064380911861629,0.00871570957083849,0.07139494610324748,0.001701675329220012,0.7400748042039337,0.6903315553573047
2010-03-23,2010-03-24,2010-04-20,70,0.0074365365336886095,-0.048663406081927624,-0.041226869548239016,0.03362637598819301,-0.0261898394545044,0.7455783975230587,0.6618713463795561
2010-04-20,2010-04-21,2010-05-17,70,-0.042640514164470365,0.034738370339337736,-0.00790214382513263,-0.03496582276817996,-0.007674691396290408,0.7137865513027536,0.6566411438067307
2010-05-17,2010-05-18,2010-06-16,70,-0.04427995374235598,0.017530292121259713,-0.026749661621096266,-0.024553679568940626,-0.019726274173415353,0.6821801158291518,0.639076215403411
2010-06-16,2010-06-17,2010-07-13,70,-0.06985298988096701,0.024126915048832992,-0.04572607483213402,-0.03809344047500416,-0.03175954940596285,0.6345277951011412,0.6098537685544376
2010-07-13,2010-07-14,2010-08-09,70,0.03762809453817034,-0.015858432906768676,0.021769661631401666,0.03737712004756643,0.0002509744906039127,0.6584038669623038,0.6231300787405029
2010-08-09,2010-08-10,2010-09-02,70,-0.03391733692434893,0.013839291813506174,-0.020078045110842754,-0.027691993084173163,-0.006225343840175767,0.6360725611742492,0.610618844909628
2010-09-02,2010-09-03,2010-10-01,70,0.06378379061240913,-0.034343526640737594,0.029440263971671536,0.05590046917190034,0.007883321440508788,0.6766436802304864,0.6285956248898447
2010-10-01,2010-10-04,2010-10-29,70,0.026518845920319112,-0.03193003590684581,-0.005411189986526697,0.033733239822949554,-0.007214393902630442,0.6945874897294764,0.6251941745388663
2010-10-29,2010-11-01,2010-11-25,70,-0.010878395758167672,-0.009147545060125264,-0.020025940818292936,0.006936023429208685,-0.017814419187376355,0.6870314921275269,0.6126740729996094
2010-11-26,2010-11-29,2010-12-22,70,0.05486679527159671,-0.05871377834354061,-0.0038469830719438936,0.06506075349449848,-0.01019395822290177,0.7247267083512274,0.610317126212161
2010-12-22,2010-12-23,2011-01-18,71,0.0211435659781853,-0.017953983007395112,0.0031895829707901877,0.02194644859555358,-0.0008028826173682793,0.7400500153254047,0.612263783324709
2011-01-18,2011-01-19,2011-02-11,71,0.019557004199445168,-0.02241560380037628,-0.0028585996009311103,0.026614007847079513,-0.007057003647634345,0.754523176582923,0.6105135663180323
2011-02-14,2011-02-15,2011-03-11,71,-0.03969886614622599,0.01502082912445277,-0.02467803702177322,-0.024364489365608043,-0.015334376780617946,0.7245694619915323,0.5954472899261412
2011-03-14,2011-03-15,2011-04-12,71,0.04192518066789986,-0.03714173887864156,0.004783441789258297,0.04595530280728104,-0.004030122139381177,0.7549471675919703,0.5982955773760744
2011-04-12,2011-04-13,2011-05-12,71,0.04649111191671919,-0.019697541165238218,0.02679357075148097,0.03375005223989108,0.012741059676828106,0.7900455008516989,0.6143260522587984
2011-05-12,2011-05-13,2011-06-13,71,-0.07273558438072349,0.06024909721105484,-0.012486487169668645,-0.06411755295362083,-0.008618031427102657,0.7325810796598892,0.6066552778892758
2011-06-13,2011-06-14,2011-07-13,71,0.06244055206261631,-0.01985985205357172,0.04258070000904459,0.04246382550216127,0.019976726560455044,0.7783238467044802,0.6324870842859825
2011-07-13,2011-07-14,2011-08-11,71,-0.1884351300027744,0.14491927304217184,-0.04351585696060256,-0.16565329920710514,-0.022781830795669256,0.631660291466462,0.6049638667967652
2011-08-11,2011-08-12,2011-09-12,71,-0.06658419477634511,0.010020460570454214,-0.0565637342058909,-0.03254704459958665,-0.034037150176758464,0.5896016995869762,0.570744851431105
2011-09-12,2011-09-13,2011-10-11,71,-0.014693618752487174,-0.024457447860228302,-0.039151066612715474,0.011041375554600176,-0.02573499430708735,0.5809383169974266,0.5483995817338614
2011-10-11,2011-10-12,2011-11-09,71,0.07616612760704096,-0.04238003525414077,0.03378609235290019,0.06618439751052428,0.009981730096516678,0.6251861389816722,0.5669278606486134
2011-11-09,2011-11-10,2011-12-05,71,0.00679275543383703,-0.020081656481822634,-0.013288901047985604,0.019102962344922172,-0.012310206911085142,0.6294328755243995,0.5593940124071078
2011-12-05,2011-12-06,2011-12-30,71,-0.014212009689991215,-0.012535485000331982,-0.026747494690323198,-0.00023421199551529055,-0.013977797694475925,0.6204873693982477,0.5444316240304501
2011-12-30,2011-12-31,2012-01-26,11,0.12662337550312974,-0.07502088381336752,0.05160249168976222,0.09037319570766476,0.03625017979546498,0.6990555745685112,0.5725256523851251
2012-01-26,2012-01-27,2012-02-21,72,0.051672385259069656,-0.03748036383778971,0.014192021421279948,0.0463590265090838,0.005313358749985855,0.7351774435351156,0.580650948708007
2012-02-21,2012-02-22,2012-03-16,72,0.02984246855128543,-0.03487976807767093,-0.0050372995263855,0.04152417394242399,-0.01168170539113856,0.7571169532734268,0.5777260359590849
2012-03-16,2012-03-19,2012-04-17,72,-0.04490090083724378,0.004562206745201609,-0.040338694092042174,-0.01971627779534856,-0.025184623041895223,0.7231217200323006,0.5544213221255232
2012-04-17,2012-04-18,2012-05-15,72,-0.016279652757492862,0.015814156734449504,-0.00046549602304335816,-0.02140934521966008,0.005129692462167219,0.7113495495287737,0.5541632412049833
2012-05-15,2012-05-16,2012-06-13,72,-0.06000665409871156,0.009963251047290353,-0.05004340305142121,-0.027702684105646906,-0.03230396999306465,0.6686638431669263,0.5264310267690804
2012-06-13,2012-06-14,2012-07-13,72,0.018864781571927343,-0.023108024702590425,-0.004243243130663082,0.017568896470303436,0.0012958851016239073,0.6812780405133159,0.5241972519309746
2012-07-13,2012-07-16,2012-08-13,72,0.02998792430456391,-0.02646858326316327,0.003519341041400642,0.03501093476238707,-0.005023010457823159,0.7017081548225909,0.5260420808334847
2012-08-13,2012-08-14,2012-09-12,72,0.00349723244613235,-0.02814509504177339,-0.02464786259564104,0.024502288729830048,-0.0210050562836977,0.7041621913493521,0.5130762679055759
2012-09-12,2012-09-13,2012-10-11,72,-0.01121963102939235,-0.002854159723752096,-0.014073790753144445,-0.002866073883432449,-0.008353557145959901,0.696261751377564,0.5058553398706686
2012-10-11,2012-10-12,2012-11-12,72,-0.029312149997244203,0.024052626123566432,-0.005259523873677771,-0.017346384851232778,-0.011965765146011425,0.6758528224838408,0.5031947816339913
2012-11-12,2012-11-13,2012-12-07,72,0.01136425419900207,-0.02996272028495865,-0.018598466085956576,0.02961300993762973,-0.018248755738627657,0.6835333857596602,0.4938361305531412
2012-12-10,2012-12-11,2013-01-04,73,0.031446894966373734,-0.0426680871688887,-0.011221192202514968,0.03541466770384528,-0.0039677727374715435,0.705028388347654,0.48829470041565814
2013-01-07,2013-01-08,2013-02-01,73,0.044095820178084374,-0.039772398833684136,0.004323421344400238,0.043068506604160804,0.0010273135739235703,0.7361171933806768,0.49040580414579277
2013-02-04,2013-02-05,2013-03-01,73,-0.005216315178741608,-0.010356786551193832,-0.015573101729935441,0.009512023747189463,-0.014728338925931072,0.7322773740915125,0.4827686646688796
2013-03-04,2013-03-05,2013-04-02,73,0.003672650470857685,-0.03488801828698543,-0.031215367816127743,0.025845703212996046,-0.02217305274213836,0.7349667729342682,0.4676988632311396
2013-04-02,2013-04-03,2013-05-01,73,0.0019839498706953483,-0.020933915546709442,-0.018949965676014095,0.02202996762137905,-0.020046017750683702,0.7364249101683964,0.4588359858261987
2013-05-01,2013-05-02,2013-05-31,73,0.033859920973808286,-0.03795954752615986,-0.004099626552351576,0.036890165112347495,-0.0030302441385392093,0.7613601994298421,0.4569549296355312
2013-05-31,2013-06-03,2013-07-01,73,-0.02204512596831132,0.024325614021358133,0.002280488053046814,-0.011831998590490356,-0.010213127377820963,0.7445759179261526,0.4579970098933458
2013-07-01,2013-07-02,2013-07-31,73,0.16941494167234009,-0.05441829668875694,0.11499664498358314,0.0759055778441777,0.09350936382816238,0.8707182036322408,0.5106651294435934
2013-07-31,2013-08-01,2013-08-29,73,-0.044839484020356785,0.024198607400148998,-0.020640876620207787,-0.03363218194489532,-0.011207302075461466,0.8316756486542393,0.5001245535125058
2013-08-29,2013-08-30,2013-09-30,73,0.007798739351001929,-0.03176794181674199,-0.02396920246574006,0.026288493903910703,-0.018489754552908775,0.8381616702626692,0.4881369668312767
2013-09-30,2013-10-01,2013-10-29,73,0.050119247521589805,-0.04259874699525564,0.007520500526334163,0.047818580238972716,0.0023006672826170887,0.8801697024776731,0.4918080011472545
2013-10-29,2013-10-30,2013-11-23,73,-0.0017919463460267938,-0.003621185817574032,-0.005413132163600826,0.012167617656967533,-0.013959564002994326,0.8785924855954348,0.48914577943792803
2013-11-25,2013-11-26,2013-12-20,74,0.000805800671163598,-0.009671885017645114,-0.008866084346481517,0.0050981580737166484,-0.00429235740255305,0.8793004560100068,0.48480897169970594
2013-12-23,2013-12-24,2014-01-17,74,0.014549781784032883,-0.007624400873225864,0.006925380910807019,0.017943253228728993,-0.00339347144469611,0.8920940857675531,0.488166458497703
2014-01-21,2014-01-22,2014-02-14,74,0.0005435614061294696,0.0022871005755580186,0.002830661981687488,-0.0016953133122382675,0.002238874718367737,0.8925789936832128,0.48954829273250755
2014-02-18,2014-02-19,2014-03-14,74,0.001244349648597319,-0.0073052847679782,-0.006060935119380881,0.0077140200822941015,-0.006469670433696783,0.8936896740403477,0.4865811722924521
2014-03-14,2014-03-17,2014-04-14,74,-0.04342534796952887,0.039494755161883055,-0.003930592807645815,-0.006111949698382614,-0.037313398271146256,0.8548808889683708,0.48466861983630355
2014-04-14,2014-04-15,2014-05-14,74,0.024988219030979284,-0.03686774065274545,-0.011879521621766167,0.03244753651843886,-0.007459317487459576,0.8762428398673108,0.4789109884875666
2014-05-14,2014-05-15,2014-06-13,74,0.014768372650127043,-0.010512136474264761,0.004256236175862281,0.02288979421323138,-0.008121421563104336,0.8891835206584768,0.4809493467617853
2014-06-13,2014-06-16,2014-07-14,74,0.005103141491959556,-0.014450063162246014,-0.00934692167028646,0.01851052496349788,-0.013407383471538324,0.8937211499767158,0.4764539508902274
2014-07-14,2014-07-15,2014-08-12,75,-0.029221114167653647,0.005418859709486792,-0.023802254458166854,-0.012768409503591288,-0.01645270466406236,0.8676056222191996,0.46511327271353925
2014-08-12,2014-08-13,2014-09-11,75,0.01936964901523063,-0.03212843331042751,-0.01275878429519688,0.041095656070283815,-0.021726007055053186,0.8844108386052263,0.45917899279415414
2014-09-11,2014-09-12,2014-10-10,75,-0.06821961039325991,0.029072209901375826,-0.03914740049188409,-0.03493653952116993,-0.03328307087208998,0.8240766757680015,0.4412033288657814
2014-10-10,2014-10-13,2014-11-08,75,0.020153434217127366,-0.008431075030503516,0.01172235918662385,0.08002771180935406,-0.05987427759222669,0.840684650842961,0.4463752727610802
2014-11-10,2014-11-11,2014-12-05,75,0.004145822071582712,-0.0225406517725798,-0.018394829700997088,0.02132269617127097,-0.01717687409968826,0.8441699798236665,0.438164275635904
2014-12-08,2014-12-09,2015-01-02,75,0.012940866991327305,-0.010127446536891828,0.0028134204544354776,0.016866215499195515,-0.00392534850786821,0.8550942712506361,0.4393970159713809
2015-01-05,2015-01-06,2015-01-30,75,-0.0010726845115429987,-0.022893394603418174,-0.023966079114961174,0.0090001453619262,-0.010072829873469198,0.8541770248699564,0.42886639232373297
2015-02-02,2015-02-03,2015-02-27,75,0.033480003167461816,-0.018203191338210547,0.01527681182925127,0.03996011356810112,-0.006480110400639304,0.8827748743681756,0.4354181034991525
2015-03-02,2015-03-03,2015-03-30,75,-0.017233533099195366,0.01309404900042612,-0.004139484098769247,-0.009449868005738505,-0.007783665093456861,0.8675615443516136,0.4336156971834015
2015-03-30,2015-03-31,2015-04-29,75,-0.0027469686086942185,-0.002848280465664845,-0.005595249074359064,-0.0010681487004806178,-0.0016788199082136007,0.8651783800231695,0.4311895093551085
2015-04-29,2015-04-30,2015-05-29,75,0.010219383787310856,-0.003922165417824849,0.006297218369486006,0.012963541214022812,-0.0027441574267119562,0.87401996993311,0.4339048038541492
2015-05-29,2015-06-01,2015-06-29,75,-0.018448507774620475,0.008794718789086468,-0.009653788985534007,-0.013467529304655348,-0.004980978469965126,0.8578956057226255,0.4297159784379317
2015-06-29,2015-06-30,2015-07-29,76,-0.0061105207907191424,0.007595947896302693,0.0014854271055835507,0.0026366676744733995,-0.008747188465192542,0.8526534167875908,0.43035429020000576
2015-07-29,2015-07-30,2015-08-27,76,-0.06688730667036609,0.05832966179327012,-0.008557644877095968,-0.05610604142511556,-0.010781265245250526,0.7956217262153836,0.4266714710131394
2015-08-27,2015-08-28,2015-09-28,76,-0.04986152536621344,0.023353135404609763,-0.026508389961603675,-0.030327556868814186,-0.019533968497399253,0.7559508133317847,0.41536109727403203
2015-09-28,2015-09-29,2015-10-27,76,0.07398517195634868,-0.07578136082124197,-0.001796188864893286,0.07556846286238889,-0.0015832909060402023,0.8118799642466784,0.41461503029619856
2015-10-27,2015-10-28,2015-11-21,76,-0.0020086732987998433,0.0032212282959623,0.0012125549971624566,-0.042449446253859185,0.040440772955059344,0.8102491626406655,0.41511777382308285
2015-11-23,2015-11-24,2015-12-18,76,-0.04696247071588766,0.04377314881468723,-0.0031893219012004287,-0.028871873909592543,-0.018090596806295118,0.7721978600675807,0.4137938296154513
2015-12-18,2015-12-19,2016-01-15,14,-0.09248830440917145,0.05174951356068321,-0.04073879084848824,-0.06909928350306693,-0.02338902090610452,0.7007785893215396,0.39693636933635246
2016-01-15,2016-01-16,2016-02-10,11,-0.004377427979034654,-0.042280690615814534,-0.04665811859484919,-0.007037609715814864,0.00266018173678021,0.6977109815175351,0.3784160651412481
2016-02-10,2016-02-11,2016-03-07,76,0.14791570948947416,-0.09825043838109569,0.04966527110837847,0.12197130482585856,0.025944404663615597,0.8009133963672986,0.397210201608254
2016-03-07,2016-03-08,2016-04-04,77,0.045517862259606495,-0.03303530093966113,0.012482561319945365,0.06658996739937247,-0.02107210513976597,0.8373692620250189,0.40216840230673684
2016-04-04,2016-04-05,2016-05-03,77,0.026313485965669094,-0.01534548505756033,0.010968000908108764,0.015295983060290308,0.011017502905378786,0.859403366349397,0.4065793857084498
2016-05-03,2016-05-04,2016-06-02,77,0.02520723981056311,-0.019165762348076265,0.006041477462486844,0.02649600227849543,-0.0012887624679323202,0.8810665530989715,0.4090357259039192
2016-06-02,2016-06-03,2016-07-01,77,-0.018299356787135304,-0.007351973904210591,-0.025651330691345897,-0.00544348682854318,-0.012855869958592125,0.8649436018906019,0.398543415234183
2016-07-01,2016-07-05,2016-08-02,77,0.06371406702863129,-0.04223818958194566,0.02147587744668563,0.046644435380354066,0.017069631648277225,0.9200526765174456,0.4071024847769359
2016-08-02,2016-08-03,2016-08-31,78,0.01888467678250108,-0.02761947353561153,-0.008734796753110449,0.018815602727307708,6.907405519337301e-05,0.9374275739363526,0.4035465273147231
2016-08-31,2016-09-01,2016-09-30,78,0.11425291232203844,-0.0011812727644643613,0.11307163955757407,0.021044244863465105,0.09320866745857333,1.0445314043495637,0.44917619479596427
2016-09-30,2016-10-03,2016-10-31,78,0.07711168144691717,0.020169446775577707,0.09728112822249488,-0.001232638276268167,0.07834431972318534,1.1250769772630684,0.49287256179640276
2016-10-31,2016-11-01,2016-11-25,77,0.045593933531038085,-0.06938240015265278,-0.02378846662161469,0.05016978808209283,-0.004575854551054748,1.176373662181702,0.4811478793113993
2016-11-25,2016-11-28,2016-12-21,78,-0.004739437104520764,-0.025289733260727764,-0.030029170365248527,0.018735220570487647,-0.023474657675008413,1.170798313198377,0.46669940767267926
2016-12-21,2016-12-22,2017-01-18,78,0.0004933149657566798,-0.0005858698243029954,-9.255485854631554e-05,0.007426212706820351,-0.006932897741063671,1.1713758855281604,0.4666562123750185
2017-01-18,2017-01-19,2017-02-11,78,0.011452312888363795,0.008927291567232102,0.020379604455595897,0.017224659756534918,-0.005772346868171123,1.1847908486791132,0.4761664813999679
2017-02-13,2017-02-14,2017-03-10,78,-0.011973702208678617,-0.01382653646451006,-0.025800238673188675,0.008692455664008267,-0.020666157872686886,1.1706045158774618,0.46388127253167627
2017-03-13,2017-03-14,2017-04-11,78,-0.013284203054539681,0.002071292552055696,-0.011212910502483985,-0.0009024652501409751,-0.012381737804398706,1.1550539677919844,0.4586798133390002
2017-04-11,2017-04-12,2017-05-11,78,0.009145945283339044,-0.018557822730810983,-0.009411877447471939,0.026963757414902263,-0.01781781213156322,1.1656180281807136,0.4543627751482242
2017-05-11,2017-05-12,2017-06-12,78,0.00573573505958392,-0.024262371210558444,-0.018526636150974524,0.018362385159712342,-0.012626650100128423,1.1723037043710327,0.445944961332506
2017-06-12,2017-06-13,2017-07-12,78,0.003330525792245831,0.00032752508728007114,0.003658050879525902,2.601717561818877e-05,0.003304508616627642,1.1762080920947857,0.4475762506905285
2017-07-12,2017-07-13,2017-08-10,78,-0.009684101148536035,-0.012940064593616355,-0.02262416574215239,0.004596662414409812,-0.014280763562945846,1.1648175739592133,0.4374502114126548
2017-08-10,2017-08-11,2017-09-11,78,0.005163819065669227,-0.026625693339629157,-0.02146187427395993,0.020295990513453335,-0.015132171447784108,1.1708324811556505,0.4280617099741992
2017-09-11,2017-09-12,2017-10-10,78,0.022401280248344497,-0.024820099988090972,-0.002418819739746475,0.02563717821482267,-0.0032358979664781733,1.1970606276898828,0.42702630586028395
2017-10-10,2017-10-11,2017-11-08,78,-0.00875631998128166,-0.008380895532547762,-0.01713721551382942,0.006272914887982091,-0.01502923486926375,1.1865787817968363,0.4197082640266818
2017-11-08,2017-11-09,2017-12-04,78,0.03859985226518314,-0.05193017155653475,-0.01333031929135161,0.04493881125653986,-0.006338958991356718,1.2323805474751952,0.41411341885798725
2017-12-04,2017-12-05,2017-12-29,78,-0.006118604236918422,-0.023558898970596768,-0.02967750320751519,0.013317138090149467,-0.01943574232706789,1.2248400986359176,0.40182356654155427
2017-12-29,2017-12-30,2018-01-25,10,0.034495189003751675,-0.12862049802173867,-0.09412530901798699,0.08083953491299221,-0.04634434590924054,1.2670911893377375,0.3640017991701208
2018-01-25,2018-01-26,2018-02-20,78,-0.04342562670870659,0.04880688245461057,0.005381255745903979,-0.0453241570583343,0.0018985303496277112,1.2120669603436658,0.3659605859434244
