signal,entry,exit,n,lo_ret,short_leg_ret,ls_ret,ew_ret,lo_minus_ew,eq_lo,eq_ls
2018-02-20,2018-02-21,2018-03-16,78,-0.003397224169202173,-0.024583827266739695,-0.02798105143594187,0.013464792320923378,-0.016862016490125552,1.2079492971712948,0.355720623964614
2018-03-16,2018-03-19,2018-04-17,78,-0.014408739526495271,0.005591905356625393,-0.008816834169869878,-0.012289824133461663,-0.002118915393033608,1.1905442703871407,0.35258429421231535
2018-04-17,2018-04-18,2018-05-15,78,-0.018163431982525964,-0.002409513131985673,-0.02057294511451164,-0.006629187383449487,-0.011534244599076477,1.168919900509778,0.34533059687924655
2018-05-15,2018-05-16,2018-06-14,78,0.02056189172440375,-0.04182019412826191,-0.021258302403858162,0.030079764730278503,-0.009517873005874752,1.1929551049385607,0.33798945462148267
2018-06-14,2018-06-15,2018-07-16,79,-0.023420923660090364,-0.01770596493072756,-0.04112688859081792,0.0047784277937713135,-0.02819935145386168,1.1650149944958796,0.3240889999763936
2018-07-16,2018-07-17,2018-08-14,79,-0.010168549304547468,-0.0024754641995054344,-0.012644013504052903,0.00702606252239158,-0.017194611826939047,1.1531684820838113,0.3199912142841771
2018-08-14,2018-08-15,2018-09-13,79,0.007717975496510115,-0.030130528270280718,-0.022412552773770602,0.029768186419811583,-0.022050210923301467,1.162068608171882,0.31281939430689004
2018-09-13,2018-09-14,2018-10-12,79,-0.07885014013982986,0.05461868997869375,-0.024231450161136106,-0.05941589568232765,-0.019434244457502206,1.0704393355654322,0.3052393267443058
2018-10-12,2018-10-15,2018-11-10,79,-0.0030014427439224783,0.005692445478067039,0.0026910027341445607,-0.02673410893696909,0.02373266619304661,1.0672264731888903,0.3060607266071432
2018-11-10,2018-11-12,2018-12-06,10,-0.08051435176137421,0.05210631050059415,-0.02840804126078006,-0.04972408149933176,-0.030790270262042452,0.9812994255175091,0.2973661408573831
2018-12-06,2018-12-07,2019-01-01,79,-0.007451678049922159,0.012168031594982502,0.004716353545060343,-0.09722203096890293,0.08977035291898078,0.973987098127979,0.2987686247099967
2019-01-02,2019-01-03,2019-01-28,79,0.19535865227638596,-0.0606824582745326,0.13467619400185338,0.10726037269368545,0.08809827958270051,1.1642639049528491,0.3390056459731072
2019-01-28,2019-01-29,2019-02-22,79,0.06825124872229026,-0.04895500372543978,0.019296244996850474,0.05640940864762601,0.011841840074664246,1.243726370308171,0.34554718197311984
2019-02-22,2019-02-23,2019-03-20,11,-0.0122642671191305,-0.015162785229069537,-0.02742705234820004,0.00504086202230326,-0.01730512914143376,1.2284729778796049,0.33606984132437007
2019-03-20,2019-03-21,2019-04-18,79,0.032095897593987,-0.02143983402750085,0.010656063566486147,0.03659015206671569,-0.004494254472728693,1.2679019207746087,0.33965102291630145
2019-04-18,2019-04-22,2019-05-20,80,-0.05956398460751229,0.0015833446637406631,-0.05798063994377163,-0.026365746981781304,-0.033198237625730986,1.1923806302817546,0.3199578392500576
2019-05-20,2019-05-21,2019-06-19,80,0.008719614492989688,-0.03221276448256758,-0.023493149989577893,0.02351181244659753,-0.014792197953607842,1.2027777297067197,0.3124410217422148
2019-06-19,2019-06-20,2019-07-19,80,-0.005225827482912476,-0.017160035576593586,-0.022385863059506062,0.03293257734335991,-0.038158404826272384,1.1964922207909834,0.3054467598153214
2019-07-19,2019-07-22,2019-08-19,80,-0.03911415640099051,0.020400127600152564,-0.018714028800837945,-0.033689471662053286,-0.005424684738937223,1.1496924369343964,0.2997306203550148
2019-08-19,2019-08-20,2019-09-18,80,0.04566202085005675,-0.026178020081331847,0.019484000768724904,0.04179924301939723,0.003862777830659525,1.2021897169608473,0.3055705719924223
2019-09-18,2019-09-19,2019-10-17,80,-0.00021352631104430337,0.008404191926340027,0.008190665615295724,-0.01319753437629813,0.012984008065253827,1.2019330178254093,0.3080733983694869
2019-10-17,2019-10-18,2019-11-15,20,0.02318771030107812,-0.053276794011735816,-0.030089083710657695,0.03843966600127125,-0.01525195570019313,1.2298030924440453,0.2988037520969206
2019-11-15,2019-11-18,2019-12-17,80,0.010389620377410204,-0.01771043602434996,-0.007320815646939755,0.02120192912849803,-0.010812308751087825,1.2425802797135042,0.2966162649132052
2019-12-17,2019-12-18,2020-01-17,80,0.024726639877392882,-0.03802826778210523,-0.01330162790471235,0.034409112640086996,-0.009682472762694114,1.27330511480873,0.2926707857268442
