timestamp_utc,open,high,low,close,tick_volume,real_volume,spread
2001-01-22T00:00:00Z,1.6353,1.6538,1.6274,1.6309,12048,0,100
2001-01-23T00:00:00Z,1.6314,1.6401,1.6228,1.6376,12812,0,100
2001-01-24T00:00:00Z,1.6377000000000002,1.6606999999999998,1.6351,1.6560000000000001,11387,0,100
2001-01-25T00:00:00Z,1.6559,1.6720000000000002,1.6495,1.6509,12953,0,100
2001-01-26T00:00:00Z,1.651,1.6604999999999999,1.6394,1.6507,11960,0,100
2001-01-28T00:00:00Z,1.6533,1.6537,1.6517,1.6532,117,0,100
2001-01-29T00:00:00Z,1.6534,1.6597,1.6471,1.6555,10929,0,100
2001-01-30T00:00:00Z,1.6557,1.6619000000000002,1.6434,1.6465,11060,0,100
2001-01-31T00:00:00Z,1.6463,1.6505,1.6328,1.6337000000000002,11103,0,100
2001-02-01T00:00:00Z,1.6341,1.6359,1.6242999999999999,1.6328,12683,0,100
2001-02-02T00:00:00Z,1.6328,1.6499000000000001,1.6279,1.6447,10202,0,100
2001-02-04T00:00:00Z,1.6444,1.6447,1.6429,1.6429,231,0,100
2001-02-05T00:00:00Z,1.643,1.6437,1.6296,1.6395,10627,0,100
2001-02-06T00:00:00Z,1.6393,1.6585999999999999,1.6374,1.654,11029,0,100
2001-02-07T00:00:00Z,1.6543,1.6612,1.6433,1.6545999999999998,12291,0,100
2001-02-08T00:00:00Z,1.6547,1.6747,1.6518000000000002,1.6696,11541,0,100
2001-02-09T00:00:00Z,1.6699000000000002,1.6781000000000001,1.6545999999999998,1.6609,10886,0,100
2001-02-11T00:00:00Z,1.6589,1.6604,1.6585,1.6599,152,0,100
2001-02-12T00:00:00Z,1.6602000000000001,1.6604999999999999,1.6487,1.6520000000000001,10485,0,100
2001-02-13T00:00:00Z,1.6524999999999999,1.6739000000000002,1.6507,1.6696,11371,0,100
2001-02-14T00:00:00Z,1.6698,1.6747,1.6652,1.6705,11414,0,100
2001-02-15T00:00:00Z,1.6696,1.6978,1.6674,1.6917,9810,0,100
2001-02-16T00:00:00Z,1.6919,1.6933,1.6721,1.6791,11713,0,100
2001-02-18T00:00:00Z,1.6814,1.6818,1.6797,1.6811,175,0,100
2001-02-19T00:00:00Z,1.6818,1.6822,1.6633,1.6684999999999999,9958,0,100
2001-02-20T00:00:00Z,1.6683,1.6952,1.6639,1.6874,11991,0,100
2001-02-21T00:00:00Z,1.688,1.693,1.6709,1.6848999999999998,12166,0,100
