timestamp_utc,timestamp_unix,open,high,low,close,tick_volume,real_volume,spread
2018-12-12T08:00:00Z,1544601600,1242.87,1242.88,1242.05,1242.17,1662,0,40
2018-12-12T09:00:00Z,1544605200,1242.18,1244.38,1241.87,1243.97,2471,0,40
2018-12-12T10:00:00Z,1544608800,1243.98,1244.42,1243.23,1243.79,1410,0,40
2018-12-12T11:00:00Z,1544612400,1243.8,1244.94,1243.63,1244.45,1394,0,40
2018-12-12T12:00:00Z,1544616000,1244.48,1244.88,1243.41,1244.29,1328,0,40
2018-12-12T13:00:00Z,1544619600,1244.24,1245.62,1242.86,1244.63,2635,0,40
2018-12-12T14:00:00Z,1544623200,1244.65,1246.32,1244.1,1244.87,3233,0,40
2018-12-12T15:00:00Z,1544626800,1244.89,1246.36,1243.49,1245.78,3811,0,40
2018-12-12T16:00:00Z,1544630400,1245.88,1246.67,1244.94,1245.91,3477,0,40
2018-12-12T17:00:00Z,1544634000,1245.88,1246.22,1244.79,1245.04,2790,0,40
2018-12-12T18:00:00Z,1544637600,1245.06,1245.83,1243.81,1245.82,2207,0,40
2018-12-12T19:00:00Z,1544641200,1245.83,1247.12,1243.97,1244.45,2501,0,40
2018-12-12T20:00:00Z,1544644800,1244.46,1245.39,1243.78,1245.09,1630,0,40
2018-12-12T21:00:00Z,1544648400,1245.12,1245.99,1244.98,1245.52,1155,0,40
2018-12-13T00:00:00Z,1544659200,1245.65,1246.44,1245.49,1245.88,558,0,70
2018-12-13T01:00:00Z,1544662800,1245.76,1245.84,1244.82,1245.27,658,0,40
2018-12-13T02:00:00Z,1544666400,1245.26,1245.27,1243.97,1244.91,1176,0,40
2018-12-13T03:00:00Z,1544670000,1244.95,1245.1,1243.8,1244.33,591,0,40
2018-12-13T04:00:00Z,1544673600,1244.31,1244.7,1244.03,1244.52,450,0,40
2018-12-13T05:00:00Z,1544677200,1244.5,1244.8,1244.09,1244.25,414,0,40
2018-12-13T06:00:00Z,1544680800,1244.3,1245.1,1244.19,1244.8,480,0,40
2018-12-13T07:00:00Z,1544684400,1244.79,1246.0,1244.7,1245.68,824,0,40
2018-12-13T08:00:00Z,1544688000,1245.74,1246.63,1245.67,1246.01,1822,0,40
2018-12-13T09:00:00Z,1544691600,1246.07,1246.5,1244.51,1245.76,1916,0,40
2018-12-13T10:00:00Z,1544695200,1245.77,1246.02,1244.07,1244.7,1532,0,40
2018-12-13T11:00:00Z,1544698800,1244.68,1244.9,1240.65,1241.47,2387,0,40
2018-12-13T12:00:00Z,1544702400,1241.5,1242.82,1241.29,1241.83,1773,0,40
2018-12-13T13:00:00Z,1544706000,1241.86,1243.44,1241.82,1242.05,2155,0,40
2018-12-13T14:00:00Z,1544709600,1242.02,1243.7,1240.3,1242.42,3355,0,40
2018-12-13T15:00:00Z,1544713200,1242.41,1244.07,1239.99,1242.55,3894,0,40
2018-12-13T16:00:00Z,1544716800,1242.54,1243.84,1240.67,1242.08,3536,0,40
2018-12-13T17:00:00Z,1544720400,1242.06,1243.31,1242.04,1242.84,2653,0,40
2018-12-13T18:00:00Z,1544724000,1242.83,1243.46,1242.42,1242.54,1655,0,40
2018-12-13T19:00:00Z,1544727600,1242.57,1243.71,1242.17,1242.88,1673,0,40
2018-12-13T20:00:00Z,1544731200,1242.85,1242.98,1241.69,1241.8,1076,0,40
2018-12-13T21:00:00Z,1544734800,1241.78,1243.02,1241.48,1243.01,1003,0,40
2018-12-14T00:00:00Z,1544745600,1241.65,1242.4,1241.53,1242.2,554,0,70
2018-12-14T01:00:00Z,1544749200,1242.19,1242.78,1241.5,1242.17,959,0,40
2018-12-14T02:00:00Z,1544752800,1242.19,1242.9,1241.9,1242.49,868,0,40
2018-12-14T03:00:00Z,1544756400,1242.5,1242.5,1241.85,1242.24,939,0,40
2018-12-14T04:00:00Z,1544760000,1242.19,1242.27,1241.58,1241.9,616,0,40
2018-12-14T05:00:00Z,1544763600,1241.89,1242.01,1241.33,1241.5,593,0,40
2018-12-14T06:00:00Z,1544767200,1241.55,1241.55,1240.74,1241.11,800,0,40
2018-12-14T07:00:00Z,1544770800,1241.15,1241.15,1239.44,1239.89,1319,0,40
2018-12-14T08:00:00Z,1544774400,1239.9,1240.52,1237.28,1238.46,1909,0,40
2018-12-14T09:00:00Z,1544778000,1238.47,1239.12,1237.5,1238.12,2606,0,40
2018-12-14T10:00:00Z,1544781600,1238.0,1239.08,1237.78,1238.97,2087,0,40
2018-12-14T11:00:00Z,1544785200,1239.06,1239.69,1238.63,1238.74,1823,0,40
2018-12-14T12:00:00Z,1544788800,1238.72,1238.96,1237.71,1238.13,1254,0,40
2018-12-14T13:00:00Z,1544792400,1238.12,1238.53,1237.4,1237.9,1488,0,40
2018-12-14T14:00:00Z,1544796000,1237.91,1238.16,1234.11,1234.29,2885,0,40
2018-12-14T15:00:00Z,1544799600,1234.39,1235.36,1232.79,1234.76,3239,0,40
2018-12-14T16:00:00Z,1544803200,1234.79,1236.49,1234.63,1235.95,2830,0,40
2018-12-14T17:00:00Z,1544806800,1235.94,1240.05,1235.74,1239.92,3174,0,40
2018-12-14T18:00:00Z,1544810400,1239.9,1240.19,1239.08,1239.7,1665,0,40
2018-12-14T19:00:00Z,1544814000,1239.68,1239.87,1236.68,1238.68,1927,0,40
2018-12-14T20:00:00Z,1544817600,1238.75,1239.1,1238.24,1238.48,1557,0,40
2018-12-14T21:00:00Z,1544821200,1238.45,1239.2,1237.39,1238.33,1057,0,40
2018-12-17T00:00:00Z,1545004800,1235.91,1237.76,1235.82,1236.84,800,0,70
2018-12-17T01:00:00Z,1545008400,1236.85,1237.78,1235.7,1236.38,1384,0,40
2018-12-17T02:00:00Z,1545012000,1236.36,1237.89,1236.26,1237.74,1262,0,40
2018-12-17T03:00:00Z,1545015600,1237.65,1237.82,1236.97,1237.75,652,0,40
2018-12-17T04:00:00Z,1545019200,1237.83,1237.97,1237.47,1237.65,470,0,40
2018-12-17T05:00:00Z,1545022800,1237.66,1237.87,1236.85,1236.88,497,0,40
2018-12-17T06:00:00Z,1545026400,1236.87,1237.16,1236.33,1236.76,635,0,40
2018-12-17T07:00:00Z,1545030000,1236.83,1237.88,1236.33,1237.45,665,0,40
2018-12-17T08:00:00Z,1545033600,1237.37,1238.91,1237.26,1238.79,1379,0,40
2018-12-17T09:00:00Z,1545037200,1238.8,1239.1,1237.48,1237.98,1545,0,40
2018-12-17T10:00:00Z,1545040800,1237.99,1238.5,1237.68,1238.27,1041,0,40
2018-12-17T11:00:00Z,1545044400,1238.29,1239.98,1238.1,1239.68,1291,0,40
2018-12-17T12:00:00Z,1545048000,1239.69,1240.15,1239.49,1239.83,976,0,40
2018-12-17T13:00:00Z,1545051600,1239.84,1240.06,1239.24,1239.77,1336,0,40
2018-12-17T14:00:00Z,1545055200,1239.78,1241.9,1239.28,1241.5,2376,0,40
2018-12-17T15:00:00Z,1545058800,1241.41,1242.51,1240.59,1241.82,2493,0,40
2018-12-17T16:00:00Z,1545062400,1241.81,1242.62,1240.92,1242.5,2646,0,40
2018-12-17T17:00:00Z,1545066000,1242.51,1244.04,1242.07,1242.65,2401,0,40
2018-12-17T18:00:00Z,1545069600,1242.66,1246.62,1242.64,1246.61,2282,0,40
2018-12-17T19:00:00Z,1545073200,1246.62,1247.99,1245.92,1246.13,2606,0,40
2018-12-17T20:00:00Z,1545076800,1246.12,1246.52,1245.22,1245.53,1751,0,40
2018-12-17T21:00:00Z,1545080400,1245.52,1246.68,1245.24,1245.85,1545,0,40
2018-12-18T00:00:00Z,1545091200,1245.72,1246.16,1244.88,1245.63,781,0,70
2018-12-18T01:00:00Z,1545094800,1245.64,1246.46,1245.35,1245.99,712,0,40
2018-12-18T02:00:00Z,1545098400,1246.06,1247.48,1245.41,1247.08,1032,0,40
2018-12-18T03:00:00Z,1545102000,1247.18,1248.08,1247.17,1247.88,778,0,40
2018-12-18T04:00:00Z,1545105600,1247.91,1248.7,1247.69,1248.3,950,0,40
