signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan
2011-12-06,2011-12-07,2012-01-06,52,51,-0.1327790097305268,-132779.00973052683
2012-01-05,2012-01-06,2012-02-10,55,53,0.09109888026002921,79002.86115154275
2012-02-09,2012-02-10,2012-03-09,55,54,0.056171321135195296,53150.64382395113
2012-03-08,2012-03-09,2012-04-11,55,52,-0.06303610193334941,-62996.67255185137
2012-04-10,2012-04-11,2012-05-11,54,50,0.05046723745854398,47256.401928767795
2012-05-10,2012-05-11,2012-06-08,54,50,-0.0334771804616798,-32929.30044595129
2012-06-07,2012-06-08,2012-07-09,55,54,-0.04821262298124407,-45835.9780757064
2012-07-06,2012-07-09,2012-08-06,55,55,-0.0628609099251567,-56880.88531487773
2012-08-03,2012-08-06,2012-09-03,55,54,-0.06910346886288288,-58598.91655457672
2012-08-31,2012-09-03,2012-10-08,55,54,0.017566625343333753,13866.903346796753
2012-09-28,2012-10-08,2012-11-05,54,53,0.016063984084883742,12903.492364372709
2012-11-02,2012-11-05,2012-12-03,55,55,-0.06005038876029589,-49010.69766393781
2012-11-30,2012-12-03,2012-12-31,55,54,0.11593901951739083,88942.4845976131
2012-12-28,2012-12-31,2013-01-31,55,54,0.049817042881179274,42647.93834116822
2013-01-30,2013-01-31,2013-03-07,55,55,-0.02896522848941474,-26032.188169412897
2013-03-06,2013-03-07,2013-04-08,98,97,-0.06201399897714854,-54120.05578336597
2013-04-03,2013-04-08,2013-05-09,97,95,0.027559441272246632,22559.800938748638
2013-05-08,2013-05-09,2013-06-06,97,94,-0.02927457632595243,-24624.21684790682
2013-06-05,2013-06-06,2013-07-09,96,95,-0.1347880868047171,-110057.51980858296
2013-07-08,2013-07-09,2013-08-06,97,97,0.03772513500455155,26651.490728234872
2013-08-05,2013-08-06,2013-09-03,96,95,0.013855723651916785,10157.860685498803
2013-09-02,2013-09-03,2013-10-10,95,95,0.02420836389613501,17993.45804462256
2013-10-09,2013-10-10,2013-11-07,135,131,-0.062446443485464465,-47538.472582704504
2013-11-06,2013-11-07,2013-12-05,135,134,0.04960645384204998,35405.58564908581
2013-12-04,2013-12-05,2014-01-03,136,136,-0.04130753350879113,-30944.91944850143
2014-01-03,2014-01-06,2014-02-10,136,135,-0.021764588446293143,-15631.111705075484
2014-02-07,2014-02-10,2014-03-10,137,135,-0.030666738774109414,-21545.192618532223
2014-03-07,2014-03-10,2014-04-08,135,131,0.00989964437802815,6741.794281094219
2014-04-04,2014-04-08,2014-05-08,134,129,-0.027128147467706976,-18657.534757456044
2014-05-07,2014-05-08,2014-06-06,132,129,-0.016912751540082538,-11316.28897112573
2014-06-05,2014-06-06,2014-07-04,132,130,0.006596920702323095,4339.334076189669
2014-07-03,2014-07-04,2014-08-01,134,131,0.05774071921717416,38231.34788353788
2014-07-31,2014-08-01,2014-08-29,133,133,-0.0045027837620403854,-3153.5355801786063
2014-08-28,2014-08-29,2014-09-29,132,129,0.05995183720236441,41798.355024265475
2014-09-26,2014-09-29,2014-11-03,169,164,0.03438898247230804,25413.3636924444
2014-10-31,2014-11-03,2014-12-01,168,164,0.07801259520313653,59633.656262955745
2014-11-28,2014-12-01,2014-12-29,168,164,0.12650846876581845,104248.57957864273
2014-12-26,2014-12-29,2015-01-28,170,167,0.042151926838000175,39129.332541467156
2015-01-27,2015-01-28,2015-03-04,168,165,0.017302696574442278,16739.012584069627
