signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan
2011-12-19,2011-12-20,2012-01-19,53,53,0.024381738068676606,24381.73806867667
2012-01-18,2012-01-19,2012-02-23,55,55,0.06690138804660495,68532.56016638817
2012-02-22,2012-02-23,2012-03-22,55,55,0.004645014738484887,5076.603023202624
2012-03-21,2012-03-22,2012-04-24,55,52,0.0020497153382095235,2250.568791523576
2012-04-23,2012-04-24,2012-05-24,53,53,0.0027727426945232114,3050.6864982920233
2012-05-23,2012-05-24,2012-06-21,54,51,-0.021093317641061815,-23272.091908960836
2012-06-20,2012-06-21,2012-07-20,54,51,-0.07207723070977345,-77844.85537017847
2012-07-19,2012-07-20,2012-08-17,55,54,-0.03680877221850065,-36888.839001008775
2012-08-16,2012-08-17,2012-09-14,55,54,-0.005080508060055555,-4904.145184408058
2012-09-13,2012-09-14,2012-10-19,55,53,-0.018197214929477123,-17476.28176429437
2012-10-18,2012-10-19,2012-11-16,54,54,-0.06156396002199427,-58049.02379900601
2012-11-15,2012-11-16,2012-12-14,55,55,0.005778381974855362,5113.041274081799
2012-12-13,2012-12-14,2013-01-16,55,54,0.1697898463329124,151107.86288417364
2013-01-15,2013-01-16,2013-02-20,55,52,0.026309640531127165,27390.383305908996
2013-02-19,2013-02-20,2013-03-20,44,43,-0.08777568987136886,-93785.53397367941
2013-03-19,2013-03-20,2013-04-19,98,96,-0.03157453933035559,-30775.156393592828
2013-04-18,2013-04-19,2013-05-22,97,96,0.05718257620646083,53975.06350080948
2013-05-21,2013-05-22,2013-06-24,96,95,-0.14012657224187908,-139829.8654518075
2013-06-21,2013-06-24,2013-07-22,96,95,-0.07789862943734538,-66841.1304574844
2013-07-19,2013-07-22,2013-08-19,96,89,0.058796104475024036,46520.158966980176
2013-08-16,2013-08-19,2013-09-16,95,93,0.0879525176586311,73680.61593484913
2013-09-13,2013-09-16,2013-10-23,95,91,0.00795796408975491,7252.986824759864
2013-10-22,2013-10-23,2013-11-20,134,131,-0.036489314108183235,-33521.4683681333
2013-11-19,2013-11-20,2013-12-18,135,134,-0.015094601208026082,-13360.893843601109
2013-12-17,2013-12-18,2014-01-16,136,134,-0.05723401977571674,-49895.644530563615
2014-01-15,2014-01-16,2014-02-20,136,132,0.10525847939348942,86510.61155620858
2014-02-19,2014-02-20,2014-03-20,136,131,-0.06891865336414793,-62605.563484382
2014-03-19,2014-03-20,2014-04-18,134,130,0.008751362986130662,7401.836191859795
2014-04-17,2014-04-18,2014-05-20,133,130,-0.09254037295421391,-78954.91164105595
2014-05-19,2014-05-20,2014-06-18,132,126,0.03471250232138989,26875.783908708836
2014-06-17,2014-06-18,2014-07-16,133,126,0.018635510630764074,14929.18888283521
2014-07-15,2014-07-16,2014-08-13,132,131,0.07719376714096882,62993.53248267912
2014-08-12,2014-08-13,2014-09-11,133,129,0.06170847159579762,54244.08016751672
2014-09-10,2014-09-11,2014-10-16,132,128,0.031840389007292025,29716.058662135853
2014-10-15,2014-10-16,2014-11-13,167,161,0.006831803814037585,6579.013108160696
2014-11-12,2014-11-13,2014-12-11,168,163,0.0898908699221761,87156.11720239732
