bar_index,timestamp_utc,equity
0,2018-12-12T00:00:00Z,10000.0
1,2018-12-13T00:00:00Z,10000.0
2,2018-12-14T00:00:00Z,10000.0
3,2018-12-17T00:00:00Z,10000.0
4,2018-12-18T00:00:00Z,10000.0
5,2018-12-19T00:00:00Z,10000.0
6,2018-12-20T00:00:00Z,10000.0
7,2018-12-21T00:00:00Z,10000.0
8,2018-12-24T00:00:00Z,10000.0
9,2018-12-26T00:00:00Z,10000.0
10,2018-12-27T00:00:00Z,10000.0
11,2018-12-28T00:00:00Z,10000.0
12,2018-12-31T00:00:00Z,10000.0
13,2019-01-01T00:00:00Z,10000.0
14,2019-01-02T00:00:00Z,10000.0
15,2019-01-03T00:00:00Z,10013.641122700086
16,2019-01-04T00:00:00Z,10011.976433580177
17,2019-01-06T00:00:00Z,10011.976433580177
18,2019-01-07T00:00:00Z,10011.976433580177
19,2019-01-08T00:00:00Z,10011.976433580177
20,2019-01-09T00:00:00Z,10011.976433580177
21,2019-01-10T00:00:00Z,10011.976433580177
22,2019-01-11T00:00:00Z,10011.976433580177
23,2019-01-14T00:00:00Z,10011.976433580177
24,2019-01-15T00:00:00Z,10011.976433580177
25,2019-01-16T00:00:00Z,10017.169055073753
26,2019-01-17T00:00:00Z,10015.046843205342
27,2019-01-18T00:00:00Z,10015.046843205342
28,2019-01-20T00:00:00Z,10015.046843205342
29,2019-01-21T00:00:00Z,10029.49501401684
30,2019-01-22T00:00:00Z,10027.725769033854
31,2019-01-23T00:00:00Z,10016.100638577489
32,2019-01-24T00:00:00Z,10014.280981865664
33,2019-01-25T00:00:00Z,10021.799796893762
34,2019-01-27T00:00:00Z,10020.456224998967
35,2019-01-28T00:00:00Z,9989.496798024074
36,2019-01-29T00:00:00Z,9987.0524867337
37,2019-01-30T00:00:00Z,10011.433241973325
38,2019-01-31T00:00:00Z,10009.46726900005
39,2019-02-01T00:00:00Z,10040.076808464055
40,2019-02-03T00:00:00Z,10037.227160658049
41,2019-02-04T00:00:00Z,10023.911960934558
42,2019-02-05T00:00:00Z,10021.487378501814
43,2019-02-06T00:00:00Z,10023.231585181926
44,2019-02-07T00:00:00Z,10021.455009718107
45,2019-02-08T00:00:00Z,10024.428009113026
46,2019-02-10T00:00:00Z,10022.11129168026
47,2019-02-11T00:00:00Z,10018.028233659592
48,2019-02-12T00:00:00Z,10016.171186222458
49,2019-02-13T00:00:00Z,10024.484052019321
50,2019-02-14T00:00:00Z,10022.309382019967
