signal_date,exit,capital_ret,equity
2010-03-16,2010-04-15,0.12329915281512394,1123299.152815124
2010-04-14,2010-05-14,-0.16495770975342727,938002.297198776
2010-05-13,2010-06-11,0.008528549578511013,946002.0962951931
2010-06-10,2010-07-14,-0.10524500726231345,846440.0988004417
2010-07-13,2010-08-11,0.09191399689839708,924239.7914162645
2010-08-10,2010-09-08,0.06321251866780497,982663.3164846933
2010-09-07,2010-10-18,0.023168070488457593,1005429.7294674322
2010-10-15,2010-11-15,0.08930276636221035,1095217.3856916828
2010-11-12,2010-12-13,-0.015418115015505163,1078331.1980721075
2010-12-10,2011-01-11,-0.029186561226400287,1046858.4185372384
2011-01-10,2011-02-15,0.011514042136578917,1058911.9904793084
2011-02-14,2011-03-15,0.0521189350907969,1114101.355777966
2011-03-14,2011-04-14,-0.028663542127161157,1082167.264632697
2011-04-13,2011-05-13,-0.1239716454036831,948009.2082341786
2011-05-12,2011-06-13,-0.11080319919216042,842966.7550982046
2011-06-10,2011-07-11,0.06369404293854042,896658.7157931918
2011-07-08,2011-08-08,-0.04775401084643949,853839.6657536492
2011-08-05,2011-09-05,-0.03183075259560053,826661.3065967346
2011-09-02,2011-10-11,-0.0880422113019862,753880.2171661688
2011-10-10,2011-11-08,0.04607806293094141,788617.5572551434
2011-11-07,2011-12-06,-0.09033671767110463,717376.4356349093
2011-12-05,2012-01-05,-0.1284524752507883,625227.6567910174
2012-01-04,2012-02-09,0.04462875027272273,653130.7857495433
2012-02-08,2012-03-08,0.11234030480665247,726503.6972992555
2012-03-07,2012-04-10,-0.08031653312816323,668153.4390273868
2012-04-09,2012-05-10,0.02430894870997191,684395.5467070949
2012-05-09,2012-06-07,-0.03182876035432858,662612.0848633851
2012-06-06,2012-07-06,-0.04630262926287709,631931.4031528537
2012-07-05,2012-08-03,-0.060206242901336915,593885.1875976503
2012-08-02,2012-08-31,0.0033232987562663574,595858.8455029586
2012-08-30,2012-09-28,-0.02059760677643474,583585.5793090283
2012-09-27,2012-11-02,0.025103387739862537,598235.5543858152
2012-11-01,2012-11-30,-0.14568420277305483,511082.0845746212
2012-11-29,2012-12-28,0.15611915875355353,590871.7896724236
2012-12-27,2013-01-30,0.08232427656571595,639514.8823002958
2013-04-17,2013-05-21,0.06720012747659898,682490.3639140578
2013-05-20,2013-06-21,-0.1277731850419893,595286.3963562923
2013-06-20,2013-07-19,-0.027806327938378228,578733.6676019538
2013-07-18,2013-08-16,0.05184184074580189,608736.2862320081
2013-08-15,2013-09-13,0.08474813132845971,660325.5489619971
2013-09-12,2013-10-22,0.09611809079509381,723794.7800314465
2013-10-21,2013-11-19,-0.05157064245226073,686468.2182216321
2013-11-18,2013-12-17,-0.005802316643424454,682485.1122538628
2013-12-16,2014-01-15,-0.06227347043055187,639984.39579663
2014-01-14,2014-02-19,0.1072278265039448,708608.531554343
2014-02-18,2014-03-19,-0.05766846528310865,667744.1650530867
2014-03-18,2014-04-17,0.03675273716540994,692285.5908450189
2014-04-16,2014-05-19,-0.10662434748288507,618471.0914493651
2014-05-16,2014-06-17,0.06620413321754093,659416.4339788768
2014-06-16,2014-07-15,0.0214275894866347,673546.1386269167
2014-07-14,2014-08-12,0.05979273624775128,713819.3052445273
2014-08-11,2014-09-10,0.08520970834414299,774643.6400548322
2014-09-09,2014-10-15,0.07419950717059587,832121.8163797372
2014-10-14,2014-11-12,-0.024414612400684432,811805.8847626725
2014-11-11,2014-12-10,0.06456552998937992,864220.5619608719
2014-12-09,2015-01-09,0.016213485315398346,878232.5893514898
2015-01-08,2015-02-06,0.10329429643761756,968949.006777139
2015-02-05,2015-03-13,0.11348706399488107,1078912.1847170326
2015-03-12,2015-04-13,0.23469444292112596,1332126.8788700115
2015-04-10,2015-05-12,0.043120587369525065,1389568.9723376187
2015-05-11,2015-06-09,0.25184757091187193,1739528.5426353542
2015-06-08,2015-07-08,-0.01524286995439661,1713013.1352780024
2015-07-07,2015-08-05,0.007728431773438071,1726252.0404210016
2015-08-04,2015-09-02,-0.21058381087339306,1362731.3072211766
2015-09-01,2015-10-09,0.09489702172813597,1492050.4496921557
2015-10-08,2015-11-06,0.18184252979272952,1763368.6780425569
2015-11-05,2015-12-04,0.09662415708685002,1933752.6901917718
2015-12-03,2016-01-04,0.03706372235287092,2005424.7630001567
2015-12-31,2016-02-01,-0.2941461717621926,1415536.7462065583
2016-01-29,2016-03-07,0.06846801481703446,1512455.7371198856
2016-03-04,2016-04-05,0.11975073659638524,1693573.4257094206
2016-04-01,2016-05-04,0.013343581414283934,1716171.760596442
2016-05-03,2016-06-01,-0.07656893442216506,1584766.3176021616
2016-05-31,2016-07-01,0.027804302658734903,1628829.6399401408
2016-06-30,2016-07-29,-0.04192127227944242,1560547.029107384
2016-07-28,2016-08-26,0.017728472440539766,1588213.1441050803
2016-08-25,2016-09-27,-0.021803892647609957,1553583.91520949
2016-09-26,2016-11-01,0.04642129576170517,1625703.2936280577
2016-10-31,2016-11-29,0.02677708986702987,1669234.8968186625
2016-11-28,2016-12-27,-0.07155649847021772,1549790.2924780238
2016-12-26,2017-01-25,-0.05956472100491228,1457477.466090449
2017-01-24,2017-03-01,0.050232443898899914,1530690.1211397483
2017-02-28,2017-03-29,0.01346891325388544,1551306.8535999588
2017-03-28,2017-04-28,-0.11297265636027642,1376051.597518869
2017-04-27,2017-05-31,-0.06635769460129304,1284739.9858550904
2017-05-26,2017-06-28,-1.5200565841477776e-05,1284720.4570803463
2017-06-27,2017-07-26,-0.03231940018214319,1243199.0625057807
2017-07-25,2017-08-23,0.025813185982743514,1275289.9911198148
2017-08-22,2017-09-20,0.050191337161234584,1339298.5010424573
2017-09-19,2017-10-25,-0.029999504993746262,1299120.2089723172
2017-10-24,2017-11-22,-0.04678400496680035,1238342.1626632856
2017-11-21,2017-12-20,-0.039541288836551725,1189376.5175309365
2017-12-19,2018-01-18,0.015846630068178325,1208224.1272160276
2018-01-17,2018-02-22,-0.09214506454277305,1096892.237031571
2018-02-14,2018-03-22,0.09277746442704027,1198659.1175330642
2018-03-21,2018-04-23,-0.00292222034603129,1195156.3714718532
2018-04-20,2018-05-23,0.05951006606690212,1266280.2060984222
2018-05-22,2018-06-21,-0.2038939620786221,1008093.3177752807
2018-06-20,2018-07-19,-0.023881405706272063,984018.6322637073
2018-07-18,2018-08-16,-0.040587467553378276,944079.8079547845
2018-08-15,2018-09-13,-0.04046933180845924,905873.5289529958
2018-09-12,2018-10-19,-0.18892454263877434,734731.7868069785
2018-10-18,2018-11-16,0.17975935344716176,866806.6977604788
2018-11-15,2018-12-14,-0.034087153917949586,837259.7244368078
2018-12-13,2019-01-15,-0.03563167394861155,807426.7589253711
2019-01-14,2019-02-19,0.05826473986660052,854471.2689954902
2019-02-18,2019-03-19,0.1664495444392753,996697.622456239
2019-03-18,2019-04-17,0.054441045927545284,1050958.8834962542
2019-04-16,2019-05-20,-0.1462784057553027,897226.2935040492
2019-05-17,2019-06-18,-0.017455867793443103,881564.4299438415
2019-06-17,2019-07-16,0.013798024650034435,893728.2776788003
2019-07-15,2019-08-13,-0.07744973015580492,824509.2637399649
2019-08-12,2019-09-10,0.10747782765137637,913125.728285172
2019-09-09,2019-10-16,-0.031279498841621955,884563.6131250208
2019-10-15,2019-11-13,-0.04669715863250978,843257.0057623757
2019-11-12,2019-12-11,0.04508283738039731,881273.4242230415
2019-12-10,2020-01-09,0.06799484548267287,941195.4745310732
2020-01-08,2020-02-14,-0.0760176346639917,869648.0208007678
2020-02-13,2020-03-13,-0.01553306917376851,856139.7179368386
2020-03-12,2020-04-13,0.042635721062126875,892641.8521410017
2020-04-10,2020-05-14,0.03097620073796392,920292.5053400294
2020-05-13,2020-06-11,-0.02055403372734066,901376.7821462515
2020-06-10,2020-07-13,0.15160302908643408,1038028.2326678061
2020-07-10,2020-08-10,-0.014610515102326471,1022862.1054977719
2020-08-07,2020-09-07,0.015063097536021086,1038269.5771587847
2020-09-04,2020-10-13,-0.02685085874626736,1010391.1474019474
2020-10-12,2020-11-10,-0.014400132137329713,995841.3813689712
2020-11-09,2020-12-08,-0.01410191800106797,981798.1078668357
2020-12-07,2021-01-06,-0.031739341416190836,950636.48251948
2021-01-05,2021-02-03,-0.05964867532227436,893932.2756241666
2021-02-02,2021-03-10,0.03805353198122674,927949.5560636816
2021-03-09,2021-04-08,0.038539687238736464,963712.4417277002
2021-04-07,2021-05-11,-0.04038574756977542,924792.1943262334
2021-05-10,2021-06-08,0.049779459001841886,970827.8494489195
2021-06-07,2021-07-07,-0.023867099403874548,947657.0046620724
2021-07-06,2021-08-04,0.027894621754486648,974091.5383601106
2021-08-03,2021-09-01,0.10720399309246087,1078518.0409098924
2021-08-31,2021-10-08,0.0006921689482966009,1079264.557607988
2021-09-30,2021-11-05,-0.01449960641780057,1063615.6463019904
2021-11-04,2021-12-03,0.03893481690094225,1105027.3267437357
2021-12-02,2021-12-31,0.045903021108476105,1155751.4194486963
2021-12-30,2022-02-07,-0.06613607059053006,1079314.561986932
2022-01-28,2022-03-07,0.029754104531716896,1111428.6002868954
2022-03-04,2022-04-06,-0.06489317019821239,1039304.474965317
2022-04-01,2022-05-09,-0.11756909267316007,917114.3908324896
2022-05-06,2022-06-07,0.14899701172710933,1053761.6944784587
2022-06-06,2022-07-05,0.015429728747211824,1070020.9515884637
2022-07-04,2022-08-02,0.019500927323274464,1090887.3523997713
2022-08-01,2022-08-30,0.006016004453154311,1097450.1355696982
2022-08-29,2022-09-28,-0.08507843564657713,1004080.7948353043
2022-09-27,2022-11-02,0.0015364384710034873,1005623.503196485
2022-11-01,2022-11-30,0.09697549933595284,1103144.3445629342
2022-11-29,2022-12-28,-0.04959901449020121,1048429.4722321738
2022-12-27,2023-02-02,0.06108781162414845,1112475.7343330982
2023-02-01,2023-03-02,0.01817843500962346,1132698.8021694554
2023-03-01,2023-03-30,-0.045472007534644754,1081192.713702723
2023-03-29,2023-04-28,-0.03259094915598093,1045955.6169426205
2023-04-27,2023-05-31,-0.014898579151224722,1030372.3643949328
2023-05-30,2023-06-30,-0.020011778229169885,1009752.781145196
2023-06-29,2023-07-28,0.049810286415483906,1060048.8563828696
2023-07-27,2023-08-25,-0.060992687938919876,995393.6272855004
2023-08-24,2023-09-22,-0.03126824735156575,964269.4131353651
2023-09-21,2023-10-30,-0.005730597376609525,958743.5733661068
2023-10-27,2023-11-27,0.020917925756709144,978798.500253501
2023-11-24,2023-12-25,-0.04151009676642958,938168.4797931421
2023-12-22,2024-01-23,-0.14801648632711584,799304.0778313094
2024-01-22,2024-02-28,-0.0028127704966270928,797055.8189033518
2024-02-27,2024-03-27,0.023546903520014206,815824.015371135
