date,asof_date,open_interest,mm_long,mm_short,mm_net,mm_net_oi,com_net,com_net_oi,knowledge_time_utc
2021-07-30,2021-07-27,2326985.0,353278.0,75668.0,277610.0,0.11930029630616441,-41117.0,-0.017669645485467247,2021-07-30T21:00:00Z
2021-08-06,2021-08-03,2313202.0,337498.0,77258.0,260240.0,0.11250206423822909,-30100.0,-0.013012266114243373,2021-08-06T21:00:00Z
2021-08-13,2021-08-10,2194794.0,325266.0,77724.0,247542.0,0.11278598355927709,-8573.0,-0.003906061343342473,2021-08-13T21:00:00Z
2021-08-20,2021-08-17,2135698.0,321982.0,72807.0,249175.0,0.11667145823051761,-3218.0,-0.001506767342573716,2021-08-20T21:00:00Z
2021-08-27,2021-08-24,2042879.0,318887.0,78759.0,240128.0,0.11754391718745946,25122.0,0.012297350944426959,2021-08-27T21:00:00Z
2021-09-03,2021-08-31,2074185.0,319625.0,80681.0,238944.0,0.11519898176874291,26220.0,0.01264110964065404,2021-09-03T21:00:00Z
2021-09-10,2021-09-07,2107706.0,316871.0,81414.0,235457.0,0.11171244945926993,33827.0,0.016049202308101793,2021-09-10T21:00:00Z
2021-09-17,2021-09-14,2145165.0,329804.0,71573.0,258231.0,0.12037815272951032,38136.0,0.01777765346721581,2021-09-17T21:00:00Z
2021-09-24,2021-09-21,2101558.0,325231.0,79421.0,245810.0,0.11696560361408061,41774.0,0.019877633641327053,2021-09-24T21:00:00Z
2021-10-01,2021-09-28,2175199.0,339873.0,81956.0,257917.0,0.1185716801083487,28957.0,0.013312345215311334,2021-10-01T21:00:00Z
2021-10-08,2021-10-05,2230794.0,353154.0,75048.0,278106.0,0.12466682266493455,19370.0,0.008683007036956349,2021-10-08T21:00:00Z
2021-10-15,2021-10-12,2231227.0,366395.0,72247.0,294148.0,0.13183239535914543,13089.0,0.005866278957721469,2021-10-15T21:00:00Z
2021-10-22,2021-10-19,2205089.0,362657.0,61183.0,301474.0,0.13671738419628415,5462.0,0.002476997527083941,2021-10-22T21:00:00Z
2021-10-29,2021-10-26,2144359.0,347075.0,55467.0,291608.0,0.13598842358019342,-3216.0,-0.0014997488760044378,2021-10-29T21:00:00Z
2021-11-05,2021-11-02,2121461.0,336559.0,58742.0,277817.0,0.13095550660606065,767.0,0.00036154329492741087,2021-11-05T21:00:00Z
2021-11-12,2021-11-09,2081385.0,348456.0,52223.0,296233.0,0.14232494228602588,6155.0,0.0029571655412141433,2021-11-12T21:00:00Z
2021-11-19,2021-11-16,2057633.0,312775.0,41028.0,271747.0,0.13206776913084112,14613.0,0.007101849552374014,2021-11-19T21:00:00Z
2021-11-26,2021-11-23,2028573.0,316079.0,47739.0,268340.0,0.1322801792195795,11965.0,0.005898234867564539,2021-11-26T21:00:00Z
2021-12-03,2021-11-30,2033286.0,301458.0,67752.0,233706.0,0.1149400527028662,17918.0,0.008812336287172587,2021-12-03T21:00:00Z
2021-12-10,2021-12-07,1972536.0,296637.0,70144.0,226493.0,0.11482325290894564,38565.0,0.019550973974619475,2021-12-10T21:00:00Z
2021-12-17,2021-12-14,1953397.0,288931.0,77077.0,211854.0,0.10845414424205628,51245.0,0.02623378657794601,2021-12-17T21:00:00Z
2021-12-24,2021-12-21,1892701.0,292183.0,75270.0,216913.0,0.11460500100121467,58940.0,0.031140682020033804,2021-12-24T21:00:00Z
2021-12-31,2021-12-28,1867339.0,298738.0,64865.0,233873.0,0.12524399693895966,58864.0,0.031522931829732044,2021-12-31T21:00:00Z
2022-01-07,2022-01-04,1887131.0,298199.0,64844.0,233355.0,0.12365596241066465,53884.0,0.02855339666403657,2022-01-07T21:00:00Z
2022-01-14,2022-01-11,1966615.0,309691.0,51037.0,258654.0,0.13152243830134522,53063.0,0.026981895287079574,2022-01-14T21:00:00Z
2022-01-21,2022-01-18,2059564.0,324378.0,44867.0,279511.0,0.1357136753215729,52598.0,0.02553841492665438,2022-01-21T21:00:00Z
2022-01-28,2022-01-25,2095994.0,308832.0,44978.0,263854.0,0.1258849023422777,52753.0,0.02516848807773305,2022-01-28T21:00:00Z
2022-02-04,2022-02-01,2093735.0,312271.0,43136.0,269135.0,0.12854301045738836,49956.0,0.023859753025096297,2022-02-04T21:00:00Z
2022-02-11,2022-02-08,2170681.0,306282.0,45638.0,260644.0,0.12007475994860599,59157.0,0.02725273773530058,2022-02-11T21:00:00Z
2022-02-18,2022-02-15,2122758.0,291400.0,37945.0,253455.0,0.11939891405426337,70689.0,0.03330054579937986,2022-02-18T21:00:00Z
2022-02-25,2022-02-22,2058132.0,278790.0,45553.0,233237.0,0.11332460697370236,83080.0,0.04036670145549459,2022-02-25T21:00:00Z
2022-03-04,2022-03-01,2028476.0,287396.0,43119.0,244277.0,0.12042390444846279,82739.0,0.04078874978062348,2022-03-04T21:00:00Z
2022-03-11,2022-03-08,1896974.0,276775.0,41938.0,234837.0,0.12379558180554925,85495.0,0.04506914696774969,2022-03-11T21:00:00Z
2022-03-18,2022-03-15,1850794.0,266577.0,42926.0,223651.0,0.12084056896661649,101875.0,0.05504394330217193,2022-03-18T21:00:00Z
2022-03-25,2022-03-22,1788211.0,261939.0,45315.0,216624.0,0.12114006680419705,92842.0,0.051918929030187154,2022-03-25T21:00:00Z
2022-04-01,2022-03-29,1795929.0,256790.0,44756.0,212034.0,0.1180636873729418,88674.0,0.04937500313208373,2022-04-01T21:00:00Z
2022-04-08,2022-04-05,1823366.0,250332.0,44737.0,205595.0,0.11275574953136124,89041.0,0.048833311578695665,2022-04-08T21:00:00Z
2022-04-15,2022-04-12,1783725.0,255201.0,47884.0,207317.0,0.1162269968745182,88294.0,0.049499782757992404,2022-04-15T21:00:00Z
2022-04-22,2022-04-19,1740300.0,254661.0,47877.0,206784.0,0.11882089294949147,94043.0,0.05403838418663449,2022-04-22T21:00:00Z
2022-04-29,2022-04-26,1733586.0,258898.0,37947.0,220951.0,0.1274531520213015,74307.0,0.04286317494488304,2022-04-29T21:00:00Z
2022-05-06,2022-05-03,1751564.0,261383.0,36857.0,224526.0,0.12818600976041983,58992.0,0.033679614333247315,2022-05-06T21:00:00Z
2022-05-13,2022-05-10,1736594.0,262116.0,40015.0,222101.0,0.12789460288357554,62267.0,0.03585581891910256,2022-05-13T21:00:00Z
2022-05-20,2022-05-17,1730665.0,291322.0,27474.0,263848.0,0.1524546922714679,60383.0,0.03489005671230423,2022-05-20T21:00:00Z
2022-05-27,2022-05-24,1711863.0,287463.0,29804.0,257659.0,0.15051379695688263,55992.0,0.03270822489883828,2022-05-27T21:00:00Z
2022-06-03,2022-05-31,1787928.0,291899.0,26192.0,265707.0,0.14861168906130448,53115.0,0.029707572116998,2022-06-03T21:00:00Z
2022-06-10,2022-06-07,1790618.0,290174.0,26693.0,263481.0,0.14714528726953488,45909.0,0.025638634259233406,2022-06-10T21:00:00Z
2022-06-17,2022-06-14,1715674.0,282212.0,32372.0,249840.0,0.14562207039332647,55941.0,0.03260584470010037,2022-06-17T21:00:00Z
2022-06-24,2022-06-21,1658636.0,254988.0,38635.0,216353.0,0.13044031360708438,69925.0,0.04215813475651077,2022-06-24T21:00:00Z
2022-07-01,2022-06-28,1651566.0,261002.0,35253.0,225749.0,0.13668784656501767,65931.0,0.03992029383021932,2022-07-01T21:00:00Z
2022-07-08,2022-07-05,1637862.0,245861.0,54159.0,191702.0,0.11704404888812367,74588.0,0.04553985622720351,2022-07-08T21:00:00Z
2022-07-15,2022-07-12,1612803.0,244944.0,44449.0,200495.0,0.12431462491079195,74949.0,0.0464712677245764,2022-07-15T21:00:00Z
2022-07-22,2022-07-19,1577616.0,253328.0,41916.0,211412.0,0.13400726158963905,77480.0,0.04911207797081166,2022-07-22T21:00:00Z
2022-07-29,2022-07-26,1597451.0,243710.0,43534.0,200176.0,0.12530963391052372,75649.0,0.04735606913764491,2022-07-29T21:00:00Z
2022-08-05,2022-08-02,1606910.0,224177.0,45634.0,178543.0,0.11110952075722971,84873.0,0.05281751933835747,2022-08-05T21:00:00Z
2022-08-12,2022-08-09,1570131.0,207962.0,58045.0,149917.0,0.09548056818189056,105869.0,0.06742685801375808,2022-08-12T21:00:00Z
2022-08-19,2022-08-16,1557349.0,203553.0,68235.0,135318.0,0.08688996493400002,97577.0,0.06265583372770009,2022-08-19T21:00:00Z
2022-08-26,2022-08-23,1503506.0,203267.0,42940.0,160327.0,0.10663542413532104,94606.0,0.06292359325469934,2022-08-26T21:00:00Z
2022-09-02,2022-08-30,1470207.0,200782.0,53127.0,147655.0,0.10043143584542857,88803.0,0.060401698536328555,2022-09-02T21:00:00Z
2022-09-09,2022-09-06,1480320.0,198513.0,53303.0,145210.0,0.09809365542585387,89808.0,0.060667963683527885,2022-09-09T21:00:00Z
2022-09-16,2022-09-13,1498059.0,202300.0,43952.0,158348.0,0.10570211186608805,86207.0,0.05754579759542181,2022-09-16T21:00:00Z
2022-09-23,2022-09-20,1481545.0,206193.0,41165.0,165028.0,0.1113891241913003,71256.0,0.048095737895237745,2022-09-23T21:00:00Z
2022-09-30,2022-09-27,1504991.0,190822.0,51655.0,139167.0,0.0924703204205208,80336.0,0.05337972120763513,2022-09-30T21:00:00Z
2022-10-07,2022-10-04,1495538.0,195247.0,36371.0,158876.0,0.10623334211501145,62501.0,0.04179164956022515,2022-10-07T21:00:00Z
2022-10-14,2022-10-11,1499498.0,210330.0,32841.0,177489.0,0.11836561302515909,37163.0,0.024783627587365905,2022-10-14T21:00:00Z
2022-10-21,2022-10-18,1454431.0,195314.0,47335.0,147979.0,0.10174356844704217,34844.0,0.02395713512707031,2022-10-21T21:00:00Z
2022-10-28,2022-10-25,1436942.0,197343.0,43660.0,153683.0,0.1069514287981004,36957.0,0.02571920091416355,2022-10-28T21:00:00Z
2022-11-04,2022-11-01,1459052.0,212424.0,43011.0,169413.0,0.11611169444269293,40216.0,0.027563102617315902,2022-11-04T21:00:00Z
2022-11-11,2022-11-08,1446658.0,229598.0,43942.0,185656.0,0.12833440937664603,15301.0,0.010576791473865973,2022-11-11T21:00:00Z
2022-11-18,2022-11-15,1469437.0,212532.0,46241.0,166291.0,0.11316647124034579,8623.0,0.005868233888217052,2022-11-18T21:00:00Z
2022-11-25,2022-11-22,1405565.0,196423.0,49260.0,147163.0,0.10470024509716733,14447.0,0.010278428959173002,2022-11-25T21:00:00Z
2022-12-02,2022-11-29,1412121.0,186206.0,46409.0,139797.0,0.09899789040740843,17504.0,0.012395538342677433,2022-12-02T21:00:00Z
2022-12-09,2022-12-06,1436728.0,208273.0,64192.0,144081.0,0.1002841178010034,7900.0,0.005498605163955878,2022-12-09T21:00:00Z
2022-12-16,2022-12-13,1450482.0,209842.0,65359.0,144483.0,0.09961033642609836,6563.0,0.00452470282292369,2022-12-16T21:00:00Z
2022-12-23,2022-12-20,1395622.0,213065.0,50393.0,162672.0,0.11655878167584059,-2695.0,-0.0019310386336701484,2022-12-23T21:00:00Z
2022-12-30,2022-12-27,1413545.0,212511.0,43509.0,169002.0,0.11955898114315427,-15487.0,-0.010956142181536491,2022-12-30T21:00:00Z
2023-01-06,2023-01-03,1459936.0,201793.0,62953.0,138840.0,0.09510005918067642,-15945.0,-0.010921711636674485,2023-01-06T21:00:00Z
2023-01-13,2023-01-10,1557092.0,191544.0,62212.0,129332.0,0.08305996049045272,2471.0,0.0015869325640360365,2023-01-13T21:00:00Z
2023-01-20,2023-01-17,1613466.0,200164.0,41349.0,158815.0,0.09843095547101706,-1172.0,-0.0007263865492052514,2023-01-20T21:00:00Z
2023-01-27,2023-01-24,1660450.0,197545.0,34535.0,163010.0,0.09817218223975428,-3450.0,-0.00207775000752808,2023-01-27T21:00:00Z
2023-02-03,2023-01-31,1726378.0,206008.0,48582.0,157426.0,0.09118860411798575,-5589.0,-0.0032374138224653,2023-02-03T21:00:00Z
2023-02-10,2023-02-07,1791955.0,207741.0,61735.0,146006.0,0.08147860855880867,3750.0,0.0020926864792921696,2023-02-10T21:00:00Z
2023-02-17,2023-02-14,1821601.0,218288.0,54509.0,163779.0,0.0899093709324929,-7859.0,-0.004314336674167395,2023-02-17T21:00:00Z
2023-02-24,2023-02-21,1756029.0,199714.0,65678.0,134036.0,0.0763290355683192,1183.0,0.0006736790793318334,2023-02-24T21:00:00Z
2023-03-03,2023-02-28,1750212.0,210034.0,70080.0,139954.0,0.07996402721498881,-237.0,-0.00013541216721174349,2023-03-03T21:00:00Z
2023-03-10,2023-03-07,1755027.0,206873.0,59936.0,146937.0,0.08372349827096677,-4546.0,-0.002590273539951237,2023-03-10T21:00:00Z
2023-03-17,2023-03-14,1767660.0,185607.0,89321.0,96286.0,0.054470882409513144,7451.0,0.004215177126823032,2023-03-17T21:00:00Z
2023-03-24,2023-03-21,1791902.0,178905.0,126758.0,52147.0,0.029101479880038084,52692.0,0.029405625977313492,2023-03-24T21:00:00Z
2023-03-31,2023-03-28,1785807.0,174327.0,76400.0,97927.0,0.054836272900711,39791.0,0.022281803128781554,2023-03-31T21:00:00Z
2023-04-07,2023-04-04,1858446.0,200741.0,34478.0,166263.0,0.08946345495107202,21372.0,0.011499930587167988,2023-04-07T21:00:00Z
2023-04-14,2023-04-11,1875140.0,212632.0,24338.0,188294.0,0.10041596894098574,16021.0,0.008543895389144277,2023-04-14T21:00:00Z
2023-04-21,2023-04-18,1913192.0,221223.0,29482.0,191741.0,0.10022046924720572,2349.0,0.001227791042404526,2023-04-21T21:00:00Z
2023-04-28,2023-04-25,1826195.0,215016.0,40926.0,174090.0,0.09532935967955229,-11725.0,-0.006420453456503824,2023-04-28T21:00:00Z
2023-05-05,2023-05-02,1908299.0,188610.0,56779.0,131831.0,0.06908298961535903,-11964.0,-0.0062694577736507745,2023-05-05T21:00:00Z
2023-05-12,2023-05-09,1885886.0,209337.0,62081.0,147256.0,0.07808319272745012,2248.0,0.0011920126667253482,2023-05-12T21:00:00Z
2023-05-19,2023-05-16,1856570.0,209384.0,77714.0,131670.0,0.07092110720306802,14032.0,0.0075580236673004515,2023-05-19T21:00:00Z
2023-05-26,2023-05-23,1847901.0,196246.0,76588.0,119658.0,0.06475346893583585,20393.0,0.011035764361835402,2023-05-26T21:00:00Z
2023-06-02,2023-05-30,1920740.0,185237.0,106797.0,78440.0,0.04083842685631579,32553.0,0.016948155398440183,2023-06-02T21:00:00Z
2023-06-09,2023-06-06,1951628.0,196737.0,115383.0,81354.0,0.041685198203756046,33906.0,0.017373187923108296,2023-06-09T21:00:00Z
2023-06-16,2023-06-13,1886782.0,209069.0,138025.0,71044.0,0.03765352860054845,36273.0,0.01922479650537264,2023-06-16T21:00:00Z
2023-06-23,2023-06-20,1846816.0,210478.0,118736.0,91742.0,0.04967576629182333,45538.0,0.024657572817216224,2023-06-23T21:00:00Z
2023-06-30,2023-06-27,1865745.0,202078.0,145858.0,56220.0,0.030132735180852688,54961.0,0.02945793771388909,2023-06-30T21:00:00Z
2023-07-07,2023-07-03,1816043.0,195740.0,117712.0,78028.0,0.042965942987032796,59640.0,0.03284063207754442,2023-07-07T21:00:00Z
2023-07-14,2023-07-11,1796348.0,223385.0,101082.0,122303.0,0.06808424648230743,52259.0,0.02909180181123034,2023-07-14T21:00:00Z
2023-07-21,2023-07-18,1768189.0,242461.0,80540.0,161921.0,0.09157448666403874,30939.0,0.017497563891642805,2023-07-21T21:00:00Z
2023-07-28,2023-07-25,1743598.0,244610.0,61760.0,182850.0,0.1048693563539302,22020.0,0.012629057844755499,2023-07-28T21:00:00Z
2023-08-04,2023-08-01,1752072.0,256964.0,58029.0,198935.0,0.11354270829052687,12478.0,0.007121853439812976,2023-08-04T21:00:00Z
2023-08-11,2023-08-08,1703711.0,256368.0,50993.0,205375.0,0.12054567940219908,7550.0,0.004431502760738177,2023-08-11T21:00:00Z
2023-08-18,2023-08-15,1702766.0,239367.0,65525.0,173842.0,0.10209388723993784,13780.0,0.008092715029546045,2023-08-18T21:00:00Z
2023-08-25,2023-08-22,1623347.0,219601.0,75393.0,144208.0,0.08883374903825245,26341.0,0.016226352098473094,2023-08-25T21:00:00Z
2023-09-01,2023-08-29,1658521.0,225285.0,53520.0,171765.0,0.10356516438441238,32061.0,0.019331078714107327,2023-09-01T21:00:00Z
2023-09-08,2023-09-05,1703130.0,268738.0,35820.0,232918.0,0.1367587911668516,22547.0,0.013238566639070417,2023-09-08T21:00:00Z
2023-09-15,2023-09-12,1791696.0,293746.0,29716.0,264030.0,0.14736316875184183,10714.0,0.005979809074753753,2023-09-15T21:00:00Z
2023-09-22,2023-09-19,1692990.0,311274.0,29654.0,281620.0,0.16634475100266394,15583.0,0.009204425306705887,2023-09-22T21:00:00Z
2023-09-29,2023-09-26,1750559.0,330645.0,28985.0,301660.0,0.17232209825547154,3168.0,0.00180970764195894,2023-09-29T21:00:00Z
2023-10-06,2023-10-03,1787495.0,323533.0,30298.0,293235.0,0.1640480113231086,1741.0,0.0009739887384300376,2023-10-06T21:00:00Z
2023-10-13,2023-10-10,1753314.0,281221.0,26677.0,254544.0,0.14517878714251983,12477.0,0.007116238163842871,2023-10-13T21:00:00Z
2023-10-20,2023-10-17,1654168.0,243150.0,40006.0,203144.0,0.12280735693109769,22023.0,0.013313641661548282,2023-10-20T21:00:00Z
2023-10-27,2023-10-24,1628044.0,247886.0,51910.0,195976.0,0.12037512499662172,19677.0,0.012086282680320679,2023-10-27T21:00:00Z
2023-11-03,2023-10-31,1671255.0,220229.0,84165.0,136064.0,0.08141426652425872,32197.0,0.01926516300624381,2023-11-03T21:00:00Z
2023-11-10,2023-11-07,1688562.0,218063.0,106754.0,111309.0,0.06591940361088311,46727.0,0.027672658747502313,2023-11-10T21:00:00Z
2023-11-17,2023-11-14,1639133.0,213109.0,113546.0,99563.0,0.06074125772588313,73499.0,0.04484016855252136,2023-11-17T21:00:00Z
2023-11-24,2023-11-21,1553677.0,200481.0,115552.0,84929.0,0.0546632279424874,99895.0,0.06429586072265986,2023-11-24T21:00:00Z
2023-12-01,2023-11-28,1563737.0,203808.0,125492.0,78316.0,0.050082590614662185,113344.0,0.07248277683523507,2023-12-01T21:00:00Z
2023-12-08,2023-12-05,1650437.0,201196.0,138419.0,62777.0,0.03803659273271261,120140.0,0.07279284213817311,2023-12-08T21:00:00Z
2023-12-15,2023-12-12,1650245.0,189511.0,143599.0,45912.0,0.027821323500449933,135358.0,0.08202297234653036,2023-12-15T21:00:00Z
2023-12-22,2023-12-19,1579670.0,193729.0,106401.0,87328.0,0.0552824324067685,134304.0,0.0850202890477125,2023-12-22T21:00:00Z
2023-12-29,2023-12-26,1554682.0,204638.0,97235.0,107403.0,0.06908358107960341,123848.0,0.079661306942513,2023-12-29T21:00:00Z
2024-01-05,2024-01-02,1586914.0,199139.0,132576.0,66563.0,0.04194493211352348,139281.0,0.08776846130288093,2024-01-05T21:00:00Z
2024-01-12,2024-01-09,1598167.0,201782.0,110826.0,90956.0,0.05691270061263935,131819.0,0.08248136771689066,2024-01-12T21:00:00Z
2024-01-19,2024-01-16,1610493.0,196664.0,124191.0,72473.0,0.04500050605622005,144913.0,0.08998052149248709,2024-01-19T21:00:00Z
2024-01-26,2024-01-23,1649542.0,211002.0,89252.0,121750.0,0.07380836620104247,134379.0,0.08146443073289435,2024-01-26T21:00:00Z
2024-02-02,2024-01-30,1747660.0,213400.0,75885.0,137515.0,0.07868521337102183,126416.0,0.07233443575981598,2024-02-02T21:00:00Z
2024-02-09,2024-02-06,1808220.0,167934.0,90861.0,77073.0,0.042623685171052195,141502.0,0.07825485836900377,2024-02-09T21:00:00Z
2024-02-16,2024-02-13,1715857.0,180235.0,80047.0,100188.0,0.05838948117471328,147779.0,0.08612547549125597,2024-02-16T21:00:00Z
2024-02-23,2024-02-20,1662234.0,193300.0,69904.0,123396.0,0.07423503550041691,130081.0,0.07825673160337233,2024-02-23T21:00:00Z
2024-03-01,2024-02-27,1658921.0,217215.0,50677.0,166538.0,0.10038934946269291,96888.0,0.05840422780831637,2024-03-01T21:00:00Z
2024-03-08,2024-03-05,1642519.0,210194.0,35609.0,174585.0,0.10629100789701672,71456.0,0.043503910761458466,2024-03-08T21:00:00Z
2024-03-15,2024-03-12,1718985.0,199527.0,38934.0,160593.0,0.0934231537797014,80260.0,0.04669034342940747,2024-03-15T21:00:00Z
2024-03-22,2024-03-19,1713716.0,236945.0,31261.0,205684.0,0.12002222071801862,75482.0,0.04404580455571402,2024-03-22T21:00:00Z
2024-03-29,2024-03-26,1775565.0,251670.0,45876.0,205794.0,0.11590338849887219,60421.0,0.03402916818026938,2024-03-29T21:00:00Z
2024-04-05,2024-04-02,1757685.0,261334.0,45491.0,215843.0,0.12279959150814851,55035.0,0.031311071096356856,2024-04-05T21:00:00Z
2024-04-12,2024-04-09,1762094.0,271319.0,49187.0,222132.0,0.1260613792453751,62071.0,0.035225703055569116,2024-04-12T21:00:00Z
2024-04-19,2024-04-16,1799606.0,267691.0,81905.0,185786.0,0.103237041885835,70701.0,0.03928693280640318,2024-04-19T21:00:00Z
2024-04-26,2024-04-23,1765266.0,238825.0,77423.0,161402.0,0.09143211278073672,91702.0,0.05194797837832939,2024-04-26T21:00:00Z
2024-05-03,2024-04-30,1794542.0,245431.0,86726.0,158705.0,0.08843760692143177,86907.0,0.048428512679001105,2024-05-03T21:00:00Z
2024-05-10,2024-05-07,1836765.0,207621.0,103102.0,104519.0,0.056903849975364296,119957.0,0.06530884462628589,2024-05-10T21:00:00Z
2024-05-17,2024-05-14,1787763.0,201164.0,81932.0,119232.0,0.06669340399146867,120478.0,0.06739036438275096,2024-05-17T21:00:00Z
2024-05-24,2024-05-21,1784152.0,215685.0,54138.0,161547.0,0.0905455364789547,104431.0,0.058532568973943926,2024-05-24T21:00:00Z
2024-05-31,2024-05-28,1833461.0,233415.0,37230.0,196185.0,0.10700254873160651,89258.0,0.04868279172559438,2024-05-31T21:00:00Z
2024-06-07,2024-06-04,1814253.0,209744.0,64432.0,145312.0,0.08009467257322986,91667.0,0.05052602917013228,2024-06-07T21:00:00Z
2024-06-14,2024-06-11,1755642.0,215373.0,28691.0,186682.0,0.10633261222960035,98786.0,0.05626773567731918,2024-06-14T21:00:00Z
2024-06-21,2024-06-18,1677538.0,227938.0,47304.0,180634.0,0.10767803769571836,93790.0,0.05590931472193179,2024-06-21T21:00:00Z
2024-06-28,2024-06-25,1680601.0,261959.0,37321.0,224638.0,0.1336652780761168,80268.0,0.04776148532578524,2024-06-28T21:00:00Z
2024-07-05,2024-07-02,1721585.0,267529.0,34326.0,233203.0,0.13545831312424306,84348.0,0.04899438598733144,2024-07-05T21:00:00Z
2024-07-12,2024-07-09,1767729.0,271012.0,31000.0,240012.0,0.13577420520905636,78122.0,0.04419342557597913,2024-07-12T21:00:00Z
2024-07-19,2024-07-16,1831212.0,276160.0,27659.0,248501.0,0.13570302073162474,77696.0,0.04242873026170645,2024-07-19T21:00:00Z
2024-07-26,2024-07-23,1809094.0,258257.0,33216.0,225041.0,0.12439431008007323,84301.0,0.04659846309810325,2024-07-26T21:00:00Z
2024-08-02,2024-07-30,1787630.0,226272.0,27022.0,199250.0,0.11146042525578559,98708.0,0.05521724294177207,2024-08-02T21:00:00Z
2024-08-09,2024-08-06,1828846.0,216359.0,43725.0,172634.0,0.09439504474406266,128807.0,0.07043075250731883,2024-08-09T21:00:00Z
2024-08-16,2024-08-13,1790876.0,216524.0,24759.0,191765.0,0.10707888206665342,122187.0,0.06822750430515569,2024-08-16T21:00:00Z
2024-08-23,2024-08-20,1742632.0,204954.0,35041.0,169913.0,0.09750366112868351,116080.0,0.06661188363349232,2024-08-23T21:00:00Z
2024-08-30,2024-08-27,1742613.0,210977.0,31008.0,179969.0,0.10327536865615028,122488.0,0.0702898463399504,2024-08-30T21:00:00Z
2024-09-06,2024-09-03,1727524.0,184324.0,69056.0,115268.0,0.06672439861906405,149836.0,0.08673454030161086,2024-09-06T21:00:00Z
2024-09-13,2024-09-10,1802465.0,188368.0,92535.0,95833.0,0.053167745282155274,171601.0,0.09520351296696468,2024-09-13T21:00:00Z
2024-09-20,2024-09-17,1812275.0,187270.0,56497.0,130773.0,0.07215957843042585,173398.0,0.09567973955387565,2024-09-20T21:00:00Z
2024-09-27,2024-09-24,1780393.0,211573.0,52491.0,159082.0,0.08935218235524404,163264.0,0.09170110194771604,2024-09-27T21:00:00Z
2024-10-04,2024-10-01,1771336.0,205645.0,68716.0,136929.0,0.07730266872010731,181061.0,0.10221719651155964,2024-10-04T21:00:00Z
2024-10-11,2024-10-08,1707072.0,191953.0,60890.0,131063.0,0.07677649214561541,192452.0,0.11273806845874106,2024-10-11T21:00:00Z
2024-10-18,2024-10-15,1689760.0,170958.0,52412.0,118546.0,0.0701555250449768,190260.0,0.11259587160306789,2024-10-18T21:00:00Z
2024-10-25,2024-10-22,1648928.0,161903.0,59957.0,101946.0,0.0618256224650197,194354.0,0.11786688078557706,2024-10-25T21:00:00Z
2024-11-01,2024-10-29,1751736.0,168343.0,76710.0,91633.0,0.05230982294135646,201558.0,0.11506185863623286,2024-11-01T21:00:00Z
2024-11-08,2024-11-05,1746717.0,203273.0,56622.0,146651.0,0.08395807678061186,194740.0,0.11148915365225162,2024-11-08T21:00:00Z
2024-11-15,2024-11-12,1792299.0,200728.0,67065.0,133663.0,0.07457628442575709,194077.0,0.10828382987436806,2024-11-15T21:00:00Z
2024-11-22,2024-11-19,1768651.0,188283.0,83342.0,104941.0,0.0593339217290466,220707.0,0.12478832737493152,2024-11-22T21:00:00Z
2024-11-29,2024-11-26,1740661.0,185017.0,78608.0,106409.0,0.06113137480531821,212550.0,0.12210878511094349,2024-11-29T21:00:00Z
2024-12-06,2024-12-03,1780843.0,192032.0,77211.0,114821.0,0.0644756443998713,220155.0,0.12362403648159888,2024-12-06T21:00:00Z
2024-12-13,2024-12-10,1808227.0,185282.0,80314.0,104968.0,0.058050233737246486,222374.0,0.12297902862859586,2024-12-13T21:00:00Z
2024-12-20,2024-12-17,1827905.0,226042.0,61655.0,164387.0,0.08993191659303958,204788.0,0.11203426873934914,2024-12-20T21:00:00Z
2024-12-27,2024-12-24,1829252.0,247311.0,60397.0,186914.0,0.10218056342155155,193306.0,0.10567488787766803,2024-12-27T21:00:00Z
2025-01-03,2024-12-31,1872970.0,255707.0,52659.0,203048.0,0.10840963816825683,189045.0,0.10093327709466783,2025-01-03T21:00:00Z
2025-01-10,2025-01-07,1958411.0,295756.0,41877.0,253879.0,0.1296351991486976,189471.0,0.09674731197894619,2025-01-10T21:00:00Z
2025-01-17,2025-01-14,1896350.0,290600.0,54358.0,236242.0,0.12457721412186569,190288.0,0.1003443457167717,2025-01-17T21:00:00Z
2025-01-24,2025-01-21,1867000.0,285606.0,38161.0,247445.0,0.13253615425816817,188213.0,0.10081039100160685,2025-01-24T21:00:00Z
2025-01-31,2025-01-28,1782462.0,240582.0,49051.0,191531.0,0.1074530621129651,207661.0,0.11650234338796564,2025-01-31T21:00:00Z
2025-02-07,2025-02-04,1765342.0,204272.0,60136.0,144136.0,0.08164763541568716,223801.0,0.12677486855238249,2025-02-07T21:00:00Z
2025-02-14,2025-02-11,1788275.0,210539.0,80235.0,130304.0,0.07286575051376326,231169.0,0.1292692678698746,2025-02-14T21:00:00Z
2025-02-21,2025-02-18,1752594.0,189761.0,83869.0,105892.0,0.060420154354060326,235520.0,0.13438366216020367,2025-02-21T21:00:00Z
2025-02-28,2025-02-25,1768799.0,177427.0,108654.0,68773.0,0.03888118435164199,236840.0,0.13389876407664184,2025-02-28T21:00:00Z
2025-03-07,2025-03-04,1816244.0,171447.0,72798.0,98649.0,0.054314838755145235,234997.0,0.12938624986510622,2025-03-07T21:00:00Z
2025-03-14,2025-03-11,1793310.0,171354.0,63610.0,107744.0,0.06008107912184731,240122.0,0.13389876819958624,2025-03-14T21:00:00Z
