date,asof_date,open_interest,mm_long,mm_short,mm_net,mm_net_oi,com_net,com_net_oi,knowledge_time_utc
2019-05-03,2019-04-30,2144648.0,343484.0,27486.0,315998.0,0.14734259421592727,-47526.0,-0.022160279915398703,2019-05-03T21:00:00Z
2019-05-10,2019-05-07,2133539.0,319320.0,38192.0,281128.0,0.1317660469295382,-30990.0,-0.014525162183583238,2019-05-10T21:00:00Z
2019-05-17,2019-05-14,2153657.0,304707.0,40168.0,264539.0,0.12283246589405834,-31963.0,-0.014841267667042616,2019-05-17T21:00:00Z
2019-05-24,2019-05-21,2085029.0,277839.0,39105.0,238734.0,0.11449912687065743,-22055.0,-0.010577790524736107,2019-05-24T21:00:00Z
2019-05-31,2019-05-28,2102854.0,257197.0,55890.0,201307.0,0.09573037405354817,-2169.0,-0.0010314553459251094,2019-05-31T21:00:00Z
2019-06-07,2019-06-04,2078407.0,239064.0,68688.0,170376.0,0.08197431975546657,11421.0,0.005495073871479455,2019-06-07T21:00:00Z
2019-06-14,2019-06-11,2057046.0,214928.0,96527.0,118401.0,0.05755875172456036,18374.0,0.008932226114535115,2019-06-14T21:00:00Z
2019-06-21,2019-06-18,2003618.0,223751.0,71072.0,152679.0,0.07620165121295576,11867.0,0.005922785680703607,2019-06-21T21:00:00Z
2019-06-28,2019-06-25,2004961.0,215133.0,53922.0,161211.0,0.08040605278606416,22377.0,0.01116081559691186,2019-06-28T21:00:00Z
2019-07-05,2019-07-02,2031169.0,225003.0,51394.0,173609.0,0.08547245453234073,23794.0,0.011714436366447105,2019-07-05T21:00:00Z
2019-07-12,2019-07-09,1999766.0,224016.0,46979.0,177037.0,0.08852885787637153,22672.0,0.011337326467196662,2019-07-12T21:00:00Z
2019-07-19,2019-07-16,2089629.0,268607.0,48964.0,219643.0,0.10511100295794133,15042.0,0.007198406989948934,2019-07-19T21:00:00Z
2019-07-26,2019-07-23,2056492.0,255681.0,76957.0,178724.0,0.08690721870058332,26668.0,0.012967713951719724,2019-07-26T21:00:00Z
2019-08-02,2019-07-30,2069072.0,259812.0,79192.0,180620.0,0.08729517387505123,22422.0,0.010836742268997888,2019-08-02T21:00:00Z
2019-08-09,2019-08-06,2070210.0,264936.0,86287.0,178649.0,0.08629511015790668,33452.0,0.016158747180237753,2019-08-09T21:00:00Z
2019-08-16,2019-08-13,2059135.0,277969.0,67580.0,210389.0,0.1021734854684127,20269.0,0.009843453683221353,2019-08-16T21:00:00Z
2019-08-23,2019-08-20,2002847.0,269925.0,49493.0,220432.0,0.11005933054297208,3949.0,0.001971693294595144,2019-08-23T21:00:00Z
2019-08-30,2019-08-27,2003007.0,250734.0,57053.0,193681.0,0.09669511888875076,2309.0,0.001152766815093507,2019-08-30T21:00:00Z
2019-09-06,2019-09-03,2082415.0,242150.0,62554.0,179596.0,0.08624409639769211,19076.0,0.009160517956315143,2019-09-06T21:00:00Z
2019-09-13,2019-09-10,2080994.0,262145.0,41657.0,220488.0,0.10595321274352545,10450.0,0.005021638697660829,2019-09-13T21:00:00Z
2019-09-20,2019-09-17,2073041.0,266138.0,39324.0,226814.0,0.10941124656965298,26699.0,0.012879147108040796,2019-09-20T21:00:00Z
2019-09-27,2019-09-24,2048088.0,261776.0,53064.0,208712.0,0.10190577748612364,28941.0,0.014130740475995171,2019-09-27T21:00:00Z
2019-10-04,2019-10-01,2085676.0,217764.0,76541.0,141223.0,0.06771090044666574,32383.0,0.015526380895210953,2019-10-04T21:00:00Z
2019-10-11,2019-10-08,2105717.0,210463.0,113400.0,97063.0,0.04609498807294617,31595.0,0.01500439042853337,2019-10-11T21:00:00Z
2019-10-18,2019-10-15,2136717.0,211183.0,120721.0,90462.0,0.04233691218818402,23551.0,0.011022049246577811,2019-10-18T21:00:00Z
2019-10-25,2019-10-22,2081290.0,229935.0,130083.0,99852.0,0.04797601487538978,32142.0,0.015443306795304835,2019-10-25T21:00:00Z
2019-11-01,2019-10-29,2045914.0,227229.0,115776.0,111453.0,0.05447589683632841,24132.0,0.011795217198767886,2019-11-01T21:00:00Z
2019-11-08,2019-11-05,2083893.0,236564.0,106362.0,130202.0,0.06248017532570051,16772.0,0.008048397878393948,2019-11-08T21:00:00Z
2019-11-15,2019-11-12,2151499.0,226642.0,63123.0,163519.0,0.07600235928531689,-13188.0,-0.0061296798185823,2019-11-15T21:00:00Z
2019-11-22,2019-11-19,2123596.0,213438.0,75368.0,138070.0,0.06501707481083972,-341.0,-0.00016057668219378828,2019-11-22T21:00:00Z
2019-11-29,2019-11-26,2187168.0,244968.0,35781.0,209187.0,0.095642858710442,-17777.0,-0.008127862148678108,2019-11-29T21:00:00Z
2019-12-06,2019-12-03,2163757.0,214170.0,62981.0,151189.0,0.06987337302663839,-10813.0,-0.0049973264095737185,2019-12-06T21:00:00Z
2019-12-13,2019-12-10,2229813.0,271959.0,30942.0,241017.0,0.10808843611549489,-19689.0,-0.008829888425621341,2019-12-13T21:00:00Z
2019-12-20,2019-12-17,2166584.0,310460.0,25131.0,285329.0,0.13169533237575834,-25795.0,-0.011905838868929153,2019-12-20T21:00:00Z
2019-12-27,2019-12-24,2114661.0,324992.0,31272.0,293720.0,0.13889696740990637,-17977.0,-0.008501126185237256,2019-12-27T21:00:00Z
2020-01-03,2019-12-31,2145567.0,331362.0,30584.0,300778.0,0.14018578771951656,-24444.0,-0.011392792674383975,2020-01-03T21:00:00Z
2020-01-10,2020-01-07,2244930.0,340235.0,29708.0,310527.0,0.13832368938006975,-27058.0,-0.01205293706262556,2020-01-10T21:00:00Z
2020-01-17,2020-01-14,2215893.0,285931.0,48882.0,237049.0,0.1069767357900404,-1831.0,-0.0008263034361316183,2020-01-17T21:00:00Z
2020-01-24,2020-01-21,2146832.0,291872.0,48176.0,243696.0,0.11351423865491105,3581.0,0.001668039231761032,2020-01-24T21:00:00Z
2020-01-31,2020-01-28,2172019.0,264171.0,85712.0,178459.0,0.08216272509586703,8884.0,0.004090203630815384,2020-01-31T21:00:00Z
2020-02-07,2020-02-04,2271741.0,249960.0,123251.0,126709.0,0.0557761646244004,24462.0,0.010767952860823483,2020-02-07T21:00:00Z
2020-02-14,2020-02-11,2213522.0,236316.0,123923.0,112393.0,0.05077564171487792,13653.0,0.006167998330262812,2020-02-14T21:00:00Z
2020-02-21,2020-02-18,2138168.0,223429.0,118106.0,105323.0,0.0492585241197137,8265.0,0.0038654586543246366,2020-02-21T21:00:00Z
2020-02-28,2020-02-25,2179833.0,215912.0,81481.0,134431.0,0.06167032061630409,-890.0,-0.00040828815785429434,2020-02-28T21:00:00Z
2020-03-06,2020-03-03,2196089.0,224961.0,114473.0,110488.0,0.05031125787707147,13026.0,0.005931453597736704,2020-03-06T21:00:00Z
2020-03-13,2020-03-10,2220972.0,258780.0,111996.0,146784.0,0.06608998222399923,16572.0,0.007461597894975714,2020-03-13T21:00:00Z
2020-03-20,2020-03-17,2154450.0,233160.0,74993.0,158167.0,0.073414096405115,31219.0,0.01449047320661886,2020-03-20T21:00:00Z
2020-03-27,2020-03-24,2141284.0,243563.0,78503.0,165060.0,0.07708459036727497,37875.0,0.01768798533963734,2020-03-27T21:00:00Z
2020-04-03,2020-03-31,2340672.0,266671.0,100469.0,166202.0,0.07100610422989637,14560.0,0.0062204358406474725,2020-04-03T21:00:00Z
2020-04-10,2020-04-07,2342227.0,271865.0,91542.0,180323.0,0.07698784105895799,14745.0,0.006295290763875577,2020-04-10T21:00:00Z
2020-04-17,2020-04-14,2353955.0,295870.0,100515.0,195355.0,0.08299011663349554,-30887.0,-0.013121321350663033,2020-04-17T21:00:00Z
2020-04-24,2020-04-21,2276638.0,324667.0,77189.0,247478.0,0.10870327210562242,-48528.0,-0.021315641748929783,2020-04-24T21:00:00Z
2020-05-01,2020-04-28,2261202.0,384326.0,65960.0,318366.0,0.1407950284848501,-75707.0,-0.03348086548658634,2020-05-01T21:00:00Z
2020-05-08,2020-05-05,2243871.0,392191.0,63590.0,328601.0,0.1464438018050057,-92247.0,-0.041110652082940596,2020-05-08T21:00:00Z
2020-05-15,2020-05-12,2248020.0,405071.0,53386.0,351685.0,0.15644211350432824,-108882.0,-0.04843462246777164,2020-05-15T21:00:00Z
2020-05-22,2020-05-19,2158749.0,401853.0,41670.0,360183.0,0.16684802170145765,-121015.0,-0.05605792984733288,2020-05-22T21:00:00Z
2020-05-29,2020-05-26,2135678.0,420655.0,45845.0,374810.0,0.1754993027975191,-139132.0,-0.06514652489747987,2020-05-29T21:00:00Z
2020-06-05,2020-06-02,2127664.0,438274.0,44143.0,394131.0,0.18524118469833584,-170091.0,-0.07994260371938426,2020-06-05T21:00:00Z
2020-06-12,2020-06-09,2126629.0,444681.0,47132.0,397549.0,0.186938577438754,-177091.0,-0.08327310499386588,2020-06-12T21:00:00Z
2020-06-19,2020-06-16,2076990.0,428957.0,55896.0,373061.0,0.17961617533064675,-172309.0,-0.08296091940741168,2020-06-19T21:00:00Z
2020-06-26,2020-06-23,2003477.0,426549.0,56461.0,370088.0,0.18472285930909116,-169507.0,-0.08460641175316712,2020-06-26T21:00:00Z
2020-07-03,2020-06-30,2008618.0,435127.0,60260.0,374867.0,0.18662931428474702,-158206.0,-0.07876360761478787,2020-07-03T21:00:00Z
2020-07-10,2020-07-07,1972049.0,424344.0,63336.0,361008.0,0.18306238840921296,-148497.0,-0.07530086727053942,2020-07-10T21:00:00Z
2020-07-17,2020-07-14,2019705.0,422842.0,62853.0,359989.0,0.1782384061038617,-137498.0,-0.06807825895365907,2020-07-17T21:00:00Z
2020-07-24,2020-07-21,1956768.0,430855.0,60733.0,370122.0,0.18914965902958347,-135054.0,-0.06901891281950645,2020-07-24T21:00:00Z
2020-07-31,2020-07-28,1992556.0,418040.0,66264.0,351776.0,0.1765451008654211,-130549.0,-0.06551835933343907,2020-07-31T21:00:00Z
2020-08-07,2020-08-04,2032921.0,427869.0,65676.0,362193.0,0.1781638342070351,-113296.0,-0.05573064570635062,2020-08-07T21:00:00Z
2020-08-14,2020-08-11,2060880.0,421037.0,73041.0,347996.0,0.16885796358837002,-98531.0,-0.0478101587671286,2020-08-14T21:00:00Z
2020-08-21,2020-08-18,2044952.0,412744.0,76008.0,336736.0,0.16466694572782148,-87225.0,-0.042653812901231915,2020-08-21T21:00:00Z
2020-08-28,2020-08-25,2052448.0,421127.0,89342.0,331785.0,0.1616533037621416,-83771.0,-0.04081516316125914,2020-08-28T21:00:00Z
2020-09-04,2020-09-01,2064137.0,422645.0,93057.0,329588.0,0.15967351004318028,-80887.0,-0.0391868369202238,2020-09-04T21:00:00Z
2020-09-11,2020-09-08,2046660.0,381443.0,120324.0,261119.0,0.1275829888696706,-57088.0,-0.027893250466613898,2020-09-11T21:00:00Z
2020-09-18,2020-09-15,2108987.0,401067.0,109201.0,291866.0,0.13839155954967955,-55048.0,-0.026101630782930384,2020-09-18T21:00:00Z
2020-09-25,2020-09-22,2028620.0,412708.0,89492.0,323216.0,0.1593280160897556,-62763.0,-0.03093876625489249,2020-09-25T21:00:00Z
2020-10-02,2020-09-29,2078331.0,401864.0,99406.0,302458.0,0.14552927324858264,-65538.0,-0.03153395681438616,2020-10-02T21:00:00Z
2020-10-09,2020-10-06,2111762.0,403194.0,96499.0,306695.0,0.14523180168977376,-76019.0,-0.03599790127864788,2020-10-09T21:00:00Z
2020-10-16,2020-10-13,2059382.0,386213.0,88174.0,298039.0,0.14472254297648518,-74875.0,-0.036357994777073896,2020-10-16T21:00:00Z
2020-10-23,2020-10-20,2008815.0,409109.0,71572.0,337537.0,0.16802791695601635,-89283.0,-0.04444560599159206,2020-10-23T21:00:00Z
2020-10-30,2020-10-27,2011744.0,396466.0,96127.0,300339.0,0.1492928523708782,-91604.0,-0.04553462070720728,2020-10-30T21:00:00Z
2020-11-06,2020-11-03,2013491.0,370065.0,106626.0,263439.0,0.13083693942510793,-89679.0,-0.044539061758905305,2020-11-06T21:00:00Z
2020-11-13,2020-11-10,2053450.0,370004.0,75663.0,294341.0,0.143339745306679,-89732.0,-0.043698166500280015,2020-11-13T21:00:00Z
2020-11-20,2020-11-17,2083804.0,383673.0,83845.0,299828.0,0.1438849335158201,-85040.0,-0.040809980209271124,2020-11-20T21:00:00Z
2020-11-27,2020-11-24,2083018.0,402988.0,72886.0,330102.0,0.15847294646517696,-94283.0,-0.045262690960903844,2020-11-27T21:00:00Z
2020-12-04,2020-12-01,2122605.0,406334.0,67800.0,338534.0,0.15948987211468926,-87120.0,-0.04104390595518243,2020-12-04T21:00:00Z
2020-12-11,2020-12-08,2131913.0,406664.0,67302.0,339362.0,0.1591819178362344,-83711.0,-0.039265673599251004,2020-12-11T21:00:00Z
2020-12-18,2020-12-15,2154618.0,405466.0,59849.0,345617.0,0.1604075525220712,-78238.0,-0.036311773131014406,2020-12-18T21:00:00Z
2020-12-25,2020-12-21,2120797.0,396098.0,60329.0,335769.0,0.15832208363176672,-79051.0,-0.037274194559875365,2020-12-25T21:00:00Z
2021-01-01,2020-12-29,2121502.0,393133.0,60770.0,332363.0,0.15666400503039826,-84133.0,-0.03965728054934664,2021-01-01T21:00:00Z
2021-01-08,2021-01-05,2169541.0,407901.0,76702.0,331199.0,0.15265855773179673,-77208.0,-0.03558725094386324,2021-01-08T21:00:00Z
2021-01-15,2021-01-12,2234696.0,421098.0,73054.0,348044.0,0.155745568972245,-72606.0,-0.032490325305992405,2021-01-15T21:00:00Z
2021-01-22,2021-01-19,2217037.0,414975.0,70266.0,344709.0,0.15548184355966996,-68006.0,-0.030674273816810455,2021-01-22T21:00:00Z
2021-01-29,2021-01-26,2316660.0,414159.0,77918.0,336241.0,0.14514041767026667,-78544.0,-0.03390398245750347,2021-01-29T21:00:00Z
2021-02-05,2021-02-02,2389677.0,422487.0,77254.0,345233.0,0.14446847837594787,-87573.0,-0.03664637522142114,2021-02-05T21:00:00Z
2021-02-12,2021-02-09,2446808.0,436352.0,66871.0,369481.0,0.15100530977502116,-84548.0,-0.03455440721135455,2021-02-12T21:00:00Z
2021-02-19,2021-02-16,2507620.0,434675.0,55703.0,378972.0,0.15112816136416204,-77993.0,-0.031102399885150064,2021-02-19T21:00:00Z
2021-02-26,2021-02-23,2460204.0,423837.0,59607.0,364230.0,0.14804869840062043,-72421.0,-0.029436989778083445,2021-02-26T21:00:00Z
2021-03-05,2021-03-02,2491831.0,430087.0,66696.0,363391.0,0.14583292366135583,-82031.0,-0.03291996929165742,2021-03-05T21:00:00Z
2021-03-12,2021-03-09,2494636.0,420512.0,56366.0,364146.0,0.14597159665778894,-77294.0,-0.030984079440848283,2021-03-12T21:00:00Z
2021-03-19,2021-03-16,2523179.0,417412.0,54979.0,362433.0,0.1436414142635144,-72296.0,-0.028652743225906684,2021-03-19T21:00:00Z
2021-03-26,2021-03-23,2321767.0,408942.0,55578.0,353364.0,0.1521961506042596,-77163.0,-0.03323460106031312,2021-03-26T21:00:00Z
2021-04-02,2021-03-30,2327016.0,400868.0,44950.0,355918.0,0.15295038796467236,-85015.0,-0.036533912959773374,2021-04-02T21:00:00Z
2021-04-09,2021-04-06,2340357.0,377544.0,43151.0,334393.0,0.14288119291202153,-93207.0,-0.0398259752678758,2021-04-09T21:00:00Z
2021-04-16,2021-04-13,2301831.0,390723.0,47132.0,343591.0,0.149268560550275,-85823.0,-0.0372846659898142,2021-04-16T21:00:00Z
2021-04-23,2021-04-20,2346793.0,395792.0,58051.0,337741.0,0.14391597384174915,-85646.0,-0.036494910288210336,2021-04-23T21:00:00Z
2021-04-30,2021-04-27,2353470.0,397664.0,52727.0,344937.0,0.14656528445231934,-100574.0,-0.042734345455858795,2021-04-30T21:00:00Z
2021-05-07,2021-05-04,2419641.0,409731.0,54415.0,355316.0,0.14684657765346182,-110939.0,-0.04584936360393959,2021-05-07T21:00:00Z
2021-05-14,2021-05-11,2444466.0,390384.0,59364.0,331020.0,0.1354160786036705,-117239.0,-0.047960986162212935,2021-05-14T21:00:00Z
2021-05-21,2021-05-18,2458804.0,370034.0,55200.0,314834.0,0.12804355288180758,-79396.0,-0.03229049570441564,2021-05-21T21:00:00Z
2021-05-28,2021-05-25,2426045.0,387043.0,60769.0,326274.0,0.13448802474809823,-83144.0,-0.03427141705945273,2021-05-28T21:00:00Z
2021-06-04,2021-06-01,2507073.0,403072.0,57026.0,346046.0,0.1380278914893982,-95992.0,-0.0382884742486557,2021-06-04T21:00:00Z
2021-06-11,2021-06-08,2511533.0,416686.0,45277.0,371409.0,0.14788139355525093,-95501.0,-0.03802498314774283,2021-06-11T21:00:00Z
2021-06-18,2021-06-15,2474859.0,418130.0,35519.0,382611.0,0.1545991104947797,-103122.0,-0.04166782834900897,2021-06-18T21:00:00Z
2021-06-25,2021-06-22,2348317.0,423778.0,49381.0,374397.0,0.1594320528276208,-108362.0,-0.046144536704371686,2021-06-25T21:00:00Z
2021-07-02,2021-06-29,2369631.0,409136.0,53033.0,356103.0,0.15027782806690154,-112372.0,-0.04742172937474231,2021-07-02T21:00:00Z
2021-07-09,2021-07-06,2413946.0,379903.0,54024.0,325879.0,0.1349984630973518,-93717.0,-0.03882315511614593,2021-07-09T21:00:00Z
2021-07-16,2021-07-13,2413536.0,385078.0,56135.0,328943.0,0.13629090264243002,-88505.0,-0.03667026304973284,2021-07-16T21:00:00Z
2021-07-23,2021-07-20,2243475.0,343853.0,63502.0,280351.0,0.12496283667078974,-48801.0,-0.02175241533781299,2021-07-23T21:00:00Z
