signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan,equity
2012-01-04,2012-01-05,2012-02-09,417,402,0.0549319968881159,54931.996888116,1054931.996888116
2012-02-08,2012-02-09,2012-03-08,418,408,0.07374585733230288,77796.86453779228,1132728.8614259083
2012-03-07,2012-03-08,2012-04-10,423,405,-0.05146299281528122,-58293.61725722323,1074435.244168685
2012-04-09,2012-04-10,2012-05-10,421,397,0.049994403246323316,53715.748859031126,1128150.9930277162
2012-05-09,2012-05-10,2012-06-07,421,400,-0.03423492436691822,-38622.163920767605,1089528.8291069486
2012-06-06,2012-06-07,2012-07-06,430,422,-0.00219328035014954,-2389.6421718017664,1087139.1869351468
2012-07-05,2012-07-06,2012-08-03,440,432,-0.07417190346055957,-80635.18282154493,1006504.0041136019
2012-08-02,2012-08-03,2012-08-31,447,443,0.014213570989846547,14306.01611403341,1020810.0202276353
2012-08-30,2012-08-31,2012-09-28,454,449,-0.005416099581831202,-5528.808723684051,1015281.2115039512
2012-09-27,2012-09-28,2012-11-02,460,454,0.04911428366323767,49864.8094197606,1065146.0209237118
2012-11-01,2012-11-02,2012-11-30,463,458,-0.12324254856565109,-131271.31021320052,933874.7107105113
2012-11-29,2012-11-30,2012-12-28,466,461,0.15279471552629897,142691.1207602173,1076565.8314707286
2012-12-27,2012-12-28,2013-01-30,464,457,0.09721642600907665,104659.8824990741,1181225.7139698027
2013-01-29,2013-01-30,2013-03-06,463,457,0.026469210200233295,31266.111716987332,1212491.82568679
2013-03-05,2013-03-06,2013-04-03,464,455,-0.027112877569370863,-32874.14242370892,1179617.6832630811
2013-04-02,2013-04-03,2013-05-08,464,454,0.009464632054950295,11164.647337598028,1190782.3306006792
2013-05-07,2013-05-08,2013-06-05,468,461,0.04070697465140238,48473.14614709979,1239255.476747779
2013-06-04,2013-06-05,2013-07-08,466,456,-0.13107930684153424,-162440.74889167398,1076814.727856105
2013-07-05,2013-07-08,2013-08-05,465,448,0.08490104838433377,91422.69931067433,1168237.4271667793
2013-08-02,2013-08-05,2013-09-02,464,452,0.061489210779255954,71833.9973992738,1240071.424566053
2013-08-30,2013-09-02,2013-10-09,463,447,0.07988620752286457,99064.60316605796,1339136.027732111
2013-10-08,2013-10-09,2013-11-06,463,444,-0.013764588355548502,-18432.656173816882,1320703.3715582942
2013-11-05,2013-11-06,2013-12-04,461,451,0.03800855298575767,50198.02407634212,1370901.3956346363
2013-12-03,2013-12-04,2014-01-02,460,450,0.02521368727193174,34565.47907018638,1405466.8747048227
2013-12-31,2014-01-02,2014-01-30,461,449,0.014903663849494375,20946.605852200184,1426413.4805570228
2014-01-29,2014-01-30,2014-03-06,462,449,0.05203140400916739,74218.29609098518,1500631.776648008
2014-03-05,2014-03-06,2014-04-03,460,439,-0.0062470192073244,-9374.475531841395,1491257.3011161666
2014-04-02,2014-04-03,2014-05-06,460,443,-0.015720646439911556,-23443.528781784,1467813.7723343826
2014-05-05,2014-05-06,2014-06-04,455,443,0.004787599171326207,7027.304000089411,1474841.076334472
2014-06-03,2014-06-04,2014-07-02,455,432,0.05325201079131614,78538.25291243964,1553379.3292469117
2014-07-01,2014-07-02,2014-07-30,454,440,0.05173341612590754,80361.61924131378,1633740.9484882255
2014-07-29,2014-07-30,2014-08-27,453,430,0.07850585534681986,128258.23057619296,1761999.1790644184
2014-08-26,2014-08-27,2014-09-25,453,427,0.1387723554549838,244516.77638851712,2006515.9554529355
2014-09-24,2014-09-25,2014-10-30,451,426,0.04584335621460056,91985.42569610872,2098501.3811490443
2014-10-29,2014-10-30,2014-11-27,452,421,0.04168566220404979,87477.41970931087,2185978.800858355
2014-11-26,2014-11-27,2014-12-25,451,417,-0.0834452940414917,-182409.6438060929,2003569.1570522622
2014-12-24,2014-12-25,2015-01-26,454,425,0.05545450344498959,111106.93272202974,2114676.089774292
2015-01-23,2015-01-26,2015-03-02,453,429,0.08787174072445403,185820.26907684887,2300496.358851141
2015-02-27,2015-03-02,2015-03-30,459,426,0.20959870515268153,482181.05802365765,2782677.4168747985
2015-03-27,2015-03-30,2015-04-28,452,410,0.17513890196782178,487355.06732210657,3270032.484196905
2015-04-27,2015-04-28,2015-05-27,455,406,0.2853022779799548,932947.7168098278,4202980.201006733
2015-05-26,2015-05-27,2015-06-25,450,397,0.004722163183827677,19847.158367550932,4222827.359374284
2015-06-24,2015-06-25,2015-07-23,449,383,-0.20575102533197698,-868851.0589911835,3353976.3003831003
2015-07-22,2015-07-23,2015-08-20,433,393,0.0199809224576879,67015.54038287746,3420991.8407659777
2015-08-19,2015-08-20,2015-09-21,448,423,-0.2614815810935762,-894526.3554317118,2526465.485334266
2015-09-18,2015-09-21,2015-10-26,459,418,0.3292412450599518,831816.6419924488,3358282.127326715
2015-10-23,2015-10-26,2015-11-23,463,444,0.1713917607322244,575581.8868380855,3933864.0141648003
2015-11-20,2015-11-23,2015-12-21,481,463,0.05514292483877026,216924.76765903272,4150788.781823833
2015-12-18,2015-12-21,2016-01-19,492,474,-0.22036563739716164,-914691.215607597,3236097.566216236
2016-01-18,2016-01-19,2016-02-23,495,474,0.08317935188668746,269176.49819995323,3505274.064416189
2016-02-22,2016-02-23,2016-03-22,497,474,0.005986865779031181,20985.60534237884,3526259.669758568
2016-03-21,2016-03-22,2016-04-20,500,467,0.09581816753884365,337879.7398223942,3864139.4095809623
2016-04-19,2016-04-20,2016-05-19,493,479,-0.13156174509272078,-508372.92400602717,3355766.485574935
2016-05-18,2016-05-19,2016-06-20,496,471,0.08218411964213401,275790.71434155386,3631557.199916489
2016-06-17,2016-06-20,2016-07-18,500,475,0.08724827662052936,316847.1071415893,3948404.3070580782
2016-07-15,2016-07-18,2016-08-15,508,495,-0.008658301275109359,-34186.474046448246,3914217.83301163
2016-08-12,2016-08-15,2016-09-12,520,495,0.044976356124049044,176047.25520463428,4090265.0882162643
2016-09-09,2016-09-12,2016-10-19,521,504,0.042099696761412675,172198.9198876978,4262464.008103962
2016-10-18,2016-10-19,2016-11-16,526,511,0.05198851353999001,221599.16779903322,4484063.175902995
