signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan,equity
2016-11-15,2016-11-16,2016-12-14,531,517,-0.07605885605133555,-341052.7156211003,4143010.460281895
2016-12-13,2016-12-14,2017-01-12,537,527,0.04320841811919629,179012.92824006407,4322023.388521959
2017-01-11,2017-01-12,2017-02-16,542,531,-0.026522334025437133,-114630.14797613118,4207393.240545828
2017-02-15,2017-02-16,2017-03-16,549,537,0.03747999663948631,157693.08451665472,4365086.325062483
2017-03-15,2017-03-16,2017-04-17,557,541,-0.03787158218463915,-165312.7255026484,4199773.599559834
2017-04-14,2017-04-17,2017-05-16,566,543,-0.12416353644106648,-521458.7423731764,3678314.857186658
2017-05-15,2017-05-16,2017-06-15,566,551,-0.022403343833363842,-82406.55247292342,3595908.3047137344
2017-06-14,2017-06-15,2017-07-13,575,566,0.015652297974207086,56284.228273305576,3652192.53298704
2017-07-12,2017-07-13,2017-08-10,584,568,-0.012505991230800872,-45674.28779073246,3606518.2451963075
2017-08-09,2017-08-10,2017-09-07,593,582,0.06398386697975744,230758.9836607091,3837277.2288570167
2017-09-06,2017-09-07,2017-10-12,605,591,0.01725302622431557,66204.6446594391,3903481.8735164558
2017-10-11,2017-10-12,2017-11-09,614,606,-0.04113271953088771,-160560.82509725634,3742921.0484191994
2017-11-08,2017-11-09,2017-12-07,625,605,-0.09285481765928483,-347548.25146406377,3395372.7969551357
2017-12-06,2017-12-07,2018-01-05,624,613,0.02434045446167854,82644.91694470821,3478017.713899844
2018-01-04,2018-01-05,2018-02-02,630,602,-0.08377275249580085,-291363.1171225426,3186654.5967773013
2018-02-01,2018-02-02,2018-03-09,632,598,0.02958920038222823,94290.56141299196,3280945.1581902932
2018-03-08,2018-03-09,2018-04-10,629,614,0.012116711808652036,39754.26694178395,3320699.425132077
2018-04-09,2018-04-10,2018-05-10,635,623,-0.00959241304023739,-31853.520468345843,3288845.9046637313
2018-05-09,2018-05-10,2018-06-07,641,621,-0.03717891301423504,-122275.71580671612,3166570.188857015
2018-06-06,2018-06-07,2018-07-06,645,639,-0.1576241204315285,-499127.84080328606,2667442.348053729
2018-07-05,2018-07-06,2018-08-03,653,644,0.02162190741651626,57675.191488512326,2725117.5395422415
2018-08-02,2018-08-03,2018-08-31,663,661,-0.024920746751143086,-67911.96407003049,2657205.575472211
2018-08-30,2018-08-31,2018-10-08,670,664,-0.019308510664884704,-51306.682192796376,2605898.8932794146
2018-09-28,2018-10-08,2018-11-05,675,667,-0.04701439643765526,-122514.7636450855,2483384.129634329
2018-11-02,2018-11-05,2018-12-03,678,672,0.06939160225571328,172326.0037717363,2655710.1334060654
2018-11-30,2018-12-03,2019-01-02,690,687,-0.05262564521926616,-139758.4592858376,2515951.674120228
2018-12-28,2019-01-02,2019-01-30,692,679,0.016276623607628382,40951.19841463771,2556902.8725348655
2019-01-29,2019-01-30,2019-03-06,693,683,0.2131558953584447,545018.9211397483,3101921.793674614
2019-03-05,2019-03-06,2019-04-03,694,686,0.09633656489649756,298828.4901801944,3400750.283854808
2019-04-02,2019-04-03,2019-05-07,695,677,-0.11169741018339197,-379854.999387017,3020895.284467791
2019-05-06,2019-05-07,2019-06-04,687,683,0.016690012916009467,50418.781315679196,3071314.0657834704
2019-06-03,2019-06-04,2019-07-03,690,687,0.03955102699730073,121473.62553299172,3192787.691316462
2019-07-02,2019-07-03,2019-07-31,692,683,-0.03477344715552755,-111024.23406281183,3081763.4572536503
2019-07-30,2019-07-31,2019-08-28,694,686,-0.019796515739123333,-61008.178785777185,3020755.278467873
2019-08-27,2019-08-28,2019-09-26,695,689,0.02046167329219628,61809.707603686955,3082564.98607156
2019-09-25,2019-09-26,2019-10-31,703,701,-0.00378917170180626,-11680.368014201056,3070884.618057359
2019-10-30,2019-10-31,2019-11-28,705,702,-0.0364032509486758,-111790.18338557053,2959094.4346717885
2019-11-27,2019-11-28,2019-12-26,708,705,0.055573929174584036,164448.50453335606,3123542.9392051445
2019-12-25,2019-12-26,2020-02-03,711,115,-0.004802270184199209,-15000.097126010805,3108542.8420791337
2020-01-23,2020-02-03,2020-03-02,717,82,0.007456572739369172,23179.07581540849,3131721.917894542
2020-02-28,2020-03-02,2020-03-30,722,718,0.016457848009196363,51541.40333177755,3183263.3212263198
2020-03-27,2020-03-30,2020-04-28,725,719,0.011408127799850565,36315.07478912687,3219578.3960154466
2020-04-27,2020-04-28,2020-05-29,727,713,0.012721068491667209,40956.47729000449,3260534.873305451
2020-05-28,2020-05-29,2020-06-30,718,712,0.04008015546049859,130682.74460645951,3391217.6179119106
2020-06-29,2020-06-30,2020-07-28,721,713,0.10644977729101157,360994.360172078,3752211.9780839887
2020-07-27,2020-07-28,2020-08-25,725,715,0.08778216680161255,329377.29773517745,4081589.275819166
2020-08-24,2020-08-25,2020-09-22,729,726,-0.012743938292037682,-52015.5218644822,4029573.753954684
2020-09-21,2020-09-22,2020-10-28,736,733,-0.025624885881141424,-103257.3675947315,3926316.3863599524
2020-10-27,2020-10-28,2020-11-25,748,746,0.03254710296358154,127790.22369445488,4054106.6100544073
2020-11-24,2020-11-25,2020-12-23,759,758,-0.06291930939468171,-255081.58811703743,3799025.02193737
2020-12-22,2020-12-23,2021-01-21,767,763,-0.03303494973361287,-125500.60063643847,3673524.4213009314
2021-01-20,2021-01-21,2021-02-25,771,764,0.00021678761329191332,796.3745916630141,3674320.7958925944
2021-02-24,2021-02-25,2021-03-25,780,773,0.028871226161766517,106082.1466890974,3780402.942581692
2021-03-24,2021-03-25,2021-04-23,789,785,0.04773434642209007,180455.06367628276,3960858.0062579745
2021-04-22,2021-04-23,2021-05-26,799,792,-0.0036508090809560523,-14460.336377623957,3946397.6698803506
2021-05-25,2021-05-26,2021-06-24,801,791,0.021043642286512343,83046.58088528784,4029444.2507656384
2021-06-23,2021-06-24,2021-07-22,813,808,0.008434603765581139,33986.7656507073,4063431.0164163457
2021-07-21,2021-07-22,2021-08-19,824,820,-2.0313181476994124e-05,-82.5412116558291,4063348.47520469
2021-08-18,2021-08-19,2021-09-16,834,829,0.06739733219866806,273858.84702232154,4337207.322227011
2021-09-15,2021-09-16,2021-10-25,842,840,-0.04470289987785414,-193885.74467500998,4143321.5775520015
2021-10-22,2021-10-25,2021-11-22,851,850,0.04954721375385329,205290.03985392163,4348611.617405923
2021-11-19,2021-11-22,2021-12-20,858,849,0.05435605821702394,236373.38623894285,4584985.003644866
2021-12-17,2021-12-20,2022-01-18,865,860,0.058279385963696306,267210.11066517886,4852195.114310045
2022-01-17,2022-01-18,2022-02-22,872,868,-0.01611944935705667,-78214.71341567859,4773980.400894366
2022-02-21,2022-02-22,2022-03-22,879,873,-0.042512028564809734,-202951.591170663,4571028.809723703
2022-03-21,2022-03-22,2022-04-21,887,884,-0.023713690315816383,-108395.96161846258,4462632.848105241
2022-04-20,2022-04-21,2022-05-24,892,885,-0.0016502241978103571,-7364.344711886719,4455268.503393354
2022-05-23,2022-05-24,2022-06-22,892,888,0.03536053856783883,157540.69374431856,4612809.197137672
2022-06-21,2022-06-22,2022-07-20,906,901,0.03641546388006156,167977.58670398314,4780786.783841656
2022-07-19,2022-07-20,2022-08-17,907,904,0.04249635351508774,203166.0052463943,4983952.78908805
2022-08-16,2022-08-17,2022-09-15,911,909,-0.0028637970101974553,-14273.029096355662,4969679.759991694
2022-09-14,2022-09-15,2022-10-20,917,912,-0.029761789772724923,-147906.56425463874,4821773.1957370555
2022-10-19,2022-10-20,2022-11-17,924,921,0.0471411095112646,227303.73825872038,5049076.933995776
2022-11-16,2022-11-17,2022-12-15,932,931,0.0074703277377694555,37718.25947016012,5086795.193465936
2022-12-14,2022-12-15,2023-01-13,941,938,-0.009729205369559013,-49490.47511011548,5037304.7183558205
2023-01-12,2023-01-13,2023-02-17,945,942,0.08600559084953097,433236.36859132256,5470541.086947143
2023-02-16,2023-02-17,2023-03-17,950,950,-0.0023733597491552016,-12983.562021859922,5457557.524925283
2023-03-16,2023-03-17,2023-04-17,954,953,-0.0104971026875611,-57288.541762412526,5400268.983162871
2023-04-14,2023-04-17,2023-05-18,958,956,0.01000715206126035,54041.31288621854,5454310.296049089
2023-05-17,2023-05-18,2023-06-15,952,949,-0.004009422365857218,-21868.633691304363,5432441.662357785
2023-06-14,2023-06-15,2023-07-17,961,959,0.0203725631464704,110672.76080590114,5543114.423163686
2023-07-14,2023-07-17,2023-08-14,965,964,-0.0005156961090183598,-2858.562539868988,5540255.860623817
2023-08-11,2023-08-14,2023-09-11,970,968,0.015118626606280383,83761.05966002773,5624016.920283845
2023-09-08,2023-09-11,2023-10-17,977,976,-0.01578553361911772,-88778.10816962738,5535238.812114217
2023-10-16,2023-10-17,2023-11-14,982,978,0.02822176989500136,156214.2360693682,5691453.0481835855
2023-11-13,2023-11-14,2023-12-12,987,986,-0.008283149637170362,-47143.15725103393,5644309.890932552
2023-12-11,2023-12-12,2024-01-10,990,989,-0.008468945747598933,-47801.35424894374,5596508.536683608
2024-01-09,2024-01-10,2024-02-07,992,990,-0.21772719241352245,-1218512.0910104327,4377996.445673175
2024-02-06,2024-02-07,2024-03-14,994,989,0.2706274442638388,1184805.989088701,5562802.434761876
