signal_date,entry,exit,n_sel,n_fill,lo_ret,idx_ret,capital_ret,net_yuan,equity
2012-01-04,2012-01-05,2012-02-09,417,400,0.04699936715192199,0.10250220448930047,-0.045847575649820116,-45847.57564982015,954152.4243501798
2012-02-08,2012-02-09,2012-03-08,418,407,0.07197407606208328,0.03437216650366848,0.03047489772771964,29077.697548727505,983230.1218989074
2012-03-07,2012-03-08,2012-04-10,423,400,-0.05768920186965154,-0.0467462869392129,-0.013652553615868548,-13423.601955961785,969806.5199429456
2012-04-09,2012-04-10,2012-05-10,421,389,0.030569017800812892,0.06729765327593662,-0.02901182737315273,-28135.85934194282,941670.6606010027
2012-05-09,2012-05-10,2012-06-07,421,403,-0.05076338206011222,-0.02951235387735296,-0.021353406817541706,-20107.876703956514,921562.7838970462
2012-06-06,2012-06-07,2012-07-06,430,423,-0.017575070651177804,-0.05596972974649439,0.029582168433383342,27261.825495179975,948824.6093922262
2012-07-05,2012-07-06,2012-08-03,440,435,-0.06394179335734984,-0.03893538557571474,-0.023921740764132716,-22697.536336510326,926127.0730557159
2012-08-02,2012-08-03,2012-08-31,447,444,-0.0074423242379711985,-0.05754940711462442,0.03996172767674107,37009.63788750977,963136.7109432257
2012-08-30,2012-08-31,2012-09-28,454,450,-0.010430762703221963,0.013370693290169822,-0.022427232638989714,-21600.49107947515,941536.2198637505
2012-09-27,2012-09-28,2012-11-02,460,457,0.04342560841185117,0.02811557631562467,0.01086795520799062,10232.57346418011,951768.7933279306
2012-11-01,2012-11-02,2012-11-30,463,454,-0.12304654174217333,-0.07992514904913195,-0.04024526942565104,-38304.191518409294,913464.6018095213
2012-11-29,2012-11-30,2012-12-28,466,460,0.15256893729330434,0.15790071136673234,-0.005090621395102579,-4650.102445640368,908814.499363881
2012-12-27,2012-12-28,2013-01-30,464,458,0.09549838222983276,0.0940941472500898,-5.875858746587359e-05,-53.40065625112038,908761.0987076298
