signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan
2010-01-04,2010-01-05,2010-02-02,296,295,-0.06282741616375176,-62827.41616375174
2010-02-01,2010-02-02,2010-03-09,296,295,0.0768283514553445,72001.42464528466
2010-03-08,2010-03-09,2010-04-07,302,294,0.07341974088051928,74093.2942060692
2010-04-06,2010-04-07,2010-05-06,307,287,-0.11431372538224593,-123832.32095499686
2010-05-05,2010-05-06,2010-06-03,311,293,-0.1302238709984812,-124941.3372925769
2010-06-02,2010-06-03,2010-07-06,318,309,-0.12070977972672503,-100731.54400370782
2010-07-05,2010-07-06,2010-08-03,322,319,0.17016273338802557,124858.96466678323
2010-08-02,2010-08-03,2010-08-31,328,325,0.04604793119265915,39537.72372643545
2010-08-30,2010-08-31,2010-10-08,330,324,-0.036108921995358534,-32431.545645291568
2010-09-30,2010-10-08,2010-11-05,339,333,0.0925992882035982,80165.72649732465
2010-11-04,2010-11-05,2010-12-03,345,335,0.05878868000301485,55607.79911171144
2010-12-02,2010-12-03,2010-12-31,349,337,-0.04678104560731133,-46851.25314067595
2010-12-30,2010-12-31,2011-01-31,351,341,-0.09587429595666175,-91526.35019856191
2011-01-28,2011-01-31,2011-03-07,359,350,0.05322902895172166,45943.207962855
2011-03-04,2011-03-07,2011-04-06,364,355,-0.05846401499819043,-53147.6700897963
2011-04-01,2011-04-06,2011-05-05,368,349,-0.16688869967827802,-142843.15942857834
2011-05-04,2011-05-05,2011-06-02,376,358,-0.17803422388357193,-126951.85102833004
2011-06-01,2011-06-02,2011-07-01,383,377,0.0016050379237875223,940.7507550870068
2011-06-30,2011-07-01,2011-07-29,382,374,0.04784584043197215,28088.591692979797
2011-07-28,2011-07-29,2011-08-26,395,384,0.00867886926520356,5338.832771620364
2011-08-25,2011-08-26,2011-09-26,400,387,-0.11000421765663237,-68256.72251152992
2011-09-23,2011-09-26,2011-10-31,405,394,-0.019550084495899456,-10796.24375766213
2011-10-28,2011-10-31,2011-11-28,409,404,0.030381724945409916,16449.84778986103
2011-11-25,2011-11-28,2011-12-26,412,400,-0.13781434994723074,-76885.07537045167
2011-12-23,2011-12-26,2012-02-01,414,405,-0.12783531601618647,-61489.25670143007
2012-01-31,2012-02-01,2012-02-29,420,416,0.16181003116086323,67881.64097436366
2012-02-28,2012-02-29,2012-03-28,420,407,-0.03019587596529205,-14717.350928831787
2012-03-27,2012-03-28,2012-05-02,424,411,-0.09948924248404611,-47026.44655589026
2012-04-27,2012-05-02,2012-05-30,412,402,-0.0676570942348268,-28798.395135659608
2012-05-29,2012-05-30,2012-06-28,428,413,-0.03995874743871308,-15857.783397281426
2012-06-27,2012-06-28,2012-07-26,436,428,-0.07403063329024939,-28205.381268236437
2012-07-25,2012-07-26,2012-08-23,446,442,0.02825371661465992,9967.648496758658
2012-08-22,2012-08-23,2012-09-20,451,444,0.0012563836630317127,455.7636642214493
2012-09-19,2012-09-20,2012-10-25,459,458,-0.052092411811310635,-18920.699170293752
2012-10-24,2012-10-25,2012-11-22,463,457,-0.0604950040853498,-20828.031499666104
