signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan,equity
2016-03-28,2016-03-29,2016-04-27,495,463,0.03956232839578866,39562.328395788674,1039562.3283957887
2016-04-26,2016-04-27,2016-05-26,492,474,-0.09748164510948543,-101338.24596586858,938224.0824299201
2016-05-25,2016-05-26,2016-06-27,497,490,0.03320009201652341,31149.125868791598,969373.2082987117
2016-06-24,2016-06-27,2016-07-25,503,488,0.08320130833786643,80653.119198128,1050026.3274968397
2016-07-22,2016-07-25,2016-08-22,510,500,0.01368540049671263,14370.030823886627,1064396.3583207263
2016-08-19,2016-08-22,2016-09-21,520,502,-0.003726663433876398,-3966.646987705026,1060429.7113330213
2016-09-20,2016-09-21,2016-10-26,518,507,0.04254726911207829,45118.38830252946,1105548.0996355508
2016-10-25,2016-10-26,2016-11-23,529,508,0.040879238636777115,45193.96458943724,1150742.064224988
2016-11-22,2016-11-23,2016-12-21,531,519,-0.0714835494135293,-82259.12721025362,1068482.9370147344
2016-12-20,2016-12-21,2017-01-19,537,529,-0.0590637922506011,-63108.654215150396,1005374.282799584
2017-01-18,2017-01-19,2017-02-23,545,531,0.07463212696990973,75033.22112618049,1080407.5039257645
2017-02-22,2017-02-23,2017-03-23,548,538,0.019448616716196687,21012.43144115503,1101419.9353669195
2017-03-22,2017-03-23,2017-04-24,559,545,-0.09159838976577783,-100888.29253553692,1000531.6428313826
2017-04-21,2017-04-24,2017-05-23,568,547,-0.08016200839386023,-80204.62595097208,920327.0168804105
2017-05-22,2017-05-23,2017-06-22,570,552,-0.010922644911106838,-10052.405207482981,910274.6116729275
2017-06-21,2017-06-22,2017-07-20,580,560,-0.056894938697490294,-51790.01822901296,858484.5934439145
2017-07-19,2017-07-20,2017-08-17,583,568,0.038340834631852116,32915.0158312259,891399.6092751405
2017-08-16,2017-08-17,2017-09-14,597,586,0.05255721193298468,46849.47818165331,938249.0874567938
2017-09-13,2017-09-14,2017-10-19,603,590,-0.0038872994330241273,-3647.2551457062364,934601.8323110875
2017-10-18,2017-10-19,2017-11-16,615,600,-0.02747126391210386,-25674.693588153692,908927.1387229338
2017-11-15,2017-11-16,2017-12-14,625,609,-0.060365516828873256,-54867.85648879886,854059.282234135
2017-12-13,2017-12-14,2018-01-12,623,607,0.003426030680696579,2926.0333040677942,856985.3155382028
2018-01-11,2018-01-12,2018-02-09,633,595,-0.15256881164253222,-130749.23118676408,726236.0843514387
2018-02-08,2018-02-09,2018-03-16,610,592,0.12273966277023218,89137.97208486951,815374.0564363082
2018-03-15,2018-03-16,2018-04-17,631,616,-0.0007529847110568921,-613.9641982889734,814760.0922380192
2018-04-16,2018-04-17,2018-05-17,638,626,-0.004787905010006477,-3900.9939275797224,810859.0983104395
2018-05-16,2018-05-17,2018-06-14,645,629,-0.0801068729808283,-64955.38679370331,745903.7115167362
2018-06-13,2018-06-14,2018-07-13,645,630,-0.10414721920865333,-77683.79735188163,668219.9141648546
2018-07-12,2018-07-13,2018-08-10,655,648,-0.026634379290474297,-17797.622643314884,650422.2915215397
2018-08-09,2018-08-10,2018-09-07,665,657,-0.04280280179119822,-27839.89642457338,622582.3950969663
2018-09-06,2018-09-07,2018-10-15,672,663,-0.09439434955002146,-58768.26022647263,563814.1348704937
2018-10-12,2018-10-15,2018-11-12,678,664,0.04974357717581879,28046.131930747884,591860.2668012416
2018-11-09,2018-11-12,2018-12-10,682,676,0.03623423253060176,21445.60253290017,613305.8693341417
2018-12-07,2018-12-10,2019-01-09,691,688,-0.019360426931569585,-11873.863469946431,601432.0058641953
2019-01-08,2019-01-09,2019-02-13,693,689,0.023834308741253363,14334.71611463849,615766.7219788338
2019-02-12,2019-02-13,2019-03-13,694,685,0.2050912720964182,126288.38032528048,742055.1023041143
2019-03-12,2019-03-13,2019-04-11,695,677,0.07783803034389725,57760.10756999138,799815.2098741056
2019-04-10,2019-04-11,2019-05-14,696,687,-0.1305835846096941,-104442.73713071551,695372.4727433901
2019-05-13,2019-05-14,2019-06-12,688,683,-0.01386508111026008,-9641.395736429258,685731.0770069609
2019-06-11,2019-06-12,2019-07-10,689,685,-0.0063529066886233165,-4356.385545714409,681374.6914612465
2019-07-09,2019-07-10,2019-08-07,691,689,-0.06657085256495865,-45359.69412676082,636014.9973344856
2019-08-06,2019-08-07,2019-09-04,695,694,0.061594963590906104,39175.3206040879,675190.3179385735
2019-09-03,2019-09-04,2019-10-10,696,694,-0.005134657748350424,-3466.8711976144696,671723.4467409591
2019-10-09,2019-10-10,2019-11-07,703,699,-0.009724020101975928,-6531.852299077669,665191.5944418814
2019-11-06,2019-11-07,2019-12-05,705,703,-0.01779958474023413,-11840.134153759689,653351.4602881217
2019-12-04,2019-12-05,2020-01-03,707,706,0.07527986092765104,49184.207067367504,702535.6673554892
2020-01-02,2020-01-03,2020-02-10,713,703,-0.06906006477928894,-48517.15869733109,654018.5086581581
2020-02-07,2020-02-10,2020-03-09,719,710,0.10638960559222799,69580.77118615864,723599.2798443168
2020-03-06,2020-03-09,2020-04-07,722,711,-0.06615166932912087,-47867.30028705124,675731.9795572655
2020-04-03,2020-04-07,2020-05-08,726,720,0.015284760136056397,10328.401223795372,686060.3807810609
2020-05-07,2020-05-08,2020-06-05,716,710,0.024299991720807546,16671.261572953896,702731.6423540148
2020-06-04,2020-06-05,2020-07-07,719,709,0.09447553814346854,66390.950081839,769122.5924358538
2020-07-06,2020-07-07,2020-08-04,722,714,0.08075620565841457,62111.422251282725,831234.0146871365
2020-08-03,2020-08-04,2020-09-01,726,720,0.014618216866017608,12151.15909310698,843385.1737802435
2020-08-31,2020-09-01,2020-09-29,730,728,-0.06685822182023005,-56387.233028492774,786997.9407517507
2020-09-28,2020-09-29,2020-11-04,737,735,0.008381939838949082,6596.569392757956,793594.5101445087
2020-11-03,2020-11-04,2020-12-02,750,747,0.031325838963490504,24860.01382709702,818454.5239716057
2020-12-01,2020-12-02,2020-12-30,763,758,-0.06978000018419894,-57111.756833497086,761342.7671381086
2020-12-29,2020-12-30,2021-01-28,769,765,-0.03224924377176308,-24552.72849130549,736790.0386468031
2021-01-27,2021-01-28,2021-03-04,773,767,0.050221943910944145,37003.02799506206,773793.0666418652
2021-03-03,2021-03-04,2021-04-01,782,780,0.004212318796800618,3259.4630794496043,777052.5297213148
2021-03-31,2021-04-01,2021-04-30,791,780,0.0010037550696182507,779.970416067401,777832.5001373822
2021-04-29,2021-04-30,2021-06-02,795,787,0.028219968542570584,21950.40868526604,799782.9088226482
2021-06-01,2021-06-02,2021-07-01,804,800,-0.0024410158908928503,-1952.2827897005482,797830.6260329477
2021-06-30,2021-07-01,2021-07-29,818,812,-0.04347702305306689,-34687.300520477234,763143.3255124704
2021-07-28,2021-07-29,2021-08-26,827,825,0.08240059347212081,62883.46292651538,826026.7884389858
2021-08-25,2021-08-26,2021-09-27,837,829,0.042686794952744966,35260.436143569415,861287.2245825552
2021-09-24,2021-09-27,2021-11-01,843,835,-0.06471215378601536,-55735.751331116655,805551.4732514386
2021-10-29,2021-11-01,2021-11-29,853,848,0.06580050933573833,53005.69723609905,858557.1704875376
2021-11-26,2021-11-29,2021-12-27,859,858,0.04586375507917273,39376.655788707896,897933.8262762455
2021-12-24,2021-12-27,2022-01-25,868,865,-0.010078625156590415,-9049.938450461254,888883.8878257843
2022-01-24,2022-01-25,2022-03-01,873,866,-0.0036052955486910454,-3204.6891240815166,885679.1987017028
2022-02-28,2022-03-01,2022-03-29,882,877,-0.057940877509765176,-51317.029964922345,834362.1687367804
2022-03-28,2022-03-29,2022-04-28,888,869,-0.15793959493450216,-131778.82295895985,702583.3457778206
2022-04-27,2022-04-28,2022-05-31,892,879,0.11973671246412687,84125.0200554831,786708.3658333037
2022-05-30,2022-05-31,2022-06-29,896,887,0.0869210078635303,68381.48405290174,855089.8498862054
2022-06-28,2022-06-29,2022-07-27,905,892,-0.00829363348069967,-7091.801808022661,847998.0480781827
2022-07-26,2022-07-27,2022-08-24,908,899,0.03916614393540918,33212.81360797619,881210.8616861589
2022-08-23,2022-08-24,2022-09-22,912,906,-0.07680009014191613,-67677.07361153257,813533.7880746264
2022-09-21,2022-09-22,2022-10-27,919,909,-0.005781967934000765,-4703.826275873696,808829.9617987527
2022-10-26,2022-10-27,2022-11-24,926,916,0.03683880366992698,29796.32816505886,838626.2899638115
2022-11-23,2022-11-24,2022-12-22,935,926,-0.01876279671964709,-15734.974602342816,822891.3153614687
2022-12-21,2022-12-22,2023-01-20,941,932,0.0470561954735218,38722.13458911271,861613.4499505814
2023-01-19,2023-01-20,2023-02-24,946,937,0.05849666432232681,50401.51275736117,912014.9627079426
2023-02-23,2023-02-24,2023-03-24,951,948,-0.021218278078137698,-19351.387090159464,892663.5756177831
2023-03-23,2023-03-24,2023-04-24,954,952,-0.047441820268262824,-42349.58491448371,850313.9907032994
2023-04-21,2023-04-24,2023-05-25,958,954,-0.006782872145587926,-5767.571082545095,844546.4196207543
2023-05-24,2023-05-25,2023-06-26,953,951,-0.02727427591076015,-23034.39206818107,821512.0275525732
2023-06-21,2023-06-26,2023-07-24,964,957,0.022129389776756714,18179.55986400461,839691.5874165779
2023-07-21,2023-07-24,2023-08-21,967,964,-0.02409307545685979,-20230.752776117995,819460.8346404599
2023-08-18,2023-08-21,2023-09-18,972,969,-0.010266209295370587,-8412.756437778007,811048.0782026818
2023-09-15,2023-09-18,2023-10-24,979,976,-0.06541794088325403,-53057.095233339816,757990.982969342
2023-10-23,2023-10-24,2023-11-21,985,980,0.10009245379750742,75869.17744178604,833860.1604111281
2023-11-20,2023-11-21,2023-12-19,988,984,-0.04702885050006811,-39215.484821937745,794644.6755891903
2023-12-18,2023-12-19,2024-01-17,990,988,-0.022021756403550863,-17499.471473203856,777145.2041159865
2024-01-16,2024-01-17,2024-02-22,992,988,-0.14517570785152267,-112822.60511095438,664322.5990050321
2024-02-21,2024-02-22,2024-03-21,994,990,0.12871441748590629,85507.89635365596,749830.4953586881
