signal_date,entry,exit,n_sel,n_fill,lo_ret,idx_ret,capital_ret,net_yuan,equity
2016-03-28,2016-03-29,2016-04-27,495,463,0.03956232839578866,0.0033487738505537656,0.028798752771696464,28798.752771696425,1028798.7527716964
2016-04-26,2016-04-27,2016-05-26,492,474,-0.09748164510948543,-0.03938804436301235,-0.05283621937147121,-54357.836590541294,974440.9161811551
2016-05-25,2016-05-26,2016-06-27,497,490,0.03320009201652341,0.0027906824576326983,0.023597496983253766,22994.366579943802,997435.2827610989
2016-06-24,2016-06-27,2016-07-25,503,488,0.08320130833786643,0.0505818676532479,0.026761212972607258,26692.578028362594,1024127.8607894615
2016-07-22,2016-07-25,2016-08-22,510,500,0.01368540049671263,0.04487651273069426,-0.02803561922251882,-28712.058740266133,995415.8020491954
2016-08-19,2016-08-22,2016-09-21,520,502,-0.003726663433876398,-0.03179202777084289,0.020683790245668795,20588.971656809677,1016004.7737060051
2016-09-20,2016-09-21,2016-10-26,518,507,0.04254726911207829,0.03299557050811752,0.0064471751065533975,6550.360685176682,1022555.1343911818
2016-10-25,2016-10-26,2016-11-23,529,508,0.040879238636777115,0.03230120052300012,0.006156691786008861,6295.556796647259,1028850.691187829
2016-11-22,2016-11-23,2016-12-21,531,519,-0.0714835494135293,-0.046100924033507074,-0.024724972920891368,-25438.305479259463,1003412.3857085695
2016-12-20,2016-12-21,2017-01-19,537,529,-0.0590637922506011,0.005190494153149761,-0.05683244372345337,-57026.37794219842,946386.0077663711
2017-01-18,2017-01-19,2017-02-23,545,531,0.07463212696990973,0.047019619027604875,0.022240268043897914,21047.878485718626,967433.8862520898
2017-02-22,2017-02-23,2017-03-23,548,538,0.019448616716196687,-0.010081518077056595,0.022669975237499702,21931.702245253022,989365.5884973428
2017-03-22,2017-03-23,2017-04-24,559,545,-0.09159838976577783,0.0016857789196533801,-0.08151417746108591,-80647.32215466409,908718.2663426787
2017-04-21,2017-04-24,2017-05-23,568,547,-0.08016200839386023,-0.015383592184441075,-0.05777599077718514,-52502.09817527421,856216.1681674045
2017-05-22,2017-05-23,2017-06-22,570,552,-0.010922644911106838,0.05243125611228083,-0.054686834758662095,-46823.75210626563,809392.4160611389
2017-06-21,2017-06-22,2017-07-20,580,560,-0.056894938697490294,0.03950819855116139,-0.08302132513357195,-67196.83093445911,742195.5851266797
2017-07-19,2017-07-20,2017-08-17,583,568,0.038340834631852116,-0.004850824398546005,0.03434988855582143,25494.33563572401,767689.9207624038
2017-08-16,2017-08-17,2017-09-14,597,586,0.05255721193298468,0.03682153290873935,0.011678158083524383,8965.204253791599,776655.1250161954
2017-09-13,2017-09-14,2017-10-19,603,590,-0.0038872994330241273,0.025239555933676217,-0.026561907222035164,-20629.4413741983,756025.683641997
2017-10-18,2017-10-19,2017-11-16,615,600,-0.02747126391210386,0.031190839927117242,-0.051476185988291775,-38917.31870308088,717108.3649389162
2017-11-15,2017-11-16,2017-12-14,625,609,-0.060365516828873256,-0.0030983218858665618,-0.05100176982909793,-36573.79577113537,680534.5691677808
2017-12-13,2017-12-14,2018-01-12,623,607,0.003426030680696579,0.038075489397418005,-0.03087790173943499,-21013.47955705144,659521.0896107294
2018-01-11,2018-01-12,2018-02-09,633,595,-0.15256881164253222,-0.07347436708409238,-0.07315691638439092,-48248.52920639457,611272.5604043348
2018-02-08,2018-02-09,2018-03-16,610,592,0.12273966277023218,0.05151725925716799,0.059583016036677594,36421.46276935248,647694.0231736873
2018-03-15,2018-03-16,2018-04-17,631,616,-0.0007529847110568921,-0.06932575685458975,0.054624588781467524,35380.01967207703,683074.0428457643
2018-04-16,2018-04-17,2018-05-17,638,626,-0.004787905010006477,0.021668716740932625,-0.024414667497059356,-16677.0256319514,666397.0172138129
2018-05-16,2018-05-17,2018-06-14,645,629,-0.0801068729808283,-0.031023054866011646,-0.04463444843414369,-29744.263301497092,636652.7539123158
