signal_date,entry,exit,n_selected,n_filled,n_unfilled,gross,net,fees,ret,equity
2012-05-29,2012-05-30,2012-06-28,412,383,29,-39700.31773514468,-41819.94411595837,904.0147105402173,-0.06186093200564746,634211.6441591586
2012-06-27,2012-06-28,2012-07-26,420,401,19,-32376.817307761852,-34432.39780623976,878.4390739712169,-0.05429165188521701,599779.2463529184
2012-07-25,2012-07-26,2012-08-23,428,423,5,-6491.445984025952,-8560.70868773992,891.7010976310022,-0.014273099210744045,591218.537665178
2012-08-22,2012-08-23,2012-09-20,432,430,2,-14325.17112152846,-16361.644066641431,875.3163935938113,-0.02767444358436033,574856.893598535
2012-09-19,2012-09-20,2012-10-25,439,436,3,3301.031882606373,1286.4322732767162,870.8785335408209,0.0022378304715497954,576143.3258718102
2012-10-24,2012-10-25,2012-11-22,444,437,7,-28728.96711853477,-30657.57894106691,824.6480122528918,-0.053211722785597826,545485.7469307471
2012-11-21,2012-11-22,2012-12-20,449,440,9,8071.386388804817,6173.890811578694,821.6660976626399,0.01131815239226941,551659.6377423202
2012-12-19,2012-12-20,2013-01-22,450,443,7,64248.030944997845,62193.600529781565,905.392688089119,0.11273908090196927,613853.2382721027
2013-01-21,2013-01-22,2013-02-26,453,447,6,10412.33786925917,8259.345090449293,932.6594777443917,0.013454918171808439,622112.5833625534
2013-02-25,2013-02-26,2013-03-26,458,453,5,5550.435343455116,3374.6872131208697,941.1044299577909,0.005424560285980595,625487.2705756706
2013-03-25,2013-03-26,2013-04-25,460,456,4,-27208.506255933575,-29326.838297407587,907.0046013592115,-0.04688638710492454,596160.4322782571
2013-04-24,2013-04-25,2013-05-28,463,454,9,30804.629719201086,28679.90724515581,926.2451108715825,0.0481077000289265,624840.3395234146
2013-05-27,2013-05-28,2013-06-28,465,459,6,-97993.89879052048,-99940.75863844338,812.8503039921319,-0.15994607312753328,524899.5808849698
2013-06-27,2013-06-28,2013-07-26,464,458,6,20888.815621552723,19020.14739343207,812.8592393082411,0.03623578315944198,543919.7282783996
2013-07-25,2013-07-26,2013-08-23,463,456,7,32921.952231815056,30964.270504291166,854.7153914966096,0.056928015099384055,574883.9987826851
2013-08-22,2013-08-23,2013-09-24,462,448,14,52011.59173998607,49934.24417653016,911.8124682366566,0.0868596869668894,624818.2429592228
2013-09-23,2013-09-24,2013-10-29,461,447,14,-2728.3315742292657,-4852.050254999564,916.2852452263141,-0.007765538714137099,619966.1927042238
2013-10-28,2013-10-29,2013-11-26,462,457,5,18373.85207512972,16176.380423742708,954.1280574384635,0.02609235892876427,636142.5731279618
2013-11-25,2013-11-26,2013-12-24,459,450,9,-9895.994894576648,-12066.182875904244,934.3152661145663,-0.018967733627039074,624076.3902520514
2013-12-23,2013-12-24,2014-01-22,460,450,10,-19564.330675531182,-21666.40444681952,902.1556254780508,-0.03471755186583603,602409.9858052321
2014-01-21,2014-01-22,2014-02-26,460,454,6,21945.001123105896,19805.21438710544,930.233193137445,0.0328766369313076,622215.2001923448
2014-02-25,2014-02-26,2014-03-26,456,441,15,32161.80719764464,29973.635491636844,954.0292046390406,0.0481724578286975,652188.8356839851
2014-03-25,2014-03-26,2014-04-24,454,439,15,-2609.1423978248386,-4820.307665300323,954.0801318650143,-0.007390969304541528,647368.5280186802
2014-04-23,2014-04-24,2014-05-26,449,435,14,-8914.370931751822,-11099.131549129539,940.8868657620484,-0.0171449971210339,636269.396469552
2014-05-23,2014-05-26,2014-06-24,447,434,13,-8900.087109064802,-11051.768958349336,926.6069101714148,-0.017369637797558735,625217.6275112046
2014-06-23,2014-06-24,2014-07-22,446,437,9,34464.97876404283,32233.44552981698,973.4078110191284,0.05155556099422287,657451.0730410218
2014-07-21,2014-07-22,2014-08-19,442,434,8,72236.80096984358,69804.06404516171,1071.0218541154304,0.10617377765053582,727255.1370861854
2014-08-18,2014-08-19,2014-09-17,444,428,16,45206.768998994565,42640.019013692,1121.2121439371429,0.05863144423364197,769895.1560998837
2014-09-16,2014-09-17,2014-10-22,450,434,16,44276.88590835106,41566.434938070015,1183.000670663491,0.053989734327773764,811461.5910379563
2014-10-21,2014-10-22,2014-11-19,449,436,13,37314.496107892344,34460.01134652428,1243.219128803207,0.04246659574169298,845921.6023844762
2014-11-18,2014-11-19,2014-12-17,449,438,11,123893.45760379118,120712.41862244738,1408.8274742176422,0.14269929776255963,966634.0210069203
2014-12-16,2014-12-17,2015-01-16,448,428,20,-13227.304146330776,-16443.971893599042,1385.2578612788266,-0.017011579911558217,950190.0491133302
2015-01-15,2015-01-16,2015-02-13,443,425,18,45304.85015189891,41997.73094868845,1440.9448974521963,0.04419929569656933,992187.780062028
2015-02-12,2015-02-13,2015-03-20,447,423,24,183227.26916368806,179512.35042065778,1656.2226586846273,0.18092578242541957,1171700.1304826904
2015-03-19,2015-03-20,2015-04-20,441,409,32,172888.16784159574,168677.14475851864,1867.5122881018262,0.14395931208869617,1340377.275241214
2015-04-17,2015-04-20,2015-05-19,437,402,35,138451.47622787798,133803.7918166602,2046.2874378633148,0.09982547025245703,1474181.0670578755
2015-05-18,2015-05-19,2015-06-16,435,380,55,387673.49303843535,382270.033306239,2443.4466721524623,0.25931009551570905,1856451.100364103
2015-06-15,2015-06-16,2015-07-15,423,304,119,-435860.3764679117,-439565.760595945,1476.228266517593,-0.23677745161709252,1416885.3397681434
2015-07-14,2015-07-15,2015-08-12,358,271,87,21600.176526204235,17780.705388785158,1655.4534958531706,0.0125491491017089,1434666.0451569192
2015-08-11,2015-08-12,2015-09-11,413,384,29,-292805.6384832121,-296833.41122907406,1656.082083871229,-0.20690070154732032,1137832.633927833
2015-09-10,2015-09-11,2015-10-16,424,391,33,78627.26925437871,74760.77184677523,1691.9611729578735,0.06570454179073426,1212593.4057746057
2015-10-15,2015-10-16,2015-11-13,436,411,25,139364.14681005216,135030.66201062148,1910.8696141888136,0.11135691598485531,1347624.0677852381
2015-11-12,2015-11-13,2015-12-11,455,435,20,-8701.084417548995,-13210.838114389062,1944.9217428349746,-0.009803058902103867,1334413.2296708466
2015-12-10,2015-12-11,2016-01-11,478,449,29,-141565.7413630894,-145652.41242856212,1724.4813290213845,-0.10915090557404572,1188760.8172422866
2016-01-08,2016-01-11,2016-02-15,490,454,36,-162981.83887168908,-166485.63100376754,1466.6994891725287,-0.14004972959151696,1022275.1862385137
2016-02-05,2016-02-15,2016-03-14,496,474,22,28693.42661550162,25194.10508904158,1519.2222008053309,0.024645130223440503,1047469.2913275537
2016-03-11,2016-03-14,2016-04-12,495,473,22,125698.29649571258,121895.4308637409,1677.8562662195422,0.11637136465285502,1169364.7221913
2016-04-11,2016-04-12,2016-05-11,484,471,13,-85892.83234071793,-89699.27953066351,1619.29173192519,-0.07670770105205016,1079665.442660636
2016-05-10,2016-05-11,2016-06-08,486,472,14,5602.554052018763,1903.591847512792,1598.8707684378194,0.0017631312185282244,1081569.034508157
2016-06-07,2016-06-08,2016-07-08,490,475,15,24152.04342233532,20411.525661429518,1622.0849545451629,0.018872143164410327,1101980.560169588
2016-07-07,2016-07-08,2016-08-05,495,487,8,-1384.3836359371971,-5192.733587961346,1644.1214612047586,-0.004712182569874934,1096787.826581616
2016-08-04,2016-08-05,2016-09-02,506,496,10,36574.82121637962,32712.529591438004,1678.1983213430226,0.029825759183888856,1129500.3561730601
2016-09-01,2016-09-02,2016-10-11,509,496,13,22208.536800921796,18288.9238045404,1698.86940093766,0.016192047841860457,1147789.2799776127
2016-10-10,2016-10-11,2016-11-08,509,502,7,34572.31748605388,30514.54305376906,1762.042458681521,0.026585492290323476,1178303.8230313733
2016-11-07,2016-11-08,2016-12-06,518,505,13,16590.280003722437,12514.336047507426,1764.7798560938534,0.010620636038765063,1190818.159078875
2016-12-05,2016-12-06,2017-01-04,518,508,10,-16705.85826048362,-20773.689440109,1751.8174814687818,-0.017444888022346783,1170044.469638767
2017-01-03,2017-01-04,2017-02-08,522,515,7,-12455.003384610802,-16485.06857577137,1736.7170702214441,-0.014089266693303348,1153559.4010630017
2017-02-07,2017-02-08,2017-03-08,524,517,7,49183.167654382145,45070.769880189524,1789.78062057588,0.039071043795982474,1198630.1709432015
2017-03-07,2017-03-08,2017-04-07,524,513,11,4908.863356565998,772.3596745888578,1787.6120624890825,0.0006443686245380942,1199402.5306177821
2017-04-06,2017-04-07,2017-05-08,529,516,13,-87139.9480920321,-91055.97466407111,1666.2558072179036,-0.07591777767649188,1108346.5559537197
2017-05-05,2017-05-08,2017-06-07,527,513,14,-46403.285103897426,-50091.37245829257,1579.4004243116112,-0.045194684089760906,1058255.1834954168
2017-06-06,2017-06-07,2017-07-05,528,519,9,23634.48961547285,19924.120497563606,1608.9191900106302,0.018827330882276172,1078179.303992969
2017-07-04,2017-07-05,2017-08-02,539,527,12,7530.936821463552,3807.8894004248036,1609.8190388637263,0.0035317774940757385,1081987.1933933897
2017-08-01,2017-08-02,2017-08-30,547,541,6,11159.692525332008,7372.393096709343,1638.5951204635694,0.006813752641183779,1089359.586490101
2017-08-29,2017-08-30,2017-09-27,565,556,9,2215.600530836078,-1558.1226291253251,1630.191705588653,-0.0014303106600004334,1087801.4638609705
2017-09-26,2017-09-27,2017-11-01,575,563,12,6668.266214936587,2908.763606681198,1625.3159746485787,0.002673983905445265,1090710.2274676545
2017-10-31,2017-11-01,2017-11-29,585,566,19,-49124.99403328312,-52723.90182161028,1540.117853472713,-0.048339055134751896,1037986.3256460577
2017-11-28,2017-11-29,2017-12-27,591,569,22,-20341.900237199836,-23809.20310295352,1491.4654703717065,-0.022937877421584152,1014177.122543108
2017-12-26,2017-12-27,2018-01-25,597,584,13,33556.14093951357,29992.531774223287,1548.3642250513321,0.029573267930775193,1044169.6543173379
2018-01-24,2018-01-25,2018-03-01,604,567,37,-87301.26180648046,-90549.942797267,1378.0380239173005,-0.08671956939455816,953619.7115200737
2018-02-28,2018-03-01,2018-03-29,597,583,14,3849.8335953506203,567.2342526666048,1418.5797825213024,0.0005948222816896109,954186.9457727442
2018-03-28,2018-03-29,2018-05-02,605,595,10,-24059.45751730785,-27304.14803927952,1394.281288602146,-0.02861509283924457,926882.797733462
2018-04-27,2018-05-02,2018-05-30,614,599,15,-11155.425912155464,-14309.130781009535,1358.6579473710299,-0.015437907377296334,912573.6669524434
2018-05-29,2018-05-30,2018-06-28,627,592,35,-122592.28690460093,-125344.35821969189,1153.5670772823103,-0.13735259164147395,787229.308732762
2018-06-27,2018-06-28,2018-07-26,632,624,8,15475.590977003036,12708.08850589078,1199.4543599623687,0.016142804091423768,799937.3972386619
2018-07-25,2018-07-26,2018-08-23,649,649,0,-48581.66177862184,-51284.10344364424,1153.161837799835,-0.06411014614478361,748653.2937950135
2018-08-22,2018-08-23,2018-09-20,659,656,3,-4700.954689989929,-7310.292345252892,1125.4239435538757,-0.00976458983862738,741343.0014497677
2018-09-19,2018-09-20,2018-10-26,665,655,10,-61269.434619576816,-63698.01756407859,1031.300182108841,-0.08592246428374628,677644.9838856948
2018-10-25,2018-10-26,2018-11-23,668,664,4,67470.95066937145,64950.42300762429,1107.5775558309215,0.09584727187853459,742595.4068933121
2018-11-22,2018-11-23,2018-12-21,680,677,3,-40856.69793818101,-43363.490660893345,1070.8716592569538,-0.05839450427292503,699231.9162324261
2018-12-20,2018-12-21,2019-01-22,685,680,5,22627.40859532625,20136.014696019844,1082.2574248695896,0.028797333514916756,719367.9309284457
2019-01-21,2019-01-22,2019-02-26,686,681,5,76250.54724939968,73567.66528282507,1180.1793001257897,0.10226709048300542,792935.5962112774
2019-02-25,2019-02-26,2019-03-26,686,675,11,76275.40383051781,73360.09998196331,1280.5503561458122,0.09251709764636429,866295.6961932343
2019-03-25,2019-03-26,2019-04-24,685,679,6,25717.640516955154,22640.67127655457,1335.9974107743428,0.026135038389384357,888936.3674698028
2019-04-23,2019-04-24,2019-05-27,688,685,3,-104183.31304631804,-107059.35015357599,1212.3275823823103,-0.12043533606155998,781877.0173162348
2019-05-24,2019-05-27,2019-06-25,681,676,5,16623.3854791513,13857.254615745036,1199.1881528001884,0.017723061694950415,795734.2719319942
2019-06-24,2019-06-25,2019-07-23,681,679,2,-37090.067186585155,-39795.487731468405,1157.7128298397,-0.05001102646344613,755938.7842005322
2019-07-22,2019-07-23,2019-08-20,682,676,6,-3175.563458230219,-5802.562426577811,1133.483769440335,-0.007675968673460987,750136.2217739548
2019-08-19,2019-08-20,2019-09-18,684,683,1,27429.37067575721,24734.07910703338,1171.668339527226,0.032972783327999355,774870.3008809915
2019-09-17,2019-09-18,2019-10-23,687,684,3,-5460.103900540097,-8159.979463297899,1164.3041907646,-0.010530768122125278,766710.3214176924
2019-10-22,2019-10-23,2019-11-20,688,681,7,-13927.054615085017,-16563.57919560275,1134.5427010715407,-0.02160343839507395,750146.7422220779
2019-11-19,2019-11-20,2019-12-18,691,688,3,29729.75241471758,27036.818971660672,1171.303575528723,0.03604204011014733,777183.5611937424
2019-12-17,2019-12-18,2020-01-16,693,690,3,33601.930520549424,30805.574542968316,1217.0633569442496,0.03963744999397956,807989.1357367024
2020-01-15,2020-01-16,2020-02-21,693,688,5,-34283.62982624392,-37026.196960972935,1174.5506860687005,-0.04582511734791628,770962.9387757265
2020-02-20,2020-02-21,2020-03-20,702,700,2,-22576.92693130286,-25228.555684498722,1138.607607365435,-0.0327234350908685,745734.3830912338
2020-03-19,2020-03-20,2020-04-20,703,701,2,19351.90899929369,16693.950529366994,1153.2524952522094,0.022385920386509106,762428.3336205967
2020-04-17,2020-04-20,2020-05-21,705,697,8,2134.5356092903835,-520.243357337067,1146.9882286599652,-0.0006823505035254973,761908.0902632485
2020-05-20,2020-05-21,2020-06-18,695,689,6,20970.201954199976,18267.391881779906,1173.079975009273,0.023975847107067905,780175.4821450383
2020-06-17,2020-06-18,2020-07-20,702,696,6,68057.42639949896,65184.29720726971,1260.0039200533404,0.08355081478341653,845359.779352301
2020-07-17,2020-07-20,2020-08-17,704,696,8,49804.74644444276,46754.03775428596,1331.5005555348916,0.055306674029487635,892113.8171065784
2020-08-14,2020-08-17,2020-09-14,708,702,6,-5967.051678430117,-9063.276334227994,1335.3109162312935,-0.01015932738675962,883050.5407723408
2020-09-11,2020-09-14,2020-10-20,711,708,3,-5928.572804624937,-9006.501711175042,1327.4214105544288,-0.010199304904226825,874044.0390611613
2020-10-19,2020-10-20,2020-11-17,714,711,3,13986.596291387645,10895.134018394803,1338.9230827387685,0.012465200300556978,884939.1730795666
2020-11-16,2020-11-17,2020-12-15,718,715,3,-21885.42188882455,-24934.02789872048,1310.2260548729685,-0.02817597938617844,860005.145180855
2020-12-14,2020-12-15,2021-01-13,722,718,4,-48823.40815494089,-51719.72568245184,1236.8122822902037,-0.06013885611297043,808285.4194984093
2021-01-12,2021-01-13,2021-02-10,726,724,2,-35367.40987454,-38121.23575279564,1179.1045241687411,-0.04716308723774343,770164.1837456097
2021-02-09,2021-02-10,2021-03-17,734,733,1,76155.90167375392,73279.91172539393,1263.5399497672902,0.09514842844159865,843444.0954710111
2021-03-16,2021-03-17,2021-04-15,742,738,4,4677.173258439831,1717.400602551632,1279.4123892637858,0.0020361759739473406,845161.4960735769
2021-04-14,2021-04-15,2021-05-18,758,754,4,6958.512941670192,3987.241265531392,1285.0259831456372,0.004717727066434474,849148.7373391114
2021-05-17,2021-05-18,2021-06-16,762,758,4,3729.315588092819,751.3157470083008,1287.0139414876335,0.0008847869801580366,849900.0530861267
2021-06-15,2021-06-16,2021-07-14,772,767,5,3804.5623601918855,827.4321723190471,1286.659786342847,0.0009735640906323173,850727.4852584378
2021-07-13,2021-07-14,2021-08-11,781,778,3,-3349.451111689791,-6321.185383041288,1282.2973412905183,-0.00743032932703136,844406.2998754104
2021-08-10,2021-08-11,2021-09-08,790,785,5,65796.11849720622,62697.63790807513,1356.6723335160527,0.07425055677265235,907103.9377834949
2021-09-07,2021-09-08,2021-10-15,797,794,3,-19152.480664423616,-22286.180076618,1347.7473368951719,-0.024568496672020768,884817.7577068842
2021-10-14,2021-10-15,2021-11-12,802,798,4,-9286.886286640598,-12361.022616007138,1324.8296404404641,-0.013970133972035392,872456.7350908831
2021-11-11,2021-11-12,2021-12-10,811,807,4,34838.62989103643,31707.839437183342,1361.829579473743,0.03634316541082705,904164.5745280811
2021-12-09,2021-12-10,2022-01-10,822,818,4,72797.84336668703,69470.1339462691,1457.6466370459825,0.07683350565080094,973634.7084743385
2022-01-07,2022-01-10,2022-02-14,830,824,6,-21686.74206304256,-25035.86764876299,1440.052314838603,-0.025713820009541477,948598.840825587
2022-02-11,2022-02-14,2022-03-14,839,831,8,-24955.51638927614,-28202.18442699662,1394.8806536777552,-0.029730359360822356,920396.6563985829
2022-03-11,2022-03-14,2022-04-13,848,837,11,703.9153745403564,-2491.4219255497505,1380.004719179412,-0.002706900235074916,917905.2344730154
2022-04-12,2022-04-13,2022-05-16,856,845,11,-58632.495511362424,-61685.47857690391,1301.6766375317027,-0.06720244776934658,856219.7558961328
2022-05-13,2022-05-16,2022-06-14,856,852,4,28313.48284880262,25253.459455488184,1329.4173411041918,0.029494133114281507,881473.2153516109
2022-06-13,2022-06-14,2022-07-12,873,871,2,24506.53690062224,21359.370383437337,1365.9658076766368,0.024231445733621015,902832.585735044
2022-07-11,2022-07-12,2022-08-09,876,872,4,14891.32036210226,11698.187500920996,1383.0833151583715,0.01295720567218428,914530.773235963
2022-08-08,2022-08-09,2022-09-06,883,883,0,10100.854378417167,6862.929148328294,1401.0645466231365,0.007504317349578793,921393.7023842812
2022-09-05,2022-09-06,2022-10-12,890,888,2,-85156.41647955446,-88195.9082319704,1288.3156384070467,-0.09572011183029439,833197.7941523289
2022-10-11,2022-10-12,2022-11-09,894,890,4,60748.279995473546,57694.92928162854,1335.7503877954316,0.0692451776595504,890892.7234339523
2022-11-08,2022-11-09,2022-12-07,901,899,2,56544.15604658957,53291.322449015985,1420.6963705563464,0.059817889457666196,944184.0458829636
2022-12-06,2022-12-07,2023-01-05,908,907,1,-25113.294263022002,-28372.228017395155,1400.1323898818632,-0.03004946772942363,915811.8178655668
2023-01-04,2023-01-05,2023-02-09,912,907,5,43182.21450867819,39882.6731228712,1437.0696366293173,0.043548982820306614,955694.4909884281
2023-02-08,2023-02-09,2023-03-09,917,917,0,31815.71038373782,28383.995632161405,1490.91537863065,0.029699863188299425,984078.4866205958
2023-03-08,2023-03-09,2023-04-07,923,920,3,-11078.450158096628,-14501.765413307588,1475.1024823189325,-0.014736391060730547,969576.7212073028
2023-04-06,2023-04-07,2023-05-10,932,928,4,12017.385118635311,8596.239874574369,1480.7267488895973,0.008865971806629958,978172.9610818913
2023-05-09,2023-05-10,2023-06-07,929,929,0,-22728.446799662408,-26115.916399682224,1456.3140185314107,-0.026698669293404254,952057.0446822159
2023-06-06,2023-06-07,2023-07-07,937,935,2,14519.86905376411,11147.174729193903,1460.5156938637806,0.011708515567916855,963204.2194114226
2023-07-06,2023-07-07,2023-08-04,944,943,1,59792.610829318604,56274.85439314075,1536.0177255169017,0.05842463442232004,1019479.0738045711
2023-08-03,2023-08-04,2023-09-01,948,947,1,-49421.06556479318,-52405.79323167573,999.9045322641609,-0.05140448154184951,967073.2805728822
2023-08-31,2023-09-01,2023-10-09,950,950,0,5902.123623062727,2974.849854555018,989.6590416190095,0.0030761369529299643,970048.1304274437
2023-09-28,2023-10-09,2023-11-06,954,953,1,-5158.117389056991,-8071.830936374654,983.2479336322755,-0.008321062309356253,961976.2994910823
2023-11-03,2023-11-06,2023-12-04,959,958,1,17528.64754038874,14599.310162527272,992.2809434400245,0.015176371985732295,976575.6096536173
2023-12-01,2023-12-04,2024-01-02,964,964,0,-16951.27534834646,-19866.98805572775,981.970637038004,-0.020343522671825154,956708.6215978775
2023-12-29,2024-01-02,2024-01-30,969,967,2,-52382.944124985836,-55170.41841352128,932.7921530608046,-0.05766689791233992,901538.2031843372
2024-01-29,2024-01-30,2024-03-06,976,973,3,-15348.484234538912,-18032.331804157486,903.9239334084721,-0.020001738961779147,883505.8713801727
