signal_date,entry,exit,symbol,signal_rank,weight,expected_price,execution_price,filled,reason,gross_pnl,fees,slippage,stamp,net_pnl
2010-01-04,2010-01-05,2010-02-02,sh.600639,284,0.0035211267605633804,13.569999694824219,13.569999694824219,1,FILL,-287.65888975760527,4.982927299311244,6.745732558144798,3.2290368341935967,-299.38754961506174
2010-01-04,2010-01-05,2010-02-02,sh.600017,283,0.0035211267605633804,7.059999942779541,7.059999942779541,1,FILL,-9.962301412665965,5.332825000625868,7.023429146489738,3.506733422538536,-22.318555559782
2010-01-04,2010-01-05,2010-02-02,sz.000595,282,0.0035211267605633804,10.90999984741211,10.90999984741211,1,FILL,-451.27156195025646,4.776775332348503,6.582119885952147,3.0654241620009453,-462.63045716855686
2010-01-04,2010-01-05,2010-02-02,sh.600820,281,0.0035211267605633804,14.039999961853027,14.039999961853027,1,FILL,-217.91487789860776,5.070804754253581,6.815476570003796,3.298780846052594,-229.80115922286495
2010-01-04,2010-01-05,2010-02-02,sh.600620,280,0.0035211267605633804,7.570000171661377,7.570000171661377,1,FILL,-311.25315058385104,4.953198530670175,6.722138297318552,3.2054425733673506,-322.9284874118398
2010-01-04,2010-01-05,2010-02-02,sh.600318,279,0.0035211267605633804,8.079999923706055,8.079999923706055,1,FILL,182.79857503818357,5.575703704953938,7.216190022940587,3.6994942989893853,170.0066813102885
2010-01-04,2010-01-05,2010-02-02,sh.600176,278,0.0035211267605633804,18.770000457763672,18.770000457763672,1,FILL,-256.67959380090906,5.021961212216681,6.776711854101494,3.2600161301502926,-268.4782668672274
2010-01-04,2010-01-05,2010-02-02,sh.600561,277,0.0035211267605633804,11.859999656677246,11.859999656677246,1,FILL,97.8507044009848,5.468669387951067,7.131242152303388,3.6145464283521864,85.25079286073014
2010-01-04,2010-01-05,2010-02-02,sz.000527,276,0.0035211267605633804,22.0,22.0,1,FILL,-302.1160350839564,4.964711296200042,6.731275412818447,3.2145796888672455,-313.8120217929745
2010-01-04,2010-01-05,2010-02-02,sz.002044,275,0.0035211267605633804,8.0600004196167,8.0600004196167,1,FILL,453.76714991931476,5.917124109304163,7.487158597821718,3.9704628738705163,440.36286721218903
2010-01-04,2010-01-05,2010-02-02,sz.000559,274,0.0035211267605633804,7.739999771118164,7.739999771118164,1,FILL,-495.24513077175834,4.721368635633412,6.538146317130645,3.0214505931794435,-506.50464572452256
2010-01-04,2010-01-05,2010-02-02,sh.600597,273,0.0035211267605633804,9.579999923706055,9.579999923706055,1,FILL,44.05042669948216,5.400881038047174,7.0774418746018855,3.560746150650684,31.57210378683294
2010-01-04,2010-01-05,2010-02-02,sz.000826,272,0.0035211267605633804,15.920000076293945,15.920000076293945,1,FILL,134.747897471766,5.515159851220252,7.168139345374169,3.6514436214229677,122.06459827517165
2010-01-04,2010-01-05,2010-02-02,sz.002067,271,0.0035211267605633804,6.699999809265137,6.699999809265137,1,FILL,456.6457673691225,5.920751167290922,7.490037215271526,3.9733414913203244,443.23497898656024
2010-01-04,2010-01-05,2010-02-02,sh.600653,270,0.0035211267605633804,4.409999847412109,4.409999847412109,1,FILL,-111.64103148723416,5.204709800731912,6.921750416415169,3.4050546924639677,-123.76749170438143
2010-01-04,2010-01-05,2010-02-02,sz.000680,269,0.0035211267605633804,12.6899995803833,12.6899995803833,1,FILL,-299.2932418560399,4.968268015667217,6.734098206046363,3.217402482095162,-310.99560807775333
2010-01-04,2010-01-05,2010-02-02,sz.002126,268,0.0035211267605633804,20.469999313354492,20.469999313354492,1,FILL,-386.54448677622077,4.858331447067789,6.646846961126183,3.130151237174981,-398.04966518441506
2010-01-04,2010-01-05,2010-02-02,sz.000905,267,0.0035211267605633804,8.380000114440918,8.380000114440918,1,FILL,-75.53774401873216,5.250199942942224,6.957853703883671,3.4411579799324694,-87.74579766555826
2010-01-04,2010-01-05,2010-02-02,sz.000338,266,0.0035211267605633804,63.849998474121094,63.849998474121094,1,FILL,-183.95872412374183,5.1135895080099125,6.849432723778662,3.33273699982746,-195.9217463555301
2010-01-04,2010-01-05,2010-02-02,sh.600306,265,0.0035211267605633804,10.699999809265137,10.699999809265137,1,FILL,821.657894074468,6.380666446939657,7.855049341976871,4.338353618025669,807.422178285552
