signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan
2013-07-31,2013-08-01,2013-08-29,27,26,0.0743031063578814,74303.10635788133
2013-08-28,2013-08-29,2013-09-30,324,313,0.028304261071426362,30407.35559219774
2013-09-27,2013-09-30,2013-11-04,401,384,-0.02214609300357062,-24465.020632363856
2013-11-01,2013-11-04,2013-12-02,403,380,0.04715807964867569,50942.300561779644
2013-11-29,2013-12-02,2013-12-30,401,379,-0.0015736666408707745,-1780.112413957715
2013-12-27,2013-12-30,2014-01-28,403,388,0.03211518448044881,36271.13437391212
2014-01-27,2014-01-28,2014-03-04,405,392,0.04889247658903639,56992.92167135724
2014-03-03,2014-03-04,2014-04-01,402,371,-0.06142794585286537,-75106.2100933895
2014-03-31,2014-04-01,2014-04-30,399,374,-0.04498996813004719,-51628.934166172054
2014-04-29,2014-04-30,2014-05-30,400,381,0.008110066474422917,8888.118201296777
2014-05-29,2014-05-30,2014-06-30,399,373,0.04031580809918278,44541.89895373373
2014-06-27,2014-06-30,2014-07-28,397,376,-0.011380659752849631,-13080.5497325256
2014-07-25,2014-07-28,2014-08-25,398,373,0.11211662781920939,127396.55553064984
2014-08-22,2014-08-25,2014-09-23,400,375,0.038393989991768906,48517.81572283665
2014-09-22,2014-09-23,2014-10-28,395,372,0.019372671725633284,25420.827198581537
2014-10-27,2014-10-28,2014-11-25,397,373,0.05266738184741748,70449.00688289898
2014-11-24,2014-11-25,2014-12-23,394,369,-0.05474771576935977,-77088.62785985088
2014-12-22,2014-12-23,2015-01-22,394,362,0.08452367456669307,112499.45444190782
2015-01-21,2015-01-22,2015-02-26,393,371,0.06839397914772105,98725.41219029599
2015-02-25,2015-02-26,2015-03-26,396,365,0.2149764547546218,331538.0757185754
2015-03-25,2015-03-26,2015-04-24,389,353,0.10987562254111416,205878.84655190492
2015-04-23,2015-04-24,2015-05-25,399,354,0.16442235905642688,341936.58127486426
2015-05-22,2015-05-25,2015-06-23,394,349,-0.044337126589584996,-107365.01032791426
2015-06-19,2015-06-23,2015-07-21,386,316,-0.20301348253531293,-469812.775252776
2015-07-20,2015-07-21,2015-08-18,364,325,0.10467341556624699,193057.78142144368
2015-08-17,2015-08-18,2015-09-17,382,362,-0.3270179538377074,-666279.4442249036
2015-09-16,2015-09-17,2015-10-22,398,363,0.12310893902007147,168802.11535899434
2015-10-21,2015-10-22,2015-11-19,397,385,0.20998918017707546,323375.4887703699
2015-11-18,2015-11-19,2015-12-17,432,415,0.06204302539984785,115607.13381576468
2015-12-16,2015-12-17,2016-01-15,442,427,-0.20919627234163285,-413987.96860783873
2016-01-14,2016-01-15,2016-02-19,447,430,0.0029409701630431773,4602.492658916395
2016-02-18,2016-02-19,2016-03-18,448,435,-0.031428040990400086,-49328.188786509214
2016-03-17,2016-03-18,2016-04-18,447,413,0.11014862431103278,167451.4172980748
2016-04-15,2016-04-18,2016-05-17,435,414,-0.10206498190254376,-172253.33469403372
2016-05-16,2016-05-17,2016-06-16,443,422,0.009255083101300743,14025.427472238196
2016-06-15,2016-06-16,2016-07-14,446,433,0.06361381750146222,97294.47705007554
2016-07-13,2016-07-14,2016-08-11,450,436,-0.03795784632648225,-61747.910124379676
2016-08-10,2016-08-11,2016-09-08,459,449,0.026797493339278944,41938.1215103406
2016-09-07,2016-09-08,2016-10-17,463,449,0.004745982757503153,7626.508486632723
2016-10-14,2016-10-17,2016-11-14,464,450,0.026601566256179154,42949.99208923965
2016-11-11,2016-11-14,2016-12-12,475,456,-0.022956395372143334,-38050.59906495712
2016-12-09,2016-12-12,2017-01-10,477,457,-0.02226460919208173,-36056.77049135417
2017-01-09,2017-01-10,2017-02-14,477,461,-0.024253513909007207,-38403.23003891646
2017-02-13,2017-02-14,2017-03-14,479,469,0.01690948189351693,26125.24558224622
