signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan
2013-03-01,2013-03-04,2013-04-01,24,23,-0.10063364782615991,-100633.64782615996
2013-03-29,2013-04-01,2013-05-06,150,146,-0.018929348092731613,-17024.418743188842
2013-05-03,2013-05-06,2013-06-03,411,401,0.04858385227749684,42867.57015203568
2013-05-31,2013-06-03,2013-07-04,408,397,-0.1283367296736304,-118738.36195276503
2013-07-03,2013-07-04,2013-08-01,409,398,0.014972921648692017,12075.229215556057
2013-07-31,2013-08-01,2013-08-29,407,395,0.07815806827029537,63976.00313494343
2013-08-28,2013-08-29,2013-09-30,408,401,0.0275628400511998,24324.823035627487
2013-09-27,2013-09-30,2013-11-04,407,394,-0.02776173109506941,-25175.648027876974
2013-11-01,2013-11-04,2013-12-02,407,398,0.035798015259046245,31562.09156414552
2013-11-29,2013-12-02,2013-12-30,405,402,-0.009188373989096887,-8391.132228819188
2013-12-27,2013-12-30,2014-01-28,407,401,0.028752363182142027,26016.36042195768
2014-01-27,2014-01-28,2014-03-04,409,395,0.013935615735588325,12972.091498901136
2014-03-03,2014-03-04,2014-04-01,405,385,-0.04966915722268961,-46879.28835601907
2014-03-31,2014-04-01,2014-04-30,406,388,-0.03532607185381431,-31685.779210526263
2014-04-29,2014-04-30,2014-05-30,402,395,-0.018009264125591895,-15582.802000100724
2014-05-29,2014-05-30,2014-06-30,401,392,-0.007088570390447524,-6023.03839784197
2014-06-27,2014-06-30,2014-07-28,399,381,0.023045239133161033,19442.34765188466
2014-07-25,2014-07-28,2014-08-25,400,382,0.09560600503856587,82517.77239667356
2014-08-22,2014-08-25,2014-09-23,402,379,0.022391887832127866,21174.220830575563
2014-09-22,2014-09-23,2014-10-28,399,376,0.006873848537630511,6645.598225605325
2014-10-27,2014-10-28,2014-11-25,401,372,0.06028841906468729,58687.15813492087
2014-11-24,2014-11-25,2014-12-23,400,378,0.05242267189846572,54106.862916760845
2014-12-22,2014-12-23,2015-01-22,402,379,0.06939375279443949,75377.85453591612
2015-01-21,2015-01-22,2015-02-26,404,393,0.05036115299218369,58500.11295012338
2015-02-25,2015-02-26,2015-03-26,409,379,0.19155660855957102,233720.5129368247
2015-03-25,2015-03-26,2015-04-24,402,366,0.1431001304994064,208043.61945242225
2015-04-23,2015-04-24,2015-05-25,406,351,0.09104080339773657,151298.53641235293
2015-05-22,2015-05-25,2015-06-23,402,346,-0.011285435475635541,-20462.465504232096
2015-06-19,2015-06-23,2015-07-21,398,333,-0.1700065925767893,-304772.88974007755
2015-07-20,2015-07-21,2015-08-18,381,341,0.06397100970038827,95184.97897677356
2015-08-17,2015-08-18,2015-09-17,401,377,-0.29299949863238517,-463854.61810248275
2015-09-16,2015-09-17,2015-10-22,415,382,0.09976766518003077,111666.92012174963
2015-10-21,2015-10-22,2015-11-19,413,397,0.14947298002460263,183991.75800815318
2015-11-18,2015-11-19,2015-12-17,434,418,0.02788469469188004,39454.84456220199
2015-12-16,2015-12-17,2016-01-15,444,428,-0.1870965836126398,-272110.12368900655
2016-01-14,2016-01-15,2016-02-19,449,424,-0.015347517363102026,-18144.95621432434
2016-02-18,2016-02-19,2016-03-18,451,425,-0.014730971669214554,-17148.738018345553
2016-03-17,2016-03-18,2016-04-18,452,432,0.08844891668840393,101449.08177850768
2016-04-15,2016-04-18,2016-05-17,442,432,-0.10469696875151269,-130706.67346570501
2016-05-16,2016-05-17,2016-06-16,447,435,-0.015262125112288194,-17058.809455353534
2016-06-15,2016-06-16,2016-07-14,450,441,0.06731286470900577,74088.7767808421
2016-07-13,2016-07-14,2016-08-11,457,449,-0.02215365573993322,-26025.045511820586
2016-08-10,2016-08-11,2016-09-08,468,457,0.03319755270555036,38134.91481067613
2016-09-07,2016-09-08,2016-10-17,471,455,-0.0002860537565806398,-339.50622038310394
2016-10-14,2016-10-17,2016-11-14,474,463,0.011975298419383718,14208.956202840433
2016-11-11,2016-11-14,2016-12-12,480,464,-0.004610760284955995,-5536.283056899207
2016-12-09,2016-12-12,2017-01-10,486,473,-0.029327494144481214,-35052.0676476371
2017-01-09,2017-01-10,2017-02-14,491,479,-0.0018987717375225088,-2202.8461765937973
2017-02-13,2017-02-14,2017-03-14,498,489,0.014677169233786369,16995.279246125137
2017-03-13,2017-03-14,2017-04-13,506,493,0.0020989865270573116,2466.17302148859
2017-04-12,2017-04-13,2017-05-12,519,493,-0.09615631909713007,-113214.5760149709
2017-05-11,2017-05-12,2017-06-13,521,508,-0.015899631608879083,-16920.177024362143
2017-06-12,2017-06-13,2017-07-11,528,517,0.017832152832826464,18675.017290273914
2017-07-10,2017-07-11,2017-08-08,536,526,-0.007768522345799611,-8280.79093446047
2017-08-07,2017-08-08,2017-09-05,545,542,0.03065524369295214,32422.849039584864
2017-09-04,2017-09-05,2017-10-10,557,545,0.004693117438546723,5115.890501811635
2017-10-09,2017-10-10,2017-11-07,565,555,-0.013476472224390967,-14759.42594228452
2017-11-06,2017-11-07,2017-12-05,575,556,-0.032847316635300716,-35489.55795015243
2017-12-04,2017-12-05,2018-01-03,575,556,0.00602385053514265,6294.625859913533
2018-01-02,2018-01-03,2018-01-31,581,570,-0.002526802912912518,-2656.289343226701
2018-01-30,2018-01-31,2018-03-07,587,556,-0.020483146529351237,-21478.399573881412
2018-03-06,2018-03-07,2018-04-04,583,565,-0.01811863641552447,-18609.84126123786
2018-04-03,2018-04-04,2018-05-08,589,577,-0.0119318004005049,-12033.228269594605
2018-05-07,2018-05-08,2018-06-05,594,573,-0.05204442035434398,-51860.56853726588
2018-06-04,2018-06-05,2018-07-04,600,579,-0.1152431451909871,-108859.46289597184
2018-07-03,2018-07-04,2018-08-01,606,599,0.0023781225739656353,1987.509697132744
2018-07-31,2018-08-01,2018-08-29,615,610,-0.059051517554697064,-49469.516212944174
2018-08-28,2018-08-29,2018-09-27,621,615,-0.02125856626996636,-16757.391560945543
2018-09-26,2018-09-27,2018-11-01,626,617,-0.09002378997625604,-69454.07202324353
2018-10-31,2018-11-01,2018-11-29,628,624,0.03762242149849593,26412.96790128376
2018-11-28,2018-11-29,2018-12-27,639,636,-0.04308610225136722,-31386.79814130382
2018-12-26,2018-12-27,2019-01-28,640,637,0.015434951366989802,10759.397041621385
2019-01-25,2019-01-28,2019-03-04,642,633,0.16011396450339,113334.98394599336
2019-03-01,2019-03-04,2019-04-01,643,629,0.07456539723923483,61231.199441442266
2019-03-29,2019-04-01,2019-04-30,643,630,-0.050862004065329036,-44880.91998459888
2019-04-29,2019-04-30,2019-05-31,644,633,-0.06720832673021582,-56288.63599950448
2019-05-30,2019-05-31,2019-07-01,645,642,0.01326229826620584,10360.98615436256
2019-06-28,2019-07-01,2019-07-29,647,643,-0.03242934427662714,-25670.974385967012
2019-07-26,2019-07-29,2019-08-26,649,646,-0.03656848766106535,-28008.75951188919
2019-08-23,2019-08-26,2019-09-24,651,649,0.05929780957480468,43756.882545890054
2019-09-23,2019-09-24,2019-10-29,658,650,-0.004282936994423392,-3347.8614913107594
2019-10-28,2019-10-29,2019-11-26,661,655,-0.032201709977133675,-25063.44009195629
2019-11-25,2019-11-26,2019-12-24,663,661,0.026098668500500244,19659.15954811836
2019-12-23,2019-12-24,2020-01-22,666,665,0.052907878475548564,40893.66807475162
2020-01-21,2020-01-22,2020-02-27,672,667,0.008646386414947305,7036.565525667742
2020-02-26,2020-02-27,2020-03-26,678,671,-0.0708844863930872,-58185.695451365435
2020-03-25,2020-03-26,2020-04-24,680,675,0.02687965630604139,20500.216874247068
2020-04-23,2020-04-24,2020-05-27,684,676,-0.008703190575423125,-6816.05031544168
2020-05-26,2020-05-27,2020-06-24,678,673,0.04163576295971616,32323.9577139545
2020-06-23,2020-06-24,2020-07-24,682,676,0.11935966476095317,96523.14749852999
2020-07-23,2020-07-24,2020-08-21,686,681,0.01673200409698916,15145.774990914273
2020-08-20,2020-08-21,2020-09-18,691,687,-0.01829944102141312,-16841.774821284576
2020-09-17,2020-09-18,2020-10-26,699,699,-0.02383151700583197,-21531.8209265084
