signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan,equity
2024-03-01,2024-03-04,2024-04-01,995,987,0.06283608100350735,62836.08100350737,1062836.0810035074
2024-03-29,2024-04-01,2024-05-06,997,986,0.014428922182856185,15335.579105931334,1078171.6601094387
2024-04-30,2024-05-06,2024-06-03,985,980,-0.02526278217510103,-27237.61579671176,1050934.044312727
2024-05-31,2024-06-03,2024-07-02,985,982,-0.08759227786451995,-92053.70682672411,958880.3374860028
2024-07-01,2024-07-02,2024-07-30,990,988,-0.04888354463554445,-46873.46977764298,912006.8677083598
2024-07-29,2024-07-30,2024-08-27,990,987,-0.013605793841687142,-12408.577424242743,899598.2902841171
2024-08-26,2024-08-27,2024-09-26,991,986,0.035675322868208514,32093.459457574296,931691.7497416914
2024-09-25,2024-09-26,2024-10-31,992,984,0.19657920862860112,183151.22685001837,1114842.9765917098
2024-10-30,2024-10-31,2024-11-28,991,982,0.055213332640021706,61554.19610795006,1176397.1726996598
2024-11-27,2024-11-28,2024-12-26,993,991,-0.00995119565286029,-11706.558431006037,1164690.6142686538
2024-12-25,2024-12-26,2025-01-24,994,985,-0.009993996027216956,-11639.913371937815,1153050.700896716
2025-01-23,2025-01-24,2025-03-03,995,991,0.06257058822504646,72147.06060840958,1225197.7615051256
2025-02-28,2025-03-03,2025-03-31,996,991,0.028859606458827347,35358.725231274264,1260556.4867363998
2025-03-28,2025-03-31,2025-04-29,995,965,-0.02222651681974097,-28017.77995468024,1232538.7067817196
2025-04-28,2025-04-29,2025-05-30,991,970,0.09695015057758338,119494.81321518752,1352033.519996907
2025-05-29,2025-05-30,2025-06-30,985,981,0.025531402730360142,34519.312303987565,1386552.8323008947
2025-06-27,2025-06-30,2025-07-28,992,987,0.0756869441612853,104943.9467950298,1491496.7790959245
2025-07-25,2025-07-28,2025-08-25,991,988,0.05925774421287633,88382.73462999519,1579879.5137259196
2025-08-22,2025-08-25,2025-09-22,992,987,-0.015355859147527129,-24260.40728283883,1555619.1064430808
2025-09-19,2025-09-22,2025-10-28,994,989,0.03812354972240839,59305.722353611374,1614924.8287966922
2025-10-27,2025-10-28,2025-11-25,993,993,0.0006892762464512092,1113.1293242936954,1616037.958120986
2025-11-24,2025-11-25,2025-12-23,993,989,0.007995587550384098,12921.17297890014,1628959.131099886
2025-12-22,2025-12-23,2026-01-22,994,991,0.08264605187847396,134627.04085679492,1763586.171956681
2026-01-21,2026-01-22,2026-02-27,997,996,0.023606006967945126,41631.227463781135,1805217.399420462
2026-02-26,2026-02-27,2026-03-27,998,994,-0.09008551258040964,-162623.93474586634,1642593.4646745957
2026-03-26,2026-03-27,2026-04-27,999,993,0.05720529187499146,93965.03857866372,1736558.5032532595
2026-04-24,2026-04-27,2026-05-28,998,989,-0.03926434284849767,-68184.82844820991,1668373.6748050496
2026-05-27,2026-05-28,2026-06-26,987,985,-0.09946458850493689,-165944.10103695374,1502429.5737680958
2026-06-25,2026-06-26,2026-07-24,994,991,-0.03348689933097482,-50311.70788865164,1452117.8658794442
2026-07-23,2026-07-24,2026-08-21,997,990,0.12473549743433177,181130.6443337528,1633248.510213197
