signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan,equity
2024-03-01,2024-03-04,2024-04-01,995,986,0.06786287129931767,67862.87129931757,1067862.8712993176
2024-03-29,2024-04-01,2024-05-06,997,983,0.007028605681521416,7505.587044300046,1075368.4583436176
2024-04-30,2024-05-06,2024-06-03,985,979,-0.026072125843211613,-28037.141773755313,1047331.3165698623
2024-05-31,2024-06-03,2024-07-02,985,980,-0.09841817957113475,-103076.44158464565,944254.8749852167
2024-07-01,2024-07-02,2024-07-30,990,987,-0.038393822058156224,-36253.553647728986,908001.3213374877
2024-07-29,2024-07-30,2024-08-27,990,988,-0.010708721451291203,-9723.533227607491,898277.7881098802
2024-08-26,2024-08-27,2024-09-26,991,985,0.042567016380564704,38237.00532077078,936514.793430651
2024-09-25,2024-09-26,2024-10-31,992,986,0.22493033559126685,210650.58677254233,1147165.3802031933
2024-10-30,2024-10-31,2024-11-28,991,977,0.06612646455609927,75857.99085399066,1223023.371057184
2024-11-27,2024-11-28,2024-12-26,993,983,-0.020091333566090275,-24572.170507034054,1198451.20055015
2024-12-25,2024-12-26,2025-01-24,994,984,-0.01576952542283272,-18899.006675099954,1179552.19387505
2025-01-23,2025-01-24,2025-03-03,995,985,0.07270816491470988,85763.07543777488,1265315.2693128248
2025-02-28,2025-03-03,2025-03-31,996,991,0.024620797682168405,31153.071249909466,1296468.3405627343
2025-03-28,2025-03-31,2025-04-29,995,962,-0.02136966998425882,-27705.1005828653,1268763.239979869
2025-04-28,2025-04-29,2025-05-30,991,966,0.10685643827753388,135575.52084171283,1404338.7608215818
2025-05-29,2025-05-30,2025-06-30,985,981,0.03179860267752277,44656.01028001029,1448994.771101592
2025-06-27,2025-06-30,2025-07-28,992,987,0.07610461981477967,110275.19616829045,1559269.9672698826
2025-07-25,2025-07-28,2025-08-25,991,987,0.05979089004390459,93230.13916179631,1652500.1064316789
2025-08-22,2025-08-25,2025-09-22,992,986,-0.017173231602670036,-28378.767051188042,1624121.3393804908
2025-09-19,2025-09-22,2025-10-28,994,991,0.03858062665581774,62659.61903838534,1686780.9584188762
2025-10-27,2025-10-28,2025-11-25,993,992,0.006910430342432772,11656.382316095522,1698437.3407349717
2025-11-24,2025-11-25,2025-12-23,993,989,0.006568734601366311,11156.584128338378,1709593.92486331
2025-12-22,2025-12-23,2026-01-22,994,990,0.09286402079858624,158759.7657956432,1868353.6906589533
2026-01-21,2026-01-22,2026-02-27,997,996,0.026093368307098075,48751.64097829,1917105.3316372433
2026-02-26,2026-02-27,2026-03-27,998,993,-0.09898260390003144,-189760.07767608762,1727345.2539611557
2026-03-26,2026-03-27,2026-04-27,999,991,0.05541153206400118,95714.84692546888,1823060.1008866245
2026-04-24,2026-04-27,2026-05-28,998,989,-0.03448037874215071,-62859.80274827429,1760200.2981383502
2026-05-27,2026-05-28,2026-06-26,987,985,-0.10327049112676889,-181776.7492702324,1578423.5488681179
2026-06-25,2026-06-26,2026-07-24,994,990,-0.043975500335633244,-69411.96530302125,1509011.5835650966
2026-07-23,2026-07-24,2026-08-21,997,992,0.1360366541557949,205280.88691053353,1714292.4704756301
