signal_date,entry,exit,n_sel,n_fill,lo_ret,idx_ret,capital_ret,net_yuan,equity
2011-12-19,2011-12-20,2012-01-19,53,53,0.024381738068676606,0.01983834796841011,0.001545343568697597,1545.3435686975718,1001545.3435686976
2012-01-18,2012-01-19,2012-02-23,55,55,0.06690138804660495,0.07092818892180253,-0.005739318760446872,-5748.187979782,995797.1555889156
2012-02-22,2012-02-23,2012-03-22,55,55,0.004645014738484887,-0.0034055274329874985,0.004526422829222602,4507.398978332523,1000304.5545672481
2012-03-21,2012-03-22,2012-04-24,55,52,0.0020497153382095235,0.0030383387322474587,-0.0028896428502463013,-2890.522904174053,997414.031663074
2012-04-23,2012-04-24,2012-05-24,53,53,0.0027727426945232114,0.007048712810235891,-0.005951112614884704,-5935.723226093105,991478.3084369809
2012-05-23,2012-05-24,2012-06-21,54,51,-0.021093317641061815,-0.025272761366810892,0.0001712497533988798,169.79041582008358,991648.098852801
2012-06-20,2012-06-21,2012-07-20,54,51,-0.07207723070977345,-0.05156553660116614,-0.02205782068075971,-21873.595942911343,969774.5029098897
2012-07-19,2012-07-20,2012-08-17,55,54,-0.03680877221850065,-0.04026973436381032,4.504823984410877e-05,43.68663440190721,969818.1895442916
2012-08-16,2012-08-17,2012-09-14,55,54,-0.005080508060055555,0.002406801154229532,-0.008601435957805357,-8341.82904808002,961476.3604962116
2012-09-13,2012-09-14,2012-10-19,55,53,-0.018197214929477123,0.004771924389309623,-0.021608572846681582,-20776.131976144738,940700.2285200668
2012-10-18,2012-10-19,2012-11-16,54,54,-0.06156396002199427,-0.062348507558562694,-0.0016496726104457612,-1551.8474016296677,939148.3811184372
2012-11-15,2012-11-16,2012-12-14,55,55,0.005778381974855362,0.025635872866531573,-0.019195405274453705,-18027.333788415533,921121.0473300216
2012-12-13,2012-12-14,2013-01-16,55,54,0.1697898463329124,0.153951657433961,0.013567294308223316,12497.120342625189,933618.1676726468
2013-01-15,2013-01-16,2013-02-20,55,52,0.026309640531127165,0.03655609409730798,-0.009204793475096756,-8593.76241802494,925024.4052546219
2013-02-19,2013-02-20,2013-03-20,44,43,-0.08777568987136886,-0.05923852141961006,-0.027664863136663442,-25590.673569442588,899433.7316851793
2013-03-19,2013-03-20,2013-04-19,98,96,-0.03157453933035559,-0.022564573382351183,-0.010319159059240215,-9281.399740505381,890152.3319446739
2013-04-18,2013-04-19,2013-05-22,97,96,0.05718257620646083,0.05808214741189088,-0.002548324434787398,-2268.396938177524,887883.9350064964
2013-05-21,2013-05-22,2013-06-24,96,95,-0.14012657224187908,-0.11683585813171282,-0.023123998566372594,-20531.426840195432,867352.508166301
2013-06-21,2013-06-24,2013-07-22,96,95,-0.07789862943734538,-0.05978154908646616,-0.018221241509640496,-15804.239525290672,851548.2686410103
2013-07-19,2013-07-22,2013-08-19,96,89,0.058796104475024036,0.05350469335373176,0.005666251973761242,4825.087057939963,856373.3556989502
2013-08-16,2013-08-19,2013-09-16,95,93,0.0879525176586311,0.09399002711923732,-0.005717725035562518,-4896.507375668618,851476.8483232816
2013-09-13,2013-09-16,2013-10-23,95,91,0.00795796408975491,-0.019799446639051976,0.02066618777130786,17596.78043037036,869073.628753652
2013-10-22,2013-10-23,2013-11-20,134,131,-0.036489314108183235,-0.009296121653151412,-0.025555792619469775,-22209.86542747845,846863.7633261735
2013-11-19,2013-11-20,2013-12-18,135,134,-0.015094601208026082,-0.029673456111529717,0.009905815320499004,8388.876041131793,855252.6393673053
2013-12-17,2013-12-18,2014-01-16,136,134,-0.05723401977571674,-0.06248143590613997,0.0013968144810412655,1194.6292716170428,856447.2686389224
2014-01-15,2014-01-16,2014-02-20,136,132,0.10525847939348942,0.04736020276539432,0.04814913565756115,41237.195721243275,897684.4643601656
2014-02-19,2014-02-20,2014-03-20,136,131,-0.06891865336414793,-0.08551957789022901,0.009206927860413307,8264.916104777716,905949.3804649434
2014-03-19,2014-03-20,2014-04-18,134,130,0.008751362986130662,0.0471082464239978,-0.033655454685673394,-30490.138321751845,875459.2421431915
2014-04-17,2014-04-18,2014-05-20,133,130,-0.09254037295421391,-0.04114392476126871,-0.04674011592858985,-40919.06646852812,834540.1756746634
2014-05-19,2014-05-20,2014-06-18,132,126,0.03471250232138989,0.02096286081394627,0.010285883160633752,8583.982739844476,843124.1584145079
2014-06-17,2014-06-18,2014-07-16,133,126,0.018635510630764074,0.0016457300910452943,0.012320323262964533,10387.562182481633,853511.7205969895
2014-07-15,2014-07-16,2014-08-13,132,131,0.07719376714096882,0.08543735790355389,-0.008755875829616011,-7473.242644669139,846038.4779523204
2014-08-12,2014-08-13,2014-09-11,133,129,0.06170847159579762,0.030621676856932067,0.024959717612105928,21116.88149866578,867155.3594509861
2014-09-10,2014-09-11,2014-10-16,132,128,0.031840389007292025,0.007524643309691159,0.018615860518242915,16142.843219186412,883298.2026701726
2014-10-15,2014-10-16,2014-11-13,167,161,0.006831803814037585,0.06060507070319354,-0.04608977242509317,-40711.01314456202,842587.1895256105
2014-11-12,2014-11-13,2014-12-11,168,163,0.0898908699221761,0.22629254751885552,-0.11246435672943393,-94761.02625845943,747826.1632671511
2014-12-10,2014-12-11,2015-01-12,169,158,-0.001621332839176981,0.10873865049165521,-0.08995572917153041,-67271.24781024456,680554.9154569065
2015-01-09,2015-01-12,2015-02-09,170,158,0.06590986112643837,-0.06393299183635337,0.10437742782224138,71034.57156717486,751589.4870240814
2015-02-06,2015-02-09,2015-03-16,169,158,0.14882228151463717,0.10165379507703287,0.04355149736166,32732.847561180708,784322.3345852621
2015-03-13,2015-03-16,2015-04-14,168,157,0.20000625500137392,0.21702633609481103,-0.004553379799115326,-3571.3174742955016,780751.0171109666
2015-04-13,2015-04-14,2015-05-13,163,154,0.043287694651487296,0.07097715996597564,-0.02239353987808651,-17483.77903653111,763267.2380744355
2015-05-12,2015-05-13,2015-06-10,166,142,0.18507497251444782,0.10693511927208532,0.07757868269458301,59213.26687374734,822480.5049481828
2015-06-09,2015-06-10,2015-07-09,160,95,-0.21938544148385863,-0.3107207430104867,-0.03103619472048888,-25526.66510537779,796953.839842805
2015-07-08,2015-07-09,2015-08-06,107,59,0.21222437190861698,0.050045835082061396,0.155657310773347,124051.69152042374,921005.5313632288
2015-08-05,2015-08-06,2015-09-07,154,146,-0.19878704954185578,-0.11981288112060962,-0.0746146804439902,-68720.5334098147,852284.9979534141
2015-09-02,2015-09-07,2015-10-12,153,145,0.15215149793442517,0.00115018417884305,0.12620682414335224,107564.1828567239,959849.180810138
2015-10-09,2015-10-12,2015-11-09,155,149,0.18748332508397247,0.1328622498612413,0.048572644970479695,46622.41348469665,1006471.5942948346
2015-11-06,2015-11-09,2015-12-07,160,156,-0.0008456092963575745,-0.03023933325957895,0.02208345497085641,22226.370132056065,1028697.9644268907
2015-12-04,2015-12-07,2016-01-05,164,157,-0.10776203795219352,-0.08132377946425173,-0.027640647497722104,-28433.877816347987,1000264.0866105427
2016-01-05,2016-01-06,2016-02-03,166,165,-0.22056282973434138,-0.1582582177285271,-0.05607186151696936,-56086.66934482416,944177.4172657186
2016-02-02,2016-02-03,2016-03-09,166,162,0.02604469020925526,0.03910564973100583,-0.012561574325971516,-11860.35480388708,932317.0624618315
2016-03-08,2016-03-09,2016-04-07,167,156,0.16840988020988767,0.0723492409518307,0.08353828272456462,77884.16635287192,1010201.2288147034
2016-04-06,2016-04-07,2016-05-06,165,160,-0.020034114774575285,-0.016272284457289454,-0.00586303026416634,-5922.840377438581,1004278.3884372648
2016-05-05,2016-05-06,2016-06-03,165,161,-0.04191923425614774,-0.012508013967645337,-0.027517657658264322,-27635.388886610046,976642.9995506548
2016-06-02,2016-06-03,2016-07-05,165,160,0.03418604399707581,0.008260451630186516,0.02000318282569629,19535.9684754482,996178.968026103
2016-07-04,2016-07-05,2016-08-02,166,162,-0.012369465958502524,-0.007939584140836842,-0.0061887353568021615,-6165.088001125841,990013.8800249771
2016-08-01,2016-08-02,2016-08-30,167,160,0.05340402447494208,0.04302782819116757,0.0081333566321833,8052.135957054677,998066.0159820318
2016-08-29,2016-08-30,2016-09-29,167,161,-0.029567977742844254,-0.02279537929867803,-0.008686164097208446,-8669.365194667014,989396.6507873648
2016-09-28,2016-09-29,2016-11-03,164,158,0.02430576198424861,0.028452545086958825,-0.004871747507231003,-4820.0906671360135,984576.5601202288
2016-11-02,2016-11-03,2016-12-01,167,165,0.02220441169475129,0.06524392076708052,-0.03820821808527168,-37618.91593072028,946957.6441895085
2016-11-30,2016-12-01,2016-12-29,164,161,-0.053244703922337044,-0.06967347261255774,0.010606953534107233,10044.335730685852,957001.9799201944
2016-12-28,2016-12-29,2017-02-03,179,175,-0.022416433199370367,0.028477058209788186,-0.04498333448537853,-43049.140165919554,913952.8397542748
2017-01-26,2017-02-03,2017-03-03,180,179,0.034985276882468774,0.009947123650444034,0.019025734414688807,17388.623996715527,931341.4637509903
2017-03-02,2017-03-03,2017-03-31,179,175,-0.02545618033724306,0.0029667178639631864,-0.026367884209321884,-24557.503875526483,906783.9598754639
2017-03-30,2017-03-31,2017-05-03,178,169,-0.04633088100142624,-0.003802237089570948,-0.03851216776624894,-34922.21599046746,871861.7438849964
2017-05-02,2017-05-03,2017-06-02,177,167,-0.11948728373302753,0.020407626484616026,-0.12011630658692411,-104724.81252990046,767136.9313550959
2017-06-01,2017-06-02,2017-06-30,177,176,0.06016720859662006,0.04672369894517958,0.009347912317816558,7171.128770066309,774308.0601251622
2017-06-29,2017-06-30,2017-07-28,177,177,0.007342465624317951,0.013341614838852545,-0.007415814848883331,-5742.1252098862315,768565.934915276
2017-07-27,2017-07-28,2017-08-25,182,181,0.01815985208647186,0.008856511020685964,0.005645392946444647,4338.856707848259,772904.7916231243
2017-08-24,2017-08-25,2017-09-22,182,180,0.047512248516510924,0.02413356564934732,0.01780622229768622,13762.514534588205,786667.3061577125
2017-09-21,2017-09-22,2017-10-27,183,180,0.005468727233312265,0.04340565431234089,-0.033920117112686554,-26683.84715359134,759983.4590041211
2017-10-26,2017-10-27,2017-11-24,182,180,-0.11284243344354361,0.024275212583436456,-0.11861433418657792,-90144.93198258628,669838.5270215349
2017-11-23,2017-11-24,2017-12-22,181,179,-0.009038707319037331,-0.006005668216174653,-0.004925430977356893,-3299.243430819013,666539.2835907158
2017-12-21,2017-12-22,2018-01-22,182,177,0.001904396960190624,0.05204789281927513,-0.04365946425189051,-29100.74802440952,637438.5355663063
2018-01-19,2018-01-22,2018-02-26,181,176,-0.0852799496783142,-0.04281090990721326,-0.03935645760662226,-25087.32270184264,612351.2128644637
2018-02-23,2018-02-26,2018-03-26,180,177,-0.00010499023227850124,-0.05636145991107633,0.044741616161984465,27397.582922307425,639748.7957867711
2018-03-23,2018-03-26,2018-04-25,181,178,0.020596704766101537,-0.009863592470532145,0.023474148077978377,15017.557965007029,654766.3537517781
2018-04-24,2018-04-25,2018-05-25,179,174,-0.0026885662382239994,-0.00022224604467413478,-0.004353479206784972,-2850.511706360732,651915.8420454174
