signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan,equity
2011-12-19,2011-12-20,2012-01-19,53,53,0.024381738068676606,24381.73806867667,1024381.7380686767
2012-01-18,2012-01-19,2012-02-23,55,55,0.06690138804660495,68532.56016638817,1092914.2982350648
2012-02-22,2012-02-23,2012-03-22,55,55,0.004645014738484887,5076.603023202624,1097990.9012582675
2012-03-21,2012-03-22,2012-04-24,55,52,0.0020497153382095235,2250.568791523576,1100241.470049791
2012-04-23,2012-04-24,2012-05-24,53,53,0.0027727426945232114,3050.6864982920233,1103292.156548083
2012-05-23,2012-05-24,2012-06-21,54,51,-0.021093317641061815,-23272.091908960836,1080020.0646391222
2012-06-20,2012-06-21,2012-07-20,54,51,-0.07207723070977345,-77844.85537017847,1002175.2092689438
2012-07-19,2012-07-20,2012-08-17,55,54,-0.03680877221850065,-36888.839001008775,965286.370267935
2012-08-16,2012-08-17,2012-09-14,55,54,-0.005080508060055555,-4904.145184408058,960382.2250835269
2012-09-13,2012-09-14,2012-10-19,55,53,-0.018197214929477123,-17476.28176429437,942905.9433192326
2012-10-18,2012-10-19,2012-11-16,54,54,-0.06156396002199427,-58049.02379900601,884856.9195202265
2012-11-15,2012-11-16,2012-12-14,55,55,0.005778381974855362,5113.041274081799,889969.9607943083
2012-12-13,2012-12-14,2013-01-16,55,54,0.1697898463329124,151107.86288417364,1041077.823678482
2013-01-15,2013-01-16,2013-02-20,55,52,0.026309640531127165,27390.383305908996,1068468.206984391
2013-02-19,2013-02-20,2013-03-20,44,43,-0.08777568987136886,-93785.53397367941,974682.6730107116
2013-03-19,2013-03-20,2013-04-19,98,96,-0.03157453933035559,-30775.156393592828,943907.5166171187
2013-04-18,2013-04-19,2013-05-22,97,96,0.05718257620646083,53975.06350080948,997882.5801179282
2013-05-21,2013-05-22,2013-06-24,96,95,-0.14012657224187908,-139829.8654518075,858052.7146661207
2013-06-21,2013-06-24,2013-07-22,96,95,-0.07789862943734538,-66841.1304574844,791211.5842086363
2013-07-19,2013-07-22,2013-08-19,96,89,0.058796104475024036,46520.158966980176,837731.7431756165
