signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan,equity
2016-09-09,2016-09-12,2016-10-19,521,510,0.031176365995006172,55237.486423662165,1827011.862966142
2016-10-18,2016-10-19,2016-11-16,526,516,0.028287104886486558,51680.87619657838,1878692.7391627203
2016-11-15,2016-11-16,2016-12-14,531,526,-0.04306212865179615,-80900.50843102043,1797792.2307316998
2016-12-13,2016-12-14,2017-01-12,537,524,0.010961335215765589,19706.20328934933,1817498.4340210492
2017-01-11,2017-01-12,2017-02-16,542,529,-0.0024452965014211125,-4444.322562050074,1813054.111458999
2017-02-15,2017-02-16,2017-03-16,549,538,0.03003599924867406,54456.89192958805,1867511.0033885872
2017-03-15,2017-03-16,2017-04-17,557,546,-0.010498982188291817,-19606.964761015726,1847904.0386275714
2017-04-14,2017-04-17,2017-05-16,566,543,-0.08808770546379274,-162777.62667997857,1685126.4119475929
2017-05-15,2017-05-16,2017-06-15,566,551,-0.014023157381575557,-23630.792882590787,1661495.619065002
2017-06-14,2017-06-15,2017-07-13,575,562,0.000794683915177119,1320.363843608182,1662815.9829086103
2017-07-12,2017-07-13,2017-08-10,584,572,-0.004443802832117649,-7389.226374139776,1655426.7565344705
2017-08-09,2017-08-10,2017-09-07,593,590,0.03353384074935417,55512.817225846695,1710939.5737603172
2017-09-06,2017-09-07,2017-10-12,605,597,0.016169699978153096,27665.379588453565,1738604.9533487707
2017-10-11,2017-10-12,2017-11-09,614,601,-0.01435114172699481,-24950.96609276347,1713653.9872560073
2017-11-08,2017-11-09,2017-12-07,625,595,-0.06046000874597113,-103607.53505706647,1610046.4521989408
2017-12-06,2017-12-07,2018-01-05,624,607,0.02143598980648287,34512.93933730037,1644559.3915362412
2018-01-04,2018-01-05,2018-02-02,630,584,-0.05478622021201329,-90099.19297643914,1554460.198559802
2018-02-01,2018-02-02,2018-03-09,632,585,0.020625248924275752,32061.12853817502,1586521.327097977
2018-03-08,2018-03-09,2018-04-10,629,618,-0.017886986416885686,-28378.08542790101,1558143.241670076
2018-04-09,2018-04-10,2018-05-10,635,624,-0.0016058092678885583,-2502.0808581716847,1555641.1608119044
2018-05-09,2018-05-10,2018-06-07,641,625,-0.0462897071232895,-72010.17372291721,1483630.9870889871
2018-06-06,2018-06-07,2018-07-06,645,625,-0.15921492134496595,-236216.19091432728,1247414.7961746599
2018-07-05,2018-07-06,2018-08-03,653,646,0.0069748773062972,8700.565153378062,1256115.361328038
2018-08-02,2018-08-03,2018-08-31,663,658,-0.030006149370426227,-37691.185158496024,1218424.176169542
2018-08-30,2018-08-31,2018-10-08,670,663,-0.025353588205325295,-30891.424822015222,1187532.7513475267
2018-09-28,2018-10-08,2018-11-05,675,666,-0.055820852770062435,-66289.09087259742,1121243.6604749293
2018-11-02,2018-11-05,2018-12-03,678,674,0.03427096981161304,38426.10763959889,1159669.7681145282
2018-11-30,2018-12-03,2019-01-02,690,687,-0.04956064100808122,-57473.97706544888,1102195.7910490793
2018-12-28,2019-01-02,2019-01-30,692,685,0.01512630063565057,16672.144894757075,1118867.9359438363
2019-01-29,2019-01-30,2019-03-06,693,689,0.18191088596289018,203534.2575030136,1322402.19344685
2019-03-05,2019-03-06,2019-04-03,694,685,0.07901914019303202,104495.08431554982,1426897.2777623998
2019-04-02,2019-04-03,2019-05-07,695,683,-0.10335551486903272,-147477.70280835405,1279419.5749540457
2019-05-06,2019-05-07,2019-06-04,687,679,-0.019974028673024558,-25555.163274961058,1253864.4116790846
2019-06-03,2019-06-04,2019-07-03,690,687,0.025266917471848505,31681.288610783173,1285545.7002898678
2019-07-02,2019-07-03,2019-07-31,692,686,-0.03462265264976516,-44509.00224653515,1241036.6980433327
2019-07-30,2019-07-31,2019-08-28,694,686,-0.020456595307920322,-25387.38549415022,1215649.3125491824
2019-08-27,2019-08-28,2019-09-26,695,692,0.017409655615934216,21164.035881228512,1236813.348430411
2019-09-25,2019-09-26,2019-10-31,703,702,-0.003644716369997525,-4507.833857655758,1232305.5145727552
2019-10-30,2019-10-31,2019-11-28,705,703,-0.021433170187800554,-26412.21381720295,1205893.3007555522
2019-11-27,2019-11-28,2019-12-26,708,705,0.03597468406438664,43381.63051004126,1249274.9312655935
2019-12-25,2019-12-26,2020-02-03,711,137,-0.009848968584198148,-12304.06955106114,1236970.8617145324
2020-01-23,2020-02-03,2020-03-02,717,118,0.008603165511173794,10641.86505582952,1247612.726770362
2020-02-28,2020-03-02,2020-03-30,722,719,-0.010005464027286637,-12482.944257685915,1235129.782512676
2020-03-27,2020-03-30,2020-04-28,725,719,0.026517198868353464,32752.182071114657,1267881.9645837906
2020-04-27,2020-04-28,2020-05-29,727,723,0.007893710096812168,10008.292665401008,1277890.2572491916
2020-05-28,2020-05-29,2020-06-30,718,713,0.026236452180567582,33527.30662633153,1311417.5638755232
2020-06-29,2020-06-30,2020-07-28,721,718,0.09839580782257928,129037.99059025105,1440455.5544657742
2020-07-27,2020-07-28,2020-08-25,725,720,0.07780790890547906,112078.83456426417,1552534.3890300384
2020-08-24,2020-08-25,2020-09-22,729,725,-0.01430279935036427,-22205.587850837037,1530328.8011792013
2020-09-21,2020-09-22,2020-10-28,736,732,-0.029128494150259088,-44576.17353312136,1485752.62764608
2020-10-27,2020-10-28,2020-11-25,748,747,0.04182589172082363,62142.92852785415,1547895.5561739341
2020-11-24,2020-11-25,2020-12-23,759,756,-0.05776337095238471,-89411.6652068228,1458483.8909671113
2020-12-22,2020-12-23,2021-01-21,767,761,-0.019601652596305086,-28588.694548044587,1429895.1964190667
2021-01-20,2021-01-21,2021-02-25,771,770,0.005333034919881907,7625.681014274247,1437520.877433341
2021-02-24,2021-02-25,2021-03-25,780,775,0.027020278994534852,38842.21516871732,1476363.0926020583
2021-03-24,2021-03-25,2021-04-23,789,786,0.03017275815075071,44545.94653577637,1520909.0391378347
2021-04-22,2021-04-23,2021-05-26,799,795,-0.008899818231022483,-13535.813994245837,1507373.2251435888
2021-05-25,2021-05-26,2021-06-24,801,797,0.0001570453904298219,236.72601666627452,1507609.9511602551
2021-06-23,2021-06-24,2021-07-22,813,809,-0.018478149702840896,-27857.842371031875,1479752.1087892232
2021-07-21,2021-07-22,2021-08-19,824,823,0.006158316546967191,9112.781896966277,1488864.8906861895
2021-08-18,2021-08-19,2021-09-16,834,830,0.0619293897746529,92204.49413710111,1581069.3848232906
2021-09-15,2021-09-16,2021-10-25,842,840,-0.039616940693320446,-62637.13205056894,1518432.2527727217
2021-10-22,2021-10-25,2021-11-22,851,846,0.050159809405359024,76164.27239402966,1594596.5251667514
2021-11-19,2021-11-22,2021-12-20,858,852,0.038071573827352045,60708.79933272512,1655305.3244994765
2021-12-17,2021-12-20,2022-01-18,865,862,0.05530909449399246,91553.43860915047,1746858.763108627
2022-01-17,2022-01-18,2022-02-22,872,866,-0.03396390691401652,-59330.14842215553,1687528.6146864714
2022-02-21,2022-02-22,2022-03-22,879,875,-0.06152261135778936,-103821.1671165044,1583707.447569967
2022-03-21,2022-03-22,2022-04-21,887,885,-0.039169362385698014,-62032.81092679687,1521674.6366431701
2022-04-20,2022-04-21,2022-05-24,892,888,-0.0020209780598069438,-3075.2710548206232,1518599.3655883495
2022-05-23,2022-05-24,2022-06-22,892,888,0.029031678291443264,44087.4882353507,1562686.8538237002
2022-06-21,2022-06-22,2022-07-20,906,901,0.024485895785993472,38263.78744886909,1600950.6412725693
2022-07-19,2022-07-20,2022-08-17,907,904,0.027408869945649617,43880.2479160442,1644830.8891886135
2022-08-16,2022-08-17,2022-09-15,911,909,-0.006574187429417622,-10813.426555221668,1634017.4626333918
2022-09-14,2022-09-15,2022-10-20,917,915,-0.041592062775672844,-67962.15688239364,1566055.3057509982
2022-10-19,2022-10-20,2022-11-17,924,921,0.045945547120754604,71953.26784409024,1638008.5735950884
2022-11-16,2022-11-17,2022-12-15,932,929,0.019840327017350168,32498.625757349888,1670507.1993524383
2022-12-14,2022-12-15,2023-01-13,941,940,-0.021697302770729898,-36245.50048503396,1634261.6988674044
2023-01-12,2023-01-13,2023-02-17,945,945,0.06307419642621048,103079.74340619496,1737341.4422735993
2023-02-16,2023-02-17,2023-03-17,950,949,-0.002075681199460222,-3606.166968770325,1733735.275304829
2023-03-16,2023-03-17,2023-04-17,954,953,-0.0029794765798508704,-5165.623648432083,1728569.651656397
2023-04-14,2023-04-17,2023-05-18,958,954,-0.006960843985931997,-12032.30366399698,1716537.3479924
2023-05-17,2023-05-18,2023-06-15,952,949,-0.032295123534258674,-55435.785704583395,1661101.5622878165
2023-06-14,2023-06-15,2023-07-17,961,960,0.00675755876366968,11224.991419583559,1672326.5537074
2023-07-14,2023-07-17,2023-08-14,965,964,-0.011529759353187896,-19281.522724192357,1653045.0309832077
2023-08-11,2023-08-14,2023-09-11,970,968,-0.0036920500449117988,-6103.1249808827415,1646941.906002325
2023-09-08,2023-09-11,2023-10-17,977,976,-0.016084041691228457,-26489.482279172633,1620452.4237231524
2023-10-16,2023-10-17,2023-11-14,982,978,0.006490102829953548,10516.902861010749,1630969.3265841631
2023-11-13,2023-11-14,2023-12-12,987,987,-0.007548801108586023,-12311.86306058825,1618657.4635235749
2023-12-11,2023-12-12,2024-01-10,990,988,-0.019293711621720444,-31229.910315569257,1587427.5532080056
2024-01-09,2024-01-10,2024-02-07,992,987,-0.15348308184963433,-243643.273079389,1343784.2801286166
2024-02-06,2024-02-07,2024-03-14,994,988,0.1702882147596707,228830.6260852113,1572614.906213828
