signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan,equity
2012-01-04,2012-01-05,2012-02-09,416,400,0.05256433498809909,52564.33498809906,1052564.334988099
2012-02-08,2012-02-09,2012-03-08,417,407,0.07042576728399008,74127.65090729971,1126691.9858953988
2012-03-07,2012-03-08,2012-04-10,422,412,-0.04831786154098894,-54439.34737383574,1072252.638521563
2012-04-09,2012-04-10,2012-05-10,421,399,0.0325560341169433,34908.293481690576,1107160.9320032536
2012-05-09,2012-05-10,2012-06-07,421,405,-0.06401241083774245,-70872.04044289014,1036288.8915603635
2012-06-06,2012-06-07,2012-07-06,429,422,-0.06059619367803637,-62795.162379389396,973493.7291809741
2012-07-05,2012-07-06,2012-08-03,439,434,-0.06462328150657393,-62910.359305746504,910583.3698752276
2012-08-02,2012-08-03,2012-08-31,447,443,-0.014030739648802859,-12776.158191248891,897807.2116839787
2012-08-30,2012-08-31,2012-09-28,454,452,-0.018071523169497117,-16224.743827688624,881582.46785629
2012-09-27,2012-09-28,2012-11-02,459,456,0.03211539519875317,28312.36935549695,909894.837211787
2012-11-01,2012-11-02,2012-11-30,463,459,-0.11619649015499112,-105726.58649415663,804168.2507176304
2012-11-29,2012-11-30,2012-12-28,466,458,0.12867578858363338,103476.98381501203,907645.2345326424
2012-12-27,2012-12-28,2013-01-30,464,455,0.0823537163665673,74747.95820616768,982393.1927388101
2013-01-29,2013-01-30,2013-03-06,463,458,0.029279707818236522,28764.18564601685,1011157.3783848269
2013-03-05,2013-03-06,2013-04-03,464,457,-0.024776028414724593,-25052.463938620873,986104.9144462061
2013-04-02,2013-04-03,2013-05-08,464,456,0.002262107517890577,2230.6753403976327,988335.5897866037
2013-05-07,2013-05-08,2013-06-05,468,457,0.023206929570092294,22936.23442379327,1011271.824210397
2013-06-04,2013-06-05,2013-07-08,466,458,-0.1339903815478415,-135500.69757453282,875771.1266358641
2013-07-05,2013-07-08,2013-08-05,465,460,0.0400681222667727,35090.50457975501,910861.6312156192
2013-08-02,2013-08-05,2013-09-02,464,449,0.07815637476572457,71189.64300900721,982051.2742246264
2013-08-30,2013-09-02,2013-10-09,463,451,0.047103801135806256,46258.34792624193,1028309.6221508683
2013-10-08,2013-10-09,2013-11-06,463,451,-0.005559430986204705,-5716.816376797971,1022592.8057740703
2013-11-05,2013-11-06,2013-12-04,461,454,0.02736866896356771,27987.00398575631,1050579.8097598266
2013-12-03,2013-12-04,2014-01-02,460,452,0.005433451986555982,5708.274954375112,1056288.0847142017
2013-12-31,2014-01-02,2014-01-30,461,453,-0.014745783871720652,-15575.795803469373,1040712.2889107324
2014-01-29,2014-01-30,2014-03-06,462,455,0.025866201748205864,26919.274026802042,1067631.5629375344
2014-03-05,2014-03-06,2014-04-03,460,448,0.011773783581989994,12570.062967328355,1080201.6259048628
2014-04-02,2014-04-03,2014-05-06,460,445,-0.02333017657964076,-25201.294673975557,1055000.3312308872
2014-05-05,2014-05-06,2014-06-04,455,444,-0.015414527716962168,-16262.3318471628,1038737.9993837244
2014-06-03,2014-06-04,2014-07-02,455,440,0.011894300121921164,12355.061512713903,1051093.0608964383
2014-07-01,2014-07-02,2014-07-30,454,445,0.06684990702656401,70265.47339719348,1121358.5342936318
2014-07-29,2014-07-30,2014-08-27,453,437,0.036925240611671795,41406.43369074399,1162764.9679843758
2014-08-26,2014-08-27,2014-09-25,453,436,0.09892857772673946,115030.68451317213,1277795.652497548
2014-09-24,2014-09-25,2014-10-30,451,426,0.0323118132202338,41287.89445712743,1319083.5469546753
2014-10-29,2014-10-30,2014-11-27,452,435,0.06094986899467725,80397.96937992168,1399481.516334597
2014-11-26,2014-11-27,2014-12-25,451,429,-0.025939998789531238,-36302.54883969086,1363178.9674949062
2014-12-24,2014-12-25,2015-01-26,454,423,0.06494331521860386,88529.36138539249,1451708.3288802986
2015-01-23,2015-01-26,2015-03-02,453,428,0.07852080403583295,113989.3052091964,1565697.634089495
2015-02-27,2015-03-02,2015-03-30,459,424,0.1781751023845679,278968.33625717135,1844665.9703466664
2015-03-27,2015-03-30,2015-04-28,452,417,0.15278933633678138,281845.2893723119,2126511.2597189783
2015-04-27,2015-04-28,2015-05-27,455,415,0.1802593158968191,383323.46492382605,2509834.7246428044
2015-05-26,2015-05-27,2015-06-25,450,403,0.009830577925026951,24673.125839539804,2534507.850482344
2015-06-24,2015-06-25,2015-07-23,449,382,-0.1712824337569493,-434116.67300671013,2100391.177475634
2015-07-22,2015-07-23,2015-08-20,432,389,-0.012956348394465134,-27213.399860035162,2073177.7776155989
2015-08-19,2015-08-20,2015-09-21,448,425,-0.24241639042116414,-502572.2735509444,1570605.5040646545
2015-09-18,2015-09-21,2015-10-26,459,426,0.21725549127948973,341222.67039183713,1911828.1744564916
2015-10-23,2015-10-26,2015-11-23,463,446,0.0778693432543609,148872.80436011055,2060700.9788166021
2015-11-20,2015-11-23,2015-12-21,481,462,0.0047698857003624084,9829.308131580241,2070530.2869481824
2015-12-18,2015-12-21,2016-01-19,492,478,-0.1968310092190435,-407544.5659986064,1662985.720949576
2016-01-18,2016-01-19,2016-02-23,495,475,0.03802644857709869,63237.441002138425,1726223.1619517144
2016-02-22,2016-02-23,2016-03-22,497,485,0.00969739901717892,16739.874794141855,1742963.0367458563
2016-03-21,2016-03-22,2016-04-20,500,477,0.047689597140127216,83121.20505254273,1826084.241798399
2016-04-19,2016-04-20,2016-05-19,493,480,-0.09957723265134777,-181836.41538651916,1644247.8264118799
2016-05-18,2016-05-19,2016-06-20,496,480,0.009867644425534117,16224.852898489917,1660472.6793103698
2016-06-17,2016-06-20,2016-07-18,500,482,0.055274236528185305,91781.35962479096,1752254.0389351607
2016-07-15,2016-07-18,2016-08-15,508,498,-0.0012717985252271857,-2228.514102541143,1750025.5248326196
2016-08-12,2016-08-15,2016-09-12,520,502,0.012427733996588586,21748.851709860144,1771774.3765424797
