,net,gross,turnover,equity
2010-07-30,0.03041543665642734,0.03241543665642734,2.0,1.0304154366564273
2010-08-31,-0.06057042905204415,-0.05885365986608096,1.7167691859631864,0.9680027315562981
2010-09-30,-0.011677741962104048,-0.009510864683797339,2.166877278306708,0.9566986454385719
2010-10-31,-0.032495205315575704,-0.031639429238161765,0.8557760774139391,0.9256105265299123
2010-11-30,-0.08267898896519148,-0.08101918407678957,1.6598048884019072,0.8490819840208806
2010-12-31,-0.021750346405759305,-0.019752781092614077,1.9975653131452271,0.830614156741537
2011-01-31,0.004529103210928715,0.006356678743401893,1.8275755324731782,0.834376093985878
2011-02-28,-0.05036582426227014,-0.04936408911968701,1.0017351425831325,0.7923520542675458
2011-03-31,0.018530065600880295,0.020639259389083012,2.1091937882027167,0.8070343898121157
2011-04-29,0.05913222433976281,0.06106709126780455,1.9348669280417383,0.8547561284003893
2011-05-31,0.009828844308465853,0.010949459010468033,1.12061470200218,0.8631573933081437
2011-06-30,-0.006109138618842731,-0.005595225033054299,0.5139135857884309,0.8578842451425452
2011-07-31,-0.025558060660090785,-0.025124546363242246,0.43351429684853726,0.8359583875658558
2011-08-31,0.08687845026875268,0.08750087890258011,0.6224286338274259,0.9085851567667428
2011-09-30,0.011021600676059373,0.012665624211187727,1.6440235351283548,0.9185992195448206
2011-10-31,0.028246840324481843,0.029773749140832435,1.5269088163505922,0.9445467450214967
2011-11-30,0.008080687653504826,0.008836202155148428,0.7555145016436013,0.9521793322421501
2011-12-30,0.03427412215009417,0.03552797917430648,1.2538570242123097,0.9848144429842127
2012-01-31,-0.018580816859504534,-0.01733946837447564,1.241348485028891,0.9665157861785281
2012-02-29,0.011764358008220219,0.012845863380796864,1.0815053725766448,0.9778862239077287
2012-03-30,0.0015027745509809277,0.0024396048642327086,0.9368303132517808,0.9793557664387722
2012-04-30,0.005018775208301243,0.006267650425976241,1.2488752176749978,0.984270932879482
2012-05-31,0.0016396562621496052,0.0023389019771785455,0.6992457150289405,0.9858847988782298
2012-06-29,0.0026251475145327623,0.004122795102609305,1.4976475880765423,0.9884728919076206
2012-07-31,-0.014885284825590999,-0.013959228555680128,0.9260562699108705,0.9737591913692
2012-08-31,0.002416420036197915,0.0029313771518329817,0.5149571156350665,0.9761122025896565
2012-09-30,-0.010168100629442784,-0.0086199924634554,1.548108165987383,0.9661869954880978
2012-10-31,0.002625069149275781,0.003141706917924451,0.5166377686486705,0.9687233031623851
2012-11-30,-0.008198416008024179,-0.007364727995151692,0.8336880128724868,0.9607813065263925
2012-12-31,0.005176188678835304,0.00632632295680766,1.1501342779723556,0.9657544918480709
2013-01-31,0.06192563752916744,0.06344364857511417,1.518011045946735,1.0255594544524198
2013-02-28,-0.0004941420972190449,9.218595012706714e-05,0.5863280473461121,1.025052682352774
2013-03-31,0.014898885848437514,0.015738527345628802,0.8396414971912884,1.0403248252557826
2013-04-30,0.006470803658898088,0.007089196825344404,0.6183931664463163,1.0470565629414903
2013-05-31,-0.0051261801230910314,-0.004409434110041827,0.7167460130492053,1.0416891624007876
2013-06-30,-0.009795410928842577,-0.008495382832288624,1.3000280965539524,1.03148538899495
2013-07-31,-0.04022610322919771,-0.03855747946480384,1.6686237643938702,0.9899927512578299
2013-08-30,0.013918585385274941,0.014587162084312369,0.6685766990374268,1.0037720498970153
