timestamp_utc,timestamp_unix,open,high,low,close,tick_volume,real_volume,spread
1993-04-27T00:00:00Z,735868800,1.276,1.2810000000000001,1.2683,1.2690000000000001,1841,0,5
1993-04-28T00:00:00Z,735955200,1.2715,1.274,1.2687,1.2715,1061,0,50
1993-04-29T00:00:00Z,736041600,1.2715,1.275,1.2692999999999999,1.2711000000000001,1101,0,50
1993-05-02T00:00:00Z,736300800,1.2695,1.2705,1.267,1.2675,501,0,50
1993-05-03T00:00:00Z,736387200,1.2668,1.2732,1.2658,1.271,1061,0,50
1993-05-04T00:00:00Z,736473600,1.2705,1.2766,1.2705,1.272,1071,0,50
1993-05-05T00:00:00Z,736560000,1.2732999999999999,1.274,1.2683,1.2688,691,0,50
1993-05-06T00:00:00Z,736646400,1.2684,1.2748,1.2673,1.2690000000000001,1441,0,50
1993-05-09T00:00:00Z,736905600,1.268,1.2701,1.266,1.2701,611,0,50
1993-05-10T00:00:00Z,736992000,1.2708,1.2758,1.2708,1.2746,621,0,50
1993-05-11T00:00:00Z,737078400,1.275,1.2785,1.2730000000000001,1.2735,951,0,50
1993-05-12T00:00:00Z,737164800,1.2735,1.2746,1.2705,1.2731,781,0,50
1993-05-13T00:00:00Z,737251200,1.2732,1.275,1.2690000000000001,1.2744,1081,0,50
1993-05-16T00:00:00Z,737510400,1.2738,1.2775,1.2734,1.2762,581,0,50
1993-05-17T00:00:00Z,737596800,1.2755,1.2785,1.2671000000000001,1.2685,1581,0,50
1993-05-18T00:00:00Z,737683200,1.2673,1.2697,1.263,1.264,1011,0,50
1993-05-19T00:00:00Z,737769600,1.2636,1.2690000000000001,1.2635,1.2679,671,0,50
1993-05-20T00:00:00Z,737856000,1.2690000000000001,1.2695,1.2635,1.2643,731,0,50
1993-05-23T00:00:00Z,738115200,1.2635,1.267,1.2603,1.2609,1081,0,50
1993-05-24T00:00:00Z,738201600,1.2602,1.263,1.2589000000000001,1.2605,791,0,50
1993-05-25T00:00:00Z,738288000,1.2615,1.2648,1.259,1.2628,1031,0,50
1993-05-26T00:00:00Z,738374400,1.2626,1.2665,1.262,1.2651,651,0,50
1993-05-27T00:00:00Z,738460800,1.2644,1.2723,1.2635,1.2723,971,0,50
1993-05-30T00:00:00Z,738720000,1.2715,1.2732999999999999,1.2690000000000001,1.2713,841,0,50
1993-05-31T00:00:00Z,738806400,1.2709,1.274,1.2703,1.2713,701,0,50
1993-06-01T00:00:00Z,738892800,1.2707,1.2725,1.2690000000000001,1.2719,581,0,50
1993-06-02T00:00:00Z,738979200,1.2719,1.2772999999999999,1.271,1.2772999999999999,721,0,50
1993-06-03T00:00:00Z,739065600,1.2770000000000001,1.2803,1.2755,1.2793,731,0,50
1993-06-06T00:00:00Z,739324800,1.2788,1.2836,1.2755,1.2829,1211,0,50
1993-06-07T00:00:00Z,739411200,1.2825,1.286,1.282,1.2821,761,0,50
1993-06-08T00:00:00Z,739497600,1.282,1.2854999999999999,1.2782,1.2791000000000001,1171,0,50
1993-06-09T00:00:00Z,739584000,1.2786,1.2822,1.2770000000000001,1.2814,761,0,50
1993-06-10T00:00:00Z,739670400,1.2818,1.2838,1.278,1.28,981,0,50
1993-06-13T00:00:00Z,739929600,1.28,1.2833,1.2795,1.2807,691,0,50
1993-06-14T00:00:00Z,740016000,1.2808,1.283,1.2783,1.2799,851,0,50
1993-06-15T00:00:00Z,740102400,1.2798,1.2821,1.2772999999999999,1.2783,811,0,50
1993-06-16T00:00:00Z,740188800,1.2787,1.2802,1.2755,1.2763,701,0,50
1993-06-17T00:00:00Z,740275200,1.2766,1.279,1.2735,1.274,841,0,50
1993-06-20T00:00:00Z,740534400,1.2734,1.2755,1.2723,1.2730000000000001,601,0,50
1993-06-21T00:00:00Z,740620800,1.2730000000000001,1.2789,1.2730000000000001,1.2778,701,0,50
1993-06-22T00:00:00Z,740707200,1.2778,1.2810000000000001,1.2775,1.2805,431,0,50
