signal_date,exit,capital_ret,equity
2010-01-04,2010-02-02,-0.05237372258954376,947626.2774104562
2010-02-01,2010-03-09,0.0750823768643365,1018776.3106975363
2010-03-08,2010-04-07,0.02614297338022631,1045410.1526685072
2010-04-06,2010-05-06,-0.11493974536427021,925250.9759195661
2010-05-05,2010-06-03,-0.14567988650216745,790460.5187615841
2010-06-02,2010-07-06,-0.13412653936758845,684438.784873384
2010-07-05,2010-08-03,0.1854689018954383,811380.8947184987
2010-08-02,2010-08-31,0.049000019685975005,851138.5745325292
2010-08-30,2010-10-08,0.01304534148327341,862241.9678868926
2010-09-30,2010-11-05,0.12400776320725981,969166.6656679721
2010-11-04,2010-12-03,-0.028911902249531773,941146.213766675
2010-12-02,2010-12-31,-0.04977050167473762,894304.8945582277
2010-12-30,2011-01-31,-0.05349883672144462,846460.6230250683
2011-01-28,2011-03-07,0.10581867624888619,936031.9656503885
2011-03-04,2011-04-06,-0.03768171218793037,900760.6785220478
2011-04-01,2011-05-05,-0.10675896943945495,804596.3967714498
2011-05-04,2011-06-02,-0.12092755724483861,707298.5199418794
2011-06-01,2011-07-01,-0.013589618683399585,697686.6027605364
2011-06-30,2011-07-29,0.0014234612956987025,698679.7326360935
2011-07-28,2011-08-26,-0.02595602975385003,680544.7807073791
2011-08-25,2011-09-26,-0.1035935662014521,610044.7199141165
2011-09-23,2011-10-31,-0.042109048614166755,584356.3171464372
2011-10-28,2011-11-28,-0.003209761394319832,582480.6727991337
2011-11-25,2011-12-26,-0.15316544423171974,493264.7617934634
2011-12-23,2012-02-01,-0.02923984660270018,478841.7758241051
2012-01-31,2012-02-29,0.146575169462144,549028.0902610773
2012-02-28,2012-03-28,-0.03024110389029855,532424.8747447998
2012-03-27,2012-05-02,-0.04251657637696116,509787.99189271854
2012-04-27,2012-05-30,-0.0583122911390096,480061.08609029924
2012-05-29,2012-06-28,-0.10093188758389549,431607.6145156304
2012-06-27,2012-07-26,-0.05665792556540772,407153.62241894065
2012-07-25,2012-08-23,-0.005225551870125966,405026.0200458808
