signal_date,entry,exit,n_sel,n_fill,lo_ret,idx_ret,capital_ret,net_yuan,equity
2015-03-27,2015-03-30,2015-04-28,452,410,0.14815442369585985,0.2031247655675641,-0.03278281372372477,-29271.49280133529,863619.9181684238
2015-04-27,2015-04-28,2015-05-27,455,401,0.21917974861434253,0.08414530731691094,0.12122617150109839,104693.33631165,968313.2544800738
2015-05-26,2015-05-27,2015-06-25,450,400,-0.035139574305380616,-0.05941715856653451,0.012965181187115732,12554.356790219783,980867.6112702936
2015-06-24,2015-06-25,2015-07-23,449,361,-0.18967895795069667,-0.1523182722410643,-0.0589941707988413,-57865.471390331164,923002.1398799624
2015-07-22,2015-07-23,2015-08-20,433,391,-0.024018813292831287,-0.07466583953084094,0.034802081226756626,32122.39544457267,955124.5353245351
2015-08-19,2015-08-20,2015-09-21,448,412,-0.2738184334315683,-0.16261303398815097,-0.10776202814933183,-102926.15706176008,852198.378262775
2015-09-18,2015-09-21,2015-10-26,459,429,0.2836341514284728,0.12167194191025876,0.14226230011579932,121235.70144661644,973434.0797093915
2015-10-23,2015-10-26,2015-11-23,463,436,0.12703400495995987,0.04419177248457684,0.07042494858315641,68554.04501262621,1041988.1247220177
2015-11-20,2015-11-23,2015-12-21,481,461,0.022555961448030848,-0.003269359163213692,0.019615757173623415,20439.386032346403,1062427.510754364
2015-12-18,2015-12-21,2016-01-19,492,469,-0.23648934890304107,-0.16730017809202313,-0.0676668415541033,-71891.11403293593,990536.3967214281
2016-01-18,2016-01-19,2016-02-23,495,468,0.05450926468985773,-0.004947808599610526,0.04811893249989327,47663.55401252583,1038199.950733954
2016-02-22,2016-02-23,2016-03-22,497,466,-0.021257168695617334,0.036702810214295,-0.049492114199292295,-51382.710523424554,986817.2402105294
2016-03-21,2016-03-22,2016-04-20,500,471,0.06370686401610204,0.003877324305841201,0.04886408203042943,48219.91857468919,1035037.1587852186
2016-04-19,2016-04-20,2016-05-19,493,469,-0.1515219577093163,-0.056656001282312074,-0.08518421459766198,-88168.82745051442,946868.3313347042
2016-05-18,2016-05-19,2016-06-20,496,464,0.04066770734889569,0.017831352071991935,0.018221666373853595,17253.51883354853,964121.8501682527
2016-06-17,2016-06-20,2016-07-18,500,471,0.0660182351307479,0.049696459929821524,0.014141365583757372,13633.999550517881,977755.8497187706
2016-07-15,2016-07-18,2016-08-15,508,492,-0.03557296381441033,0.01032507470081434,-0.04098048960447868,-40068.91343511827,937686.9362836523
2016-08-12,2016-08-15,2016-09-12,520,504,0.019060713603013646,-0.009565699098220914,0.02183701104976787,20476.27998884907,958163.2162725014
2016-09-09,2016-09-12,2016-10-19,521,501,0.026690660955027257,0.015718839684950803,0.007611335466058595,7292.901670287596,965456.117942789
2016-10-18,2016-10-19,2016-11-16,526,512,0.026931123546055424,0.032837841904131304,-0.006532682364447477,-6307.018155332771,959149.0997874562
2016-11-15,2016-11-16,2016-12-14,531,512,-0.08379545156483748,-0.009620006817327664,-0.06557536263907948,-62896.55004350911,896252.5497439471
2016-12-13,2016-12-14,2017-01-12,537,525,0.00527874550758578,-0.01962693526229542,0.018532254728229374,16609.580552679952,912862.1302966271
2017-01-11,2017-01-12,2017-02-16,542,524,-0.023021049109105074,0.026747162202304997,-0.04378754481574264,-39971.99144095788,872890.1388556692
2017-02-15,2017-02-16,2017-03-16,549,534,0.03369231535294137,0.014740650470654648,0.014198008032775043,12393.301203202922,885283.4400588721
2017-03-15,2017-03-16,2017-04-17,557,538,-0.04460729425583965,0.0009993462489954474,-0.040974186639112134,-36273.76890148746,849009.6711573846
2017-04-14,2017-04-17,2017-05-16,566,528,-0.11384064754343315,-0.02440055930535656,-0.07957755581206526,-67562.11449150997,781447.5566658747
2017-05-15,2017-05-16,2017-06-15,566,544,-0.03292955763732064,0.04123352590587248,-0.06390280784307797,-49936.69305306219,731510.8636128125
2017-06-14,2017-06-15,2017-07-13,575,557,0.002774208822112767,0.03557317850315078,-0.029176588653418663,-21342.991563138086,710167.8720496744
2017-07-12,2017-07-13,2017-08-10,584,565,-0.011721889154020504,0.01876461498488924,-0.027635780996383013,-19626.0437826321,690541.8282670423
2017-08-09,2017-08-10,2017-09-07,593,588,0.05911978409609042,0.034021841845281564,0.019280078019635147,13313.70032481011,703855.5285918524
2017-09-06,2017-09-07,2017-10-12,605,582,0.016051265645794288,0.013066991372618242,0.0007304092573481562,514.1025939191459,704369.6311857715
2017-10-11,2017-10-12,2017-11-09,614,598,-0.03169090018908305,0.03614794388547482,-0.05911851859862148,-41641.289141560206,662728.3420442113
2017-11-08,2017-11-09,2017-12-07,625,601,-0.08649014404615407,-0.009767330271303831,-0.06776078032537228,-44906.98960065597,617821.3524435554
2017-12-06,2017-12-07,2018-01-05,624,602,0.024365921849749617,0.03241099216201504,-0.008101884016260115,-5005.516940266592,612815.8355032888
2018-01-04,2018-01-05,2018-02-02,630,602,-0.08644297234128107,0.019499968548437607,-0.0915284150491142,-56090.062140614726,556725.773362674
2018-02-01,2018-02-02,2018-03-09,632,589,0.039623662341838006,-0.02986990797211153,0.05518316446920486,30721.889915717766,587447.6632783918
2018-03-08,2018-03-09,2018-04-10,629,609,0.00785168640943823,-0.05561303989413102,0.05019908201579803,29489.33342890092,616936.9967072927
2018-04-09,2018-04-10,2018-05-10,635,626,-0.007563460397240762,0.0057295012329308115,-0.013513697880000461,-8337.10018449719,608599.8965227955
2018-05-09,2018-05-10,2018-06-07,641,621,-0.058658255788395564,-0.009245809768107849,-0.044490046939900246,-27076.637963917572,581523.258558878
2018-06-06,2018-06-07,2018-07-06,645,623,-0.1680182502941331,-0.1299422398061837,-0.03836945088169211,-22312.72810583643,559210.5304530415
2018-07-05,2018-07-06,2018-08-03,653,644,0.0005466106132780979,0.0058558854636605595,-0.00672889121677245,-3762.8668266921304,555447.6636263494
2018-08-02,2018-08-03,2018-08-31,663,660,-0.031740140306293574,-0.009885168089441732,-0.020920802205647092,-11620.410706315655,543827.2529200338
2018-08-30,2018-08-31,2018-10-08,670,665,-0.0276555822774468,0.008453881645656969,-0.03293866938538102,-17912.946086692973,525914.3068333408
2018-09-28,2018-10-08,2018-11-05,675,666,-0.05317013162933981,-0.027395018979283425,-0.024504973477288347,-12887.516140277497,513026.7906930633
2018-11-02,2018-11-05,2018-12-03,678,673,0.041515653990112034,-0.00268545054703051,0.035254650877295575,18086.580396583304,531113.3710896466
2018-11-30,2018-12-03,2019-01-02,690,689,-0.06507401996905027,-0.07471424759790102,0.00578897347894828,3074.601219552802,534187.9723091994
2018-12-28,2019-01-02,2019-01-30,692,684,0.004021735890847422,0.05455292717769211,-0.04470520059742705,-23880.980458815582,510306.9918503838
2019-01-29,2019-01-30,2019-03-06,693,675,0.241167288821724,0.2015300189209408,0.035884675271846606,18312.20069150394,528619.1925418878
2019-03-05,2019-03-06,2019-04-03,694,681,0.07814743719249972,0.03270064820579344,0.0368772919260459,19494.044281077804,548113.2368229656
2019-04-02,2019-04-03,2019-05-07,695,683,-0.12983415300482026,-0.06221076175253992,-0.060669444053884566,-33253.72535662446,514859.5114663411
2019-05-06,2019-05-07,2019-06-04,687,675,-0.014907575213948254,-0.018828988701526383,0.0007775699565628139,400.33928796683904,515259.85075430793
2019-06-03,2019-06-04,2019-07-03,690,684,0.029910286190986346,0.0811769110489573,-0.04527302208138561,-23327.370600851253,491932.4801534567
2019-07-02,2019-07-03,2019-07-31,692,688,-0.043350416056130436,-0.017999001894363764,-0.023940284063242622,-11777.003314809233,480155.47683864745
2019-07-30,2019-07-31,2019-08-28,694,688,-0.004325402306011972,-0.009837298243339565,0.0023163098516089547,1112.1888613053598,481267.6656999528
2019-08-27,2019-08-28,2019-09-26,695,689,0.033752472529420485,0.017254066057227124,0.01185371894525418,5704.811646645772,486972.4773465986
2019-09-25,2019-09-26,2019-10-31,703,699,-0.02094815375628678,0.005704430200530464,-0.024930464515317295,-12140.450066425547,474832.02728017303
2019-10-30,2019-10-31,2019-11-28,705,700,-0.028360081373594914,-0.007412602448001682,-0.020150151656930494,-9567.937361263204,465264.0899189098
2019-11-27,2019-11-28,2019-12-26,708,703,0.0592153385525076,0.02985378684339457,0.022836347721763864,10624.93253983825,475889.0224587481
2019-12-25,2019-12-26,2020-02-03,711,110,0.00149530074267612,-0.08858017813189378,0.012561339630590999,5977.80363757431,481866.8260963224
2020-01-23,2020-02-03,2020-03-02,717,121,0.012660964819772191,0.09036761897959034,-0.00259189079866207,-1248.9461927395314,480617.87990358286
2020-02-28,2020-03-02,2020-03-30,722,719,-0.03360318105209592,-0.07845617359228396,0.03554103524289304,17081.65700801782,497699.5369116007
2020-03-27,2020-03-30,2020-04-28,725,719,0.014455099046482012,0.04863757908493871,-0.031010334488620755,-15433.829114460386,482265.7077971403
2020-04-27,2020-04-28,2020-05-29,727,718,0.003293330884588608,0.000790019163831257,-0.00015173201020970365,-73.1751452992321,482192.53265184106
2020-05-28,2020-05-29,2020-06-30,718,707,0.039781786820176857,0.07597476018528648,-0.032055710326852276,-15457.024148458673,466735.5085033824
2020-06-29,2020-06-30,2020-07-28,721,714,0.09457032585072955,0.10597336561743353,-0.011112093674622,-5186.408691761899,461549.0998116205
2020-07-27,2020-07-28,2020-08-25,725,718,0.07155133138290082,0.04412315250444965,0.02138189475224723,9868.794275166525,471417.894086787
2020-08-24,2020-08-25,2020-09-22,729,727,-0.01810577776801492,-0.0241109114507434,0.0027379552798627027,1290.721112136729,472708.61519892374
2020-09-21,2020-09-22,2020-10-28,736,733,-0.013060876688906875,0.010480810962953946,-0.022281217517886275,-10532.523477826035,462176.0917210977
2020-10-27,2020-10-28,2020-11-25,748,747,0.011439447069213848,0.061609610886668165,-0.04488806936394505,-20746.19246353366,441429.89925756404
2020-11-24,2020-11-25,2020-12-23,759,755,-0.06640600853077683,-0.003094487006158886,-0.05613298494058965,-24778.77788735082,416651.1213702132
2020-12-22,2020-12-23,2021-01-21,767,763,-0.012265901381690703,0.103602354690294,-0.10033322039999348,-41803.94879034202,374847.1725798712
2021-01-20,2021-01-21,2021-02-25,771,766,-0.0034785577549489854,0.0002748973231190277,-0.005490436566082715,-2058.0746230252553,372789.09795684594
2021-02-24,2021-02-25,2021-03-25,780,773,-0.0018512409940949492,-0.10745349414957228,0.08664648931424956,32300.866592586564,405089.9645494325
2021-03-24,2021-03-25,2021-04-23,789,784,0.039626122616643444,0.037674829274459753,-0.00044032053308838,-178.36942913918756,404911.5951202933
2021-04-22,2021-04-23,2021-05-26,799,795,-8.173480902196051e-05,0.04662957890124053,-0.04181113374368091,-16929.812857941783,387981.78226235154
2021-05-25,2021-05-26,2021-06-24,801,797,0.041673707472760224,-0.03183555759164258,0.06004277331350001,23295.502202146105,411277.28446449764
2021-06-23,2021-06-24,2021-07-22,813,808,0.014989955944758826,-0.0011965341235242732,0.011449970448101705,4709.112753093999,415986.39721759164
2021-07-21,2021-07-22,2021-08-19,824,822,-0.004958330908106823,-0.05122524702012854,0.036910280188518226,15354.174475913518,431340.57169350516
2021-08-18,2021-08-19,2021-09-16,834,831,0.04868849771747308,-0.004045790904030788,0.04250356995832527,18333.51416483894,449674.0858583441
2021-09-15,2021-09-16,2021-10-25,842,840,-0.05119004240855651,0.01522769628440912,-0.05873536868498373,-26411.773220972857,423262.31263737124
2021-10-22,2021-10-25,2021-11-22,851,844,0.0672854155503535,-0.009210872513104706,0.06265996144923515,26521.600192771817,449783.91283014306
2021-11-19,2021-11-22,2021-12-20,858,852,0.02955751755692715,0.008085157668745513,0.01599922608447415,7196.194510528876,456980.10734067194
2021-12-17,2021-12-20,2022-01-18,865,851,0.03516000365985361,-0.034081260878992325,0.056107166353364574,25639.858902741456,482619.9662434134
2022-01-17,2022-01-18,2022-02-22,872,869,-0.059651964422428816,-0.03458519168075713,-0.023716462994583274,-11446.038569858938,471173.92767355446
2022-02-21,2022-02-22,2022-03-22,879,875,-0.06071590944775507,-0.07591396634448233,0.010318714403135067,4861.909193866886,476035.83686742134
2022-03-21,2022-03-22,2022-04-21,887,885,-0.07039873602391733,-0.04793336735197773,-0.021498745861708364,-10234.173477878387,465801.66338954295
2022-04-20,2022-04-21,2022-05-24,892,883,0.0019543592547917044,0.0010225428714683016,-0.0014923513831754537,-695.1397566448431,465106.5236328981
2022-05-23,2022-05-24,2022-06-22,892,887,0.03502944561538546,0.06884750806218798,-0.03072087697148266,-14288.480291160231,450818.0433417379
2022-06-21,2022-06-22,2022-07-20,906,899,0.026007818591247567,-0.009376947759643595,0.027716830078136755,12495.247103461006,463313.2904451989
2022-07-19,2022-07-20,2022-08-17,907,904,0.04148646848575477,-0.025332767845491322,0.05441625283861744,25211.773156357696,488525.0636015566
2022-08-16,2022-08-17,2022-09-15,911,906,-0.037530706471162745,-0.024845967909682187,-0.013201763020498164,-6449.392119241529,482075.67148231505
2022-09-14,2022-09-15,2022-10-20,917,913,-0.0475506628846063,-0.08141664521348979,0.02617777985107029,12619.670799620915,494695.34228193597
2022-10-19,2022-10-20,2022-11-17,924,918,0.060544896757991795,0.019935514522577913,0.03232651302227885,15991.775424337655,510687.1177062736
2022-11-16,2022-11-17,2022-12-15,932,929,-0.008988862202737313,0.03490985981100536,-0.03952747988639941,-20186.174773378007,490500.9429328956
2022-12-14,2022-12-15,2023-01-13,941,939,-0.01093963765981154,0.019627427825836152,-0.028258161422860837,-13860.654823463236,476640.2881094324
2023-01-12,2023-01-13,2023-02-17,945,942,0.08013596521602295,0.013374534073690159,0.0544741225559751,25964.561469588487,502604.84957902087
2023-02-16,2023-02-17,2023-03-17,950,949,-0.02256236005417478,-0.028158053164048957,0.0024170455403663207,1214.8188102414133,503819.6683892623
2023-03-16,2023-03-17,2023-04-17,954,952,0.012073343712857731,0.029943391855276724,-0.017447864218311453,-8790.577164570568,495029.0912246917
2023-04-14,2023-04-17,2023-05-18,958,953,-0.044199706047586496,-0.030451801558408542,-0.014125260450848547,-6992.414844295592,488036.6763803961
2023-05-17,2023-05-18,2023-06-15,952,948,-0.0249760575074206,-0.023641287901712715,-0.0035257919994475494,-1720.7158090189914,486315.96057137713
2023-06-14,2023-06-15,2023-07-17,961,958,0.0010888081554329965,0.002544056077711243,-0.0035395164850671513,-1721.323359393631,484594.6372119835
2023-07-14,2023-07-17,2023-08-14,965,963,-0.03341914629077891,-0.010493041565119765,-0.02181741106922277,-10572.600401994714,474022.0368099888
2023-08-11,2023-08-14,2023-09-11,970,969,-0.007576184727561164,-0.02611634282679276,0.013422099096285719,6362.370751886861,480384.40756187565
2023-09-08,2023-09-11,2023-10-17,977,975,-0.016518354020464088,-0.028145367830657242,0.0075221923513276185,3613.543916258961,483997.9514781346
2023-10-16,2023-10-17,2023-11-14,982,980,0.03641727134477635,-0.014909360988089038,0.04129000696371145,19984.278786954237,503982.23026508885
2023-11-13,2023-11-14,2023-12-12,987,984,-0.012875583234541188,-0.04777861550920104,0.02723464037387331,13725.774796092242,517708.0050611811
2023-12-11,2023-12-12,2024-01-10,990,987,-0.052958300676099745,-0.03763343108504402,-0.01543259195197404,-7989.576392379706,509718.4286688014
2024-01-09,2024-01-10,2024-02-07,992,989,-0.23666406095973702,0.00986083305146468,-0.21183034435918463,-107973.83027113474,401744.59839766665
