signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan,equity
2012-01-04,2012-01-05,2012-02-09,417,402,0.0482379716534429,48237.97165344283,1048237.9716534428
2012-02-08,2012-02-09,2012-03-08,418,411,0.09351409547663292,98025.02576343203,1146262.9974168749
2012-03-07,2012-03-08,2012-04-10,423,404,-0.08181013552568017,-93775.93116674689,1052487.066250128
2012-04-09,2012-04-10,2012-05-10,421,387,0.006302493538653975,6633.292934558354,1059120.3591846863
2012-05-09,2012-05-10,2012-06-07,421,406,-0.07518076113592376,-79625.4747380577,979494.8844466286
2012-06-06,2012-06-07,2012-07-06,430,422,-0.03987106844286492,-39053.50757720764,940441.376869421
2012-07-05,2012-07-06,2012-08-03,440,431,-0.10143587219305239,-95394.49130918481,845046.8855602362
2012-08-02,2012-08-03,2012-08-31,447,443,0.012529007020895433,10587.598362169927,855634.4839224061
2012-08-30,2012-08-31,2012-09-28,454,447,-0.01714509083883775,-14669.930951691698,840964.5529707144
2012-09-27,2012-09-28,2012-11-02,460,457,0.02245698253319195,18885.526277096942,859850.0792478113
2012-11-01,2012-11-02,2012-11-30,463,455,-0.14025308079615662,-120596.62263732497,739253.4566104864
2012-11-29,2012-11-30,2012-12-28,466,456,0.1664377595942781,123039.68909057521,862293.1457010616
2012-12-27,2012-12-28,2013-01-30,464,460,0.08065139008834343,69545.14086444105,931838.2865655026
2013-01-29,2013-01-30,2013-03-06,463,455,0.041412884141973194,38590.111000592005,970428.3975660946
2013-03-05,2013-03-06,2013-04-03,464,457,-0.05236836093614583,-50819.74458642688,919608.6529796678
2013-04-02,2013-04-03,2013-05-08,464,454,0.01812928005787251,16671.842813511263,936280.495793179
2013-05-07,2013-05-08,2013-06-05,468,458,0.025459758562625057,23837.47536978929,960117.9711629683
2013-06-04,2013-06-05,2013-07-08,466,452,-0.10776699912801324,-103469.0325611094,856648.9386018589
2013-07-05,2013-07-08,2013-08-05,465,453,0.08682345303336625,74377.21888678148,931026.1574886404
2013-08-02,2013-08-05,2013-09-02,464,445,0.02172282631108069,20224.5195101985,951250.6769988389
2013-08-30,2013-09-02,2013-10-09,463,450,0.07981327641770819,75922.43322584045,1027173.1102246793
2013-10-08,2013-10-09,2013-11-06,463,451,-0.0311209181410671,-31966.570280007552,995206.5399446718
2013-11-05,2013-11-06,2013-12-04,461,446,0.027556401681651632,27424.311170922127,1022630.8511155939
2013-12-03,2013-12-04,2014-01-02,460,449,0.018202604193039873,18614.54461844859,1041245.3957340425
2013-12-31,2014-01-02,2014-01-30,461,445,0.06033024290915856,62818.58765267779,1104063.9833867203
