signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan,equity
2014-01-29,2014-01-30,2014-03-06,462,448,0.0382409288338208,42220.432216676185,1146284.4156033965
2014-03-05,2014-03-06,2014-04-03,460,436,-0.04635434036757746,-53135.25795892952,1093149.157644467
2014-04-02,2014-04-03,2014-05-06,460,449,-0.03632281032549356,-39706.249510593014,1053442.908133874
2014-05-05,2014-05-06,2014-06-04,455,433,-0.03006013938456309,-31666.640652183793,1021776.2674816902
2014-06-03,2014-06-04,2014-07-02,455,438,0.03695406723455541,37758.78888719145,1059535.0563688816
2014-07-01,2014-07-02,2014-07-30,454,433,0.01735908940957298,18392.563776084455,1077927.620144966
2014-07-29,2014-07-30,2014-08-27,453,426,0.05677142705932381,61195.48926229053,1139123.1094072566
2014-08-26,2014-08-27,2014-09-25,453,426,0.10248261765055688,116740.31807829742,1255863.427485554
2014-09-24,2014-09-25,2014-10-30,451,426,0.030160062289740663,37876.919200371485,1293740.3466859255
2014-10-29,2014-10-30,2014-11-27,452,423,0.02694832510003109,34864.13545751921,1328604.4821434447
2014-11-26,2014-11-27,2014-12-25,451,425,-0.05829084525512873,-77445.47827389394,1251159.0038695508
2014-12-24,2014-12-25,2015-01-26,454,426,0.05819677731898176,72813.42193883541,1323972.4258083862
2015-01-23,2015-01-26,2015-03-02,453,421,0.07967898680776786,105492.78144983482,1429465.207258221
2015-02-27,2015-03-02,2015-03-30,459,418,0.19888526152284114,284299.5615833537,1713764.7688415747
2015-03-27,2015-03-30,2015-04-28,452,410,0.14815442369585985,253901.83167799213,1967666.6005195668
2015-04-27,2015-04-28,2015-05-27,455,401,0.21917974861434253,431272.6708587166,2398939.2713782834
2015-05-26,2015-05-27,2015-06-25,450,400,-0.035139574305380616,-84297.7047806927,2314641.5665975907
2015-06-24,2015-06-25,2015-07-23,449,361,-0.18967895795069667,-439038.800381599,1875602.7662159917
2015-07-22,2015-07-23,2015-08-20,433,391,-0.024018813292831287,-45049.752653259784,1830553.013562732
2015-08-19,2015-08-20,2015-09-21,448,412,-0.2738184334315683,-501239.15848718374,1329313.8550755482
2015-09-18,2015-09-21,2015-10-26,459,429,0.2836341514284728,377038.8072664649,1706352.662342013
2015-10-23,2015-10-26,2015-11-23,463,436,0.12703400495995987,216764.8125713959,1923117.474913409
2015-11-20,2015-11-23,2015-12-21,481,461,0.022555961448030848,43377.76362418127,1966495.2385375903
2015-12-18,2015-12-21,2016-01-19,492,469,-0.23648934890304107,-465055.17858268507,1501440.0599549052
2016-01-18,2016-01-19,2016-02-23,495,468,0.05450926468985773,81842.39364403766,1583282.4535989428
2016-02-22,2016-02-23,2016-03-22,497,466,-0.021257168695617334,-33656.102208963595,1549626.3513899792
2016-03-21,2016-03-22,2016-04-20,500,471,0.06370686401610204,98721.83524376992,1648348.1866337492
2016-04-19,2016-04-20,2016-05-19,493,469,-0.1515219577093163,-249760.94422534714,1398587.242408402
2016-05-18,2016-05-19,2016-06-20,496,464,0.04066770734889569,56877.33667616383,1455464.5790845659
2016-06-17,2016-06-20,2016-07-18,500,471,0.0660182351307479,96087.20280647976,1551551.7818910456
2016-07-15,2016-07-18,2016-08-15,508,492,-0.03557296381441033,-55193.29539339407,1496358.4864976516
2016-08-12,2016-08-15,2016-09-12,520,504,0.019060713603013646,28521.660558570642,1524880.1470562222
2016-09-09,2016-09-12,2016-10-19,521,501,0.026690660955027257,40700.05900212983,1565580.206058352
2016-10-18,2016-10-19,2016-11-16,526,512,0.026931123546055424,42162.83395061642,1607743.0400089684
2016-11-15,2016-11-16,2016-12-14,531,512,-0.08379545156483748,-134721.55403777608,1473021.4859711924
2016-12-13,2016-12-14,2017-01-12,537,525,0.00527874550758578,7775.705551647814,1480797.1915228402
2017-01-11,2017-01-12,2017-02-16,542,524,-0.023021049109105074,-34089.504866672214,1446707.686656168
2017-02-15,2017-02-16,2017-03-16,549,534,0.03369231535294137,48742.93160234392,1495450.6182585119
2017-03-15,2017-03-16,2017-04-17,557,538,-0.04460729425583965,-66708.00577373477,1428742.612484777
2017-04-14,2017-04-17,2017-05-16,566,528,-0.11384064754343315,-162648.98417816334,1266093.6283066138
2017-05-15,2017-05-16,2017-06-15,566,544,-0.03292955763732064,-41691.90310756699,1224401.7251990468
2017-06-14,2017-06-15,2017-07-13,575,557,0.002774208822112767,3396.74606785737,1227798.4712669041
2017-07-12,2017-07-13,2017-08-10,584,565,-0.011721889154020504,-14392.117583666462,1213406.3536832377
2017-08-09,2017-08-10,2017-09-07,593,588,0.05911978409609042,71736.32165057748,1285142.6753338152
2017-09-06,2017-09-07,2017-10-12,605,582,0.016051265645794288,20628.166474529775,1305770.841808345
2017-10-11,2017-10-12,2017-11-09,614,598,-0.03169090018908305,-41381.053417563206,1264389.7883907817
2017-11-08,2017-11-09,2017-12-07,625,601,-0.08649014404615407,-109357.25492840493,1155032.5334623768
2017-12-06,2017-12-07,2018-01-05,624,602,0.024365921849749617,28143.43244426255,1183175.9659066394
2018-01-04,2018-01-05,2018-02-02,630,602,-0.08644297234128107,-102277.2472957361,1080898.7186109032
2018-02-01,2018-02-02,2018-03-09,632,589,0.039623662341838006,42829.16585196392,1123727.8844628672
2018-03-08,2018-03-09,2018-04-10,629,609,0.00785168640943823,8823.158958343789,1132551.043421211
2018-04-09,2018-04-10,2018-05-10,635,626,-0.007563460397240762,-8566.00496477005,1123985.038456441
2018-05-09,2018-05-10,2018-06-07,641,621,-0.058658255788395564,-65931.00188810751,1058054.0365683334
2018-06-06,2018-06-07,2018-07-06,645,623,-0.1680182502941331,-177772.38794085605,880281.6486274773
2018-07-05,2018-07-06,2018-08-03,653,644,0.0005466106132780979,481.17129181372,880762.8199192911
2018-08-02,2018-08-03,2018-08-31,663,660,-0.031740140306293574,-27955.53548080509,852807.284438486
2018-08-30,2018-08-31,2018-10-08,670,665,-0.0276555822774468,-23584.88202159456,829222.4024168914
2018-09-28,2018-10-08,2018-11-05,675,666,-0.05317013162933981,-44089.86428650352,785132.5381303879
2018-11-02,2018-11-05,2018-12-03,678,673,0.041515653990112034,32595.290789399645,817727.8289197875
2018-11-30,2018-12-03,2019-01-02,690,689,-0.06507401996905027,-53212.837068374385,764514.9918514132
2018-12-28,2019-01-02,2019-01-30,692,684,0.004021735890847422,3074.677381819696,767589.6692332329
2019-01-29,2019-01-30,2019-03-06,693,675,0.241167288821724,185117.51945654268,952707.1886897755
2019-03-05,2019-03-06,2019-04-03,694,681,0.07814743719249972,74451.62519097712,1027158.8138807527
2019-04-02,2019-04-03,2019-05-07,695,683,-0.12983415300482026,-133360.29460164334,893798.5192791093
2019-05-06,2019-05-07,2019-06-04,687,675,-0.014907575213948254,-13324.368652268895,880474.1506268404
2019-06-03,2019-06-04,2019-07-03,690,684,0.029910286190986346,26335.233829014353,906809.3844558548
2019-07-02,2019-07-03,2019-07-31,692,688,-0.043350416056130436,-39310.5640997648,867498.82035609
2019-07-30,2019-07-31,2019-08-28,694,688,-0.004325402306011972,-3752.2813980309293,863746.538958059
2019-08-27,2019-08-28,2019-09-26,695,689,0.033752472529420485,29153.581328563974,892900.120286623
2019-09-25,2019-09-26,2019-10-31,703,699,-0.02094815375628678,-18704.609008771135,874195.5112778519
2019-10-30,2019-10-31,2019-11-28,705,700,-0.028360081373594914,-24792.25583627133,849403.2554415805
2019-11-27,2019-11-28,2019-12-26,708,703,0.0592153385525076,50297.70133857534,899700.9567801559
2019-12-25,2019-12-26,2020-02-03,711,110,0.00149530074267612,1345.3235088597285,901046.2802890156
2020-01-23,2020-02-03,2020-03-02,717,121,0.012660964819772191,11408.115255725803,912454.3955447414
2020-02-28,2020-03-02,2020-03-30,722,719,-0.03360318105209592,-30661.37025527074,881793.0252894707
2020-03-27,2020-03-30,2020-04-28,725,719,0.014455099046482012,12746.405519056367,894539.430808527
2020-04-27,2020-04-28,2020-05-29,727,718,0.003293330884588608,2946.014334963984,897485.445143491
2020-05-28,2020-05-29,2020-06-30,718,707,0.039781786820176857,35703.57465290988,933189.0197964009
2020-06-29,2020-06-30,2020-07-28,721,714,0.09457032585072955,88251.98968246859,1021441.0094788695
2020-07-27,2020-07-28,2020-08-25,725,718,0.07155133138290082,73085.4641573074,1094526.473636177
2020-08-24,2020-08-25,2020-09-22,729,727,-0.01810577776801492,-19817.253092865692,1074709.2205433112
2020-09-21,2020-09-22,2020-10-28,736,733,-0.013060876688906875,-14036.644605947426,1060672.5759373638
2020-10-27,2020-10-28,2020-11-25,748,747,0.011439447069213848,12133.507790202275,1072806.083727566
2020-11-24,2020-11-25,2020-12-23,759,755,-0.06640600853077683,-71240.76994788204,1001565.313779684
2020-12-22,2020-12-23,2021-01-21,767,763,-0.012265901381690703,-12285.101366143674,989280.2124135403
2021-01-20,2021-01-21,2021-02-25,771,766,-0.0034785577549489854,-3441.268354708678,985838.9440588317
2021-02-24,2021-02-25,2021-03-25,780,773,-0.0018512409940949492,-1825.0254668169655,984013.9185920147
2021-03-24,2021-03-25,2021-04-23,789,784,0.039626122616643444,38992.65619461099,1023006.5747866257
2021-04-22,2021-04-23,2021-05-26,799,795,-8.173480902196051e-05,-83.61524701840244,1022922.9595396073
2021-05-25,2021-05-26,2021-06-24,801,797,0.041673707472760224,42628.992183023714,1065551.951722631
2021-06-23,2021-06-24,2021-07-22,813,808,0.014989955944758826,15972.576813173946,1081524.528535805
2021-07-21,2021-07-22,2021-08-19,824,822,-0.004958330908106823,-5362.556497714715,1076161.9720380902
2021-08-18,2021-08-19,2021-09-16,834,831,0.04868849771747308,52396.709719207836,1128558.681757298
2021-09-15,2021-09-16,2021-10-25,842,840,-0.05119004240855651,-57770.96677970071,1070787.7149775974
2021-10-22,2021-10-25,2021-11-22,851,844,0.0672854155503535,72048.39636848122,1142836.1113460786
2021-11-19,2021-11-22,2021-12-20,858,852,0.02955751755692715,33779.39842580212,1176615.5097718807
2021-12-17,2021-12-20,2022-01-18,865,851,0.03516000365985361,41369.805629819864,1217985.3154017006
2022-01-17,2022-01-18,2022-02-22,872,869,-0.059651964422428816,-72655.216701383,1145330.0987003176
2022-02-21,2022-02-22,2022-03-22,879,875,-0.06071590944775507,-69539.75856047682,1075790.3401398407
2022-03-21,2022-03-22,2022-04-21,887,885,-0.07039873602391733,-75734.28017258493,1000056.0599672558
2022-04-20,2022-04-21,2022-05-24,892,883,0.0019543592547917044,1954.4688161074882,1002010.5287833633
2022-05-23,2022-05-24,2022-06-22,892,887,0.03502944561538546,35099.87332406046,1037110.4021074238
2022-06-21,2022-06-22,2022-07-20,906,899,0.026007818591247567,26972.979197105742,1064083.3813045295
2022-07-19,2022-07-20,2022-08-17,907,904,0.04148646848575477,44145.06166470563,1108228.4429692351
2022-08-16,2022-08-17,2022-09-15,911,906,-0.037530706471162745,-41592.59639607207,1066635.846573163
2022-09-14,2022-09-15,2022-10-20,917,913,-0.0475506628846063,-50719.24156103714,1015916.6050121259
2022-10-19,2022-10-20,2022-11-17,924,918,0.060544896757991795,61508.56596518878,1077425.1709773147
2022-11-16,2022-11-17,2022-12-15,932,929,-0.008988862202737313,-9684.826395675773,1067740.344581639
2022-12-14,2022-12-15,2023-01-13,941,939,-0.01093963765981154,-11680.692484485451,1056059.6520971535
2023-01-12,2023-01-13,2023-02-17,945,942,0.08013596521602295,84628.35954650282,1140688.0116436563
2023-02-16,2023-02-17,2023-03-17,950,949,-0.02256236005417478,-25736.61362818489,1114951.3980154714
2023-03-16,2023-03-17,2023-04-17,954,952,0.012073343712857731,13461.191451372113,1128412.5894668435
2023-04-14,2023-04-17,2023-05-18,958,953,-0.044199706047586496,-49875.504754830385,1078537.0847120131
2023-05-17,2023-05-18,2023-06-15,952,948,-0.0249760575074206,-26937.604251652956,1051599.4804603602
2023-06-14,2023-06-15,2023-07-17,961,958,0.0010888081554329965,1144.9900905743707,1052744.4705509346
2023-07-14,2023-07-17,2023-08-14,965,963,-0.03341914629077891,-35181.82146815024,1017562.6490827843
2023-08-11,2023-08-14,2023-09-11,970,969,-0.007576184727561164,-7709.242601317703,1009853.4064814666
2023-09-08,2023-09-11,2023-10-17,977,975,-0.016518354020464088,-16681.116077032522,993172.2904044341
2023-10-16,2023-10-17,2023-11-14,982,980,0.03641727134477635,36168.62479177129,1029340.9151962054
2023-11-13,2023-11-14,2023-12-12,987,984,-0.012875583234541188,-13253.36463032756,1016087.5505658778
2023-12-11,2023-12-12,2024-01-10,990,987,-0.052958300676099745,-53810.270016109454,962277.2805497684
2024-01-09,2024-01-10,2024-02-07,992,989,-0.23666406095973702,-227736.44898420037,734540.831565568
2024-02-06,2024-02-07,2024-03-14,994,988,0.24903701804782097,182927.8583274557,917468.6898930237
