signal_date,entry,exit,symbol,signal_rank,weight,expected_price,execution_price,filled,reason,gross_pnl,fees,slippage,stamp,net_pnl
2010-01-04,2010-01-05,2010-02-02,sz.000099,277,0.003472222222222222,7.849999904632568,7.849999904632568,1,FILL,-176.70591575621393,5.048486692380694,6.758999539814211,3.2911468120289986,-188.51340198840944
2010-01-04,2010-01-05,2010-02-02,sh.600533,276,0.003472222222222222,6.599999904632568,6.599999904632568,1,FILL,-367.8024671341832,4.807705037644453,6.567902988436242,3.1000502606510296,-379.17807516026414
2010-01-04,2010-01-05,2010-02-02,sz.000607,275,0.003472222222222222,7.119999885559082,7.119999885559082,1,FILL,-423.74038269692755,4.737223264035395,6.5119650728734975,3.044112345088285,-434.98957103383646
2010-01-04,2010-01-05,2010-02-02,sh.600456,274,0.003472222222222222,22.739999771118164,22.739999771118164,1,FILL,-144.87494089325855,5.088593720708017,6.790830514677166,3.322977786891954,-156.7543651286437
2010-01-04,2010-01-05,2010-02-02,sz.000619,273,0.003472222222222222,13.609999656677246,13.609999656677246,1,FILL,272.6381161815184,5.614660172622237,7.208343571751944,3.740490843966731,259.8151124371443
2010-01-04,2010-01-05,2010-02-02,sh.600880,272,0.003472222222222222,27.920000076293945,27.920000076293945,1,FILL,129.1749064309165,5.433896528336478,7.064880362001341,3.597027634216129,116.67612954057904
2010-01-04,2010-01-05,2010-02-02,sh.600116,271,0.003472222222222222,9.489999771118164,9.489999771118164,1,FILL,-193.67345248028596,5.0271075961083636,6.74203200309014,3.2741792753049266,-205.4425920794847
2010-01-04,2010-01-05,2010-02-02,sh.600507,270,0.003472222222222222,9.149999618530273,9.149999618530273,1,FILL,651.8806411453415,6.0925057540766545,7.587586096715768,4.119733368930555,638.2005492945486
2010-01-04,2010-01-05,2010-02-02,sh.600861,269,0.003472222222222222,10.510000228881836,10.510000228881836,1,FILL,75.89005923537025,5.36675762087009,7.011595514805796,3.543742787020583,63.51170609969404
2010-01-04,2010-01-05,2010-02-02,sz.000786,268,0.003472222222222222,15.270000457763672,15.270000457763672,1,FILL,338.3824240846293,5.697498000580157,7.274087879655054,3.806235151869842,325.41083820439417
2010-01-04,2010-01-05,2010-02-02,sz.002112,267,0.003472222222222222,15.0,15.0,1,FILL,-282.052083594303,4.915750520904702,6.653653371976123,3.18580064419091,-293.62148748718346
2010-01-04,2010-01-05,2010-02-02,sz.000963,266,0.003472222222222222,18.31999969482422,18.31999969482422,1,FILL,492.1625854431486,5.891261003891891,7.427868041013574,3.9600153132283613,478.84345639824323
2010-01-04,2010-01-05,2010-02-02,sh.600589,265,0.003472222222222222,7.639999866485596,7.639999866485596,1,FILL,-285.9615183177848,4.910824633153115,6.649743937252641,3.181891209467428,-297.5220868881902
2010-01-04,2010-01-05,2010-02-02,sh.600616,264,0.003472222222222222,18.950000762939453,18.950000762939453,1,FILL,111.62984596239221,5.411789752146138,7.047335301532818,3.579482573747605,99.17072090871307
2010-01-04,2010-01-05,2010-02-02,sh.600851,263,0.003472222222222222,5.889999866485596,5.889999866485596,1,FILL,23.550760605719915,5.300810104596731,6.959256216176145,3.4914034883909326,11.290694284946767
2010-01-04,2010-01-05,2010-02-02,sh.600690,262,0.003472222222222222,24.09000015258789,24.09000015258789,1,FILL,-536.9484850664176,4.594581055049837,6.398756970504008,2.9309042427187952,-547.9418230919719
2010-01-04,2010-01-05,2010-02-02,sz.002105,261,0.003472222222222222,7.5,7.5,1,FILL,27.7427953646652,5.306092068393001,6.963448250935091,3.495595523149878,15.473255045336828
2010-01-04,2010-01-05,2010-02-02,sh.600119,260,0.003472222222222222,9.90999984741211,9.90999984741211,1,FILL,-360.43263759836964,4.816991022859578,6.575272817972056,3.107420090186843,-371.82490143920086
2010-01-04,2010-01-05,2010-02-02,sz.000680,259,0.003472222222222222,12.6899995803833,12.6899995803833,1,FILL,-295.13639127470606,4.899264293227394,6.64056906429572,3.172716336510507,-306.67622463222915
2010-01-04,2010-01-05,2010-02-02,sz.000819,257,0.003472222222222222,19.3799991607666,19.3799991607666,1,FILL,50.10326042382303,5.33426625436754,6.985808715994248,3.5179559882090357,37.7831854534611
2010-01-04,2010-01-05,2010-02-02,sz.002124,256,0.003472222222222222,15.680000305175781,15.680000305175781,1,FILL,-260.97367330665656,4.942309317867136,6.674731782263769,3.206879054478556,-272.5907144067878
2010-01-04,2010-01-05,2010-02-02,sz.000402,255,0.003472222222222222,11.729999542236328,11.729999542236328,1,FILL,-337.02899806866526,4.846479608667005,6.59867645750176,3.1308237297165475,-348.4741541348344
2010-01-04,2010-01-05,2010-02-02,sz.000543,254,0.003472222222222222,9.229999542236328,9.229999542236328,1,FILL,-116.47156521091028,5.124381974067776,6.819233890359515,3.3513811625743024,-128.41518107533784
2010-01-04,2010-01-05,2010-02-02,sz.002171,253,0.003472222222222222,15.34000015258789,15.34000015258789,1,FILL,-431.7860570425096,4.727085714359961,6.503919398527916,3.036066670742703,-443.017062155398
2010-01-04,2010-01-05,2010-02-02,sh.600495,252,0.003472222222222222,21.040000915527344,21.040000915527344,1,FILL,206.02736317052404,5.530730623828384,7.14173281874095,3.6738800909557368,193.3548997279545
2010-01-04,2010-01-05,2010-02-02,sh.600280,251,0.003472222222222222,22.889999389648438,22.889999389648438,1,FILL,119.68575373152908,5.4219401959352505,7.055391209301955,3.587538481516742,107.20842232629184
2010-01-04,2010-01-05,2010-02-02,sh.600026,250,0.003472222222222222,14.09000015258789,14.09000015258789,1,FILL,-329.80291937974334,4.855584467815047,6.605902536190682,3.1380498084054693,-341.26440638374925
2010-01-04,2010-01-05,2010-02-02,sz.000001,249,0.003472222222222222,23.75,23.75,1,FILL,-363.5769473034388,4.81302919263119,6.572128508266987,3.1042757804817738,-374.962105004337
2010-01-04,2010-01-05,2010-02-02,sz.002116,248,0.003472222222222222,20.989999771118164,20.989999771118164,1,FILL,92.52004272047225,5.387711400061319,7.028225498290897,3.560372770505685,80.10410582211989
2010-01-04,2010-01-05,2010-02-02,sh.600528,247,0.003472222222222222,12.850000381469727,12.850000381469727,1,FILL,-569.4296618689455,4.5536547722786525,6.36627579370148,2.8984230659162673,-580.3495924349254
2010-01-04,2010-01-05,2010-02-02,sh.600496,246,0.003472222222222222,11.600000381469727,11.600000381469727,1,FILL,194.3192134528158,5.515978355184071,7.130024669023241,3.6621719412380287,181.67321042860885
2010-01-04,2010-01-05,2010-02-02,sh.600635,245,0.003472222222222222,10.619999885559082,10.619999885559082,1,FILL,-388.58223496847404,4.7815225301732465,6.547123220601952,3.0792704928167387,-399.91088071924923
2010-01-04,2010-01-05,2010-02-02,sz.000969,244,0.003472222222222222,26.3799991607666,26.3799991607666,1,FILL,-433.8101485973275,4.724535359000891,6.501895306973098,3.034042579187885,-445.0365792633015
2010-01-04,2010-01-05,2010-02-02,sh.600126,243,0.003472222222222222,6.650000095367432,6.650000095367432,1,FILL,-307.6742269478955,4.883466620279175,6.62803122862253,3.160178500837317,-319.1857247967978
2010-01-04,2010-01-05,2010-02-02,sz.000520,242,0.003472222222222222,5.610000133514404,5.610000133514404,1,FILL,-383.25666609506925,4.788232746953737,6.552448789475356,3.0845960616901436,-394.5973476314989
2010-01-04,2010-01-05,2010-02-02,sz.002129,241,0.003472222222222222,9.119999885559082,9.119999885559082,1,FILL,-7.6047517193987915,5.261554159067081,6.928100703851026,3.460247976065814,-19.794406582316697
2010-01-04,2010-01-05,2010-02-02,sz.000637,239,0.003472222222222222,9.880000114440918,9.880000114440918,1,FILL,-368.54716431558836,4.806766719195883,6.567158291254837,3.0993055634696245,-379.9210893260388
2010-01-04,2010-01-05,2010-02-02,sh.601898,238,0.003472222222222222,13.609999656677246,13.609999656677246,1,FILL,-514.6995567295457,4.622614704754296,6.42100589884088,2.953153171055667,-525.7431773331414
2010-01-04,2010-01-05,2010-02-02,sh.600005,237,0.003472222222222222,8.199999809265137,8.199999809265137,1,FILL,-685.1123357100737,4.40789460323883,6.250593119860351,2.782740392075139,-695.7708234331731
2010-01-04,2010-01-05,2010-02-02,sh.600650,236,0.003472222222222222,15.75,15.75,1,FILL,246.60304542585845,5.581855983470105,7.1823085009962835,3.7144557732110712,233.83888094139138
2010-01-04,2010-01-05,2010-02-02,sz.000778,235,0.003472222222222222,12.359999656677246,12.359999656677246,1,FILL,-123.4509536763835,5.11558794460128,6.812254501894042,3.3444017741088294,-135.37879612287907
2010-01-04,2010-01-05,2010-02-02,sh.600138,234,0.003472222222222222,16.09000015258789,16.09000015258789,1,FILL,278.0314814747371,5.621455812891693,7.213736937045162,3.74588420925995,265.1962887247996
2010-01-04,2010-01-05,2010-02-02,sh.600290,233,0.003472222222222222,16.15999984741211,16.15999984741211,1,FILL,-349.7896284980079,4.8304012143260335,6.585915827072418,3.118063099287205,-361.20594553940646
2010-01-04,2010-01-05,2010-02-02,sh.600685,232,0.003472222222222222,25.959999084472656,25.959999084472656,1,FILL,-382.0514119202385,4.7897513672140235,6.553654043650187,3.085801315864974,-393.3948173311028
2010-01-04,2010-01-05,2010-02-02,sz.002024,231,0.003472222222222222,20.579999923706055,20.579999923706055,1,FILL,-434.74537445471924,4.723356974420577,6.500960081115706,3.0331073533304935,-445.96969151025587
2010-01-04,2010-01-05,2010-02-02,sz.002230,230,0.003472222222222222,36.5099983215332,36.5099983215332,1,FILL,-48.44149963851669,5.210099856688992,6.887263955931909,3.419411228146696,-60.53886345113733
2010-01-04,2010-01-05,2010-02-02,sh.600131,229,0.003472222222222222,6.21999979019165,6.21999979019165,1,FILL,-223.01283199730005,4.990139977916925,6.712692623573125,3.2448398957879125,-234.71566459879068
2010-01-04,2010-01-05,2010-02-02,sz.000679,228,0.003472222222222222,15.470000267028809,15.470000267028809,1,FILL,-228.64972907187166,4.9830374876029655,6.707055726498554,3.239202998713341,-240.3398222859728
2010-01-04,2010-01-05,2010-02-02,sz.002107,227,0.003472222222222222,24.639999389648438,24.639999389648438,1,FILL,-291.33337118614054,4.9040560985389865,6.644372084384285,3.1765193565990724,-302.88179936906363
2010-01-04,2010-01-05,2010-02-02,sz.002264,226,0.003472222222222222,35.150001525878906,35.150001525878906,1,FILL,-274.2713843620945,4.925554201937285,6.6614340712083315,3.1935813434231184,-285.8583726352399
2010-01-04,2010-01-05,2010-02-02,sz.000999,225,0.003472222222222222,20.049999237060547,20.049999237060547,1,FILL,371.86478503600256,5.739685775378886,7.307570240606427,3.839717512821215,358.81752902001745
2010-01-04,2010-01-05,2010-02-02,sz.000950,224,0.003472222222222222,17.989999771118164,17.989999771118164,1,FILL,86.74465776093894,5.3804344150123065,7.022450113331365,3.5545973855461517,74.34177323259564
2010-01-04,2010-01-05,2010-02-02,sh.600072,223,0.003472222222222222,17.399999618530273,17.399999618530273,1,FILL,-179.37162072130468,5.04512790412468,6.756333834849121,3.288481107063908,-191.1730824602787
2010-01-04,2010-01-05,2010-02-02,sh.600436,222,0.003472222222222222,40.5099983215332,40.5099983215332,1,FILL,-193.46683951731848,5.027367928441702,6.742238616053108,3.2743858882678945,-205.23644606181324
2010-01-04,2010-01-05,2010-02-02,sh.600210,221,0.003472222222222222,7.829999923706055,7.829999923706055,1,FILL,-372.03024889853987,4.802378032621363,6.563675206671886,3.095822478886673,-383.39630213783266
2010-01-04,2010-01-05,2010-02-02,sh.600826,220,0.003472222222222222,16.600000381469727,16.600000381469727,1,FILL,419.902687734736,5.80021353277929,7.355608143305162,3.8877554155199485,406.746866058651
2010-01-04,2010-01-05,2010-02-02,sh.600611,219,0.003472222222222222,12.25,12.25,1,FILL,130.22141935259424,5.435215134617792,7.0659268749230195,3.598074147137807,117.72027734305357
2010-01-04,2010-01-05,2010-02-02,sz.000562,218,0.003472222222222222,23.5,23.5,1,FILL,-413.1908507249759,4.750515674320054,6.522514604845449,3.0546618770602367,-424.46388100414197
2010-01-04,2010-01-05,2010-02-02,sh.600967,217,0.003472222222222222,12.479999542236328,12.479999542236328,1,FILL,-130.60003691165912,5.106580099724834,6.8051054186587665,3.337252690873554,-142.51172243004248
2010-01-04,2010-01-05,2010-02-02,sh.601588,216,0.003472222222222222,5.829999923706055,5.829999923706055,1,FILL,-350.94917072399767,4.828940191121287,6.584756284846428,3.116903557061215,-362.36286719996497
2010-01-04,2010-01-05,2010-02-02,sh.600486,215,0.003472222222222222,39.7400016784668,39.7400016784668,1,FILL,82.02759597550357,5.3744909171626585,7.017733051545929,3.5498803237607164,69.63537200679502
2010-01-04,2010-01-05,2010-02-02,sz.002088,214,0.003472222222222222,23.75,23.75,1,FILL,7.300631184320082,5.280334941525767,6.943006086754746,3.475153358969533,-4.922709843961002
2010-01-04,2010-01-05,2010-02-02,sz.000725,213,0.003472222222222222,5.179999828338623,5.179999828338623,1,FILL,-374.90297171504926,4.798758401872561,6.560802483855376,3.0929497560701633,-386.2625326007774
2010-01-04,2010-01-05,2010-02-02,sz.002277,212,0.003472222222222222,34.540000915527344,34.540000915527344,1,FILL,-306.2233499719614,4.885294725268852,6.6294821055984645,3.1616293778132514,-317.7381268028289
2010-01-04,2010-01-05,2010-02-02,sz.000705,211,0.003472222222222222,10.079999923706055,10.079999923706055,1,FILL,51.604820458738686,5.3361582200115345,6.987310276029165,3.5194575482439516,39.28135196269841
2010-01-04,2010-01-05,2010-02-02,sh.600662,210,0.003472222222222222,8.5,8.5,1,FILL,-16.319291390979288,5.250573839080889,6.919386164179446,3.4515334363942336,-28.489251394239545
2010-01-04,2010-01-05,2010-02-02,sh.600832,209,0.003472222222222222,11.369999885559082,11.369999885559082,1,FILL,213.5001119122585,5.540146287242969,7.149205567482683,3.681352839697471,200.81076005753266
2010-01-04,2010-01-05,2010-02-02,sz.002154,208,0.003472222222222222,22.65999984741211,22.65999984741211,1,FILL,-127.0219558193985,5.111088481901081,6.808683499751027,3.3408307719658143,-138.941727801051
2010-01-04,2010-01-05,2010-02-02,sz.000566,207,0.003472222222222222,15.489999771118164,15.489999771118164,1,FILL,483.57401378599343,5.880439403603876,7.419279469356419,3.9514267415712063,470.2742949130329
2010-01-04,2010-01-05,2010-02-02,sh.600377,206,0.003472222222222222,7.03000020980835,7.03000020980835,1,FILL,-14.798905592187566,5.252489525187368,6.920906549978238,3.4530538221930254,-26.97230166735335
2010-01-04,2010-01-05,2010-02-02,sh.600101,205,0.003472222222222222,8.84000015258789,8.84000015258789,1,FILL,101.99575649200642,5.399650799413452,7.037701212062432,3.569848484277219,89.55840448053004
2010-01-04,2010-01-05,2010-02-02,sh.600008,204,0.003472222222222222,7.159999847412109,7.159999847412109,1,FILL,-106.5540347468077,5.136878062452546,6.829151420823617,3.361298693038405,-118.52006423008379
2010-01-04,2010-01-05,2010-02-02,sz.000987,203,0.003472222222222222,27.739999771118164,27.739999771118164,1,FILL,-218.77225391842512,4.995483106296308,6.716933201652001,3.2490804738667878,-230.4846702263735
2010-01-04,2010-01-05,2010-02-02,sh.601008,202,0.003472222222222222,7.800000190734863,7.800000190734863,1,FILL,-360.1233456393411,4.817380730727954,6.5755821099310845,3.107729382145872,-371.51630848000013
2010-01-04,2010-01-05,2010-02-02,sz.002062,201,0.003472222222222222,20.149999618530273,20.149999618530273,1,FILL,-314.94641922646633,4.874303658008175,6.620759036343959,3.1529063085587463,-326.4414819208182
2010-01-04,2010-01-05,2010-02-02,sz.002275,200,0.003472222222222222,28.299999237060547,28.299999237060547,1,FILL,-202.18925202201171,5.016377688685789,6.7335162035484135,3.265663475763201,-213.93914591424618
2010-01-04,2010-01-05,2010-02-02,sz.000920,199,0.003472222222222222,7.28000020980835,7.28000020980835,1,FILL,42.87165000784762,5.3251544252434115,6.978577105578273,3.5107243777930606,30.56791847702607
2010-01-04,2010-01-05,2010-02-02,sz.000527,198,0.003472222222222222,22.0,22.0,1,FILL,-297.9199790411235,4.895756972641708,6.637785476529302,3.169932748744089,-309.4535214902944
2010-01-04,2010-01-05,2010-02-02,sh.601788,197,0.003472222222222222,25.049999237060547,25.049999237060547,1,FILL,163.35598410067632,5.476964686200375,7.099061439671102,3.631208711885889,150.7799579748048
2010-01-04,2010-01-05,2010-02-02,sh.600123,196,0.003472222222222222,43.79999923706055,43.79999923706055,1,FILL,-488.50788477873766,4.655616211412314,6.447197570791688,2.979344843006475,-499.6106985609417
2010-01-04,2010-01-05,2010-02-02,sh.601919,195,0.003472222222222222,13.770000457763672,13.770000457763672,1,FILL,-307.24626821121,4.8840058482874,6.628459187359216,3.160606459574003,-318.75873324685654
2010-01-04,2010-01-05,2010-02-02,sh.600653,194,0.003472222222222222,4.409999847412109,4.409999847412109,1,FILL,-110.09046160546723,5.1324221646106345,6.825614993964958,3.3577622661797455,-122.04849876404296
2010-01-04,2010-01-05,2010-02-02,sh.600518,193,0.003472222222222222,10.449999809265137,10.449999809265137,1,FILL,89.60017617692665,5.384032368216451,7.025305631747353,3.5574529039621394,77.19083817696264
2010-01-04,2010-01-05,2010-02-02,sh.600561,192,0.003472222222222222,11.859999656677246,11.859999656677246,1,FILL,96.49166683985959,5.392715646451746,7.032197122410285,3.5643443946250724,84.06675407099738
2010-01-04,2010-01-05,2010-02-02,sh.600811,191,0.003472222222222222,7.03000020980835,7.03000020980835,1,FILL,128.25616250958774,5.432738910995605,7.063961618080013,3.5961088902948006,115.75946198051179
2010-01-04,2010-01-05,2010-02-02,sz.002010,189,0.003472222222222222,14.300000190734863,14.300000190734863,1,FILL,-138.22925016572344,5.096967291024712,6.797476205404703,3.3296234776194895,-150.12369366215262
2010-01-04,2010-01-05,2010-02-02,sh.600058,188,0.003472222222222222,19.200000762939453,19.200000762939453,1,FILL,-462.38059337149707,4.688536598585437,6.473324862198929,3.005472134413716,-473.54245483228124
2010-01-04,2010-01-05,2010-02-02,sh.600030,187,0.003472222222222222,31.549999237060547,31.549999237060547,1,FILL,-539.6880119182993,4.591129251216467,6.396017443652126,2.9281647158669135,-550.6751586131677
2010-01-04,2010-01-05,2010-02-02,sh.600649,186,0.003472222222222222,12.800000190734863,12.800000190734863,1,FILL,-270.9259903211082,4.9297693984289275,6.6647794652493175,3.1969267374641044,-282.52053918478714
2010-01-04,2010-01-05,2010-02-02,sz.000761,185,0.003472222222222222,7.010000228881836,7.010000228881836,1,FILL,-499.6479221727859,4.6415797642958125,6.436057533397639,2.9682048056124266,-510.72555947047977
2010-01-04,2010-01-05,2010-02-02,sh.600010,184,0.003472222222222222,4.579999923706055,4.579999923706055,1,FILL,-454.30378615972677,4.698713375672268,6.481401669410699,3.013548941625486,-465.4839012048101
2010-01-04,2010-01-05,2010-02-02,sz.000839,183,0.003472222222222222,14.890000343322754,14.890000343322754,1,FILL,-160.6998105462094,5.068654384945299,6.7750056450242155,3.3071529172390033,-172.54347057617906
2010-01-04,2010-01-05,2010-02-02,sh.600652,182,0.003472222222222222,6.820000171661377,6.820000171661377,1,FILL,-305.08986908794895,4.886722911182708,6.6306155864824765,3.162762858697264,-316.6072075856141
2010-01-04,2010-01-05,2010-02-02,sh.601166,181,0.003472222222222222,39.0,39.0,1,FILL,-644.6649301651996,4.458858334225372,6.291040525405226,2.823187797620013,-655.4148290248304
2010-01-04,2010-01-05,2010-02-02,sz.002028,180,0.003472222222222222,26.8700008392334,26.8700008392334,1,FILL,55.49575996554722,5.341060803790113,6.991201215535973,3.52334848775076,43.163497946221014
2010-01-04,2010-01-05,2010-02-02,sz.000726,179,0.003472222222222222,12.010000228881836,12.010000228881836,1,FILL,-118.3862666230757,5.121969450288448,6.81731918894735,3.349466461162137,-130.3255552623118
2010-01-04,2010-01-05,2010-02-02,sh.600995,178,0.003472222222222222,8.449999809265137,8.449999809265137,1,FILL,-328.31730801054437,4.857456338140238,6.607388147559881,3.1395354197746683,-339.7821524962451
2010-01-04,2010-01-05,2010-02-02,sh.600718,177,0.003472222222222222,23.34000015258789,23.34000015258789,1,FILL,365.50619021704415,5.731673945907,7.30121164578747,3.833358918002257,352.4733046253491
2010-01-04,2010-01-05,2010-02-02,sh.600966,176,0.003472222222222222,10.279999732971191,10.279999732971191,1,FILL,-371.0735520748849,4.803583470619168,6.56463190349554,3.096779175710328,-382.4417674489996
2010-01-04,2010-01-05,2010-02-02,sz.002260,175,0.003472222222222222,9.970000267028809,9.970000267028809,1,FILL,-80.00078493211277,5.1703351572190615,6.855704670638312,3.3878519428531,-92.02682475997017
2010-01-04,2010-01-05,2010-02-02,sh.600428,174,0.003472222222222222,10.5,10.5,1,FILL,-214.67647144567172,5.000643792211977,6.721028984124754,3.253176256339541,-226.39814422200834
2010-01-04,2010-01-05,2010-02-02,sh.600831,173,0.003472222222222222,8.920000076293945,8.920000076293945,1,FILL,1314.051851628259,6.92684147928513,8.249757307198685,4.781904579413472,1298.8752528417758
2010-01-04,2010-01-05,2010-02-02,sh.601005,172,0.003472222222222222,5.760000228881836,5.760000228881836,1,FILL,-295.0084425286841,4.899425508647381,6.640697013041741,3.1728442852565286,-306.5485650503729
2010-01-04,2010-01-05,2010-02-02,sz.000793,171,0.003472222222222222,7.110000133514404,7.110000133514404,1,FILL,-24.387242556065758,5.24040822061288,6.91131821301436,3.443465485229147,-36.53896898969333
2010-01-04,2010-01-05,2010-02-02,sh.600104,170,0.003472222222222222,26.90999984741211,26.90999984741211,1,FILL,-948.472624965958,4.076060638776417,5.9872328306044675,2.519380102819255,-958.5359184353392
2010-01-04,2010-01-05,2010-02-02,sz.000155,169,0.003472222222222222,8.970000267028809,8.970000267028809,1,FILL,-336.3468658299421,4.847339095287796,6.599358589740483,3.1315058619552705,-347.79356351497063
2010-01-04,2010-01-05,2010-02-02,sz.000731,168,0.003472222222222222,9.300000190734863,9.300000190734863,1,FILL,-149.15516634260666,5.083200636641839,6.786550289227819,3.318697561442606,-161.02491726847666
2010-01-04,2010-01-05,2010-02-02,sh.600620,167,0.003472222222222222,7.570000171661377,7.570000171661377,1,FILL,-306.9301901590752,4.884404106633089,6.628775265411351,3.1609225376261376,-318.4433695311195
2010-01-04,2010-01-05,2010-02-02,sh.600029,166,0.003472222222222222,6.050000190734863,6.050000190734863,1,FILL,91.71171732242601,5.3866929100597805,7.027417172892852,3.5595644451076387,79.29760723947311
2010-01-04,2010-01-05,2010-02-02,sz.000890,165,0.003472222222222222,5.940000057220459,5.940000057220459,1,FILL,-163.4679262644122,5.065166559140364,6.772237529306013,3.3043848015208006,-175.30533035285907
2010-01-04,2010-01-05,2010-02-02,sh.600308,164,0.003472222222222222,14.069999694824219,14.069999694824219,1,FILL,211.96556696456082,5.53821276060887,7.147671022534986,3.6798182947497735,199.2796831814171
2010-01-04,2010-01-05,2010-02-02,sh.600688,163,0.003472222222222222,10.869999885559082,10.869999885559082,1,FILL,-299.8877776696063,4.89327754636982,6.635817677900819,3.1679649501156066,-311.4168728938771
2010-01-04,2010-01-05,2010-02-02,sz.002046,162,0.003472222222222222,15.850000381469727,15.850000381469727,1,FILL,-181.59731420893922,5.04232353033026,6.7541081413614865,3.2862554135762734,-193.3937458806313
2010-01-04,2010-01-05,2010-02-02,sz.000423,161,0.003472222222222222,25.799999237060547,25.799999237060547,1,FILL,471.7893111705921,5.86559067830847,7.407494766741017,3.939642038955805,458.5162257255424
2010-01-04,2010-01-05,2010-02-02,sh.600639,160,0.003472222222222222,13.569999694824219,13.569999694824219,1,FILL,-283.6636273998606,4.913719975709699,6.652041828170565,3.184189100385352,-295.22938920374145
2010-01-04,2010-01-05,2010-02-02,sh.600270,159,0.003472222222222222,8.960000038146973,8.960000038146973,1,FILL,0.0,5.271136146233523,6.935705455570425,3.4678527277852127,-12.206841601804172
2010-01-04,2010-01-05,2010-02-02,sz.002186,158,0.003472222222222222,34.47999954223633,34.47999954223633,1,FILL,-224.28393556186347,4.988538387425576,6.711421520008562,3.2435687922233494,-235.98389546929775
2010-01-04,2010-01-05,2010-02-02,sz.000338,157,0.003472222222222222,63.849998474121094,63.849998474121094,1,FILL,-181.40374184424581,5.042567431509774,6.75430171372618,3.286448985940967,-193.20061098948145
2010-01-04,2010-01-05,2010-02-02,sh.600754,156,0.003472222222222222,23.510000228881836,23.510000228881836,1,FILL,529.5445215099157,5.938362243336018,7.465249977080341,3.9973972492951284,516.1409092894987
2010-01-04,2010-01-05,2010-02-02,sh.600629,155,0.003472222222222222,14.100000381469727,14.100000381469727,1,FILL,-145.1087647653194,5.088299102629221,6.790596690805106,3.322743963019893,-156.98766055875421
2010-01-04,2010-01-05,2010-02-02,sh.600517,154,0.003472222222222222,18.299999237060547,18.299999237060547,1,FILL,-360.05022593484136,4.817472861555624,6.575655229635585,3.1078025018503714,-371.4433540260329
2010-01-04,2010-01-05,2010-02-02,sh.600500,153,0.003472222222222222,11.8100004196167,11.8100004196167,1,FILL,-58.7276178387483,5.197139347756701,6.876977837731677,3.4091251099464643,-70.80173502423713
2010-01-04,2010-01-05,2010-02-02,sz.002147,152,0.003472222222222222,12.09000015258789,12.09000015258789,1,FILL,-25.81532429395338,5.2386088376231426,6.909890131276472,3.4420374034912595,-37.96382326285311
2010-01-04,2010-01-05,2010-02-02,sz.002191,151,0.003472222222222222,14.40999984741211,14.40999984741211,1,FILL,-259.9084469875602,4.943651503029198,6.675797008582865,3.2079442807976526,-271.52789549917225
2010-01-04,2010-01-05,2010-02-02,sz.000737,150,0.003472222222222222,6.269999980926514,6.269999980926514,1,FILL,-564.1482818113477,4.560309311151225,6.3715571737590775,2.903704445973865,-575.0801482962579
