signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan,equity
2012-01-04,2012-01-05,2012-02-09,417,403,0.038304683855360455,38304.68385536049,1038304.6838553605
2012-02-08,2012-02-09,2012-03-08,418,410,0.08526546478531039,88531.53145769204,1126836.2153130525
2012-03-07,2012-03-08,2012-04-10,423,403,-0.07752237018662134,-87355.01422318979,1039481.2010898627
2012-04-09,2012-04-10,2012-05-10,421,391,0.01633336003027064,16978.220702098915,1056459.4217919616
2012-05-09,2012-05-10,2012-06-07,421,399,-0.0787019355605898,-83145.40133624896,973314.0204557127
2012-06-06,2012-06-07,2012-07-06,430,423,-0.017831701813480816,-17355.845383646432,955958.1750720663
2012-07-05,2012-07-06,2012-08-03,440,435,-0.08519967098554393,-81447.32199208101,874510.8530799852
2012-08-02,2012-08-03,2012-08-31,447,445,0.0027106515787551633,2370.4942245398415,876881.3473045251
2012-08-30,2012-08-31,2012-09-28,454,453,-0.025827683759425457,-22647.814132720232,854233.5331718049
2012-09-27,2012-09-28,2012-11-02,460,459,0.027553157109715842,23536.83074787038,877770.3639196752
2012-11-01,2012-11-02,2012-11-30,463,453,-0.14987214818366257,-131553.33005259698,746217.0338670783
2012-11-29,2012-11-30,2012-12-28,466,454,0.1623422174535114,121142.52797956346,867359.5618466417
2012-12-27,2012-12-28,2013-01-30,464,460,0.08435718427985583,73168.01039559208,940527.5722422338
2013-01-29,2013-01-30,2013-03-06,463,454,0.04342624517204752,40843.580943261855,981371.1531854956
2013-03-05,2013-03-06,2013-04-03,464,457,-0.05284469363189148,-51860.25792926352,929510.8952562321
2013-04-02,2013-04-03,2013-05-08,464,451,0.011242997556952794,10450.488724526833,939961.383980759
2013-05-07,2013-05-08,2013-06-05,468,455,-0.0014827237098370416,-1393.7030303594656,938567.6809503995
2013-06-04,2013-06-05,2013-07-08,466,454,-0.10675592537764866,-100197.66130941361,838370.0196409859
2013-07-05,2013-07-08,2013-08-05,465,448,0.08962007133473038,75134.78096512449,913504.8006061104
2013-08-02,2013-08-05,2013-09-02,464,447,0.017042336912939993,15568.256583517417,929073.0571896278
2013-08-30,2013-09-02,2013-10-09,463,452,0.06470542807870228,60116.06988184352,989189.1270714713
2013-10-08,2013-10-09,2013-11-06,463,456,-0.024464246958449398,-24199.76709328941,964989.3599781819
2013-11-05,2013-11-06,2013-12-04,461,445,0.02642232916285514,25497.266507996363,990486.6264861783
2013-12-03,2013-12-04,2014-01-02,460,442,0.02123446142246488,21032.450059588067,1011519.0765457663
2013-12-31,2014-01-02,2014-01-30,461,451,0.044364327532736336,44875.363617487485,1056394.4401632538
2014-01-29,2014-01-30,2014-03-06,462,445,0.03403172896957685,35950.92927260371,1092345.3694358575
2014-03-05,2014-03-06,2014-04-03,460,433,-0.04377501440635467,-47817.43428376946,1044527.9351520881
2014-04-02,2014-04-03,2014-05-06,460,445,-0.04321973398681789,-45144.21949907346,999383.7156530146
2014-05-05,2014-05-06,2014-06-04,455,447,-0.040350662341903876,-40325.79486031202,959057.9207927026
2014-06-03,2014-06-04,2014-07-02,455,442,0.033914203342500615,32525.68534299964,991583.6061357022
2014-07-01,2014-07-02,2014-07-30,454,434,0.0006294583434014456,624.1605740622617,992207.7667097645
2014-07-29,2014-07-30,2014-08-27,453,425,0.055964562827689246,55528.47389814991,1047736.2406079144
2014-08-26,2014-08-27,2014-09-25,453,428,0.10369011014643248,108639.88619304367,1156376.126800958
2014-09-24,2014-09-25,2014-10-30,451,426,0.03676620584141177,42515.562708058394,1198891.6895090165
2014-10-29,2014-10-30,2014-11-27,452,423,0.035314325438403404,42338.05128871882,1241229.7407977353
2014-11-26,2014-11-27,2014-12-25,451,419,-0.06683802415230866,-82961.34339400288,1158268.3974037324
2014-12-24,2014-12-25,2015-01-26,454,428,0.05929834938467171,68683.40411047032,1226951.8015142027
2015-01-23,2015-01-26,2015-03-02,453,421,0.08725939831247187,107063.07595853275,1334014.8774727355
2015-02-27,2015-03-02,2015-03-30,459,416,0.19160765201863272,255607.45843047486,1589622.3359032103
2015-03-27,2015-03-30,2015-04-28,452,414,0.1433428844803477,227861.05086275423,1817483.3867659646
2015-04-27,2015-04-28,2015-05-27,455,402,0.23591420362761872,428770.1457953199,2246253.5325612845
2015-05-26,2015-05-27,2015-06-25,450,386,-0.035079428267624446,-78797.28966638166,2167456.242894903
2015-06-24,2015-06-25,2015-07-23,449,365,-0.19914733966282716,-431643.14460810646,1735813.0982867964
2015-07-22,2015-07-23,2015-08-20,433,393,-0.03017299644339455,-52374.68244100525,1683438.415845791
2015-08-19,2015-08-20,2015-09-21,448,422,-0.28698386602837167,-483119.6648001028,1200318.7510456883
2015-09-18,2015-09-21,2015-10-26,459,421,0.29847270982693774,358262.39028069214,1558581.1413263804
2015-10-23,2015-10-26,2015-11-23,463,433,0.13907326808326048,216756.97289719782,1775338.1142235782
2015-11-20,2015-11-23,2015-12-21,481,455,0.019100754221278216,33910.29697945202,1809248.4112030303
2015-12-18,2015-12-21,2016-01-19,492,462,-0.2439034644970547,-441281.9556282109,1367966.4555748194
2016-01-18,2016-01-19,2016-02-23,495,476,0.06433080030227045,88002.37687378842,1455968.8324486078
2016-02-22,2016-02-23,2016-03-22,497,465,-0.01353014886905346,-19699.47505173157,1436269.3573968762
2016-03-21,2016-03-22,2016-04-20,500,471,0.06646117018619901,95456.14219517657,1531725.4995920528
2016-04-19,2016-04-20,2016-05-19,493,473,-0.14660104486101944,-224552.55868046195,1307172.9409115908
2016-05-18,2016-05-19,2016-06-20,496,467,0.05399225138918884,70577.21003484377,1377750.1509464346
2016-06-17,2016-06-20,2016-07-18,500,480,0.05665998781839798,78063.30676942086,1455813.4577158554
2016-07-15,2016-07-18,2016-08-15,508,491,-0.041736228830108635,-60760.16360518057,1395053.2941106749
2016-08-12,2016-08-15,2016-09-12,520,503,0.017694310225199184,24684.50576668023,1419737.799877355
2016-09-09,2016-09-12,2016-10-19,521,492,0.025769137655371033,36585.41879957332,1456323.2186769284
2016-10-18,2016-10-19,2016-11-16,526,507,0.03707884894897018,53998.78864619997,1510322.0073231284
2016-11-15,2016-11-16,2016-12-14,531,518,-0.09169060145088581,-138482.33323596674,1371839.6740871617
2016-12-13,2016-12-14,2017-01-12,537,521,0.012323063461386452,16905.26736262371,1388744.9414497854
2017-01-11,2017-01-12,2017-02-16,542,526,-0.02042613475139099,-28366.69130936591,1360378.2501404195
2017-02-15,2017-02-16,2017-03-16,549,534,0.02308923561406262,31410.093941738363,1391788.3440821578
2017-03-15,2017-03-16,2017-04-17,557,534,-0.047311924126583804,-65848.18453547871,1325940.1595466791
2017-04-14,2017-04-17,2017-05-16,566,540,-0.11332743789199395,-150265.40107952687,1175674.7584671522
2017-05-15,2017-05-16,2017-06-15,566,550,-0.041410160366238125,-48684.88028666307,1126989.8781804892
2017-06-14,2017-06-15,2017-07-13,575,558,0.00933294577825805,10518.135425704066,1137508.0136061932
2017-07-12,2017-07-13,2017-08-10,584,572,0.002343355085673071,2665.585188678,1140173.5987948712
2017-08-09,2017-08-10,2017-09-07,593,584,0.055985811856874124,63833.54458630481,1204007.143381176
2017-09-06,2017-09-07,2017-10-12,605,590,0.010907074418849305,13132.195513684535,1217139.3388948606
2017-10-11,2017-10-12,2017-11-09,614,605,-0.03695468051465878,-44978.99541068263,1172160.343484178
2017-11-08,2017-11-09,2017-12-07,625,607,-0.08354835649348935,-97932.07024494698,1074228.273239231
2017-12-06,2017-12-07,2018-01-05,624,606,0.028349857421650748,30454.218384638196,1104682.4916238692
2018-01-04,2018-01-05,2018-02-02,630,596,-0.08632999684350351,-95367.2360149622,1009315.255608907
2018-02-01,2018-02-02,2018-03-09,632,601,0.035014133439596806,35340.29904251092,1044655.5546514179
2018-03-08,2018-03-09,2018-04-10,629,606,0.0002757603681775578,288.07460036943667,1044943.6292517873
2018-04-09,2018-04-10,2018-05-10,635,617,-0.01755973049489401,-18348.928512017825,1026594.7007397695
2018-05-09,2018-05-10,2018-06-07,641,621,-0.059166130018829644,-60739.63554061076,965855.0651991587
2018-06-06,2018-06-07,2018-07-06,645,633,-0.17635215661693493,-170330.6237272619,795524.4414718968
2018-07-05,2018-07-06,2018-08-03,653,643,0.0003735337371022496,297.1552175791003,795821.5966894759
2018-08-02,2018-08-03,2018-08-31,663,659,-0.026732519725440995,-21274.316531433375,774547.2801580426
