signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan
2010-01-04,2010-01-05,2010-02-02,284,276,-0.0786109073395641,-78610.90733956406
2010-02-01,2010-02-02,2010-03-09,282,274,0.06323264604950207,58261.87037006917
2010-03-08,2010-03-09,2010-04-07,286,275,0.027380660599596762,26823.490524806315
2010-04-06,2010-04-07,2010-05-06,286,276,-0.1172344448511724,-117993.47381944407
2010-05-05,2010-05-06,2010-06-03,290,278,-0.11334906751743856,-100708.49056004081
2010-06-02,2010-06-03,2010-07-06,294,281,-0.13633678820397765,-107402.37100968498
2010-07-05,2010-07-06,2010-08-03,297,291,0.21007974580532895,142931.9814778847
2010-08-02,2010-08-03,2010-08-31,305,302,0.07075371197209401,58251.67962423363
2010-08-30,2010-08-31,2010-10-08,308,293,0.007518885459287361,6628.3018925199285
2010-09-30,2010-10-08,2010-11-05,317,311,0.11737381232873512,104249.31690791075
2010-11-04,2010-11-05,2010-12-03,323,310,0.014323388562049066,14214.980535715353
2010-12-02,2010-12-03,2010-12-31,327,314,-0.05306368556733021,-53416.366911755875
2010-12-30,2010-12-31,2011-01-31,329,314,-0.07240189281943299,-69015.65713883808
2011-01-28,2011-01-31,2011-03-07,336,317,0.09062412667916564,80131.1536786214
2011-03-04,2011-03-07,2011-04-06,341,330,-0.03527010955657239,-34012.571725746384
2011-04-01,2011-04-06,2011-05-05,344,329,-0.08934907150953864,-83124.38407161506
2011-05-04,2011-05-05,2011-06-02,351,341,-0.10377384480285778,-87918.08883605094
2011-06-01,2011-06-02,2011-07-01,358,347,0.02381468505352413,18082.26325475506
2011-06-30,2011-07-01,2011-07-29,359,348,0.018541425713581416,14413.598666723585
2011-07-28,2011-07-29,2011-08-26,373,365,-0.03017401304970624,-23891.370918834466
2011-08-25,2011-08-26,2011-09-26,381,373,-0.08709306587492915,-66878.32586614857
2011-09-23,2011-09-26,2011-10-31,385,374,-0.03407456603241077,-23886.83740566636
2011-10-28,2011-10-31,2011-11-28,390,376,0.005152134167721867,3488.6635338928318
2011-11-25,2011-11-28,2011-12-26,395,380,-0.17320953882765067,-117889.60868453712
2011-12-23,2011-12-26,2012-02-01,399,387,-0.07391745077987821,-41595.48178986908
2012-01-31,2012-02-01,2012-02-29,405,393,0.14459245731075332,75351.95374367438
2012-02-28,2012-02-29,2012-03-28,406,396,-0.02658267278948334,-15856.17403566069
2012-03-27,2012-03-28,2012-05-02,411,395,-0.040066168309763506,-23263.585012958385
2012-04-27,2012-05-02,2012-05-30,400,376,-0.011390973913876778,-6348.936544023687
2012-05-29,2012-05-30,2012-06-28,416,395,-0.08288298030741725,-45669.89987507294
2012-06-27,2012-06-28,2012-07-26,423,414,-0.06489712598300879,-32795.54992591031
2012-07-25,2012-07-26,2012-08-23,432,426,0.00799249469350638,3776.862740529701
2012-08-22,2012-08-23,2012-09-20,435,431,-0.01444310517404146,-6879.655913780967
2012-09-19,2012-09-20,2012-10-25,444,433,-0.007040484439932548,-3305.1440116869053
2012-10-24,2012-10-25,2012-11-22,447,439,-0.07448107121363878,-34718.84752308676
2012-11-21,2012-11-22,2012-12-20,452,445,0.0022788119985945876,983.1350719321636
2012-12-19,2012-12-20,2013-01-22,453,448,0.14880292766618286,64343.50538265251
2013-01-21,2013-01-22,2013-02-26,455,448,0.01705469921252356,8471.939374339476
2013-02-25,2013-02-26,2013-03-26,461,450,-0.016566576016587842,-8369.814702383534
2013-03-25,2013-03-26,2013-04-25,462,452,-0.03774209520305616,-18752.279008424142
2013-04-24,2013-04-25,2013-05-28,464,456,0.07161167932614587,34237.60648514237
2013-05-27,2013-05-28,2013-06-28,465,447,-0.17559439289788192,-89963.76446525916
