signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan
2011-07-18,2011-07-19,2011-08-16,368,359,-0.04229336805178985,-42293.36805178982
2011-08-15,2011-08-16,2011-09-14,377,365,-0.0663727016831458,-63565.57658226881
2011-09-13,2011-09-14,2011-10-19,382,367,-0.061684219658384665,-55154.3932647726
2011-10-18,2011-10-19,2011-11-16,385,380,0.0945610627123259,79335.47036975366
2011-11-15,2011-11-16,2011-12-14,386,380,-0.15517929668817865,-142504.5826500262
2011-12-13,2011-12-14,2012-01-13,400,391,-0.06640436848274345,-51517.67445368599
2012-01-12,2012-01-13,2012-02-17,402,387,0.08107193861660722,58720.39503578679
2012-02-16,2012-02-17,2012-03-16,407,402,0.028673349097957157,22451.81356404198
2012-03-15,2012-03-16,2012-04-18,409,380,-0.04571859813555468,-36825.054516296834
2012-04-17,2012-04-18,2012-05-18,407,360,-0.0031385306617990327,-2412.4222700318787
2012-05-17,2012-05-18,2012-06-15,410,378,-0.05541172722745158,-42458.38304533099
2012-06-14,2012-06-15,2012-07-16,424,411,-0.049150195843832845,-35573.743163363775
2012-07-13,2012-07-16,2012-08-13,430,424,-0.0102583199643147,-7059.801250046119
2012-08-10,2012-08-13,2012-09-10,433,424,0.0009841594153354727,670.352981435135
2012-09-07,2012-09-10,2012-10-15,441,421,-0.038520617872361496,-26263.859293163754
2012-10-12,2012-10-15,2012-11-12,445,440,-0.04640466552854272,-30420.540129614878
2012-11-09,2012-11-12,2012-12-10,451,433,-0.0591749928251567,-36991.98238918104
2012-12-07,2012-12-10,2013-01-10,453,439,0.13624171625978865,80128.74671273457
2013-01-09,2013-01-10,2013-02-07,455,448,0.05251443024933655,35093.576610529795
2013-02-06,2013-02-07,2013-03-14,462,452,-0.021696971751167804,-15260.759794466896
2013-03-13,2013-03-14,2013-04-15,462,448,-0.03296095240947128,-22680.372498547775
2013-04-12,2013-04-15,2013-05-16,463,452,0.054890349304507424,36525.01777653326
2013-05-15,2013-05-16,2013-06-18,467,452,-0.03210379333439228,-22535.028500304208
2013-06-17,2013-06-18,2013-07-16,463,452,-0.04743223178203548,-32225.829723909963
2013-07-15,2013-07-16,2013-08-13,463,445,0.06959401597462733,45039.99454907386
2013-08-12,2013-08-13,2013-09-10,461,447,0.03593408121103736,24874.36142116005
2013-09-09,2013-09-10,2013-10-17,463,445,0.0383409305804252,27494.1416602456
2013-10-16,2013-10-17,2013-11-14,461,441,-0.06295598944090475,-46876.431599420495
2013-11-13,2013-11-14,2013-12-12,462,445,0.05879010826967046,41018.685569895315
2013-12-11,2013-12-12,2014-01-10,460,443,-0.03391841662729267,-25056.645295023685
2014-01-09,2014-01-10,2014-02-14,461,444,0.11139447106991929,79499.57254138566
2014-02-13,2014-02-14,2014-03-14,459,438,-0.04450378977450842,-35299.32373127318
2014-03-13,2014-03-14,2014-04-14,457,438,0.01058109668886531,8019.163007284398
2014-04-11,2014-04-14,2014-05-14,450,428,-0.0476164271114744,-36469.20818391163
2014-05-13,2014-05-14,2014-06-12,445,421,-0.0007009680813810926,-511.3045620203484
2014-06-11,2014-06-12,2014-07-10,445,416,0.025649526776545084,18696.324986060732
2014-07-09,2014-07-10,2014-08-07,444,423,0.07156089701186397,53499.73752252362
2014-08-06,2014-08-07,2014-09-04,452,433,0.07540030804992193,60404.02141194593
2014-09-03,2014-09-04,2014-10-10,451,425,0.08863223817363908,76358.01071548287
2014-10-09,2014-10-10,2014-11-07,450,432,0.003217228736547284,3017.3522933400236
2014-11-06,2014-11-07,2014-12-05,451,423,0.07622353125058945,71717.99290713924
2014-12-04,2014-12-05,2015-01-06,444,419,-0.053219993430572377,-53891.01488047221
2015-01-05,2015-01-06,2015-02-03,448,429,0.07573083957641447,72604.47602732049
2015-02-02,2015-02-03,2015-03-10,446,415,0.12474172939883688,128648.87835021457
2015-03-09,2015-03-10,2015-04-08,446,397,0.2815824572155541,326627.42427222035
2015-04-07,2015-04-08,2015-05-07,438,398,-0.010837734260086163,-16111.356356454547
2015-05-06,2015-05-07,2015-06-04,439,396,0.35937570173320665,528457.2450819055
2015-06-03,2015-06-04,2015-07-03,427,319,-0.3043523775231648,-608383.3891221362
2015-07-02,2015-07-03,2015-07-31,422,311,0.02390289193063433,33238.42237556237
2015-07-30,2015-07-31,2015-08-28,415,373,-0.1671654852596104,-238010.07288588653
2015-08-27,2015-08-28,2015-09-29,420,395,-0.01196582161339732,-14188.940357695566
2015-09-28,2015-09-29,2015-11-03,438,404,0.1346245740321388,157726.16698229057
2015-11-02,2015-11-03,2015-12-01,452,433,0.10098866843562848,134246.89155726926
2015-11-30,2015-12-01,2015-12-29,477,446,0.03682935040611168,53902.44940767973
2015-12-28,2015-12-29,2016-01-27,495,478,-0.29503340509048903,-447706.00141685666
2016-01-26,2016-01-27,2016-03-02,498,457,-0.04611470567674203,-49332.11143212835
2016-03-01,2016-03-02,2016-03-30,493,461,0.11131282322060687,113587.78063592012
2016-03-29,2016-03-30,2016-04-28,489,470,0.01647659365568921,18684.87397977966
2016-04-27,2016-04-28,2016-05-27,486,468,-0.09290662474665168,-107094.41110423952
2016-05-26,2016-05-27,2016-06-28,487,465,0.03960155421499634,41408.00912065804
2016-06-27,2016-06-28,2016-07-26,494,474,0.0392733052492904,42691.01621159469
2016-07-25,2016-07-26,2016-08-23,501,480,-0.01904537858598343,-21515.84573897766
2016-08-22,2016-08-23,2016-09-22,511,494,0.003973559269141003,4403.49415973993
2016-09-21,2016-09-22,2016-10-27,508,487,0.028063475205079014,31223.49075106019
2016-10-26,2016-10-27,2016-11-24,518,495,0.02335486782693552,26713.90323248552
2016-11-23,2016-11-24,2016-12-22,518,490,-0.07070290178382799,-82760.56231912575
2016-12-21,2016-12-22,2017-01-20,520,501,-0.07492080923772282,-81497.30267242854
