signal_date,entry,exit,n_sel,n_fill,capital_ret,net_yuan
2010-01-04,2010-01-05,2010-02-02,289,280,-0.0804142000052065,-80414.20000520651
2010-02-01,2010-02-02,2010-03-09,294,287,0.08765904460833007,80610.01266293053
2010-03-08,2010-03-09,2010-04-07,297,283,0.04694131095594822,46950.5026588036
2010-04-06,2010-04-07,2010-05-06,300,291,-0.08720601690286878,-91317.45927326987
2010-05-05,2010-05-06,2010-06-03,305,292,-0.11230291239201484,-107342.36428198579
2010-06-02,2010-06-03,2010-07-06,312,297,-0.13139279325479747,-111485.01019147725
2010-07-05,2010-07-06,2010-08-03,316,305,0.19340102289101924,142536.84040779492
2010-08-02,2010-08-03,2010-08-31,321,319,0.06661159595675925,58587.451332057244
2010-08-30,2010-08-31,2010-10-08,324,308,0.01070231274329081,10040.115418501431
2010-09-30,2010-10-08,2010-11-05,334,329,0.12939297322408394,122686.00345219113
2010-11-04,2010-11-05,2010-12-03,339,325,0.017285758269375506,18510.486950532766
2010-12-02,2010-12-03,2010-12-31,343,326,-0.05589319408984583,-60887.94289093802
2010-12-30,2010-12-31,2011-01-31,345,332,-0.06973315882765163,-71718.77121249877
2011-01-28,2011-01-31,2011-03-07,353,335,0.10698170751527059,102355.35471954336
2011-03-04,2011-03-07,2011-04-06,357,343,-0.011171976468842604,-11832.363390505197
2011-04-01,2011-04-06,2011-05-05,361,343,-0.08020488719185437,-83996.86649150774
2011-05-04,2011-05-05,2011-06-02,369,352,-0.1078175175113234,-103858.65124710486
2011-06-01,2011-06-02,2011-07-01,378,369,0.013782351447325203,11844.871738394722
2011-06-30,2011-07-01,2011-07-29,378,366,0.023362799480389107,20355.259819630766
2011-07-28,2011-07-29,2011-08-26,389,382,-0.032832742400580095,-29274.437148047728
2011-08-25,2011-08-26,2011-09-26,395,383,-0.09081156821694158,-78311.24987730756
2011-09-23,2011-09-26,2011-10-31,401,391,-0.027656880972771747,-21684.034115373855
