date,open_interest,mm_long,mm_short,mm_net,mm_net_oi,com_net,knowledge_time_utc
2018-08-21,483730.0,107143.0,197171.0,-90028.0,-0.18611208732143963,-37399.0,2018-08-21T21:00:00Z
2018-08-28,479283.0,105971.0,181743.0,-75772.0,-0.15809448697324963,-41192.0,2018-08-28T21:00:00Z
2018-09-04,473118.0,101651.0,184373.0,-82722.0,-0.1748443305898317,-38616.0,2018-09-04T21:00:00Z
2018-09-11,469450.0,100593.0,175812.0,-75219.0,-0.16022792629673022,-40357.0,2018-09-11T21:00:00Z
2018-09-18,469436.0,97904.0,180367.0,-82463.0,-0.17566398827529206,-38971.0,2018-09-18T21:00:00Z
2018-09-25,460279.0,98513.0,182190.0,-83677.0,-0.18179625835634475,-40525.0,2018-09-25T21:00:00Z
2018-10-02,459776.0,100671.0,180274.0,-79603.0,-0.17313430888084633,-38610.0,2018-10-02T21:00:00Z
2018-10-09,465253.0,82218.0,191672.0,-109454.0,-0.23525694622065843,-34133.0,2018-10-09T21:00:00Z
2018-10-16,474418.0,95333.0,144715.0,-49382.0,-0.10408964246719138,-61957.0,2018-10-16T21:00:00Z
2018-10-23,477832.0,99368.0,137484.0,-38116.0,-0.0797686216075943,-67924.0,2018-10-23T21:00:00Z
2018-10-30,474941.0,80105.0,135628.0,-55523.0,-0.11690504715322535,-61054.0,2018-10-30T21:00:00Z
2018-11-06,494911.0,82188.0,129634.0,-47446.0,-0.0958677418768223,-62311.0,2018-11-06T21:00:00Z
2018-11-13,539520.0,79529.0,158723.0,-79194.0,-0.14678603202846974,-41963.0,2018-11-13T21:00:00Z
2018-11-20,525940.0,84356.0,136207.0,-51851.0,-0.09858729132600677,-46110.0,2018-11-20T21:00:00Z
2018-11-27,442801.0,79992.0,138382.0,-58390.0,-0.13186510418901493,-41014.0,2018-11-27T21:00:00Z
2018-12-04,399919.0,99414.0,109201.0,-9787.0,-0.024472455672273637,-55547.0,2018-12-04T21:00:00Z
2018-12-11,402250.0,89942.0,90008.0,-66.0,-0.00016407706650093225,-64180.0,2018-12-11T21:00:00Z
2018-12-18,412485.0,100828.0,89630.0,11198.0,0.027147653854079544,-60438.0,2018-12-18T21:00:00Z
2018-12-24,442727.0,119146.0,77178.0,41968.0,0.09479430890819851,-65895.0,2018-12-24T21:00:00Z
2018-12-31,451360.0,121205.0,71021.0,50184.0,0.11118397731300957,-72897.0,2018-12-31T21:00:00Z
2019-01-08,455232.0,112690.0,80219.0,32471.0,0.07132846548573035,-62051.0,2019-01-08T21:00:00Z
2019-01-15,501605.0,115651.0,90716.0,24935.0,0.04971042952123683,-59951.0,2019-01-15T21:00:00Z
2019-01-22,513509.0,105295.0,89085.0,16210.0,0.03156711956362985,-60043.0,2019-01-22T21:00:00Z
2019-01-29,483390.0,126404.0,94007.0,32397.0,0.067020418295786,-70658.0,2019-01-29T21:00:00Z
2019-02-05,479736.0,134954.0,90079.0,44875.0,0.09354103090032852,-73567.0,2019-02-05T21:00:00Z
2019-02-12,476083.0,132365.0,89746.0,42619.0,0.089520104687628,-74167.0,2019-02-12T21:00:00Z
2019-02-19,504639.0,166411.0,84034.0,82377.0,0.16323946425068217,-88437.0,2019-02-19T21:00:00Z
2019-02-26,501268.0,154217.0,75658.0,78559.0,0.1567205566682892,-85749.0,2019-02-26T21:00:00Z
2019-03-05,471311.0,125903.0,94656.0,31247.0,0.06629804948324991,-72181.0,2019-03-05T21:00:00Z
2019-03-12,530030.0,123293.0,105886.0,17407.0,0.0328415372714752,-60321.0,2019-03-12T21:00:00Z
2019-03-19,514163.0,123909.0,93434.0,30475.0,0.05927108718441428,-63997.0,2019-03-19T21:00:00Z
2019-03-26,509575.0,135373.0,77386.0,57987.0,0.11379482902418682,-69349.0,2019-03-26T21:00:00Z
2019-04-02,440170.0,110816.0,86198.0,24618.0,0.05592839130336007,-58235.0,2019-04-02T21:00:00Z
2019-04-09,447539.0,117917.0,80880.0,37037.0,0.0827570334652399,-59597.0,2019-04-09T21:00:00Z
2019-04-16,440581.0,96196.0,111583.0,-15387.0,-0.03492433854387729,-43210.0,2019-04-16T21:00:00Z
2019-04-23,440048.0,88989.0,122818.0,-33829.0,-0.07687570446860342,-35983.0,2019-04-23T21:00:00Z
2019-04-30,430011.0,95159.0,95083.0,76.0,0.00017673966479927257,-50975.0,2019-04-30T21:00:00Z
2019-05-07,450039.0,102975.0,93428.0,9547.0,0.02121371703341266,-47952.0,2019-05-07T21:00:00Z
2019-05-14,517995.0,138467.0,85921.0,52546.0,0.1014411336016757,-64882.0,2019-05-14T21:00:00Z
2019-05-21,508643.0,114986.0,99049.0,15937.0,0.03133238833523709,-62732.0,2019-05-21T21:00:00Z
2019-05-28,505126.0,119314.0,93040.0,26274.0,0.05201474483594192,-62796.0,2019-05-28T21:00:00Z
2019-06-04,481495.0,159663.0,63481.0,96182.0,0.19975700682250075,-86770.0,2019-06-04T21:00:00Z
2019-06-11,496663.0,169640.0,40480.0,129160.0,0.26005561114880715,-92616.0,2019-06-11T21:00:00Z
2019-06-18,525636.0,191766.0,41250.0,150516.0,0.2863502499828779,-102252.0,2019-06-18T21:00:00Z
2019-06-25,577605.0,204918.0,27177.0,177741.0,0.3077206741631392,-127488.0,2019-06-25T21:00:00Z
2019-07-02,605949.0,214186.0,20099.0,194087.0,0.320302533711583,-143506.0,2019-07-02T21:00:00Z
2019-07-09,598977.0,208301.0,25690.0,182611.0,0.30487147252732577,-149614.0,2019-07-09T21:00:00Z
2019-07-16,601900.0,211322.0,31263.0,180059.0,0.2991510217644127,-137000.0,2019-07-16T21:00:00Z
2019-07-23,616859.0,208153.0,29980.0,178173.0,0.2888391026150222,-140198.0,2019-07-23T21:00:00Z
2019-07-30,563298.0,215581.0,29868.0,185713.0,0.3296887260384379,-134591.0,2019-07-30T21:00:00Z
2019-08-06,600317.0,248687.0,21854.0,226833.0,0.3778553664147442,-139330.0,2019-08-06T21:00:00Z
2019-08-13,593962.0,245631.0,22020.0,223611.0,0.376473579117856,-138856.0,2019-08-13T21:00:00Z
2019-08-20,594807.0,249696.0,19850.0,229846.0,0.38642114164762686,-145317.0,2019-08-20T21:00:00Z
2019-08-27,636183.0,258269.0,31553.0,226716.0,0.3563691579309727,-144334.0,2019-08-27T21:00:00Z
2019-09-03,634358.0,265175.0,33549.0,231626.0,0.3651345139495364,-154657.0,2019-09-03T21:00:00Z
2019-09-10,614753.0,239475.0,33294.0,206181.0,0.33538835922720184,-153828.0,2019-09-10T21:00:00Z
2019-09-17,630990.0,241936.0,28080.0,213856.0,0.33892137751786877,-159561.0,2019-09-17T21:00:00Z
2019-09-24,658944.0,265508.0,27637.0,237871.0,0.36098818716006215,-164408.0,2019-09-24T21:00:00Z
2019-10-01,604885.0,219990.0,29179.0,190811.0,0.3154500442232821,-150699.0,2019-10-01T21:00:00Z
2019-10-08,616957.0,231976.0,31475.0,200501.0,0.32498375089349824,-154242.0,2019-10-08T21:00:00Z
2019-10-15,607387.0,213987.0,38200.0,175787.0,0.28941515047243355,-145311.0,2019-10-15T21:00:00Z
2019-10-22,625528.0,218317.0,33879.0,184438.0,0.2948517092760036,-145266.0,2019-10-22T21:00:00Z
2019-10-29,643442.0,230664.0,32106.0,198558.0,0.30858725417364735,-139575.0,2019-10-29T21:00:00Z
2019-11-05,690181.0,233167.0,35920.0,197247.0,0.2857902492244788,-140140.0,2019-11-05T21:00:00Z
2019-11-12,708463.0,209432.0,33991.0,175441.0,0.24763607979527513,-122571.0,2019-11-12T21:00:00Z
2019-11-19,719211.0,221795.0,26596.0,195199.0,0.27140713921227566,-127238.0,2019-11-19T21:00:00Z
2019-11-26,669268.0,218724.0,24437.0,194287.0,0.29029775814770764,-120996.0,2019-11-26T21:00:00Z
2019-12-03,701016.0,232276.0,24314.0,207962.0,0.29665799354080363,-128811.0,2019-12-03T21:00:00Z
2019-12-10,690003.0,212929.0,29281.0,183648.0,0.2661553645418933,-122178.0,2019-12-10T21:00:00Z
2019-12-17,716987.0,228616.0,26895.0,201721.0,0.2813454079362666,-133343.0,2019-12-17T21:00:00Z
2019-12-24,748737.0,245366.0,26520.0,218846.0,0.2922868777688294,-137148.0,2019-12-24T21:00:00Z
2019-12-31,786166.0,258357.0,25625.0,232732.0,0.2960341709002933,-146107.0,2019-12-31T21:00:00Z
2020-01-07,785857.0,261083.0,31326.0,229757.0,0.29236489590345316,-143748.0,2020-01-07T21:00:00Z
2020-01-14,796883.0,262402.0,31943.0,230459.0,0.2892005476337179,-141140.0,2020-01-14T21:00:00Z
2020-01-21,793829.0,258269.0,34437.0,223832.0,0.2819650075771986,-142587.0,2020-01-21T21:00:00Z
2020-01-28,715539.0,254259.0,34321.0,219938.0,0.3073738817870165,-138963.0,2020-01-28T21:00:00Z
2020-02-04,654572.0,223762.0,42152.0,181610.0,0.27744847014537743,-138634.0,2020-02-04T21:00:00Z
2020-02-11,658024.0,231499.0,35828.0,195671.0,0.2973614944135776,-141753.0,2020-02-11T21:00:00Z
2020-02-18,715317.0,278286.0,39740.0,238546.0,0.33348291736391,-159081.0,2020-02-18T21:00:00Z
2020-02-25,732917.0,263218.0,32372.0,230846.0,0.3149688163871216,-163655.0,2020-02-25T21:00:00Z
2020-03-03,691985.0,242921.0,27560.0,215361.0,0.31122206406208225,-160340.0,2020-03-03T21:00:00Z
2020-03-10,633470.0,220642.0,10457.0,210185.0,0.33179945380207426,-140795.0,2020-03-10T21:00:00Z
2020-03-17,573925.0,164979.0,10900.0,154079.0,0.2684653918194886,-133378.0,2020-03-17T21:00:00Z
2020-03-24,547334.0,158965.0,1556.0,157409.0,0.28759221974151067,-134782.0,2020-03-24T21:00:00Z
2020-03-31,495652.0,156820.0,4222.0,152598.0,0.3078732659204442,-112209.0,2020-03-31T21:00:00Z
2020-04-07,480050.0,157005.0,4523.0,152482.0,0.3176377460681179,-109933.0,2020-04-07T21:00:00Z
2020-04-14,489965.0,162412.0,7168.0,155244.0,0.316847121733185,-108251.0,2020-04-14T21:00:00Z
2020-04-21,493158.0,155492.0,9221.0,146271.0,0.29660068375652426,-108453.0,2020-04-21T21:00:00Z
2020-04-28,500816.0,154025.0,7619.0,146406.0,0.2923349094278138,-112926.0,2020-04-28T21:00:00Z
2020-05-05,490343.0,142326.0,9085.0,133241.0,0.27173019702534756,-108594.0,2020-05-05T21:00:00Z
2020-05-12,496739.0,144015.0,21798.0,122217.0,0.24603866416770176,-105176.0,2020-05-12T21:00:00Z
2020-05-19,528205.0,153961.0,26897.0,127064.0,0.24055811664031956,-107310.0,2020-05-19T21:00:00Z
2020-05-26,519374.0,145566.0,32485.0,113081.0,0.21772556962805223,-88466.0,2020-05-26T21:00:00Z
2020-06-02,475745.0,133655.0,33300.0,100355.0,0.210942837024036,-81863.0,2020-06-02T21:00:00Z
2020-06-09,475661.0,126407.0,35230.0,91177.0,0.19168483436733305,-82891.0,2020-06-09T21:00:00Z
2020-06-16,489563.0,135945.0,31257.0,104688.0,0.21383968968243106,-87577.0,2020-06-16T21:00:00Z
2020-06-23,532101.0,161593.0,32078.0,129515.0,0.24340303814501382,-94170.0,2020-06-23T21:00:00Z
2020-06-30,561628.0,173526.0,34971.0,138555.0,0.2467024436103613,-95423.0,2020-06-30T21:00:00Z
2020-07-07,572776.0,179810.0,40467.0,139343.0,0.2432766037683143,-92353.0,2020-07-07T21:00:00Z
2020-07-14,580175.0,177400.0,42427.0,134973.0,0.23264187529624683,-96252.0,2020-07-14T21:00:00Z
2020-07-21,603138.0,181256.0,40987.0,140269.0,0.23256534988675892,-100258.0,2020-07-21T21:00:00Z
2020-07-28,598629.0,159894.0,42758.0,117136.0,0.19567378125683854,-90475.0,2020-07-28T21:00:00Z
2020-08-04,561837.0,165357.0,51885.0,113472.0,0.20196605065170148,-97590.0,2020-08-04T21:00:00Z
2020-08-11,553345.0,155418.0,57726.0,97692.0,0.17654808482953674,-93647.0,2020-08-11T21:00:00Z
2020-08-18,544010.0,151016.0,55578.0,95438.0,0.17543427510523704,-90992.0,2020-08-18T21:00:00Z
2020-08-25,549282.0,145055.0,58206.0,86849.0,0.15811368295338277,-93059.0,2020-08-25T21:00:00Z
2020-09-01,547704.0,147175.0,49433.0,97742.0,0.1784577070826578,-97860.0,2020-09-01T21:00:00Z
2020-09-08,557457.0,155528.0,51236.0,104292.0,0.18708528191412074,-101177.0,2020-09-08T21:00:00Z
2020-09-15,578925.0,166571.0,55473.0,111098.0,0.1919039599257244,-101941.0,2020-09-15T21:00:00Z
2020-09-22,575877.0,144670.0,63222.0,81448.0,0.14143297961196574,-93037.0,2020-09-22T21:00:00Z
2020-09-29,562396.0,140320.0,45948.0,94372.0,0.16780346944146118,-96842.0,2020-09-29T21:00:00Z
2020-10-06,555555.0,139350.0,44738.0,94612.0,0.1703017703017703,-97386.0,2020-10-06T21:00:00Z
2020-10-13,553197.0,138169.0,56388.0,81781.0,0.1478334119671654,-100514.0,2020-10-13T21:00:00Z
2020-10-20,562993.0,149108.0,58543.0,90565.0,0.16086345656162687,-101608.0,2020-10-20T21:00:00Z
2020-10-27,560900.0,149140.0,47265.0,101875.0,0.18162774113032626,-94068.0,2020-10-27T21:00:00Z
2020-11-03,544774.0,140094.0,49399.0,90695.0,0.1664818805596449,-92638.0,2020-11-03T21:00:00Z
2020-11-10,547449.0,130105.0,50322.0,79783.0,0.1457359498327698,-92856.0,2020-11-10T21:00:00Z
2020-11-17,557533.0,139550.0,49103.0,90447.0,0.16222716861602812,-97499.0,2020-11-17T21:00:00Z
2020-11-24,555253.0,137503.0,52155.0,85348.0,0.15371011052619257,-95651.0,2020-11-24T21:00:00Z
2020-12-01,538042.0,134446.0,48903.0,85543.0,0.15898944692050063,-100925.0,2020-12-01T21:00:00Z
2020-12-08,549520.0,147844.0,49033.0,98811.0,0.17981329159994178,-102873.0,2020-12-08T21:00:00Z
2020-12-15,550366.0,151901.0,50022.0,101879.0,0.18511136225711616,-104102.0,2020-12-15T21:00:00Z
2020-12-21,560769.0,158194.0,50070.0,108124.0,0.1928137967683663,-107741.0,2020-12-21T21:00:00Z
2020-12-29,556414.0,159673.0,50678.0,108995.0,0.19588831337816806,-105484.0,2020-12-29T21:00:00Z
2021-01-05,568888.0,167096.0,50527.0,116569.0,0.20490676547932107,-105460.0,2021-01-05T21:00:00Z
2021-01-12,555538.0,131057.0,52823.0,78234.0,0.14082565009054285,-98734.0,2021-01-12T21:00:00Z
2021-01-19,541330.0,127161.0,49090.0,78071.0,0.14422071564480077,-100895.0,2021-01-19T21:00:00Z
2021-01-26,534574.0,142815.0,46416.0,96399.0,0.18032863551164105,-102735.0,2021-01-26T21:00:00Z
2021-02-02,520011.0,137062.0,49284.0,87778.0,0.16880027537879005,-104127.0,2021-02-02T21:00:00Z
2021-02-09,506741.0,134733.0,47093.0,87640.0,0.17294831087281273,-102996.0,2021-02-09T21:00:00Z
2021-02-16,503016.0,125997.0,58041.0,67956.0,0.1350970943270194,-99833.0,2021-02-16T21:00:00Z
2021-02-23,481125.0,125124.0,56001.0,69123.0,0.14366952455183166,-93070.0,2021-02-23T21:00:00Z
2021-03-02,467008.0,106608.0,60648.0,45960.0,0.09841373167054954,-86895.0,2021-03-02T21:00:00Z
2021-03-09,473871.0,96223.0,66793.0,29430.0,0.06210550972733086,-81679.0,2021-03-09T21:00:00Z
2021-03-16,476467.0,100669.0,59548.0,41121.0,0.08630398327691109,-79074.0,2021-03-16T21:00:00Z
2021-03-23,485457.0,107941.0,64420.0,43521.0,0.08964954671577503,-77573.0,2021-03-23T21:00:00Z
2021-03-30,467321.0,113009.0,69936.0,43073.0,0.09217005013684385,-72888.0,2021-03-30T21:00:00Z
2021-04-06,463353.0,121563.0,55091.0,66472.0,0.14345865894900864,-78611.0,2021-04-06T21:00:00Z
2021-04-13,460733.0,112070.0,58263.0,53807.0,0.11678564374594397,-75052.0,2021-04-13T21:00:00Z
2021-04-20,471738.0,116843.0,60419.0,56424.0,0.11960876588275696,-75765.0,2021-04-20T21:00:00Z
2021-04-27,473305.0,117144.0,66493.0,50651.0,0.10701556079061071,-71726.0,2021-04-27T21:00:00Z
2021-05-04,470341.0,117434.0,63809.0,53625.0,0.11401302459279544,-67243.0,2021-05-04T21:00:00Z
2021-05-11,498693.0,131295.0,49680.0,81615.0,0.16365780149310297,-70791.0,2021-05-11T21:00:00Z
2021-05-18,520410.0,141776.0,49786.0,91990.0,0.17676447416460098,-65164.0,2021-05-18T21:00:00Z
2021-05-25,510164.0,143862.0,36607.0,107255.0,0.2102363161649979,-78460.0,2021-05-25T21:00:00Z
2021-06-01,489198.0,147270.0,37297.0,109973.0,0.22480263615141519,-69803.0,2021-06-01T21:00:00Z
2021-06-08,491858.0,145037.0,37373.0,107664.0,0.21889244456733448,-65056.0,2021-06-08T21:00:00Z
2021-06-15,480127.0,138546.0,41754.0,96792.0,0.20159666088347458,-64141.0,2021-06-15T21:00:00Z
2021-06-22,453940.0,110038.0,47502.0,62536.0,0.1377626999162885,-56210.0,2021-06-22T21:00:00Z
2021-06-29,453360.0,115438.0,54056.0,61382.0,0.13539350626433738,-54455.0,2021-06-29T21:00:00Z
2021-07-06,465811.0,131218.0,53258.0,77960.0,0.16736401673640167,-60850.0,2021-07-06T21:00:00Z
2021-07-13,495798.0,135938.0,49647.0,86291.0,0.17404467141860194,-61169.0,2021-07-13T21:00:00Z
2021-07-20,490520.0,135163.0,44735.0,90428.0,0.18435130066052352,-63830.0,2021-07-20T21:00:00Z
2021-07-27,500187.0,131635.0,41405.0,90230.0,0.18039253319258597,-56286.0,2021-07-27T21:00:00Z
2021-08-03,485663.0,132920.0,43047.0,89873.0,0.18505218639262205,-56399.0,2021-08-03T21:00:00Z
2021-08-10,477232.0,111892.0,76489.0,35403.0,0.07418404465752507,-47631.0,2021-08-10T21:00:00Z
2021-08-17,485485.0,117272.0,58194.0,59078.0,0.12168862065769283,-51836.0,2021-08-17T21:00:00Z
2021-08-24,504735.0,126636.0,51192.0,75444.0,0.1494724954679188,-55166.0,2021-08-24T21:00:00Z
2021-08-31,507113.0,136555.0,54878.0,81677.0,0.1610627217207999,-52741.0,2021-08-31T21:00:00Z
2021-09-07,506772.0,129044.0,61449.0,67595.0,0.13338345449235553,-52575.0,2021-09-07T21:00:00Z
2021-09-14,506356.0,130837.0,59615.0,71222.0,0.14065598116740002,-54037.0,2021-09-14T21:00:00Z
2021-09-21,492765.0,119777.0,72933.0,46844.0,0.09506356985581363,-46813.0,2021-09-21T21:00:00Z
2021-09-28,490858.0,118923.0,88062.0,30861.0,0.0628715432976543,-41860.0,2021-09-28T21:00:00Z
2021-10-05,483789.0,126745.0,72579.0,54166.0,0.1119620330350628,-42808.0,2021-10-05T21:00:00Z
2021-10-12,484382.0,131668.0,73149.0,58519.0,0.12081167343130009,-47840.0,2021-10-12T21:00:00Z
2021-10-19,485974.0,124560.0,66761.0,57799.0,0.11893434628189986,-50652.0,2021-10-19T21:00:00Z
2021-10-26,509794.0,141280.0,54918.0,86362.0,0.16940568151057095,-51095.0,2021-10-26T21:00:00Z
2021-11-02,507616.0,136944.0,51705.0,85239.0,0.167920238920759,-52321.0,2021-11-02T21:00:00Z
2021-11-09,571025.0,168133.0,42523.0,125610.0,0.21997285582942955,-58800.0,2021-11-09T21:00:00Z
2021-11-16,612612.0,185468.0,43083.0,142385.0,0.2324228059522177,-68194.0,2021-11-16T21:00:00Z
2021-11-23,559823.0,152273.0,46934.0,105339.0,0.1881648306696938,-68526.0,2021-11-23T21:00:00Z
2021-11-30,531868.0,137469.0,45384.0,92085.0,0.17313506358720585,-53823.0,2021-11-30T21:00:00Z
2021-12-07,499307.0,125067.0,44326.0,80741.0,0.1617061246888187,-54147.0,2021-12-07T21:00:00Z
2021-12-14,503709.0,121492.0,58075.0,63417.0,0.12590007325658267,-51523.0,2021-12-14T21:00:00Z
2021-12-21,500846.0,124120.0,52372.0,71748.0,0.14325361488361693,-55793.0,2021-12-21T21:00:00Z
2021-12-28,508912.0,130389.0,46726.0,83663.0,0.16439580909862608,-58153.0,2021-12-28T21:00:00Z
2022-01-04,502717.0,124252.0,44744.0,79508.0,0.15815657715971412,-53475.0,2022-01-04T21:00:00Z
2022-01-11,546516.0,119297.0,44987.0,74310.0,0.13597040159848933,-50706.0,2022-01-11T21:00:00Z
2022-01-18,539204.0,119807.0,48014.0,71793.0,0.13314626746092387,-50962.0,2022-01-18T21:00:00Z
2022-01-25,572078.0,140640.0,39265.0,101375.0,0.17720485668038274,-65770.0,2022-01-25T21:00:00Z
2022-02-01,515331.0,108309.0,58395.0,49914.0,0.09685813583890741,-52333.0,2022-02-01T21:00:00Z
2022-02-08,512842.0,117234.0,47767.0,69467.0,0.13545497443657112,-53491.0,2022-02-08T21:00:00Z
2022-02-15,558645.0,151530.0,43824.0,107706.0,0.19279864672555916,-63682.0,2022-02-15T21:00:00Z
2022-02-22,611488.0,183356.0,44380.0,138976.0,0.22727510597100842,-70911.0,2022-02-22T21:00:00Z
2022-03-01,615600.0,187215.0,38594.0,148621.0,0.24142462638076673,-75814.0,2022-03-01T21:00:00Z
2022-03-08,638502.0,181510.0,38537.0,142973.0,0.2239194239015696,-76077.0,2022-03-08T21:00:00Z
2022-03-15,617605.0,165597.0,39060.0,126537.0,0.20488338015398191,-67438.0,2022-03-15T21:00:00Z
2022-03-22,605191.0,152589.0,37457.0,115132.0,0.19024076696447897,-64913.0,2022-03-22T21:00:00Z
2022-03-29,574521.0,146486.0,38184.0,108302.0,0.1885083399910534,-51926.0,2022-03-29T21:00:00Z
2022-04-05,560666.0,148320.0,46693.0,101627.0,0.18126121434151526,-52344.0,2022-04-05T21:00:00Z
2022-04-12,577639.0,165244.0,48219.0,117025.0,0.20259193025401678,-51729.0,2022-04-12T21:00:00Z
2022-04-19,575202.0,157560.0,56294.0,101266.0,0.17605293444737674,-49949.0,2022-04-19T21:00:00Z
2022-04-26,557785.0,138215.0,57098.0,81117.0,0.14542700144320841,-44173.0,2022-04-26T21:00:00Z
2022-05-03,560441.0,128828.0,60981.0,67847.0,0.12106002237523665,-40181.0,2022-05-03T21:00:00Z
2022-05-10,571447.0,123931.0,61939.0,61992.0,0.10848250143932858,-42901.0,2022-05-10T21:00:00Z
2022-05-17,555756.0,115572.0,72212.0,43360.0,0.07801985043796199,-37557.0,2022-05-17T21:00:00Z
2022-05-24,530098.0,121174.0,60117.0,61057.0,0.11518058924953499,-42010.0,2022-05-24T21:00:00Z
2022-05-31,513722.0,112731.0,61938.0,50793.0,0.09887254195849117,-45299.0,2022-05-31T21:00:00Z
2022-06-07,494130.0,115215.0,57684.0,57531.0,0.1164288749924109,-44542.0,2022-06-07T21:00:00Z
2022-06-14,497456.0,109111.0,72206.0,36905.0,0.07418746582612332,-41055.0,2022-06-14T21:00:00Z
2022-06-21,500276.0,113220.0,63417.0,49803.0,0.09955104782160247,-44189.0,2022-06-21T21:00:00Z
2022-06-28,497005.0,110850.0,74748.0,36102.0,0.07263910825846823,-43787.0,2022-06-28T21:00:00Z
2022-07-05,498210.0,103472.0,86438.0,17034.0,0.03419040163786355,-38490.0,2022-07-05T21:00:00Z
2022-07-12,542493.0,91669.0,97802.0,-6133.0,-0.011305214998165876,-28069.0,2022-07-12T21:00:00Z
2022-07-19,524786.0,91056.0,109794.0,-18738.0,-0.0357059830102175,-25043.0,2022-07-19T21:00:00Z
2022-07-26,487515.0,92216.0,111309.0,-19093.0,-0.039163923161338626,-25165.0,2022-07-26T21:00:00Z
2022-08-02,459649.0,96634.0,80779.0,15855.0,0.034493711505953456,-30387.0,2022-08-02T21:00:00Z
2022-08-09,453540.0,100013.0,59279.0,40734.0,0.08981346738986638,-36461.0,2022-08-09T21:00:00Z
2022-08-16,453960.0,96765.0,60392.0,36373.0,0.08012379945369637,-34524.0,2022-08-16T21:00:00Z
2022-08-23,457762.0,95850.0,73739.0,22111.0,0.04830239294655301,-32187.0,2022-08-23T21:00:00Z
