strategy_id,information_set,target,start,end,trades,gross_return,net_return,CAGR,max_dd,Sharpe,Sortino,Calmar,turnover,data_cost,live_external_dependency,status,family,dataset_id,timeframe,economic_status,replay_kind,validation_net_return,validation_trades,level1_dataset_status
HYP-RI-0003,IS-A,GOLD,2018,2024,432,-0.6645909473226879,-0.6645909473226879,-0.18706585131580555,-0.6645909473226879,-5.76095681062793,-1.6173384974305944,-0.28147517216327195,237.32008078264627,0.0,NO,LOSS,REGIME_INTERACTION_V1,GOLD,H1,LOSS,STRATEGY_REPLAY,-0.25975295391549,136,NO_EDGE
HYP-RT-0001,IS-A,OIL,2020,2024,20,-0.029518857207883054,-0.029518857207883054,-0.005382711445376165,-0.03032215861194345,-0.6636418758720646,-0.18822420520894037,-0.17751742263019477,1.8199837066393425,0.0,NO,POSITIVE_BUT_WEAK,REGIME_TRANSITION_V0.9,OIL,D1,POSITIVE_BUT_WEAK,STRATEGY_REPLAY,0.003184855882099491,5,WEAK_EDGE
HYP-RT-0002,IS-A,GOLD,2020,2024,12,-0.02189371041535848,-0.02189371041535848,-0.003979556877649615,-0.02406433808622965,-0.7977042372109067,-0.10444397060011404,-0.16537154952651031,3.7393786231283253,0.0,NO,LOSS,REGIME_TRANSITION_V0.9,GOLD,D1,LOSS,STRATEGY_REPLAY,-0.005472844707004709,3,NO_EDGE
HYP-RT-0003,IS-A,GOLD,2020,2024,24,-0.03135993930736225,-0.03135993930736225,-0.005722855500488788,-0.03246487305196518,-0.6482817833027861,-0.17248922773049996,-0.1762783883777537,7.0599070975568425,0.0,NO,LOSS,REGIME_TRANSITION_V0.9,GOLD,D1,LOSS,STRATEGY_REPLAY,-0.00470926550978179,3,NO_EDGE
HYP-SUP-0001,IS-B,OIL,2018,2024,7,-0.009823159462375775,-0.009823159462375775,-0.0014831917626654256,-0.016294508174508882,-0.2915287486198758,-0.048649945879290064,-0.09102402765280942,0.7237721313453831,0.0,YES,LOSS,SUPPLY_V1,OIL,D1,LOSS,STRATEGY_REPLAY,-0.004015877011173119,1,NO_EDGE
HYP-SUP-0002,IS-B,OIL,2018,2024,1,0.0029215181176469596,0.0029215181176469596,0.00043872939492839436,0.0,0.38776022904202423,,,0.18364747712418292,0.0,YES,POSITIVE_BUT_WEAK,SUPPLY_V1,OIL,D1,POSITIVE_BUT_WEAK,STRATEGY_REPLAY,0.0,0,WEAK_EDGE
HYP-SUP-0003,IS-B,GOLD,2018,2024,7,0.0025028791281163087,0.0025028791281163087,0.0003754802128150825,-0.008079797250487072,0.12011003656595862,0.01070975683191532,0.04647148946620505,1.8716043013496493,0.0,YES,POSITIVE_BUT_WEAK,SUPPLY_V1,GOLD,D1,POSITIVE_BUT_WEAK,STRATEGY_REPLAY,0.007936087579521134,1,WEAK_EDGE
HYP-SZ-0001,IS-B,GOLD,2018,2024,66,0.02243352546651667,0.02243352546651667,0.0034506533085782998,-0.040009527404727706,0.24697197823935116,0.11268152498603513,0.08624579025071301,20.08441222905568,0.0,NO,POSITIVE_BUT_WEAK,SIZE_SPREAD_V1,GOLD,D1,POSITIVE_BUT_WEAK,STRATEGY_REPLAY,-0.012416871374598681,20,WEAK_EDGE
HYP-SZ-0002,IS-B,GOLD,2018,2024,65,-0.10101755952101754,-0.10101755952101754,-0.01639881864706405,-0.10920323891762837,-1.1009935059656208,-0.6097462470354718,-0.15016787789081626,18.71906708193787,0.0,NO,LOSS,SIZE_SPREAD_V1,GOLD,D1,LOSS,STRATEGY_REPLAY,-0.05021178609598287,19,NO_EDGE
HYP-SZ-0003,IS-B,US2000,2009,2015,66,-0.0157712519233415,-0.0157712519233415,-0.002465242933432754,-0.021143484658772648,-0.41818281756455133,-0.114889661855399,-0.11659586738981077,16.372829659128552,0.0,NO,LOSS,SIZE_SPREAD_V1,US2000,D1,LOSS,STRATEGY_REPLAY,-0.02455118053752392,20,NO_EDGE
HYP-TS-0001,IS-A,GOLD,2018,2024,1395,-0.966641613138269,-0.966641613138269,-0.4751688987003376,-0.9666193314325581,-11.151061507994948,-6.6519586870263,-0.49157810448103023,395.39074463548747,0.0,NO,LOSS,TIME_STRUCTURE_V1,GOLD,H1,LOSS,STRATEGY_REPLAY,-0.46802846252383257,297,NO_EDGE
HYP-TS-0002,IS-A,OIL,2018,2024,1393,-0.9301664512345578,-0.9301664512345578,-0.39656558998239166,-0.9304423867685161,-5.634811023941539,-4.034109218632392,-0.4262118704197134,368.6176823444843,0.0,NO,LOSS,TIME_STRUCTURE_V1,OIL,H1,LOSS,STRATEGY_REPLAY,-0.45472537215997333,298,NO_EDGE
HYP-TS-0003,IS-A,GOLD,2018,2024,1394,-0.9625598811277951,-0.9625598811277951,-0.4635565472874733,-0.962559881127795,-9.003720079549947,-6.031800727835471,-0.48158723044257945,403.6048259818408,0.0,NO,LOSS,TIME_STRUCTURE_V1,GOLD,H1,LOSS,STRATEGY_REPLAY,-0.5168190408163059,298,NO_EDGE
HYP-TSFUT-0001,IS-C,next-session front contract log return after settlement knowledge_time,,,184,0.37679167076779163,0.37679167076779163,0.02854458120463632,-0.16777598379382924,0.48570376521008,0.15430376631381507,0.17013508464783136,104.27247278163881,0.0,YES,POSITIVE_BUT_WEAK,TERM_STRUCTURE_V1,next-session front contract log return after settlement knowledge_time,D1,POSITIVE_BUT_WEAK,STRATEGY_REPLAY,-0.09945728630916806,94,WEAK_EDGE
HYP-TSFUT-0002,IS-C,next-session front log return after knowledge_time,,,437,-0.24322572525652175,-0.24322572525652175,-0.024231773387608846,-0.4177299503702913,-0.14167695329204646,-0.07421170446640869,-0.058008226046825,198.72148738343577,0.0,YES,LOSS,TERM_STRUCTURE_V1,next-session front log return after knowledge_time,D1,LOSS,STRATEGY_REPLAY,-0.20501466778706512,106,NO_EDGE
HYP-TSFUT-0003,IS-C,next-session front log return after knowledge_time,,,184,0.37679167076779163,0.37679167076779163,0.02854458120463632,-0.16777598379382924,0.48570376521008,0.15430376631381507,0.17013508464783136,104.27247278163881,0.0,YES,POSITIVE_BUT_WEAK,TERM_STRUCTURE_V1,next-session front log return after knowledge_time,D1,POSITIVE_BUT_WEAK,STRATEGY_REPLAY,-0.09945728630916806,94,WEAK_EDGE
HYP-UM-0001,IS-B,GOLD,2018,2024,24,-0.03908716496274811,-0.03908716496274811,-0.005969973348176727,-0.052865038633342375,-0.7235407462678833,-0.2038195308099425,-0.11292857250295132,5.901279964710266,0.0,NO,LOSS,USD_METAL_V1,GOLD,D1,LOSS,STRATEGY_REPLAY,-0.00682574617100995,3,NO_EDGE
HYP-UM-0002,IS-B,GOLD,2018,2024,3,0.014989549011965808,0.014989549011965808,0.0022369055424047435,-0.005142135991700707,0.2510618073020779,0.07362445005082005,0.43501485491925135,0.774668120921637,0.0,NO,POSITIVE_BUT_WEAK,USD_METAL_V1,GOLD,D1,POSITIVE_BUT_WEAK,STRATEGY_REPLAY,-0.012012418650760304,6,WEAK_EDGE
HYP-UM-0003,IS-B,SILVER,2018,2024,24,-0.046683503385010816,-0.046683503385010816,-0.007162589393073127,-0.057488170891091796,-0.8706606722033,-0.25947291879886536,-0.12459240365539306,2.958534210107536,0.0,NO,LOSS,USD_METAL_V1,SILVER,D1,LOSS,STRATEGY_REPLAY,-0.005511193384093893,3,NO_EDGE
HYP-VT-0001,IS-B,GOLD,2018,2024,72,-0.06876436225166238,-0.06876436225166238,-0.010642144297901113,-0.07195747670658512,-0.6446422575564178,-0.3709775256541829,-0.14789490661680202,22.731886111671606,0.0,NO,LOSS,VOL_TERM_V1,GOLD,D1,LOSS,STRATEGY_REPLAY,-0.03464006038045586,14,NO_EDGE
HYP-VT-0002,IS-B,GOLD,2018,2024,72,-0.11282022488665167,-0.11282022488665167,-0.017816915688773638,-0.1141091388284567,-1.0438720131956742,-0.8254537644147607,-0.15613925292660635,21.044234753885732,0.0,NO,LOSS,VOL_TERM_V1,GOLD,D1,LOSS,STRATEGY_REPLAY,-0.01555514273095937,14,NO_EDGE
HYP-VT-0003,IS-B,GOLD,2018,2024,46,-0.0951033546175809,-0.0951033546175809,-0.014895989131779697,-0.09510335461758096,-1.517924117229966,-0.5039911983754984,-0.15662948159586793,12.450566493604375,0.0,NO,LOSS,VOL_TERM_V1,GOLD,D1,LOSS,STRATEGY_REPLAY,-0.007488357314245131,14,NO_EDGE
HYP-XA-0001,IS-A,GOLD,,,459,-0.3954857341924979,-0.3954857341924979,-0.08697257103224587,-0.3954857341924979,-3.7648217271917552,-3.2157972733035414,-0.21991329525406605,107.45554705412181,0.0,NO,LOSS,CROSS_ASSET_V0.8,GOLD,D1,LOSS,STRATEGY_REPLAY,-0.12245617835913558,110,NO_EDGE
HYP-XA-0002,IS-A,GOLD,,,459,-0.29969240313543,-0.29969240313543,-0.06236863107974755,-0.30097929770121157,-3.105824431748865,-2.751567408495102,-0.20721900660975756,111.85900682756841,0.0,NO,LOSS,CROSS_ASSET_V0.8,GOLD,D1,LOSS,STRATEGY_REPLAY,-0.05717275904035268,90,NO_EDGE
HYP-XA-0003,IS-A,OIL,,,482,-0.2789188885659969,-0.2789188885659969,-0.057400695773945354,-0.31074950509751204,-0.8905597180184558,-0.4892736093483176,-0.18471693384011417,48.21985246442616,0.0,NO,LOSS,CROSS_ASSET_V0.8,OIL,D1,LOSS,STRATEGY_REPLAY,-0.012951704338864278,98,NO_EDGE
HYP-XR-0001,IS-A,GOLD_OIL,2020,2024,89,-0.24344243142530353,-0.24344243142530353,-0.04907837527366943,-0.41172730034421046,-0.45045167571105615,-0.16804422820168208,-0.11920116842540958,0.0,0.0,NO,LOSS,CROSS_RESIDUAL_V0.91,GOLD_OIL,D1,LOSS,STRATEGY_REPLAY,-0.22917389767515928,29,NO_EDGE
HYP-XR-0002,IS-A,GOLD_OIL,2020,2024,84,-0.471687187976348,-0.471687187976348,-0.10872178522999287,-0.492199376944293,-1.270921009624154,-0.449499860644973,-0.2208897254299003,0.0,0.0,NO,LOSS,CROSS_RESIDUAL_V0.91,GOLD_OIL,D1,LOSS,STRATEGY_REPLAY,-0.01287990969221886,8,NO_EDGE
HYP-XR-0003,IS-A,GOLD_OIL,2020,2024,113,-0.5053707664095648,-0.5053707664095648,-0.1192509435372393,-0.5063375330217732,-1.113303472152057,-0.4488658478834154,-0.2355166973808188,0.0,0.0,NO,LOSS,CROSS_RESIDUAL_V0.91,GOLD_OIL,D1,LOSS,STRATEGY_REPLAY,-0.15095883009727806,23,NO_EDGE
HYP-XS-0001,IS-B,EURUSD,1971,1997,1348,-0.8535262691501675,-0.8535262691501675,-0.06908441529011178,-0.8535610306076232,-3.5981702560126982,-3.111502751695008,-0.08093670260570912,219.8608983648309,0.0,NO,LOSS,XS_REV_V1,EURUSD,D1,LOSS,STRATEGY_REPLAY,-0.3857981700694456,289,NO_EDGE
HYP-XS-0002,IS-B,EURUSD,1971,1997,1348,-0.8290438399755746,-0.8290438399755746,-0.06370683246350017,-0.8298586698730386,-2.8970211409558977,-2.423394447370397,-0.07676829173002046,233.90587783147166,0.0,NO,LOSS,XS_REV_V1,EURUSD,D1,LOSS,STRATEGY_REPLAY,-0.37945238145674665,289,NO_EDGE
HYP-XS-0003,IS-B,EURUSD,1971,1997,630,-0.567156511126832,-0.567156511126832,-0.030724771189395095,-0.5672592344645672,-2.205680137398682,-1.3508218152144256,-0.05416354520591637,152.65253186313035,0.0,NO,LOSS,XS_REV_V1,EURUSD,D1,LOSS,STRATEGY_REPLAY,-0.17431899210895374,133,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-EURUSD-D1-20260825-000001,2020,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-D1-20260825-000001,D1,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-EURUSD-H1-20260825-000001,2026,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-H1-20260825-000001,H1,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-EURUSD-H4-20260825-000001,2025,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-H4-20260825-000001,H4,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-EURUSD-M15-20260825-000001,2026,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-M15-20260825-000001,M15,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-GOLD-D1-20260825-000001,2020,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-D1-20260825-000001,D1,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-GOLD-H1-20260825-000001,2026,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-H1-20260825-000001,H1,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-GOLD-H4-20260825-000001,2025,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-H4-20260825-000001,H4,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-GOLD-M15-20260825-000001,2026,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-M15-20260825-000001,M15,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-OIL-D1-20260825-000001,2020,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-OIL-D1-20260825-000001,D1,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-OIL-H1-20260825-000001,2026,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-OIL-H1-20260825-000001,H1,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-OIL-H4-20260825-000001,2025,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-OIL-H4-20260825-000001,H4,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-OIL-M15-20260825-000001,2026,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-OIL-M15-20260825-000001,M15,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-USDJPY-D1-20260825-000001,2020,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-USDJPY-D1-20260825-000001,D1,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-USDJPY-H1-20260825-000001,2026,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-USDJPY-H1-20260825-000001,H1,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-USDJPY-H4-20260825-000001,2025,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-USDJPY-H4-20260825-000001,H4,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-DEF-SKIP-HIVOL,IS-A,tm-market-USDJPY-M15-20260825-000001,2026,2026,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,NO,BREAK_EVEN,PROFIT_DISCOVERY_V0.6,tm-market-USDJPY-M15-20260825-000001,M15,BREAK_EVEN,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-EURUSD-D1-20260825-000001,2020,2026,78,-0.017161346864164484,-0.16330444833078872,-0.022225697132320033,-0.1633483191935074,-1.2297158506823869,-1.0017956185617156,-0.13606321290634643,47.45566081220059,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-D1-20260825-000001,D1,LOSS,STRATEGY_REPLAY,-0.029627763157259346,10,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-EURUSD-H1-20260825-000001,2026,2026,186,0.1426394896395189,-0.3276476895235011,-0.6991207577717806,-0.32764768952350115,-24.95168954440033,-20.32663331260033,-2.1337576309129895,153.5624356658974,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-H1-20260825-000001,H1,LOSS,STRATEGY_REPLAY,-0.07617497328640199,37,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-EURUSD-H4-20260825-000001,2025,2026,72,0.02943772012430168,-0.1704784610790956,-0.13183351156676193,-0.17047846107909553,-5.258290919958705,-3.84212767278095,-0.7733147679318632,65.15891300919753,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-H4-20260825-000001,H4,LOSS,STRATEGY_REPLAY,-0.06417770375611598,25,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-EURUSD-M15-20260825-000001,2026,2026,320,0.2427951267501638,-0.4782597755593674,-0.9996192694100345,-0.47825977555936733,-67.88489396698289,-6545.752855328256,-2.0901177989323707,235.46848379474235,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-M15-20260825-000001,M15,LOSS,STRATEGY_REPLAY,-0.1239051464990083,65,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-GOLD-D1-20260825-000001,2020,2026,78,0.031489329609646566,-0.046404317332515155,-0.005972045265211889,-0.07281459575704333,-0.2997023866820384,-0.22365272425146004,-0.08201714509462502,24.585921758904217,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-D1-20260825-000001,D1,LOSS,STRATEGY_REPLAY,-0.002936751192344711,15,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-GOLD-H1-20260825-000001,2026,2026,84,0.01466961917191334,-0.18689308249424963,-0.46525025449971635,-0.20267523755740452,-6.857050437207809,-5.057122267426629,-2.29554562316939,64.88395561441291,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-H1-20260825-000001,H1,LOSS,STRATEGY_REPLAY,-0.02520647621305583,16,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-GOLD-H4-20260825-000001,2025,2026,81,0.1128508847812264,-0.036025138253330424,-0.027370025409200638,-0.09474369381885198,-0.552625784325522,-0.4580318069451591,-0.28888493055307274,48.16650625898197,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-H4-20260825-000001,H4,LOSS,STRATEGY_REPLAY,-0.02404428343496312,21,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-GOLD-M15-20260825-000001,2026,2026,89,0.061745890732029185,-0.18558466608420832,-0.9166216990089162,-0.19001697865544456,-22.95970614124158,-18.440165291382463,-4.823893662002778,79.97537633616705,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-M15-20260825-000001,M15,LOSS,STRATEGY_REPLAY,-0.055248192124824014,27,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-OIL-D1-20260825-000001,2020,2026,85,0.05174261975008343,0.010389600786599784,0.0013038367288549235,-0.059738319079433104,0.08111101422509726,0.06702626484179142,0.021825802080591393,12.095731135646659,0.0,NO,POSITIVE_BUT_WEAK,PROFIT_DISCOVERY_V0.6,tm-market-OIL-D1-20260825-000001,D1,POSITIVE_BUT_WEAK,STRATEGY_REPLAY,0.022180336493897945,18,CANDIDATE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-OIL-H1-20260825-000001,2026,2026,84,-0.022904266628602232,-0.13637045979221696,-0.3582616323629131,-0.15489122070831804,-4.2314255675015335,-2.873461026745032,-2.3129886298563695,33.66806825144447,0.0,NO,POSITIVE_BUT_WEAK,PROFIT_DISCOVERY_V0.6,tm-market-OIL-H1-20260825-000001,H1,POSITIVE_BUT_WEAK,STRATEGY_REPLAY,0.004909996168829922,16,WEAK_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-OIL-H4-20260825-000001,2025,2026,66,-0.024340428117474056,-0.10330633839132719,-0.07916667075961814,-0.10417348665263165,-2.031914458718959,-1.4395717580859613,-0.7599502839297375,23.92134224317671,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-OIL-H4-20260825-000001,H4,LOSS,STRATEGY_REPLAY,0.0,0,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-OIL-M15-20260825-000001,2026,2026,84,0.028590611371321906,-0.18165581701799305,-0.9116214187336645,-0.18851823091354517,-14.503390974611445,-12.548171121981184,-4.835720207621383,62.334086422981756,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-OIL-M15-20260825-000001,M15,LOSS,STRATEGY_REPLAY,-0.06061346571554127,21,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-USDJPY-D1-20260825-000001,2020,2026,90,0.12338812986529124,-0.09323072650757602,-0.012261647439263279,-0.13085411906693897,-0.5681691984587387,-0.47416670928328003,-0.09370471122113307,55.34958998517575,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-USDJPY-D1-20260825-000001,D1,LOSS,STRATEGY_REPLAY,-0.0022844581380073725,6,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-USDJPY-H1-20260825-000001,2026,2026,354,0.33615581477706535,-0.574179838349234,-0.9244526560387664,-0.574179838349234,-36.06051810956369,-770.9402563209115,-1.6100402596799046,238.19691469617035,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-USDJPY-H1-20260825-000001,H1,LOSS,STRATEGY_REPLAY,-0.10522545030725217,46,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-USDJPY-H4-20260825-000001,2025,2026,91,0.0685270569205072,-0.2363866183678197,-0.18452980387731022,-0.24455575055392995,-4.960088385575991,-3.429933741929358,-0.7545510725441613,79.17775143682643,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-USDJPY-H4-20260825-000001,H4,LOSS,STRATEGY_REPLAY,-0.12005167792883731,42,NO_EDGE
PD-V06-MOM-DIR-H8-R005,IS-A,tm-market-USDJPY-M15-20260825-000001,2026,2026,334,0.3251159446720515,-0.5544140900955857,-0.9999435907290971,-0.5544140900955857,-69.54107578752699,-518.5188358337156,-1.803604216762778,229.4015188984281,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-USDJPY-M15-20260825-000001,M15,LOSS,STRATEGY_REPLAY,-0.23627715983033504,111,NO_EDGE
PD-V06-MOM-DIR-H8-R010,IS-A,tm-market-EURUSD-D1-20260825-000001,2020,2026,78,-0.023490547563882913,-0.23623621543562234,-0.03340295194545273,-0.23631101844213023,-1.1767209035323176,-0.9681313357583777,-0.14135164820354204,69.07426710590343,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-D1-20260825-000001,D1,LOSS,STRATEGY_REPLAY,-0.04803544257707548,10,NO_EDGE
PD-V06-MOM-DIR-H8-R010,IS-A,tm-market-EURUSD-H1-20260825-000001,2026,2026,186,0.1426394896395189,-0.3276476895235011,-0.6991207577717806,-0.32764768952350115,-24.95168954440033,-20.32663331260033,-2.1337576309129895,153.5624356658974,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-H1-20260825-000001,H1,LOSS,STRATEGY_REPLAY,-0.07617497328640199,37,NO_EDGE
PD-V06-MOM-DIR-H8-R010,IS-A,tm-market-EURUSD-H4-20260825-000001,2025,2026,72,0.02943772012430168,-0.1704784610790956,-0.13183351156676193,-0.17047846107909553,-5.258290919958705,-3.84212767278095,-0.7733147679318632,65.15891300919753,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-H4-20260825-000001,H4,LOSS,STRATEGY_REPLAY,-0.06417770375611598,25,NO_EDGE
PD-V06-MOM-DIR-H8-R010,IS-A,tm-market-EURUSD-M15-20260825-000001,2026,2026,320,0.2427951267501638,-0.4782597755593674,-0.9996192694100345,-0.47825977555936733,-67.88489396698289,-6545.752855328256,-2.0901177989323707,235.46848379474235,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-EURUSD-M15-20260825-000001,M15,LOSS,STRATEGY_REPLAY,-0.1239051464990083,65,NO_EDGE
PD-V06-MOM-DIR-H8-R010,IS-A,tm-market-GOLD-D1-20260825-000001,2020,2026,78,0.057543653116821636,-0.09116390465365343,-0.011978114343961788,-0.13836000422813038,-0.29420680790110265,-0.22020069539703974,-0.08657208714891382,46.930646215453415,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-D1-20260825-000001,D1,LOSS,STRATEGY_REPLAY,-0.0063956788513136464,15,NO_EDGE
PD-V06-MOM-DIR-H8-R010,IS-A,tm-market-GOLD-H1-20260825-000001,2026,2026,84,0.028308912342439818,-0.206398044610678,-0.5031254226739834,-0.2239078915521042,-6.2900565159626725,-4.739525569378581,-2.2470196078681055,75.56811413823006,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-H1-20260825-000001,H1,LOSS,STRATEGY_REPLAY,-0.026913940144743576,16,NO_EDGE
PD-V06-MOM-DIR-H8-R010,IS-A,tm-market-GOLD-H4-20260825-000001,2025,2026,81,0.1835576705753299,-0.04201726844911624,-0.03194650726962012,-0.12577106292184598,-0.37157320242078584,-0.30426818591629945,-0.254005226062784,72.96284723472621,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-H4-20260825-000001,H4,LOSS,STRATEGY_REPLAY,-0.05045559509740527,21,NO_EDGE
PD-V06-MOM-DIR-H8-R010,IS-A,tm-market-GOLD-M15-20260825-000001,2026,2026,89,0.061745890732029185,-0.18558466608420832,-0.9166216990089162,-0.19001697865544456,-22.95970614124158,-18.440165291382463,-4.823893662002778,79.97537633616705,0.0,NO,LOSS,PROFIT_DISCOVERY_V0.6,tm-market-GOLD-M15-20260825-000001,M15,LOSS,STRATEGY_REPLAY,-0.055248192124824014,27,NO_EDGE
