signal,entry,exit,n_side,n_cs,lo_ret,short_leg_ret,ls_ret,ew_ret,lo_minus_ew,eq_ls,eq_lo
2008-04-14,2008-04-15,2008-04-21,7,23,0.01727126077671192,-0.00998322357262919,0.0072880372040827306,0.013263514883884789,0.004007745892827132,0.9075650797619024,0.9710296274985819
2008-04-21,2008-04-22,2008-04-28,7,23,-0.0005141091653700553,-0.001123999008962946,-0.0016381081743330013,0.0007627237382678155,-0.0012768329036378708,0.9060783899860052,0.970530412267239
2008-04-28,2008-04-29,2008-05-05,7,23,-0.0001092392655314986,0.0032631221738095733,0.0031538829082780745,0.001333025692306036,-0.0014422649578375345,0.9089360551337421,0.970424392237827
2008-05-05,2008-05-06,2008-05-12,7,23,-0.01603120197359369,2.9612659587380523e-06,-0.016028240707634953,-0.011111502540081985,-0.004919699433511705,0.8943674092542103,0.9548673228057605
2008-05-12,2008-05-13,2008-05-19,7,23,0.0004067302000970935,-0.0057354778706949945,-0.005328747670597901,0.003712834505358912,-0.0033061043052618187,0.8896015510054883,0.9552556961830315
2008-05-19,2008-05-20,2008-05-26,7,23,0.008174033197844684,0.010992160901919474,0.01916619409976416,-0.0007413474615667326,0.008915380659411417,0.9066518270035107,0.9630639879560617
2008-05-26,2008-05-27,2008-06-02,6,20,-0.004473199889397594,-0.01146641812037289,-0.015939618009770486,0.0038101732658037237,-0.008283373155201317,0.8922001432132142,0.9587560102316538
2008-06-02,2008-06-03,2008-06-09,7,23,0.014892174353691326,0.007659635742216839,0.022551810095908165,0.004468099494648094,0.01042407485904323,0.9123208714105006,0.9730339718986731
2008-06-09,2008-06-10,2008-06-16,7,23,-0.008303382823366848,-0.007007892984804597,-0.015311275808171446,0.0006117863434338254,-0.008915169166800675,0.898352074922783,0.9649544983298572
2008-06-16,2008-06-17,2008-06-23,7,23,0.001707986123966599,0.00236716685596492,0.004075152979931519,0.0014514973308096355,0.00025648879315696353,0.9020129970579321,0.9666026272232638
2008-06-23,2008-06-24,2008-06-30,7,23,0.006740600515267343,0.011599543543605161,0.018340144058872503,-0.000621938015046315,0.007362538530313658,0.9185560453669499,0.9731181093903837
2008-06-30,2008-07-01,2008-07-07,7,23,-0.0018819939915193963,-0.005144227398981241,-0.007026221390500637,0.002040537441324848,-0.003922531432844245,0.9121020672326189,0.9712867069554723
2008-07-07,2008-07-08,2008-07-14,9,27,0.0006828224832043226,-0.004712267006605672,-0.004029444523401349,0.0021795436007913116,-0.001496721117586989,0.9084268025530253,0.9719499233566189
2008-07-14,2008-07-15,2008-07-21,8,24,-0.00030904687230356396,-0.004122255166906884,-0.004431302039210448,0.001972007975981594,-0.002281054848285158,0.9044012890103986,0.9716495452727698
2008-07-21,2008-07-22,2008-07-28,9,27,0.0039063712862291225,0.0013151342332023838,0.005221505519431506,9.677887657192722e-06,0.00389669339857193,0.9091236253327475,0.9754451691567009
2008-07-28,2008-07-29,2008-08-04,9,27,-0.002121204653807515,0.009449566389699291,0.007328361735891777,-0.005920602272297412,0.003799397618489897,0.9157860121218311,0.9733760503243516
2008-08-04,2008-08-05,2008-08-11,9,27,-0.019306207429256258,0.0018994023351535023,-0.017406805094102754,-0.008340379045549677,-0.01096582838370658,0.8998451035009207,0.9545838503901195
2008-08-11,2008-08-12,2008-08-18,9,27,-0.008512506451333054,0.008017039654628145,-0.0004954667967049086,-0.007255929197240883,-0.001256577254092171,0.8993992601299585,0.9464579492053352
2008-08-18,2008-08-19,2008-08-25,9,27,0.0009180866192432921,0.006231497414694694,0.007149584033937987,-0.0015383847490644993,0.0024564713683077914,0.9058295907203193,0.947326879584177
2008-08-25,2008-08-26,2008-09-01,9,27,-0.01376560629932904,0.0031313062470532628,-0.010634300052275777,-0.0052916050506629266,-0.008474001248666114,0.8961967270563693,0.9342863507230494
2008-09-01,2008-09-02,2008-09-08,9,27,0.0010317063354490766,0.00790734277547155,0.008939049110920626,-0.006408051665699511,0.007439758001148588,0.9042078736125726,0.9352502598702139
2008-09-08,2008-09-09,2008-09-15,9,27,-0.0049600960572119684,-0.011717102572946716,-0.016677198630158686,-2.7795479018515394e-06,-0.004957316509310117,0.8891282193013823,0.9306113287437252
2008-09-15,2008-09-16,2008-09-22,9,27,0.002949091913262983,-0.02549789779450451,-0.022548805881241526,0.019899198608736873,-0.01695010669547389,0.8690794396808215,0.9333557870877144
2008-09-22,2008-09-23,2008-09-29,8,25,0.0007774684067151693,0.005750533998696711,0.00652800240541188,-0.004068977227367298,0.0048464456340824675,0.874752792353552,0.9340814417243999
2008-09-29,2008-09-30,2008-10-06,8,25,-0.00841938861084908,-0.0006724478952458788,-0.009091836506094958,-0.008324961745934459,-9.442686491462071e-05,0.8667996829822234,0.92621704707234
2008-10-06,2008-10-07,2008-10-13,8,25,-0.01182993485295788,-0.008281526255179065,-0.020111461108136944,-0.00689255895791812,-0.00493737589503976,0.849367074869381,0.9152599597457751
2008-10-13,2008-10-14,2008-10-20,8,25,0.0013856325093477312,0.012672845402493405,0.014058477911841137,-0.0061661009631839465,0.0075517334725316776,0.8613078831304773,0.9165281737005032
2008-10-20,2008-10-21,2008-10-27,8,25,-0.032154473847735766,0.05691566621828752,0.02476119237055175,-0.06012063299843756,0.027966159150701796,0.8826348933149438,0.8870576925085374
2008-10-27,2008-10-28,2008-11-03,8,25,0.01342691196772082,-0.015265794534283467,-0.0018388825665626475,0.03947545440184655,-0.02604854243412573,0.8810118313969871,0.8989681380561391
2008-11-03,2008-11-04,2008-11-10,8,25,0.00523846302802883,-0.010202535761224455,-0.004964072733195626,0.008158770644327386,-0.002920307616298556,0.8766384245871266,0.9036773494107221
2008-11-10,2008-11-11,2008-11-17,8,25,-0.010760592104991893,0.01710355187871775,0.006342959773725856,-0.021956061478778804,0.01119546937378691,0.8821989068503852,0.893953246059193
2008-11-17,2008-11-18,2008-11-24,8,25,0.009497832953013612,0.0032632577005029945,0.012761090653516606,-0.0009955403193003852,0.010493373272313998,0.8934567270751362,0.9024438646580675
2008-11-24,2008-11-25,2008-12-01,8,25,0.009669358972149754,0.007104930351958199,0.016774289324107954,-0.0035132828807668036,0.013182641852916559,0.908443828713665,0.9111699183376604
2008-12-01,2008-12-02,2008-12-08,8,25,0.010311455191323366,-0.0012403395797825963,0.009071115611540769,0.008782808688912973,0.0015286465024103926,0.9166844277105175,0.9205654061222808
2008-12-08,2008-12-09,2008-12-15,8,25,-0.0031142164821887507,-0.0002314247911889217,-0.0033456412733776724,1.1994920704712087e-05,-0.003126211402893463,0.9136175304545067,0.917698566161602
2008-12-15,2008-12-16,2008-12-22,8,25,-0.017813106211168703,0.010233713387989025,-0.007579392823179678,-0.004328545855368127,-0.013484560355800576,0.9066928643010487,0.9013515041327281
2008-12-22,2008-12-23,2008-12-29,8,25,-0.008860303072382069,0.008727783666089152,-0.00013251940629291706,-0.002491305760858231,-0.0063689973115238375,0.9065727099009815,0.8933652566313647
2008-12-29,2008-12-30,2009-01-05,8,25,0.008589844983506716,-0.013298538535206326,-0.0047086935516996095,0.009405945689710836,-0.0008161007062041196,0.9023039368277239,0.9010391256994787
2009-01-05,2009-01-06,2009-01-12,7,22,-0.010215703244512386,0.012754154282757996,0.0025384510382456104,-0.007084221178862159,-0.0031314820656502262,0.9045943911929774,0.891834377379638
2009-01-12,2009-01-13,2009-01-19,7,22,-0.007734076485489912,-0.018735720954869382,-0.026469797440359294,0.00018002939632502405,-0.007914105881814936,0.8806499608924141,0.8849368620925946
2009-01-20,2009-01-21,2009-01-27,7,22,-0.00782891096471402,-0.0012313683625292274,-0.009060279327243247,0.0011435813239983731,-0.008972492288712393,0.8726710262572029,0.8780087701898782
2009-01-27,2009-01-28,2009-02-03,7,22,-0.003709551841309446,0.014717040047789584,0.011007488206480138,-0.009301519942678416,0.00559196810136897,0.882276942286866,0.8747517511397345
2009-02-03,2009-02-04,2009-02-10,7,22,0.009133341275524915,-0.01554075212555168,-0.006407410850026765,0.01943036078967442,-0.010297019514149505,0.8766238314341288,0.8827411574142567
2009-02-10,2009-02-11,2009-02-17,7,22,-0.005197618169094187,-0.0016047371887970782,-0.006802355357891265,-0.0037368112448036687,-0.001460806924290518,0.8706607246175176,0.8781530059358732
2009-02-17,2009-02-18,2009-02-24,7,22,-0.0015052895291447343,-0.014744070472605168,-0.016249360001749903,0.008135015269654907,-0.009640304798799642,0.8565130450638232,0.876831131411051
2009-02-24,2009-02-25,2009-03-03,8,25,-0.0025973613149547527,0.014499404758800787,0.011902043443846034,-0.009948479370399568,0.007351118055444816,0.8667073005363936,0.8745536841505759
2009-03-03,2009-03-04,2009-03-10,8,25,1.3109767806576645e-05,-0.0015153434437064678,-0.0015022336758998911,-0.0017841790801051526,0.0017972888479117293,0.8654053036423796,0.8745651493463096
2009-03-10,2009-03-11,2009-03-17,8,25,0.01698623505738222,0.0022501516563512083,0.019236386713733428,0.017552266772297778,-0.0005660317149155589,0.8820525747273603,0.8894207185461005
2009-03-17,2009-03-18,2009-03-24,7,22,0.014993975098278088,-0.0006532982131749264,0.014340676885103163,0.013781629023177911,0.0012123460751001774,0.8947018056971986,0.9027566706518734
2009-03-24,2009-03-25,2009-03-31,7,22,-0.0035815981422028307,0.006172345541322256,0.0025907473991194255,-0.006712031330152287,0.003130433187949456,0.897019752073296,0.8995233590374054
2009-03-31,2009-04-01,2009-04-07,7,22,-0.002621569880774017,-0.02922699031364461,-0.03184856019441863,0.014976157362262432,-0.01759772724303645,0.8684509645038071,0.8971651956923004
2009-04-07,2009-04-08,2009-04-14,7,22,-0.0059967837922012155,-8.326701847027884e-06,-0.006005110494048243,0.002906958825597701,-0.008903742617798917,0.863235820503299,0.8917850899878457
2009-04-14,2009-04-15,2009-04-21,8,25,-0.0011270984932155899,0.016507696721485873,0.015380598228270283,-0.015493734691865239,0.01436663619864965,0.8765129038347114,0.8907799603566483
2009-04-21,2009-04-22,2009-04-28,8,25,-0.009875229082763491,0.004441515544275463,-0.005433713538488028,-0.008588272755595061,-0.00128695632716843,0.8717501838024853,0.8819833041857914
2009-04-28,2009-04-29,2009-05-05,8,25,-0.0033602019681881327,-0.02496363065103061,-0.028323832619218742,0.01678634591554995,-0.020146547883738083,0.8470588775106904,0.8790196621511572
2009-05-05,2009-05-06,2009-05-12,8,25,-0.0040758054593637,-0.001330897658862581,-0.005406703118226281,0.004475054967109506,-0.008550860426473206,0.8424790816363321,0.8754369490132735
2009-05-12,2009-05-13,2009-05-19,8,25,0.00047064973972216586,-5.614627805300345e-05,0.0004145034616691624,-0.001560771057191177,0.002031420796913343,0.8428282921320542,0.8758489731854698
2009-05-19,2009-05-20,2009-05-26,8,25,-0.001545663326549835,-0.00370057646670293,-0.005246239793252765,0.0035062539193233145,-0.0050519172458731495,0.8384066128069918,0.8744952055480207
2009-05-26,2009-05-27,2009-06-02,8,25,0.0052635979488415184,-0.011489898834366035,-0.006226300885524516,0.015037548021633849,-0.009773950072792331,0.833186440971242,0.8790981967182151
2009-06-02,2009-06-03,2009-06-09,7,22,-0.0029820093787322113,-0.0064378651050859366,-0.009419874483818147,-0.004789809348977784,0.0018077999702455728,0.8253379292756737,0.8764767176507748
2009-06-09,2009-06-10,2009-06-16,7,22,-0.0001946273295246265,0.0009609651493299523,0.0007663378198053258,0.0022799240317758333,-0.00247455136130046,0.8259704169449975,0.876306131327828
2009-06-16,2009-06-17,2009-06-23,7,22,0.0015607859226020732,-0.0050454897561472666,-0.0034847038335451934,0.0011545561912787287,0.00040622973132334447,0.8230921546666744,0.8776738576014944
2009-06-23,2009-06-24,2009-06-30,9,27,0.010809184668660606,-0.01892469455676012,-0.008115509888099514,0.01140369553635264,-0.000594510867692034,0.8164123421466599,0.8871607964071647
2009-06-30,2009-07-01,2009-07-07,9,27,-0.00699438973359761,0.010025436818062831,0.0030310470844652215,-0.008653068753011417,0.001658679019413807,0.818886926396045,0.8809556480407242
2009-07-07,2009-07-08,2009-07-14,9,27,-0.003875928958932116,0.0041259134462552135,0.00024998448732309764,-0.004793896404602721,0.000917967445670605,0.8190916354245158,0.8775411265329485
2009-07-14,2009-07-15,2009-07-21,8,25,0.005708423456148088,-0.002475922010858155,0.003232501445289933,0.00781368398947087,-0.002105260533322782,0.8217393503198503,0.8825505028833839
2009-07-21,2009-07-22,2009-07-28,8,25,0.007810760902083247,0.004996422353287419,0.012807183255370665,0.0032889765794556734,0.004521784322627573,0.832263516767546,0.8894438938454193
2009-07-28,2009-07-29,2009-08-04,8,25,0.0069645984374954225,-0.012442719303152848,-0.0054781208656574255,0.012177258247746865,-0.005212659810251442,0.8277042766306162,0.8956385133987351
2009-08-04,2009-08-05,2009-08-11,8,25,-0.004937374711639528,-0.0022063096387906107,-0.007143684350430139,0.002062157740077217,-0.006999532451716745,0.821791418542866,0.8912164104519098
2009-08-11,2009-08-12,2009-08-18,8,25,-0.005800903413757439,0.005933849517386046,0.00013294610362860667,-0.007885575326850476,0.0020846719130930367,0.8219006725099567,0.8860465501341227
2009-08-18,2009-08-19,2009-08-25,8,25,-0.005587838777553958,0.005470367901405481,-0.00011747087614847728,-0.0023730468078842024,-0.0032147919696697558,0.82180412311785,0.8810954648625653
2009-08-25,2009-08-26,2009-09-01,8,25,-0.00027871372446376663,-0.0023656669469668762,-0.002644380671430643,-0.00124265384356387,0.0009639401191001034,0.8196309601789751,0.8808498914639453
2009-09-01,2009-09-02,2009-09-08,8,25,-0.007473283071287009,-0.010316123290107594,-0.017789406361394602,0.006914861848074168,-0.014388144919361176,0.8050502119619712,0.8742670508817229
2009-09-08,2009-09-09,2009-09-15,8,25,-0.006589793962014413,-0.005341011767494669,-0.01193080572950908,-0.002328424153711972,-0.004261369808302441,0.7954453142805529,0.8685058111486343
2009-09-15,2009-09-16,2009-09-22,8,25,0.005531875842483486,0.0056607959705706114,0.011192671813054098,0.0029764300064915616,0.0025554458359919245,0.8043484726285268,0.8733102774643839
2009-09-22,2009-09-23,2009-09-29,8,25,-0.016660510410188987,-7.458300069443282e-05,-0.01673509341088342,-0.009688406528050088,-0.006972103882138899,0.790887625804187,0.8587604824953635
2009-09-29,2009-09-30,2009-10-06,8,25,-0.0027016041219310675,0.004317912176162641,0.0016163080542315736,-0.0011932704070307843,-0.0015083337149002832,0.7921659438437664,0.8564404516361025
2009-10-06,2009-10-07,2009-10-13,8,25,-9.423170140827994e-05,-0.004278330455742253,-0.004372562157150533,0.0021175440086177444,-0.002211775710026024,0.7887021490155317,0.8563597477951899
2009-10-13,2009-10-14,2009-10-20,8,25,0.009791812822671109,-0.01143364989637962,-0.0016418370737085117,0.013048622139785509,-0.0032568093171144,0.7874072285871645,0.8647450621544701
2009-10-20,2009-10-21,2009-10-27,8,25,0.008046185992605285,-0.005895265121880945,0.0021509208707243405,0.005181412163627912,0.002864773828977373,0.7891008792288919,0.871702961760752
2009-10-27,2009-10-28,2009-11-02,7,22,-0.011061450918495358,-0.006119648405662237,-0.017181099324157595,-0.008144590263196517,-0.0029168606552988415,0.7755432586460803,0.8620606622337285
2009-11-02,2009-11-03,2009-11-09,7,22,0.004582155169727219,-0.0026736199775346924,0.001908535192192527,0.004347167893997351,0.0002349872757298685,0.777023410248274,0.8660107579538011
2009-11-09,2009-11-10,2009-11-16,7,22,-0.0036341417193828714,0.00036260629668732273,-0.0032715354226955486,-0.0031046432342862044,-0.000529498485096667,0.7744813506373831,0.8628635521288868
2009-11-16,2009-11-17,2009-11-23,9,27,-0.0016135608165380325,-0.0027055443731532286,-0.004319105189691261,-0.006214889176298076,0.004601328359760044,0.7711362842165261,0.8614712693111527
2009-11-23,2009-11-24,2009-11-30,9,27,-0.00622159466035868,0.007136709130544039,0.0009151144701853593,-0.009847280260421422,0.0036256856000627426,0.7718419621886976,0.856111544261954
2009-11-30,2009-12-01,2009-12-07,9,27,0.010454820608245069,-0.007618581857884769,0.0028362387503603004,0.01100788311869243,-0.0005530625104473615,0.7740310902710112,0.8650620368778604
2009-12-07,2009-12-08,2009-12-14,9,27,0.00023265401245905565,0.005943084512466794,0.00617573852492585,-0.002231990474755653,0.0024646444872147085,0.7788113038946883,0.8652632970317661
2009-12-14,2009-12-15,2009-12-21,9,27,-0.005322568948441334,0.004414693842842381,-0.000907875105598953,-0.005175989116775271,-0.00014657983166606325,0.7781042404999232,0.8606578734747589
2009-12-21,2009-12-22,2009-12-29,7,21,-0.0037162599837188438,-0.0020724995216599776,-0.005788759505378821,0.0006943173652905596,-0.004410577349009404,0.7735999821815537,0.857459445059892
2009-12-29,2009-12-30,2010-01-06,9,27,-0.005078666316894215,-0.001462648375525583,-0.006541314692419798,0.0028742434967727057,-0.00795290981366692,0.7685396212520538,0.8531046946581635
2010-01-06,2010-01-07,2010-01-13,9,27,0.0019696493605706193,0.0009375642312018889,0.0029072135917725082,-0.001850495125983396,0.003820144486554015,0.7707739300847735,0.8547850117744967
2010-01-13,2010-01-14,2010-01-20,9,27,0.0028710988964738967,0.0015753489602846021,0.004446447856758498,-0.002157197435741231,0.005028296332215128,0.7742011361742442,0.857239184078525
2010-01-20,2010-01-21,2010-01-27,9,27,-0.008750233464141137,-0.0038539395183248507,-0.012604172982465987,-0.007172216840283582,-0.0015780166238575548,0.7644429711306824,0.849738141083228
2010-01-27,2010-01-28,2010-02-03,9,27,0.003865573939588183,0.0011422943553962203,0.005007868294984404,-0.0015751321529642562,0.00544070609255244,0.7682712008491314,0.8530228666968733
2010-02-03,2010-02-04,2010-02-10,9,27,-0.0033109135282070046,0.0032837711182975115,-2.7142409909493032e-05,-0.006087517622785403,0.0027766040945783983,0.7682503481172762,0.8501985817476567
2010-02-10,2010-02-11,2010-02-17,9,27,0.0006102621076361891,-0.00032077013101397696,0.00028949197662221215,0.00489065104074572,-0.004280388933109531,0.7684727504290935,0.8507174257260635
2010-02-17,2010-02-18,2010-02-24,9,27,-0.007955798380378205,0.0030605283707732375,-0.004895270009604967,-0.006145282336528002,-0.0018105160438502028,0.7647108688207193,0.8439492894083126
2010-02-24,2010-02-25,2010-03-03,9,27,-0.009919102104077853,0.006504564023984738,-0.0034145380800931152,-0.00789747165194106,-0.0020216304521367932,0.7620997344388699,0.8355780702360076
2010-03-03,2010-03-04,2010-03-10,9,27,0.006288260339160427,0.005210265190631839,0.011498525529792265,0.0045961272509461824,0.0016921330882142442,0.7708627576915632,0.840832402675345
